Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Oskar Lindblom,25,LW,79,12,14,26,-11,22,1.7,12,0,0,1,13,1,0,127,9.4,1090,828,48,83,8,14,36.4
Esa Lindell,27,D,76,4,21,25,4,12,5.5,3,0,1,0,16,3,2,136,2.9,1675,1323,148,111,0,1,0.0
Ryan Lindgren,23,D,78,4,11,15,18,48,5.1,4,0,0,1,11,0,0,73,5.5,1568,1206,141,129,0,0,0.0
Elias Lindholm,27,C,82,42,40,82,61,22,11.4,31,10,1,9,30,9,1,235,17.9,1635,1197,52,66,842,750,52.9
Hampus Lindholm,28,D,71,5,22,27,10,46,5.8,4,1,0,1,17,4,1,142,3.5,1598,1350,92,70,0,0,0.0
Gustav Lindström,23,D,63,1,12,13,-12,22,1.5,1,0,0,0,12,0,0,41,2.4,1015,967,77,59,0,0,0.0
Blake Lizotte,24,C,70,10,14,24,15,28,2.6,9,0,1,2,12,0,2,91,11.0,851,730,12,74,313,294,51.6
Ryan Lomberg,27,LW,55,9,9,18,4,92,1.4,9,0,0,1,8,0,1,91,9.9,627,684,7,117,1,6,14.3
Steven Lorentz,25,C,67,8,5,13,0,8,0.8,8,0,0,1,5,0,0,80,10.0,730,653,13,67,51,61,45.5
Adam Lowry,28,LW,79,13,8,21,1,59,1.3,10,0,3,0,4,2,2,115,11.3,1223,929,43,231,564,500,53.0
Milan Lucic,33,LW,82,10,11,21,-9,84,0.9,8,2,0,0,10,1,0,95,10.5,1005,735,22,209,19,15,55.9
Matt Luff,24,RW,23,3,3,6,3,4,0.6,3,0,0,1,3,0,0,26,11.5,216,564,4,29,2,0,100.0
Anton Lundell,20,C,65,18,26,44,33,18,5.0,16,1,1,4,20,3,3,125,14.4,1023,944,56,26,334,414,44.7
Isac Lundeström,22,C,80,16,13,29,-3,8,2.4,12,0,4,3,13,0,0,83,19.3,1239,929,55,38,391,488,44.5
Nils Lundkvist,21,D,25,1,3,4,4,0,1.2,0,1,0,0,2,1,0,32,3.1,348,836,15,15,0,0,0.0
Eetu Luostarinen,23,C,78,9,17,26,1,12,1.2,7,0,2,4,15,1,1,84,10.7,1048,806,46,103,321,481,40.0
Ilya Lyubushkin,27,D,77,2,13,15,-2,51,2.6,2,0,0,0,12,0,1,54,3.7,1344,1047,92,187,0,0,0.0
Olli Määttä,27,D,66,1,7,8,17,10,3.4,1,0,0,0,7,0,0,61,1.6,1207,1097,94,67,0,0,0.0
Matias Maccelli,21,LW,23,1,5,6,-10,4,-0.2,1,0,0,0,4,1,0,21,4.8,327,852,8,12,2,0,100.0
Kurtis MacDermid,27,D,58,2,3,5,1,89,0.9,2,0,0,0,3,0,0,46,4.3,429,444,22,105,0,0,0.0
Zack MacEwen,25,C,75,3,6,9,-15,110,-0.5,3,0,0,1,6,0,0,82,3.7,725,580,32,159,16,19,45.7
Nathan MacKinnon,26,C,65,32,56,88,22,42,9.7,25,7,0,5,36,20,0,299,10.7,1369,1264,39,68,383,461,45.4
Josh Mahura,23,D,38,3,4,7,-14,12,0.6,3,0,0,0,4,0,0,36,8.3,534,844,51,63,0,0,0.0
Cale Makar,23,D,77,28,58,86,48,26,15.3,19,9,0,6,33,25,0,240,11.7,1976,1540,110,95,0,0,0.0
Evgeni Malkin,35,C,41,20,22,42,-10,24,4.3,11,9,0,5,11,11,0,129,15.5,752,1100,18,21,164,212,43.6
Mikhail Maltsev,23,LW,18,0,0,0,-5,2,-0.5,0,0,0,0,0,0,0,23,0.0,145,484,2,31,44,32,57.9
Maxim Mamin,27,C,40,7,7,14,8,13,1.3,7,0,0,0,7,0,0,49,14.3,476,714,17,59,0,2,0.0
Andrew Mangiapane,25,LW,82,35,20,55,20,38,7.2,25,8,2,8,16,3,1,185,18.9,1290,944,32,73,21,34,38.2
Josh Manson,30,D,67,6,10,16,-11,65,2.6,6,0,0,0,10,0,0,92,6.5,1272,1139,70,179,0,0,0.0
Anthony Mantha,27,RW,37,9,14,23,4,14,2.3,9,0,0,0,12,2,0,82,11.0,561,910,18,46,3,1,75.0
Brad Marchand,33,LW,70,32,48,80,16,97,9.3,23,7,2,6,28,20,0,242,13.2,1347,1155,20,78,14,27,34.1
Jonathan Marchessault,31,C,76,30,36,66,3,36,7.2,25,5,0,4,21,15,0,251,12.0,1335,1054,17,61,43,57,43.0
Mason Marchment,26,F,54,18,29,47,29,53,5.7,17,1,0,2,28,1,0,121,14.9,762,847,9,114,11,29,27.5
John Marino,24,D,81,1,24,25,1,23,4.0,1,0,0,0,20,2,2,90,1.1,1672,1238,88,73,0,0,0.0
Mitch Marner,24,RW,72,35,62,97,23,16,10.7,26,6,3,5,42,19,1,224,15.6,1504,1253,31,75,10,8,55.6
Pat Maroon,33,LW,81,11,16,27,20,134,2.6,8,3,0,0,13,3,0,102,10.8,1004,744,11,160,15,15,50.0
Matt Martin,32,LW,71,3,4,7,-2,70,-0.2,3,0,0,0,4,0,0,66,4.5,812,686,26,235,8,11,42.1
Alec Martinez,34,D,26,3,5,8,6,4,1.9,3,0,0,0,5,0,0,32,9.4,508,1172,68,26,0,0,0.0
Jordan Martinook,29,LW,59,6,9,15,1,22,1.0,6,0,0,2,9,0,0,77,7.8,661,672,11,83,23,28,45.1
Mike Matheson,27,D,74,11,20,31,12,33,6.1,11,0,0,5,18,2,0,140,7.9,1391,1128,81,97,0,0,0.0
Auston Matthews,24,C,73,60,46,106,20,18,13.8,44,16,0,10,33,13,0,348,17.2,1504,1237,62,67,691,538,56.2
Scott Mayfield,29,D,61,3,15,18,-5,55,3.3,3,0,0,2,14,0,1,80,3.8,1206,1186,109,77,0,0,0.0
Gerald Mayhew,29,F,40,11,1,12,-6,18,1.2,10,1,0,0,1,0,0,53,20.8,527,791,26,58,3,7,30.0
Dysin Mayo,25,D,67,4,8,12,-22,27,1.5,4,0,0,0,8,0,0,76,5.3,1401,1255,133,129,0,0,0.0
Charlie McAvoy,24,D,78,10,46,56,31,66,10.8,5,4,1,5,29,17,0,166,6.0,1922,1478,130,155,0,0,0.0
Jake McCabe,28,D,75,4,18,22,-27,33,2.6,4,0,0,0,18,0,0,80,5.0,1523,1218,167,166,0,0,0.0
Jared McCann,25,C,74,27,23,50,-26,33,4.8,18,8,1,1,14,9,0,199,13.6,1194,968,29,65,224,268,45.5
Michael McCarron,26,RW,51,7,7,14,10,70,1.5,6,0,1,2,6,1,0,51,13.7,530,623,31,116,192,161,54.4
Connor McDavid,25,C,80,44,79,123,28,45,14.0,34,10,0,9,44,34,1,314,14.0,1765,1324,26,75,562,484,53.7
Ryan McDonagh,32,D,71,4,22,26,15,16,5.2,4,0,0,0,21,1,0,85,4.7,1594,1347,137,96,0,1,0.0
Brock McGinn,27,LW,64,12,10,22,0,14,1.6,12,0,0,2,10,0,0,99,12.1,960,900,50,94,16,28,36.4
Greg McKegg,29,C,43,2,3,5,-11,6,-0.4,2,0,0,0,2,0,1,25,8.0,467,652,22,50,72,88,45.0
Michael McLeod,23,C,77,6,14,20,-13,52,0.4,6,0,0,0,13,0,1,78,7.7,1026,800,34,145,604,451,57.3
Ryan McLeod,22,C,71,9,12,21,-2,12,1.2,7,2,0,1,9,3,0,82,11.0,906,766,25,28,248,277,47.2
Connor McMichael,21,C,68,9,9,18,-3,10,1.3,9,0,0,0,9,0,0,105,8.6,712,628,22,46,148,197,42.9
Brayden McNabb,31,D,69,3,15,18,10,42,3.8,3,0,0,0,14,0,1,85,3.5,1359,1182,179,154,0,0,0.0
Jaycob Megna,29,D,44,2,6,8,-1,16,2.2,2,0,0,0,6,0,0,40,5.0,841,1147,92,71,0,0,0.0
Jayson Megna,31,C,20,0,3,3,-2,4,-0.2,0,0,0,0,3,0,0,19,0.0,206,618,9,27,56,60,48.3
Timo Meier,25,RW,77,35,41,76,-3,54,8.7,23,12,0,8,35,6,0,326,10.7,1475,1149,61,162,18,19,48.6
Nicolas Meloche,24,D,50,2,5,7,-17,39,1.0,2,0,0,1,4,0,1,36,5.6,844,1013,54,158,0,0,0.0
Dawson Mercer,20,C,82,17,25,42,-25,28,2.6,14,2,1,2,21,3,1,154,11.0,1356,992,35,26,209,381,35.4
Ryan Merkley,21,D,39,1,5,6,-10,8,0.9,1,0,0,0,3,2,0,36,2.8,600,923,22,12,0,0,0.0
Jonathon Merrill,29,D,69,4,16,20,15,22,3.4,4,0,0,0,16,0,0,59,6.8,1181,1027,112,46,0,0,0.0
Victor Mete,23,D,37,0,7,7,-19,4,0.0,0,0,0,0,6,1,0,27,0.0,541,877,38,13,0,0,0.0
Jacob Middleton,26,D,66,4,10,14,10,82,3.8,4,0,0,0,8,1,1,73,5.5,1233,1121,124,118,0,0,0.0
Ilya Mikheyev,27,F,53,21,11,32,16,26,4.2,13,4,4,4,10,1,0,147,14.3,809,916,18,52,0,2,0.0
Niko Mikkola,25,D,54,3,10,13,-6,55,1.5,2,0,1,0,10,0,0,58,5.2,917,1019,81,109,0,0,0.0
Sonny Milano,25,LW,66,14,20,34,-9,10,2.9,9,5,0,3,15,5,0,94,14.9,1008,917,15,27,0,2,0.0
Colin Miller,29,D,38,2,12,14,-2,21,2.2,2,0,0,0,9,3,0,48,4.2,721,1139,42,50,0,0,0.0
J.T. Miller,28,C,80,32,67,99,15,47,10.6,24,8,0,6,35,30,2,206,15.5,1686,1265,56,172,667,566,54.1
K'Andre Miller,22,D,82,7,13,20,23,24,6.4,6,1,0,2,13,0,0,102,6.9,1690,1236,95,151,0,0,0.0
Casey Mittelstadt,23,C,40,6,13,19,-14,4,1.0,5,1,0,1,7,6,0,79,7.6,645,967,12,19,202,250,44.7
Sean Monahan,27,C,65,8,15,23,-15,24,0.8,3,5,0,2,7,8,0,111,7.2,914,844,24,59,414,365,53.1
Brandon Montour,27,D,81,11,26,37,15,48,5.5,10,1,0,1,19,7,0,153,7.2,1450,1074,65,64,0,0,0.0
Trevor Moore,26,LW,81,17,31,48,20,20,5.2,11,1,5,1,29,1,1,202,8.4,1271,941,32,69,28,39,41.8
Josh Morrissey,26,D,79,12,25,37,-3,66,5.9,6,6,0,3,16,9,0,173,6.9,1869,1420,104,150,0,0,0.0
J.J. Moser,21,D,43,4,11,15,-10,16,2.0,3,1,0,1,10,1,0,40,10.0,804,1122,55,32,0,0,0.0
Tyler Motte,26,C,58,7,8,15,2,22,0.9,6,0,1,1,8,0,0,101,6.9,813,841,58,117,11,8,57.9
Jacob Moverare,23,D,19,0,2,2,3,2,0.7,0,0,0,0,2,0,0,15,0.0,310,980,21,16,0,0,0.0
Connor Murphy,28,D,57,4,6,10,-14,47,2.0,4,0,0,1,6,0,0,71,5.6,1240,1306,150,130,0,0,0.0
Brett Murray,23,LW,19,2,4,6,-3,23,0.3,2,0,0,0,3,1,0,14,14.3,247,779,2,17,0,0,0.0
Ryan Murray,28,D,37,0,4,4,-3,2,0.4,0,0,0,0,3,0,1,26,0.0,521,845,41,32,0,0,0.0
Jake Muzzin,32,D,47,3,11,14,-6,16,1.6,3,0,0,0,10,0,1,75,4.0,974,1244,60,105,0,0,0.0
Philippe Myers,25,D,27,1,3,4,5,12,1.2,1,0,0,0,3,0,0,28,3.6,402,893,17,50,0,0,0.0
Tyler Myers,31,D,82,1,17,18,15,66,4.8,1,0,0,0,16,1,0,128,0.8,1802,1319,148,145,0,0,0.0
Vladislav Namestnikov,29,C,75,16,14,30,2,45,2.8,15,0,1,1,13,1,0,91,17.6,1099,879,39,62,26,31,45.6
Riley Nash,32,C,49,0,4,4,-5,10,-0.7,0,0,0,0,4,0,0,36,0.0,560,686,17,46,207,190,52.1
James Neal,34,LW,19,2,2,4,-1,0,0.1,1,1,0,1,1,1,0,31,6.5,227,718,3,17,0,2,0.0
Martin Nečas,23,C,78,14,26,40,5,32,3.3,11,2,1,6,24,2,0,159,8.8,1263,971,19,55,38,47,44.7
Brock Nelson,30,C,72,37,22,59,-5,33,7.5,26,11,0,5,19,3,0,171,21.6,1273,1061,43,31,476,488,49.4
Patrik Nemeth,29,D,63,2,5,7,-9,28,1.5,2,0,0,1,5,0,0,52,3.8,1048,998,102,115,0,0,0.0
Alex Newhook,21,C,71,13,20,33,11,12,3.0,10,3,0,5,17,3,0,113,11.5,963,814,36,40,136,256,34.7
Valeri Nichushkin,26,RW,62,25,27,52,21,14,5.9,18,5,2,5,23,4,0,180,13.9,1180,1142,27,89,0,5,0.0
Nino Niederreiter,29,RW,75,24,20,44,29,34,5.7,20,4,0,5,19,1,0,144,16.7,1113,890,17,119,19,20,48.7
Markus Niemeläinen,23,D,20,0,1,1,-5,4,-0.1,0,0,0,0,1,0,0,12,0.0,264,792,19,82,0,0,0.0
Matthew Nieto,29,LW,70,6,11,17,-20,19,0.2,6,0,0,0,11,0,0,82,7.3,1008,864,47,96,2,11,15.4
Joshua Norris,22,C,66,35,20,55,-7,16,6.8,19,16,0,8,13,7,0,172,20.3,1226,1115,44,79,529,507,51.1
Tomáš Nosek,29,C,75,3,14,17,-9,32,0.1,3,0,0,1,12,0,2,84,3.6,1001,801,34,85,362,310,53.9
Thomas Novak,24,C,27,1,6,7,-4,2,0.1,0,1,0,0,3,3,0,25,4.0,318,708,6,4,62,79,44.0
Ryan Nugent-Hopkins,28,C,63,11,39,50,3,16,3.8,7,1,3,1,15,22,2,154,7.1,1217,1159,34,42,178,259,40.7
Darnell Nurse,26,D,71,9,26,35,18,54,6.6,7,0,2,0,19,6,1,203,4.4,1778,1503,132,196,0,0,0.0
William Nylander,25,C,81,34,46,80,-9,16,7.8,21,13,0,7,28,18,0,256,13.3,1480,1096,30,19,34,31,52.3
Gustav Nyquist,32,RW,82,18,35,53,-12,26,3.8,10,4,4,0,29,6,0,122,14.8,1463,1070,51,41,14,16,46.7
Liam O'Brien,27,C,39,2,1,3,1,106,-0.1,2,0,0,0,1,0,0,36,5.6,370,569,10,139,5,5,50.0
Drew O'Connor,23,F,22,3,2,5,-1,4,0.3,3,0,0,0,2,0,0,40,7.5,226,617,7,12,18,34,34.6
Logan O'Connor,25,RW,81,8,16,24,10,38,1.3,7,0,1,1,13,0,3,127,6.3,1124,832,59,100,5,17,22.7
Ryan O'Reilly,30,C,78,21,37,58,11,12,5.2,12,9,0,0,29,7,1,168,12.5,1488,1145,38,20,900,685,56.8
Jordan Oesterle,29,D,45,2,6,8,-7,4,1.2,2,0,0,1,6,0,0,63,3.2,823,1097,44,27,0,0,0.0
Kyle Okposo,33,RW,74,21,24,45,-15,43,4.1,11,8,2,1,18,6,0,174,12.1,1241,1007,19,59,92,93,49.7
Jamie Oleksiak,29,D,72,1,16,17,-1,54,3.2,1,0,0,0,15,0,1,95,1.1,1392,1160,86,182,0,0,0.0
Victor Olofsson,26,RW,72,20,29,49,-16,6,4.5,13,7,0,6,23,5,1,164,12.2,1108,923,15,10,0,1,0.0
Dmitry Orlov,30,D,76,12,23,35,25,44,7.7,10,2,0,4,21,2,0,127,9.4,1593,1258,94,124,0,0,0.0
T.J. Oshie,35,C,44,11,14,25,-12,18,1.8,7,4,0,1,7,6,1,77,14.3,768,1047,30,86,72,97,42.6
Alex Ovechkin,36,LW,77,50,40,90,8,18,11.4,33,16,1,5,27,13,0,334,15.0,1584,1234,25,156,4,9,30.8
Max Pacioretty,33,LW,39,19,18,37,8,33,4.6,15,4,0,4,10,8,0,148,12.8,678,1043,21,30,2,7,22.2
Jean-Gabriel Pageau,29,C,77,18,21,39,0,30,3.7,13,4,1,0,15,3,3,126,14.3,1361,1060,53,171,748,604,55.3
Ondřej Palát,30,LW,77,18,31,49,15,20,4.8,17,1,0,5,25,5,1,143,12.6,1270,990,42,124,2,16,11.1
Kyle Palmieri,30,RW,69,15,18,33,0,57,3.2,13,2,0,6,14,4,0,156,9.6,1078,937,18,77,15,36,29.4
Artemi Panarin,30,LW,75,22,74,96,21,18,9.9,17,5,0,5,42,32,0,177,12.4,1441,1153,14,22,1,1,50.0
Cédric Paquette,28,C,24,0,2,2,-6,25,-0.4,0,0,0,0,2,0,0,16,0.0,213,532,14,58,31,73,29.8
Colton Parayko,28,D,80,6,29,35,16,18,5.9,6,0,0,2,28,1,0,135,4.4,1885,1414,169,72,0,0,0.0
Zach Parise,37,LW,82,15,20,35,-2,28,3.1,11,2,2,4,15,5,0,138,10.9,1253,917,57,60,28,47,37.3
David Pastrňák,25,RW,72,40,37,77,13,20,9.7,25,15,0,9,26,11,0,312,12.8,1340,1116,14,63,7,14,33.3
Nolan Patrick,23,C,25,2,5,7,1,6,0.4,2,0,0,0,4,1,0,34,5.9,288,690,3,26,83,89,48.3
Nick Paul,26,LW,80,16,16,32,-14,39,2.2,13,2,1,2,15,0,1,166,9.6,1321,991,56,106,426,419,50.4
Joe Pavelski,37,C,82,27,54,81,11,14,8.6,15,12,0,2,41,13,0,216,12.5,1515,1108,69,104,394,357,52.5
Tanner Pearson,29,LW,68,14,20,34,9,30,3.3,13,1,0,2,18,2,0,159,8.8,1092,963,41,84,20,37,35.1
Lane Pederson,24,F,29,0,2,2,-16,10,-0.8,0,0,0,0,2,0,0,24,0.0,305,631,10,54,42,54,43.8
Andrew Peeke,23,D,82,2,13,15,-14,60,1.7,2,0,0,0,13,0,0,72,2.8,1761,1289,169,191,0,0,0.0
Adam Pelech,27,D,78,3,25,28,20,42,6.7,3,0,0,0,23,0,2,104,2.9,1660,1277,128,99,0,0,0.0
Cole Perfetti,20,C,18,2,5,7,1,0,0.5,2,0,0,1,4,1,0,21,9.5,255,849,2,17,0,3,0.0
Brendan Perlini,25,LW,23,4,1,5,-2,6,0.4,4,0,0,0,1,0,0,24,16.7,193,502,3,29,0,1,0.0
Mathieu Perreault,34,C,25,4,5,9,2,4,0.9,4,0,0,0,4,1,0,27,14.8,281,675,11,35,36,35,50.7
David Perron,33,LW,67,27,30,57,8,48,6.2,16,11,0,2,15,15,0,177,15.3,1138,1019,11,80,1,3,25.0
Corey Perry,36,RW,82,19,21,40,9,66,4.1,13,6,0,4,19,2,0,153,12.4,1109,811,28,73,2,2,50.0
Scott Perunovich,23,D,19,0,6,6,2,8,0.9,0,0,0,0,3,3,0,14,0.0,294,927,12,5,0,0,0.0
Brett Pesce,27,D,70,7,21,28,5,39,5.3,6,1,0,3,19,2,0,148,4.7,1519,1302,99,39,0,0,0.0
Nic Petan,26,C,18,0,2,2,-2,4,-0.2,0,0,0,0,1,1,0,21,0.0,185,617,3,6,14,32,30.4
Jacob Peterson,22,C,65,12,5,17,-1,12,1.7,12,0,0,5,4,1,0,85,14.1,719,664,23,22,59,56,51.3
Jeff Petry,34,D,68,6,21,27,-11,36,3.6,6,0,0,1,17,3,1,124,4.8,1504,1327,117,140,0,0,0.0
Elias Pettersson,23,C,80,32,36,68,1,12,7.4,20,10,2,3,19,17,0,192,16.7,1488,1116,43,49,238,302,44.1
Marcus Pettersson,25,D,72,2,17,19,8,38,3.6,2,0,0,0,17,0,0,83,2.4,1127,939,74,122,0,0,0.0
Michael Pezzetta,23,C,51,5,6,11,-7,81,0.7,5,0,0,0,6,0,0,49,10.2,400,470,8,156,6,5,54.5
Alex Pietrangelo,32,D,80,13,31,44,7,42,7.5,9,3,1,0,18,10,3,227,5.7,1972,1479,164,66,0,0,0.0
Neal Pionk,26,D,77,3,31,34,5,46,5.2,2,1,0,1,20,11,0,140,2.1,1628,1268,91,185,0,0,0.0
Rem Pitlick,24,C,66,15,22,37,-8,24,3.1,14,0,1,1,21,1,0,65,23.1,989,899,28,25,53,65,44.9
Tyler Pitlick,30,C,39,1,4,5,-11,6,-0.6,1,0,0,0,4,0,0,36,2.8,427,656,26,70,4,6,40.0
Vasily Podkolzin,20,RW,79,14,12,26,7,26,2.5,12,2,0,3,11,1,0,115,12.2,1011,768,33,84,8,11,42.1
Ryan Poehling,23,C,57,9,8,17,-21,6,0.6,7,2,0,1,8,0,0,91,9.9,695,732,28,40,227,262,46.4
Austin Poganski,25,RW,16,0,0,0,-3,7,-0.4,0,0,0,0,0,0,0,9,0.0,149,559,5,23,0,0,0.0
Brayden Point,25,C,66,28,30,58,-5,33,5.8,18,10,0,4,18,12,0,176,15.9,1284,1168,27,75,366,351,51.0
Tucker Poolman,28,D,40,1,2,3,2,12,1.2,1,0,0,0,2,0,0,47,2.1,680,1020,73,33,0,0,0.0
Aliaksei Protas,21,C,33,3,6,9,4,0,0.7,3,0,0,0,5,1,0,34,8.8,391,710,12,20,56,69,44.8
Ivan Provorov,25,D,79,9,22,31,-20,34,4.4,8,1,0,1,14,6,2,170,5.3,1966,1493,172,74,0,0,0.0
Jesse Puljujärvi,23,RW,65,14,22,36,22,20,3.7,10,4,0,1,19,3,0,160,8.8,1055,974,15,81,0,0,0.0
Ryan Pulock,27,D,56,5,16,21,0,2,4.1,3,2,0,0,11,4,1,122,4.1,1184,1268,130,86,0,0,0.0
Mark Pysyk,30,D,68,3,9,12,-4,16,2.6,3,0,0,0,9,0,0,64,4.7,1212,1069,85,41,0,0,0.0
Taylor Raddysh,23,RW,74,11,11,22,1,10,1.7,7,3,1,1,10,1,0,104,10.6,913,740,21,103,6,10,37.5
Alexander Radulov,35,RW,71,4,18,22,-20,30,0.3,3,1,0,2,11,7,0,92,4.3,1001,846,48,43,10,12,45.5
Michael Raffl,33,LW,76,7,9,16,-19,16,-0.1,6,0,1,2,7,0,2,94,7.4,1105,872,34,141,14,12,53.8
Rickard Rakell,28,RW,70,20,21,41,0,12,4.0,15,5,0,2,16,5,0,184,10.9,1259,1079,44,99,36,43,45.6
Mikko Rantanen,25,RW,75,36,56,92,35,56,10.5,20,16,0,2,37,19,0,254,14.2,1574,1259,43,58,164,190,46.3
Victor Rask,28,C,47,9,12,21,4,2,2.0,9,0,0,1,11,1,0,58,15.5,573,732,5,15,89,87,50.6
Michael Rasmussen,22,C,80,15,12,27,-25,66,1.3,15,0,0,2,10,2,0,128,11.7,1161,871,65,142,410,409,50.1
Lucas Raymond,19,LW,82,23,34,57,-32,16,4.2,18,5,0,2,21,13,0,184,12.5,1489,1089,24,62,12,19,38.7
Ryan Reaves,35,RW,69,5,8,13,-13,43,0.1,5,0,0,0,8,0,0,44,11.4,735,639,16,279,5,5,50.0
Scott Reedy,22,C,35,7,2,9,-8,10,0.8,4,3,0,2,2,0,0,33,21.2,392,671,26,14,53,79,40.2
Alec Regula,21,D,15,1,0,1,-1,12,0.5,1,0,0,0,0,0,0,18,5.6,268,1073,21,21,0,0,0.0
Mike Reilly,28,D,70,4,13,17,-1,32,3.4,3,0,1,0,10,3,0,135,3.0,1327,1137,54,94,0,0,0.0
Sam Reinhart,26,C,78,33,49,82,25,13,9.0,17,16,0,6,32,15,2,186,17.7,1385,1066,30,49,174,185,48.5
Brad Richardson,36,C,44,4,4,8,-1,35,0.4,4,0,0,1,4,0,0,31,12.9,453,618,20,59,139,100,58.2
Morgan Rielly,27,D,82,10,58,68,16,40,9.4,8,2,0,3,34,21,3,221,4.5,1947,1424,87,92,0,0,0.0
Rasmus Ristolainen,27,D,66,2,14,16,-9,38,2.5,2,0,0,0,13,1,0,97,2.1,1415,1286,125,230,0,0,0.0
Brett Ritchie,28,RW,41,3,1,4,-6,29,-0.3,3,0,0,0,1,0,0,55,5.5,399,583,5,78,1,3,25.0
Nick Ritchie,26,LW,57,12,11,23,-13,43,1.6,11,1,0,0,8,3,0,93,12.9,724,762,22,153,0,4,0.0
Jason Robertson,22,LW,74,41,38,79,16,22,10.1,28,13,0,11,30,8,0,220,18.6,1340,1087,24,50,0,0,0.0
Buddy Robinson,30,RW,32,1,5,6,2,19,0.3,1,0,0,0,5,0,0,38,2.6,296,555,12,56,0,6,0.0
Eric Robinson,26,LW,67,10,17,27,-1,18,1.9,8,0,2,1,17,0,0,104,9.6,931,834,20,95,2,2,50.0
Evan Rodrigues,28,C,82,19,24,43,3,14,3.9,12,7,0,2,23,1,0,243,7.8,1299,950,30,89,183,203,47.4
Alexander Romanov,22,D,79,3,10,13,-9,53,2.1,3,0,0,0,10,0,0,107,2.8,1611,1224,144,227,0,0,0.0
Kevin Rooney,28,C,61,6,6,12,-1,18,0.4,6,0,0,1,6,0,0,71,8.5,845,831,47,84,181,223,44.8
Calle Rosén,27,D,18,2,5,7,-2,4,0.8,2,0,0,0,5,0,0,18,11.1,258,860,16,6,0,0,0.0
Jack Roslovic,25,C,81,22,23,45,2,12,4.5,18,4,0,4,20,3,0,131,16.8,1157,857,25,60,372,483,43.5
Antoine Roussel,32,LW,53,4,4,8,-16,59,-0.5,4,0,0,1,4,0,0,59,6.8,644,729,34,74,17,22,43.6
Carter Rowney,32,RW,26,4,2,6,-4,0,0.4,4,0,0,0,1,0,1,15,26.7,277,640,20,36,74,91,44.8
Matt Roy,26,D,67,2,19,21,23,28,5.4,2,0,0,0,15,2,2,153,1.3,1406,1259,103,124,0,0,0.0
Nicolas Roy,24,C,78,15,24,39,12,51,3.5,13,2,0,3,20,3,1,145,10.3,1268,975,34,85,454,477,48.8
Chad Ruhwedel,31,D,78,4,9,13,2,14,2.8,4,0,0,0,9,0,0,82,4.9,1196,920,86,149,0,0,0.0
Arttu Ruotsalainen,24,F,18,2,2,4,-1,6,0.2,2,0,0,0,2,0,0,23,8.7,214,713,6,14,51,69,42.5
Kris Russell,34,D,31,2,7,9,7,4,1.9,2,0,0,1,7,0,0,34,5.9,479,926,68,33,0,0,0.0
Bryan Rust,29,RW,60,24,34,58,7,14,6.2,15,9,0,1,22,12,0,180,13.3,1126,1126,24,43,1,5,16.7
Jan Rutta,31,D,76,3,15,18,25,47,4.8,3,0,0,0,15,0,0,86,3.5,1245,983,71,93,0,0,0.0
Adam Ružička,22,C,28,5,5,10,8,8,1.2,5,0,0,0,5,0,0,33,15.2,286,613,8,24,103,120,46.2
Derek Ryan,35,C,75,10,12,22,-4,8,1.4,10,0,0,2,11,0,1,72,13.9,857,686,38,38,286,226,55.9
Jonas Røndbjerg,22,RW,30,2,4,6,0,4,0.3,2,0,0,0,4,0,0,30,6.7,300,601,11,13,0,2,0.0
Brandon Saad,29,LW,78,24,25,49,11,10,5.0,15,8,1,1,18,5,2,158,15.2,1269,976,20,20,8,11,42.1
Robin Salo,23,D,21,1,4,5,-6,4,0.6,1,0,0,0,2,2,0,24,4.2,351,1001,23,7,0,0,0.0
Dylan Samberg,23,D,15,0,5,5,3,4,0.9,0,0,0,0,5,0,0,14,0.0,223,891,19,21,0,0,0.0
Mattias Samuelsson,21,D,42,0,10,10,-10,16,1.2,0,0,0,0,10,0,0,44,0.0,840,1200,60,100,0,0,0.0
Rasmus Sandin,21,D,51,5,11,16,9,4,3.0,5,0,0,3,8,3,0,46,10.9,865,1018,39,88,0,0,0.0
Zach Sanford,27,LW,80,9,12,21,-15,50,0.7,8,1,0,0,10,2,0,104,8.7,1144,858,67,169,5,17,22.7
Travis Sanheim,25,D,80,7,24,31,9,34,6.2,7,0,0,1,24,0,0,123,5.7,1838,1378,142,64,0,0,0.0
David Savard,31,D,62,3,14,17,-22,36,1.3,3,0,0,0,13,0,1,66,4.5,1289,1247,127,134,0,0,0.0
Marco Scandella,31,D,70,3,11,14,17,18,3.4,3,0,0,0,9,0,2,76,3.9,1270,1088,70,106,0,0,0.0
Colton Sceviour,32,C,35,2,3,5,-6,26,-0.1,2,0,0,0,2,0,1,38,5.3,332,568,20,41,29,33,46.8
Mark Scheifele,28,C,67,29,41,70,-17,23,6.6,22,7,0,3,29,12,0,159,18.2,1416,1268,47,36,430,418,50.7
Brayden Schenn,30,C,62,24,34,58,21,33,6.5,17,7,0,3,24,10,0,111,21.6,1103,1067,17,119,284,295,49.1
Luke Schenn,32,D,66,5,12,17,15,61,4.4,4,0,1,1,12,0,0,78,6.4,1136,1033,96,273,0,0,0.0
