Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Zack MacEwen,26.0,C,56,4,6,10,-11,66,-0.1,4,0,0,3,6,0,0,73,5.5,648,694,29,150,15,14,51.7
Connor Mackey,26.0,D,30,3,4,7,-4,48,1.0,3,0,0,0,4,0,0,31,9.7,421,843,29,61,0,0,0.0
Nathan MacKinnon,27.0,C,71,42,69,111,29,30,13.1,30,12,0,9,47,22,0,366,11.5,1585,1339,40,53,519,649,44.4
Saku Mäenalanen,28.0,RW,64,4,6,10,0,16,0.4,4,0,0,0,6,0,0,61,6.6,661,620,31,113,3,5,37.5
Josh Mahura,24.0,D,82,4,12,16,17,48,3.6,4,0,0,1,12,0,0,78,5.1,1151,842,70,101,0,0,0.0
Cale Makar,24.0,D,60,17,49,66,16,30,10.5,12,5,0,6,24,25,0,176,9.7,1583,1583,78,65,0,0,0.0
Denis Malgin,26.0,C,65,13,8,21,4,8,2.2,13,0,0,1,7,1,0,112,11.6,710,655,18,68,4,6,40.0
Evgeni Malkin,36.0,C,82,27,56,83,-12,82,7.6,16,11,0,3,31,25,0,240,11.3,1524,1115,33,53,422,434,49.3
Andrew Mangiapane,26.0,LW,82,17,26,43,12,40,3.9,15,2,0,1,22,2,2,182,9.3,1379,1009,26,86,5,9,35.7
Josh Manson,31.0,D,27,2,8,10,13,42,2.5,2,0,0,2,8,0,0,41,4.9,478,1061,41,64,0,0,0.0
Anthony Mantha,28.0,RW,67,11,16,27,-8,31,2.0,10,1,0,2,15,1,0,119,9.2,953,853,24,68,9,8,52.9
Brad Marchand,34.0,LW,73,21,46,67,27,74,7.0,12,9,0,4,25,20,1,183,11.5,1353,1112,22,81,22,35,38.6
Kirill Marchenko,22.0,RW,59,21,4,25,-23,16,2.2,14,7,0,1,3,1,0,131,16.0,955,971,39,34,9,7,56.3
Jonathan Marchessault,32.0,C,76,28,29,57,2,21,6.1,19,9,0,4,22,7,0,234,12.0,1303,1028,17,76,21,35,37.5
Mason Marchment,27.0,F,68,12,19,31,-6,80,2.2,10,2,0,2,16,3,0,148,8.1,1068,942,39,88,10,15,40.0
John Marino,25.0,D,64,4,14,18,21,20,4.5,4,0,0,0,13,0,1,67,6.0,1349,1264,81,44,0,0,0.0
Mitch Marner,25.0,RW,80,30,69,99,18,28,10.2,17,9,4,4,41,27,1,196,15.3,1702,1277,45,53,0,4,0.0
Pat Maroon,34.0,LW,80,5,9,14,-5,150,0.2,5,0,0,0,8,1,0,62,8.1,828,621,12,172,2,10,16.7
Matt Martin,33.0,LW,81,7,12,19,4,63,1.3,7,0,0,1,12,0,0,82,8.5,903,669,43,295,9,18,33.3
Alec Martinez,35.0,D,77,3,11,14,30,29,5.0,2,0,1,2,11,0,0,76,3.9,1480,1153,244,48,0,0,0.0
Jordan Martinook,30.0,LW,82,13,21,34,7,61,2.9,12,0,1,3,20,0,1,162,8.0,1282,938,31,81,32,39,45.1
Mike Matheson,28.0,D,48,8,26,34,7,33,5.4,8,0,0,2,15,9,2,126,6.3,1174,1467,80,53,0,0,0.0
Auston Matthews,25.0,C,74,40,45,85,31,20,10.6,27,13,0,8,30,15,0,327,12.2,1501,1217,92,78,550,499,52.4
Scott Mayfield,30.0,D,82,6,18,24,8,83,5.3,6,0,0,1,18,0,0,119,5.0,1724,1262,168,107,0,0,0.0
Charlie McAvoy,25.0,D,67,7,45,52,29,54,8.8,5,2,0,2,28,17,0,105,6.7,1494,1338,131,84,0,0,0.0
Jack McBain,23.0,C,82,12,14,26,-8,64,1.3,12,0,0,2,14,0,0,85,14.1,1146,839,51,304,370,470,44.0
Jake McCabe,29.0,D,76,3,22,25,19,56,5.9,3,0,0,1,22,0,0,96,3.1,1480,1169,151,163,0,0,0.0
Jared McCann,26.0,C,79,40,30,70,18,14,8.9,30,7,3,3,21,9,0,210,19.0,1291,980,28,65,26,52,33.3
Michael McCarron,27.0,RW,32,2,2,4,-3,24,0.0,2,0,0,0,1,0,1,39,5.1,337,633,20,75,63,43,59.4
Connor McDavid,26.0,C,82,64,89,153,22,36,18.2,39,21,4,11,36,50,3,352,18.2,1836,1343,40,89,525,486,51.9
Ryan McDonagh,33.0,D,71,2,18,20,12,22,5.0,2,0,0,1,18,0,0,78,2.6,1529,1292,165,63,0,0,0.0
Brock McGinn,28.0,LW,75,12,7,19,-6,21,1.1,10,0,2,3,7,0,0,91,13.2,978,782,43,84,4,10,28.6
Michael McLeod,24.0,C,80,4,22,26,6,43,1.4,4,0,0,1,21,0,1,90,4.4,980,735,51,127,587,381,60.6
Ryan McLeod,23.0,C,57,11,12,23,4,18,1.9,9,0,2,0,11,0,1,78,14.1,809,851,20,40,288,310,48.2
Brayden McNabb,32.0,D,82,1,16,17,17,41,4.2,1,0,0,0,14,0,2,89,1.1,1627,1191,197,201,0,0,0.0
Mason McTavish,20.0,C,80,17,26,43,-19,44,3.0,10,7,0,1,19,7,0,161,10.6,1230,922,37,55,307,418,42.3
Jaycob Megna,30.0,D,54,1,11,12,3,21,2.5,1,0,0,0,10,0,1,56,1.8,1019,1132,66,86,0,0,0.0
Jayson Megna,32.0,C,55,2,6,8,-21,6,-0.7,2,0,0,0,6,0,0,36,5.6,550,600,23,47,146,133,52.3
Timo Meier,26.0,RW,78,40,26,66,-19,43,7.1,23,17,0,5,20,6,0,327,12.2,1512,1163,37,154,21,36,36.8
Dawson Mercer,21.0,C,82,27,29,56,22,14,6.4,24,2,1,6,20,8,1,161,16.8,1358,994,63,36,70,95,42.4
Jonathon Merrill,30.0,D,73,2,10,12,-2,38,2.6,2,0,0,0,10,0,0,43,4.7,1106,909,107,47,0,0,0.0
Ben Meyers,24.0,F,39,4,0,4,-6,6,-0.1,4,0,0,0,0,0,0,33,12.1,374,576,13,25,96,91,51.3
Jacob Middleton,27.0,D,79,3,12,15,15,72,4.8,3,0,0,0,11,0,1,79,3.8,1504,1142,155,115,0,0,0.0
Ilya Mikheyev,28.0,F,46,13,15,28,3,2,2.6,12,1,0,2,13,2,0,91,14.3,778,1015,14,13,2,8,20.0
Niko Mikkola,26.0,D,81,1,5,6,6,58,2.1,1,0,0,0,5,0,0,62,1.6,1412,1046,106,151,0,0,0.0
Sonny Milano,26.0,LW,64,11,22,33,-5,18,2.8,10,1,0,3,18,4,0,80,13.8,826,774,15,39,0,0,0.0
Colin Miller,30.0,D,79,6,15,21,23,37,5.6,5,1,0,3,15,0,0,106,5.7,1325,1006,70,108,0,0,0.0
J.T. Miller,29.0,C,81,32,50,82,-7,60,7.5,16,11,5,3,27,19,4,223,14.3,1675,1241,51,200,487,399,55.0
K'Andre Miller,23.0,D,79,9,34,43,12,37,7.5,9,0,0,2,29,3,2,113,8.0,1734,1317,105,162,0,0,0.0
Ian Mitchell,24.0,D,35,1,7,8,-8,8,1.1,1,0,0,0,6,1,0,25,4.0,554,950,37,16,0,0,0.0
Casey Mittelstadt,24.0,C,82,15,44,59,-8,22,4.4,10,4,1,2,32,12,0,135,11.1,1290,944,16,30,338,398,45.9
Sean Monahan,28.0,C,25,6,11,17,-5,16,1.3,5,1,0,0,8,3,0,55,10.9,434,1042,8,10,177,144,55.1
Brandon Montour,28.0,D,80,16,57,73,9,107,9.9,13,3,0,5,27,30,0,242,6.6,1930,1448,93,92,0,0,0.0
Trevor Moore,27.0,LW,59,10,19,29,-2,14,1.9,7,2,1,1,13,5,1,163,6.1,1002,1019,23,60,14,25,35.9
Josh Morrissey,27.0,D,78,16,60,76,2,41,11.3,14,2,0,6,34,26,0,172,9.3,1890,1454,119,89,0,0,0.0
J.J. Moser,22.0,D,82,7,24,31,-12,35,4.1,4,3,0,1,16,8,0,93,7.5,1726,1263,137,80,0,0,0.0
Tyler Motte,27.0,C,62,8,11,19,3,6,1.5,7,0,1,1,11,0,0,109,7.3,780,754,60,118,21,30,41.2
Connor Murphy,29.0,D,80,7,6,13,-10,69,3.3,5,0,2,0,6,0,0,85,8.2,1551,1163,160,165,0,0,0.0
Tyler Myers,32.0,D,78,1,16,17,-16,76,1.6,1,0,0,0,15,0,1,100,1.0,1631,1254,144,93,0,0,0.0
Vladislav Namestnikov,30.0,C,77,8,17,25,5,35,1.7,7,1,0,0,15,2,0,108,7.4,972,757,39,108,77,128,37.6
Martin Nečas,24.0,C,82,28,43,71,5,32,7.6,19,9,0,5,25,17,1,240,11.7,1510,1105,21,57,188,229,45.1
Jake Neighbours,20.0,LW,43,6,4,10,-19,24,-0.1,5,1,0,1,3,1,0,53,11.3,534,746,21,63,7,12,36.8
Brock Nelson,31.0,C,82,36,39,75,13,24,9.1,30,6,0,8,28,11,0,222,16.2,1512,1106,43,50,490,547,47.3
Patrik Nemeth,30.0,D,75,0,5,5,-7,30,1.0,0,0,0,0,5,0,0,62,0.0,1333,1066,118,116,0,0,0.0
Alex Newhook,22.0,C,82,14,16,30,0,22,2.3,13,1,0,3,15,1,0,116,12.1,1144,837,26,60,208,295,41.4
Valeri Nichushkin,27.0,RW,53,17,30,47,15,2,4.9,6,10,1,2,22,6,2,158,10.8,1074,1216,37,54,0,4,0.0
Nino Niederreiter,30.0,RW,78,24,17,41,-13,22,3.9,20,4,0,2,14,3,0,181,13.3,1270,977,33,165,8,5,61.5
Markus Niemeläinen,24.0,D,23,0,0,0,3,4,0.3,0,0,0,0,0,0,0,16,0.0,231,602,16,61,0,0,0.0
Matthew Nieto,30.0,LW,81,12,12,24,-15,16,1.2,12,0,0,2,11,1,0,115,10.4,1096,811,32,43,9,9,50.0
Stefan Noesen,29.0,RW,78,13,23,36,11,32,3.8,6,7,0,4,15,8,0,134,9.7,962,740,18,99,53,55,49.1
Tomáš Nosek,30.0,C,66,7,11,18,9,48,1.3,5,0,2,1,11,0,0,69,10.1,828,753,31,69,354,243,59.3
Thomas Novak,25.0,C,51,17,26,43,5,8,4.8,12,5,0,3,19,7,0,93,18.3,747,879,23,9,179,223,44.5
Ryan Nugent-Hopkins,29.0,C,82,37,67,104,12,35,10.9,21,15,1,3,26,38,3,201,18.4,1624,1188,26,48,308,374,45.2
Darnell Nurse,27.0,D,82,12,31,43,26,64,7.6,10,0,2,4,29,1,1,203,5.9,1927,1410,164,146,0,0,0.0
William Nylander,26.0,C,82,40,47,87,10,28,10.0,31,9,0,5,28,19,0,293,13.7,1520,1113,26,18,25,34,42.4
Gustav Nyquist,33.0,RW,51,11,16,27,-9,16,2.0,9,0,2,2,15,1,0,102,10.8,899,1057,30,41,14,18,43.8
Liam O'Brien,28.0,C,56,3,8,11,-5,114,0.0,3,0,0,0,8,0,0,39,7.7,640,686,28,203,4,11,26.7
Drew O'Connor,24.0,F,46,5,6,11,-3,12,0.7,5,0,0,0,6,0,0,62,8.1,452,589,14,63,18,21,46.2
Logan O'Connor,26.0,RW,82,9,17,26,11,37,1.8,7,0,2,0,16,0,1,104,8.7,1165,852,50,116,2,10,16.7
Ryan O'Reilly,31.0,C,53,16,14,30,-21,16,2.0,14,1,1,4,10,4,0,102,15.7,951,1076,23,18,499,396,55.8
Jordan Oesterle,30.0,D,52,2,9,11,-9,19,1.6,2,0,0,0,9,0,0,54,3.7,814,939,68,41,0,0,0.0
Kyle Okposo,34.0,RW,75,11,17,28,-7,34,1.5,9,1,1,3,14,3,0,150,7.3,1100,880,25,78,164,186,46.9
Jamie Oleksiak,30.0,D,75,9,16,25,13,62,4.8,9,0,0,2,16,0,0,76,11.8,1444,1155,115,126,0,0,0.0
Mathieu Olivier,25.0,F,66,5,10,15,-20,81,0.1,5,0,0,1,10,0,0,75,6.7,768,698,58,178,2,13,13.3
Fredrik Olofsson,26.0,LW,28,1,3,4,0,2,0.0,1,0,0,1,3,0,0,34,2.9,286,612,8,32,3,5,37.5
Victor Olofsson,27.0,RW,75,28,12,40,-23,4,3.7,21,7,0,5,7,5,0,161,17.4,1077,861,15,16,1,5,16.7
Dmitry Orlov,31.0,D,66,7,29,36,12,22,6.4,6,1,0,2,21,7,1,124,5.6,1488,1353,85,137,0,0,0.0
T.J. Oshie,36.0,C,58,19,16,35,-18,59,3.1,10,9,0,2,14,2,0,126,15.1,970,1003,34,125,83,97,46.1
Alex Ovechkin,37.0,LW,73,42,33,75,-16,48,8.5,28,14,0,3,22,11,0,294,14.3,1475,1212,23,188,4,5,44.4
Jean-Gabriel Pageau,30.0,C,70,13,27,40,-2,14,3.2,5,5,3,2,23,3,1,123,10.6,1233,1057,61,175,719,537,57.2
Ondřej Palát,31.0,LW,49,8,15,23,5,6,1.8,7,1,0,1,13,2,0,79,10.1,761,932,44,70,0,9,0.0
Kyle Palmieri,31.0,RW,55,16,17,33,13,24,3.8,13,3,0,3,15,2,0,122,13.1,940,1026,17,76,9,15,37.5
Artemi Panarin,31.0,LW,82,29,63,92,4,36,9.1,20,9,0,4,36,27,0,204,14.2,1608,1176,11,26,6,13,31.6
Colton Parayko,29.0,D,79,4,23,27,-19,30,2.5,4,0,0,1,20,2,1,133,3.0,1817,1380,144,115,0,0,0.0
Zach Parise,38.0,LW,82,21,13,34,7,24,3.6,16,3,2,2,11,1,1,182,11.5,1324,969,83,89,11,18,37.9
Juuso Pärssinen,21.0,C,45,6,19,25,-1,15,2.0,5,1,0,3,12,7,0,49,12.2,645,860,18,76,156,155,50.2
David Pastrňák,26.0,RW,82,61,52,113,34,38,15.1,43,18,0,13,33,19,0,407,15.0,1604,1174,33,91,8,11,42.1
Nick Paul,27.0,LW,80,17,15,32,11,33,2.9,12,4,1,4,15,0,0,120,14.2,1293,970,46,111,495,426,53.7
Joe Pavelski,38.0,C,82,28,49,77,42,8,9.3,15,13,0,2,34,14,1,184,15.2,1453,1063,64,93,368,321,53.4
Lane Pederson,25.0,F,27,3,3,6,-1,26,0.3,3,0,0,0,3,0,0,27,11.1,322,716,11,68,77,73,51.3
Andrew Peeke,24.0,D,80,6,7,13,-41,22,1.0,6,0,0,1,6,0,1,90,6.7,1700,1275,197,180,0,0,0.0
Adam Pelech,28.0,D,61,6,15,21,15,36,5.1,6,0,0,0,14,0,1,97,6.2,1321,1299,110,77,0,0,0.0
Jakob Pelletier,21.0,LW,24,3,4,7,-5,2,0.2,1,2,0,1,3,1,0,48,6.3,340,851,14,15,2,6,25.0
Nicklaus Perbix,24.0,D,69,5,15,20,11,22,4.0,5,0,0,2,15,0,0,111,4.5,1062,924,65,73,0,0,0.0
Cole Perfetti,21.0,C,51,8,22,30,10,16,2.8,7,1,0,0,18,4,0,90,8.9,763,898,22,35,3,8,27.3
David Perron,34.0,LW,82,24,32,56,-7,52,5.3,18,6,0,3,16,16,0,195,12.3,1387,1015,24,107,2,9,18.2
Corey Perry,37.0,RW,81,12,13,25,-28,95,0.9,6,6,0,3,7,6,0,116,10.3,937,694,25,48,0,0,0.0
Brett Pesce,28.0,D,82,5,25,30,11,43,6.4,4,1,0,2,20,3,2,144,3.5,1805,1321,110,37,0,0,0.0
John-Jason Peterka,21.0,RW,77,12,20,32,-15,26,1.7,10,2,0,1,17,3,0,125,9.6,1051,819,10,18,5,4,55.6
Jeff Petry,35.0,D,61,5,26,31,2,24,4.8,3,2,0,0,19,7,0,113,4.4,1363,1341,111,190,0,0,0.0
Elias Pettersson,24.0,C,80,39,63,102,16,14,10.9,28,6,5,6,40,19,4,257,15.2,1644,1233,89,74,442,555,44.3
Marcus Pettersson,26.0,D,68,1,23,24,4,58,3.9,1,0,0,0,23,0,0,96,1.0,1400,1235,131,133,0,0,0.0
Michael Pezzetta,24.0,C,63,7,8,15,-4,77,1.0,7,0,0,0,7,1,0,70,10.0,587,559,28,239,8,12,40.0
Alex Pietrangelo,33.0,D,73,11,43,54,13,16,8.6,10,1,0,3,28,13,2,170,6.5,1751,1439,177,65,1,0,100.0
Shane Pinto,22.0,C,82,20,15,35,-21,18,2.6,15,5,0,2,11,4,0,158,12.7,1310,959,49,71,449,413,52.1
Neal Pionk,27.0,D,82,10,23,33,-12,44,5.6,9,1,0,2,20,2,1,142,7.0,1799,1316,129,169,0,0,0.0
Rem Pitlick,25.0,C,46,6,9,15,-15,22,0.5,5,1,0,1,8,0,1,30,20.0,594,775,18,23,25,33,43.1
Tyler Pitlick,31.0,C,61,7,9,16,-1,14,1.1,7,0,0,0,9,0,0,54,13.0,615,605,29,103,2,2,50.0
Vasily Podkolzin,21.0,RW,39,4,3,7,-5,9,0.0,4,0,0,0,3,0,0,41,9.8,462,710,15,52,7,9,43.8
Ryan Poehling,24.0,C,53,7,7,14,-2,8,0.9,5,0,2,0,6,0,1,64,10.9,624,706,41,57,186,225,45.3
Brayden Point,26.0,C,82,51,44,95,2,7,11.2,31,20,0,9,34,10,0,235,21.7,1613,1180,37,37,417,405,50.7
Owen Power,20.0,D,79,4,31,35,10,24,5.3,4,0,0,1,22,8,1,130,3.1,1880,1428,86,27,0,0,0.0
Aliaksei Protas,22.0,C,58,4,11,15,-8,12,0.5,4,0,0,0,11,0,0,83,4.8,668,691,15,39,21,43,32.8
Ivan Provorov,26.0,D,82,6,21,27,-17,24,4.1,6,0,0,1,17,2,2,115,5.2,1888,1381,162,97,0,0,0.0
Jesse Puljujärvi,24.0,RW,75,5,11,16,-13,32,-0.1,5,0,0,1,11,0,0,125,4.0,917,734,26,139,0,2,0.0
Ryan Pulock,28.0,D,82,5,21,26,10,14,5.5,4,1,0,1,17,4,0,126,4.0,1714,1254,128,140,0,0,0.0
Jack Quinn,21.0,RW,75,14,23,37,-7,15,2.7,13,1,0,2,17,5,1,126,11.1,1039,831,19,43,11,22,33.3
Taylor Raddysh,24.0,RW,78,20,17,37,-28,16,2.8,13,7,0,1,9,8,0,129,15.5,1292,994,38,82,10,9,52.6
Rickard Rakell,29.0,RW,82,28,32,60,-5,16,5.7,17,11,0,2,22,10,0,243,11.5,1512,1106,53,141,10,11,47.6
Mikko Rantanen,26.0,RW,82,55,50,105,15,82,12.8,42,13,0,9,26,24,0,306,18.0,1822,1333,41,77,222,231,49.0
Michael Rasmussen,23.0,C,56,10,19,29,2,43,2.5,10,0,0,0,18,1,0,88,11.4,845,905,48,119,203,195,51.0
Lucas Raymond,20.0,LW,74,17,28,45,-17,24,3.4,12,5,0,4,14,14,0,134,12.7,1286,1043,20,43,5,12,29.4
Ryan Reaves,36.0,RW,73,5,10,15,-6,43,0.7,5,0,0,0,10,0,0,48,10.4,680,559,24,196,4,11,26.7
Lukas Reichel,20.0,LW,23,7,8,15,-8,6,1.4,7,0,0,0,5,3,0,42,16.7,376,982,15,7,5,8,38.5
Sam Reinhart,27.0,C,82,31,36,67,-12,12,5.9,15,16,0,5,22,11,3,227,13.7,1622,1187,49,58,236,230,50.6
Morgan Rielly,28.0,D,65,4,37,41,-9,21,4.9,3,1,0,1,21,16,0,126,3.2,1411,1302,85,70,0,0,0.0
Rasmus Ristolainen,28.0,D,74,3,17,20,-4,32,3.5,1,1,1,0,11,4,2,86,3.5,1408,1141,142,162,0,0,0.0
Brett Ritchie,29.0,RW,50,8,5,13,0,25,1.2,8,0,0,0,4,1,0,68,11.8,503,603,9,77,2,2,50.0
Nick Ritchie,27.0,LW,74,13,13,26,-21,53,1.2,9,4,0,2,7,6,0,120,10.8,1003,813,32,218,2,10,16.7
Jason Robertson,23.0,LW,82,46,63,109,37,20,13.9,33,13,0,7,35,28,0,313,14.7,1545,1130,19,57,0,1,0.0
Eric Robinson,27.0,LW,72,12,12,24,-21,6,1.3,12,0,0,1,10,0,2,98,12.2,1004,837,32,124,3,12,20.0
Evan Rodrigues,29.0,C,69,16,23,39,7,30,3.5,10,6,0,2,18,5,0,184,8.7,1232,1071,27,34,119,122,49.4
Alexander Romanov,23.0,D,76,2,20,22,13,43,4.8,2,0,0,0,19,0,1,100,2.0,1478,1167,129,198,0,0,0.0
Calle Rosén,28.0,D,49,8,10,18,19,8,4.3,8,0,0,2,10,0,0,62,12.9,764,936,51,16,0,0,0.0
Jack Roslovic,26.0,C,77,11,33,44,-14,10,3.0,7,2,2,2,25,7,1,123,8.9,1266,987,53,42,400,489,45.0
Matt Roy,27.0,D,82,9,17,26,8,22,5.2,8,0,1,2,16,0,1,135,6.7,1540,1127,153,119,0,0,0.0
Nicolas Roy,25.0,C,65,14,16,30,10,24,2.8,11,3,0,5,12,3,1,101,13.9,1059,978,41,83,369,399,48.0
Chad Ruhwedel,32.0,D,47,1,4,5,-4,18,0.9,1,0,0,0,4,0,0,36,2.8,685,874,51,90,0,0,0.0
Bryan Rust,30.0,RW,81,20,26,46,-4,31,3.8,18,2,0,2,16,9,1,211,9.5,1450,1074,50,98,5,5,50.0
Jan Rutta,32.0,D,56,3,6,9,3,30,2.2,3,0,0,0,6,0,0,64,4.7,959,1027,70,71,0,0,0.0
Adam Ružička,23.0,C,44,6,14,20,-1,8,1.6,4,2,0,2,10,4,0,64,9.4,509,695,8,28,83,91,47.7
Derek Ryan,36.0,C,80,13,7,20,11,28,1.8,11,0,2,0,6,0,1,92,14.1,893,670,42,54,217,217,50.0
Brandon Saad,30.0,LW,71,19,18,37,-8,12,3.1,15,2,2,1,15,2,1,127,15.0,1183,999,31,24,4,4,50.0
Dylan Samberg,24.0,D,63,2,6,8,10,25,2.9,2,0,0,0,5,0,1,49,4.1,940,896,93,91,0,0,0.0
Mattias Samuelsson,22.0,D,55,2,8,10,14,20,2.7,2,0,0,0,7,0,1,76,2.6,1220,1331,91,107,0,0,0.0
Jake Sanderson,20.0,D,77,4,28,32,-6,12,4.9,2,2,0,0,13,15,0,132,3.0,1688,1315,147,43,0,0,0.0
Rasmus Sandin,22.0,D,71,7,28,35,3,39,5.5,7,0,0,0,17,11,0,81,8.6,1372,1160,87,136,0,0,0.0
Travis Sanheim,26.0,D,81,7,16,23,-5,40,4.4,6,0,1,1,15,1,0,111,6.3,1653,1224,137,61,0,0,0.0
David Savard,32.0,D,62,3,17,20,-14,40,2.3,3,0,0,1,16,0,1,63,4.8,1388,1343,176,61,0,0,0.0
Mark Scheifele,29.0,C,81,42,26,68,-16,43,7.3,30,12,0,10,16,10,0,206,20.4,1659,1229,38,50,579,628,48.0
Brayden Schenn,31.0,C,82,21,44,65,-27,50,4.7,15,6,0,3,35,9,0,144,14.6,1511,1106,41,140,472,542,46.5
Luke Schenn,33.0,D,70,4,18,22,8,84,3.8,4,0,0,0,16,0,2,81,4.9,1145,981,98,318,0,0,0.0
Nick Schmaltz,26.0,C,63,22,36,58,4,20,5.6,16,6,0,2,29,6,1,132,16.7,1242,1183,28,12,40,60,40.0
Nate Schmidt,31.0,D,71,7,12,19,15,8,5.3,4,3,0,0,10,2,0,101,6.9,1311,1108,85,45,0,0,0.0
Braden Schneider,21.0,D,81,5,13,18,9,16,4.1,5,0,0,1,13,0,0,79,6.3,1273,943,130,147,0,0,0.0
Justin Schultz,32.0,D,73,7,27,34,4,40,4.8,6,1,0,4,15,12,0,98,7.1,1299,1067,72,30,0,0,0.0
Jaden Schwartz,30.0,C,71,21,19,40,-17,22,3.0,15,6,0,2,17,2,0,167,12.6,1237,1045,25,55,73,84,46.5
Lukáš Sedlák,29.0,C,30,3,5,8,4,12,0.6,3,0,0,0,4,0,1,44,6.8,366,732,31,58,88,102,46.3
Nick Seeler,29.0,D,77,4,10,14,1,56,3.1,4,0,0,0,9,0,1,84,4.8,1116,869,161,126,0,0,0.0
Tyler Seguin,31.0,C,76,21,29,50,3,24,4.9,13,7,1,3,24,4,1,189,11.1,1263,997,23,84,476,394,54.7
Moritz Seider,21.0,D,82,5,37,42,-11,40,6.1,3,1,1,1,22,14,1,140,3.6,1898,1389,190,207,0,0,0.0
Mikhail Sergachev,24.0,D,79,10,54,64,13,53,9.3,7,3,0,2,29,24,1,156,6.4,1881,1429,149,128,0,0,0.0
Damon Severson,28.0,D,81,7,26,33,9,38,5.6,5,1,1,2,23,3,0,102,6.9,1616,1197,115,44,0,0,0.0
Yegor Sharangovich,24.0,C,75,13,17,30,-3,16,2.1,11,0,2,2,15,0,2,131,9.9,1081,865,41,22,26,53,32.9
Kevin Shattenkirk,34.0,D,75,4,23,27,-20,56,3.0,3,1,0,0,16,7,0,145,2.8,1448,1158,115,79,0,0,0.0
Mason Shaw,24.0,C,59,7,10,17,-1,79,1.3,7,0,0,0,8,0,2,92,7.6,666,677,27,87,15,13,53.6
Conor Sheary,30.0,LW,82,15,22,37,9,22,3.4,11,2,2,1,17,5,0,154,9.7,1293,946,39,57,20,19,51.3
Kiefer Sherwood,27.0,RW,32,7,6,13,4,30,1.4,6,1,0,0,5,1,0,57,12.3,435,816,15,103,6,4,60.0
Devin Shore,28.0,C,47,1,8,9,6,4,0.4,1,0,0,0,8,0,0,33,3.0,421,538,24,46,89,86,50.9
Jonas Siegenthaler,25.0,D,80,4,17,21,27,44,5.4,3,1,0,1,17,0,0,84,4.8,1612,1209,151,101,0,0,0.0
Jakob Silfverberg,32.0,LW,81,10,16,26,-20,32,0.7,6,4,0,2,13,3,0,141,7.1,1230,911,51,10,18,34,34.6
Cole Sillinger,19.0,C,64,3,8,11,-23,22,-0.7,1,2,0,0,7,1,0,93,3.2,852,799,36,105,308,388,44.3
Radim Šimek,30.0,D,44,1,2,3,-13,29,0.1,1,0,0,0,2,0,0,39,2.6,643,877,74,89,0,0,0.0
Colton Sissons,29.0,C,82,12,18,30,-4,20,2.0,11,0,1,1,16,2,0,87,13.8,1298,950,72,164,593,515,53.5
Jeff Skinner,30.0,LW,79,35,47,82,15,29,9.3,27,8,0,3,34,13,0,242,14.5,1374,1044,14,21,142,158,47.3
Brady Skjei,28.0,D,81,18,20,38,7,40,8.2,13,4,1,3,17,3,0,188,9.6,1766,1309,62,71,0,0,0.0
Juraj Slafkovsky,18.0,LW,39,4,6,10,-13,33,0.1,3,1,0,0,5,1,0,42,9.5,476,733,24,53,5,5,50.0
Jaccob Slavin,28.0,D,76,7,20,27,18,8,6.7,7,0,0,1,19,0,1,131,5.3,1671,1320,103,36,0,0,0.0
Brendan Smith,33.0,D,60,0,5,5,3,63,1.3,0,0,0,0,4,0,1,58,0.0,933,933,76,102,0,0,0.0
Cole Smith,27.0,F,69,4,13,17,-3,60,0.6,4,0,0,1,11,0,2,64,6.3,879,765,25,198,0,5,0.0
Craig Smith,33.0,C,64,9,7,16,5,18,1.4,9,0,0,2,6,1,0,104,8.7,704,660,21,48,2,7,22.2
Givani Smith,24.0,RW,36,1,3,4,-2,72,-0.1,1,0,0,0,3,0,0,30,3.3,252,420,8,67,0,0,0.0
Reilly Smith,31.0,RW,78,26,30,56,11,16,6.1,16,6,4,4,26,4,0,180,14.4,1324,1018,32,69,4,3,57.1
Elmer Söderblom,21.0,RW,21,5,3,8,0,8,0.9,5,0,0,2,3,0,0,30,16.7,254,724,11,21,1,3,25.0
Victor Söderström,21.0,D,30,0,9,9,-3,24,1.0,0,0,0,0,6,3,0,31,0.0,485,970,39,17,0,0,0.0
Carson Soucy,28.0,D,78,3,13,16,18,68,3.7,3,0,0,0,11,0,2,87,3.4,1271,978,96,143,0,0,0.0
Daniel Sprong,25.0,RW,66,21,25,46,13,14,5.5,15,6,0,3,17,8,0,147,14.3,754,685,17,33,2,3,40.0
Jared Spurgeon,33.0,D,79,11,23,34,32,14,8.9,10,1,0,3,19,3,1,149,7.4,1723,1309,179,66,0,0,0.0
Eric Staal,38.0,C,72,14,15,29,-5,26,2.0,12,0,2,1,15,0,0,106,13.2,1025,854,45,27,343,400,46.2
Jordan Staal,34.0,C,81,17,17,34,7,32,3.3,16,0,1,3,16,0,1,124,13.7,1318,976,39,155,821,653,55.7
Marc Staal,36.0,D,82,3,12,15,10,43,3.0,3,0,0,0,12,0,0,55,5.5,1492,1092,122,152,0,0,0.0
Steven Stamkos,32.0,C,81,34,50,84,-5,46,8.4,20,14,0,6,29,21,0,240,14.2,1541,1141,51,92,501,430,53.8
