PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,GA60,xGA60,GSAx60,SIGNING AGE,CLAUSE,LENGTH,SIGNING,CAP HIT,CAP HIT %
225. Rasmus Andersson,185,Right,53 - Round 2 - 2015 (CGY),8.52,152,289,214,0.28,4.91,9.33,6.91,1213,862,58.46,2099,1526,57.90,1654,1190,58.16,126.26,81.14,60.88,-,-,-,23,,6,RFA,4550000,0.056
226. Calvin De Haan,185,Left,12 - Round 1 - 2009 (NYI),3.75,107,225,152,0.17,4.91,10.32,6.97,574,705,44.88,1051,1345,43.86,773,949,44.89,46.39,63.64,42.16,-,-,-,27,,4,UFA,4550000,0.057
227. Tomas Tatar,178,Left,60 - Round 2 - 2009 (DET),15.95,132,244,191,0.85,7.03,12.99,10.17,622,540,53.53,1175,946,55.40,873,726,54.60,54.69,49.58,52.45,-,-,-,30,,2,UFA,4500000,0.055
228. Brandon Saad,185,Left,43 - Round 2 - 2011 (CHI),20.75,158,236,198,0.98,7.47,11.16,9.36,663,617,51.80,1163,1100,51.39,878,879,49.97,70.70,64.58,52.26,-,-,-,28,NTC,5,UFA,4500000,0.055
229. Mike Hoffman,183,Left,130 - Round 5 - 2009 (OTT),14.11,154,285,207,0.74,8.09,14.98,10.88,615,502,55.06,1131,962,54.04,822,696,54.15,59.76,60.26,49.79,-,-,-,31,,3,UFA,4500000,0.055
230. Frederik Andersen,193,Left,87 - Round 3 - 2012 (ANA),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.17,2.72,0.55,31,M-NTC,2,UFA,4500000,0.055
231. Alexander Wennberg,188,Left,14 - Round 1 - 2013 (CBJ),9.38,95,152,119,0.39,3.99,6.39,5.00,736,659,52.76,1323,1163,53.22,994,893,52.68,61.93,72.22,46.16,-,-,-,26,M-NTC,3,UFA,4500000,0.055
232. Tyson Barrie,180,Right,64 - Round 3 - 2009 (COL),6.33,149,297,200,0.27,6.46,12.87,8.67,825,700,54.10,1486,1163,56.10,1113,945,54.08,87.56,60.72,59.05,-,-,-,29,,3,UFA,4500000,0.055
233. Ryan Strome,185,Right,5 - Round 1 - 2011 (NYI),18.92,161,257,216,0.84,7.13,11.38,9.56,799,644,55.37,1467,1172,55.59,1124,907,55.34,86.67,60.22,59.00,-,-,-,26,,2,RFA,4500000,0.055
234. Christopher Tanev,188,Right,-,3.11,88,180,129,0.11,3.15,6.44,4.61,821,862,48.78,1496,1613,48.12,1132,1211,48.31,75.26,79.28,48.70,-,-,-,30,M-NTC,4,UFA,4500000,0.055
235. Darcy Kuemper,196,Left,161 - Round 6 - 2009 (MIN),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.54,2.84,0.30,30,,2,UFA,4500000,0.055
236. Mikko Koskinen,201,Left,31 - Round 2 - 2009 (NYI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.10,3.03,-0.07,30,M-NTC,3,UFA,4500000,0.057
237. Shayne Gostisbehere,180,Left,78 - Round 3 - 2012 (PHI),7.79,151,314,216,0.26,4.98,10.35,7.12,861,1018,45.82,1606,1754,47.80,1191,1353,46.82,85.75,95.94,47.20,-,-,-,24,,6,RFA,4500000,0.062
238. Nikita Zaitsev,188,Right,-,2.47,65,138,102,0.13,3.31,7.03,5.20,491,770,38.94,912,1394,39.54,701,1041,40.24,48.00,73.45,39.52,-,-,-,25,M-NTC,7,RFA,4500000,0.062
239. Nazem Kadri,183,Left,7 - Round 1 - 2009 (TOR),30.63,247,439,339,1.35,10.85,19.28,14.89,997,603,62.31,1800,1064,62.85,1327,810,62.10,102.43,62.28,62.19,-,-,-,25,M-NTC,6,RFA,4500000,0.063
240. Christian Dvorak,185,Left,58 - Round 2 - 2014 (ARI),11.73,87,144,116,0.72,5.37,8.88,7.15,491,583,45.72,887,1049,45.82,652,790,45.21,51.37,65.16,44.08,-,-,-,23,,6,RFA,4450000,0.056
241. Alex Killorn,185,Left,77 - Round 3 - 2007 (TBL),22.79,164,273,224,0.89,6.42,10.69,8.77,877,741,54.20,1587,1324,54.52,1241,1014,55.03,96.42,82.76,53.81,-,-,-,26,M-NTC,7,RFA,4450000,0.061
242. Sam Bennett,185,Left,4 - Round 1 - 2014 (CGY),26.87,241,398,292,1.34,12.02,19.85,14.57,807,557,59.16,1392,935,59.82,1059,739,58.90,85.39,56.30,60.27,-,-,-,25,,4,RFA,4425000,0.054
243. Filip Hronek,183,Right,53 - Round 2 - 2016 (DET),6.79,133,280,191,0.24,4.63,9.77,6.67,808,970,45.44,1450,1631,47.06,1103,1292,46.05,82.51,101.75,44.78,-,-,-,23,,3,RFA,4400000,0.054
244. John Marino,185,Right,154 - Round 6 - 2015 (EDM),4.59,90,191,129,0.16,3.23,6.86,4.63,856,883,49.22,1470,1579,48.21,1149,1207,48.77,72.20,81.13,47.09,-,-,-,24,,6,RFA,4400000,0.054
245. Sean Couturier,191,Left,8 - Round 1 - 2011 (PHI),9.67,79,136,108,0.98,8.01,13.80,10.96,355,305,53.79,663,522,55.95,494,397,55.44,33.97,32.54,51.08,-,-,-,23,,6,RFA,4333333,0.061
246. Tyler Toffoli,183,Right,47 - Round 2 - 2010 (LAK),22.07,195,329,258,1.10,9.69,16.36,12.83,732,595,55.16,1330,1052,55.84,1004,809,55.38,77.80,59.53,56.65,-,-,-,28,,4,UFA,4250000,0.052
247. Viktor Arvidsson,175,Right,112 - Round 4 - 2014 (NSH),25.69,227,412,324,1.38,12.15,22.06,17.35,794,489,61.89,1427,892,61.54,1112,656,62.90,82.84,48.18,63.23,-,-,-,24,,7,RFA,4250000,0.057
248. John Klingberg,191,Right,131 - Round 5 - 2010 (DAL),8.51,139,361,209,0.31,5.07,13.18,7.63,933,849,52.36,1807,1517,54.36,1336,1164,53.44,103.09,82.74,55.48,-,-,-,22,,7,RFA,4250000,0.062
249. Oscar Klefbom,191,Left,19 - Round 1 - 2011 (EDM),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,22,M-NTC,7,RFA,4167000,0.057
250. Damon Severson,188,Right,60 - Round 2 - 2012 (NJD),9.50,158,312,224,0.30,5.01,9.91,7.12,931,933,49.95,1728,1676,50.76,1320,1323,49.94,91.06,100.40,47.56,-,-,-,22,,6,RFA,4166666,0.056
251. Anthony Beauvillier,180,Left,28 - Round 1 - 2015 (NYI),17.93,154,252,201,0.85,7.32,11.98,9.55,637,694,47.86,1174,1207,49.31,867,935,48.11,67.05,63.84,51.23,-,-,-,24,,3,RFA,4150000,0.051
252. Jonathan Bernier,183,Left,11 - Round 1 - 2006 (LAK),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.06,2.80,-0.26,32,,2,UFA,4125000,0.051
253. Brandon Carlo,196,Right,37 - Round 2 - 2015 (BOS),3.16,125,213,162,0.12,4.82,8.21,6.24,750,799,48.42,1267,1477,46.17,1003,1127,47.09,57.31,67.23,46.01,-,-,-,24,,6,RFA,4100000,0.05
254. Devon Toews,185,Left,108 - Round 4 - 2014 (NYI),8.47,158,267,202,0.30,5.66,9.57,7.24,994,881,53.01,1743,1532,53.22,1304,1178,52.54,96.19,78.47,55.07,-,-,-,26,,4,RFA,4100000,0.05
255. Josh Manson,191,Right,160 - Round 6 - 2011 (ANA),4.38,92,172,122,0.21,4.34,8.11,5.76,584,717,44.89,1059,1278,45.31,782,986,44.23,47.54,66.30,41.76,-,-,-,26,M-NTC,4,RFA,4100000,0.055
256. Brian Dumoulin,193,Left,51 - Round 2 - 2009 (CAR),3.77,91,185,135,0.14,3.29,6.69,4.88,849,994,46.07,1412,1762,44.49,1105,1318,45.60,76.53,85.16,47.33,-,-,-,25,M-NTC,6,RFA,4100000,0.055
257. Olli Määttä,188,Left,22 - Round 1 - 2012 (PIT),2.27,61,139,87,0.11,3.03,6.91,4.33,617,574,51.81,1077,1099,49.49,841,806,51.06,57.49,55.22,51.01,-,-,-,21,,6,RFA,4083333,0.057
258. Jake Gardiner,188,Left,17 - Round 1 - 2008 (ANA),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,28,M-NTC,4,UFA,4050000,0.05
259. Marcus Pettersson,191,Left,38 - Round 2 - 2014 (ANA),3.25,83,189,136,0.17,4.42,10.06,7.24,598,502,54.36,1048,924,53.14,801,689,53.76,48.41,40.21,54.63,-,-,-,24,,5,RFA,4025175,0.049
260. Brett Pesce,191,Right,66 - Round 3 - 2013 (CAR),6.20,148,304,209,0.24,5.85,12.01,8.26,786,804,49.43,1451,1364,51.55,1117,1103,50.32,79.29,78.70,50.18,-,-,-,23,,6,RFA,4025000,0.054
261. Ilya Sorokin,188,Left,78 - Round 3 - 2014 (NYI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.40,2.81,0.41,25,,3,RFA,4000000,0.049
262. Vince Dunn,183,Left,56 - Round 2 - 2015 (STL),6.18,121,282,179,0.25,4.80,11.21,7.12,800,688,53.76,1493,1226,54.91,1104,944,53.91,69.23,71.09,49.34,-,-,-,24,,2,RFA,4000000,0.049
263. Jake McCabe,185,Left,44 - Round 2 - 2012 (BUF),4.13,80,181,111,0.16,3.15,7.13,4.37,576,957,37.57,1082,1773,37.90,778,1295,37.53,50.45,83.95,37.54,-,-,-,27,M-NTC,4,UFA,4000000,0.049
264. Adam Larsson,191,Right,4 - Round 1 - 2011 (NJD),4.17,119,260,174,0.14,3.91,8.53,5.72,729,962,43.11,1428,1764,44.74,1045,1340,43.82,62.25,97.17,39.04,-,-,-,28,NTC,4,UFA,4000000,0.049
265. Alex Iafallo,183,Left,-,23.68,215,345,293,0.97,8.83,14.16,12.03,903,643,58.41,1611,1192,57.47,1234,876,58.48,86.86,69.78,55.45,-,-,-,27,,4,UFA,4000000,0.049
266. Justin Schultz,188,Right,43 - Round 2 - 2008 (ANA),5.44,92,205,137,0.26,4.41,9.82,6.57,634,556,53.28,1211,1037,53.87,915,756,54.76,58.14,47.86,54.85,-,-,-,29,,2,UFA,4000000,0.049
267. Elvis Merzlikins,191,Left,76 - Round 3 - 2014 (CBJ),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.22,3.09,-0.13,26,,2,RFA,4000000,0.049
268. David Perron,183,Right,26 - Round 1 - 2007 (STL),17.87,177,319,231,0.94,9.33,16.82,12.18,660,468,58.51,1161,836,58.14,886,670,56.94,68.27,46.30,59.59,-,-,-,30,M-NTC,4,UFA,4000000,0.05
269. Victor Rask,188,Left,42 - Round 2 - 2011 (CAR),5.20,58,95,79,0.54,6.07,9.94,8.27,298,239,55.49,536,438,55.03,394,339,53.75,25.11,22.05,53.24,-,-,-,23,,6,RFA,4000000,0.055
270. Carter Hart,188,Left,48 - Round 2 - 2016 (PHI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.16,3.00,-0.16,22,,3,RFA,3979000,0.049
271. Kevin Shattenkirk,183,Right,14 - Round 1 - 2007 (COL),7.54,163,295,214,0.26,5.57,10.08,7.31,838,964,46.50,1527,1770,46.31,1151,1325,46.49,80.01,94.62,45.82,-,-,-,31,M-NTC,3,UFA,3900000,0.048
272. Brenden Dillon,193,Left,-,4.23,85,203,130,0.17,3.43,8.19,5.24,720,862,45.51,1287,1593,44.69,991,1222,44.78,73.77,88.55,45.45,-,-,-,29,,4,UFA,3900000,0.048
273. Joonas Donskoi,183,Right,99 - Round 4 - 2010 (FLA),10.43,89,155,124,0.56,4.80,8.36,6.69,495,576,46.22,893,1020,46.68,661,796,45.37,40.67,60.87,40.04,-,-,-,27,,4,UFA,3900000,0.048
274. Andrew Shaw,180,Right,139 - Round 5 - 2011 (CHI),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,24,,6,RFA,3900000,0.053
275. Colin Miller,185,Right,151 - Round 5 - 2012 (LAK),1.64,48,102,73,0.14,3.99,8.48,6.07,329,377,46.60,589,635,48.12,450,509,46.92,26.18,33.11,44.15,-,-,-,25,,4,RFA,3875000,0.049
276. Connor Murphy,193,Right,20 - Round 1 - 2011 (ARI),2.52,71,149,98,0.12,3.43,7.21,4.74,473,739,39.03,878,1406,38.44,636,994,39.02,42.31,63.68,39.92,-,-,-,23,,6,RFA,3850000,0.053
277. Nick Foligno,183,Left,28 - Round 1 - 2006 (OTT),7.91,99,149,128,0.59,7.45,11.21,9.63,455,347,56.73,785,641,55.05,608,485,55.63,39.33,31.56,55.48,-,-,-,33,NMC,2,UFA,3800000,0.047
278. Petr Mrázek,185,Left,141 - Round 5 - 2010 (DET),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.34,2.57,-0.77,29,M-NTC,3,UFA,3800000,0.047
279. Rickard Rakell,183,Right,30 - Round 1 - 2011 (ANA),19.55,184,342,265,0.93,8.77,16.30,12.63,731,634,53.55,1359,1088,55.54,1014,846,54.52,69.44,61.21,53.15,-,-,-,23,,6,RFA,3789444,0.052
280. Nikita Zadorov,198,Left,16 - Round 1 - 2013 (BUF),4.26,106,225,166,0.20,5.08,10.79,7.96,717,578,55.37,1322,973,57.60,1011,782,56.39,58.13,51.01,53.26,-,-,-,26,,1,RFA,3750000,0.046
281. Boone Jenner,188,Left,37 - Round 2 - 2011 (CBJ),19.73,160,266,221,0.98,7.95,13.22,10.98,654,710,47.95,1227,1219,50.16,930,951,49.44,63.96,77.20,45.31,-,-,-,25,,4,RFA,3750000,0.047
282. Mattias Ekholm,193,Left,102 - Round 4 - 2009 (NSH),9.84,145,311,213,0.33,4.88,10.46,7.16,758,981,43.59,1420,1782,44.35,1098,1354,44.78,74.52,104.67,41.59,-,-,-,25,,6,RFA,3750000,0.053
283. Will Butcher,178,Left,123 - Round 5 - 2013 (COL),1.98,35,78,60,0.20,3.46,7.71,5.93,302,313,49.11,528,521,50.33,411,416,49.70,22.41,23.34,48.98,-,-,-,24,,3,RFA,3733333,0.046
284. Dominik Kubalik,188,Left,191 - Round 7 - 2013 (LAK),17.87,161,285,220,0.95,8.52,15.10,11.65,553,581,48.77,1032,1037,49.88,741,760,49.37,50.93,48.15,51.40,-,-,-,24,,2,RFA,3700000,0.045
285. Matt Grzelcyk,175,Left,85 - Round 3 - 2012 (BOS),3.98,118,211,154,0.17,5.17,9.25,6.75,852,567,60.04,1428,1059,57.42,1128,796,58.63,69.22,46.54,59.80,-,-,-,26,,4,RFA,3687500,0.045
286. Jake DeBrusk,183,Left,14 - Round 1 - 2015 (BOS),19.87,185,278,225,1.03,9.59,14.41,11.66,757,535,58.59,1237,929,57.11,994,741,57.29,62.39,46.59,57.25,-,-,-,23,,2,RFA,3675000,0.045
287. Cam Talbot,193,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.76,2.43,-0.34,32,,3,UFA,3666667,0.045
288. Barclay Goodrow,188,Left,-,16.78,116,182,157,0.76,5.27,8.27,7.13,524,756,40.94,980,1423,40.78,747,1050,41.57,54.70,74.50,42.34,-,-,-,28,M-NTC,6,UFA,3641667,0.045
289. Andrew Copp,185,Left,104 - Round 4 - 2013 (WPG),23.90,183,283,242,1.04,7.95,12.30,10.52,813,713,53.28,1445,1238,53.86,1128,972,53.71,86.01,75.06,53.40,-,-,-,26,,1,RFA,3640000,0.045
290. Connor Brown,183,Right,156 - Round 6 - 2012 (TOR),14.37,121,235,169,0.67,5.66,10.98,7.90,663,699,48.68,1207,1239,49.35,908,950,48.87,69.23,83.06,45.46,-,-,-,26,,3,RFA,3600000,0.044
291. Thomas Greiss,188,Left,94 - Round 3 - 2004 (SJS),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.66,3.09,-0.57,34,,2,UFA,3600000,0.044
292. David Savard,188,Right,94 - Round 4 - 2009 (CBJ),4.70,66,127,88,0.22,3.07,5.91,4.09,552,862,39.04,976,1531,38.93,739,1171,38.69,50.98,83.84,37.81,-,-,-,30,,4,UFA,3500000,0.043
293. Brandon Montour,183,Right,55 - Round 2 - 2014 (ANA),9.52,153,298,219,0.39,6.33,12.33,9.06,908,733,55.33,1617,1207,57.26,1201,967,55.40,80.47,64.89,55.36,-,-,-,27,,3,UFA,3500000,0.043
294. Chris Driedger,193,Left,76 - Round 3 - 2012 (OTT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.96,2.78,-0.18,27,M-NTC,3,UFA,3500000,0.043
295. Chris Tierney,185,Left,55 - Round 2 - 2012 (SJS),8.48,72,121,100,0.59,4.97,8.35,6.90,441,433,50.46,813,785,50.88,613,596,50.70,40.22,38.15,51.31,-,-,-,25,,2,RFA,3500000,0.043
296. Tristan Jarry,188,Left,44 - Round 2 - 2013 (PIT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.42,2.56,0.14,25,,3,RFA,3500000,0.043
297. Joel Edmundson,196,Left,46 - Round 2 - 2011 (STL),0.88,32,59,41,0.11,4.09,7.53,5.23,223,313,41.60,372,578,39.15,277,414,40.09,18.32,33.81,35.14,-,-,-,27,M-NTC,4,UFA,3500000,0.043
298. J.T. Compher,183,Right,35 - Round 2 - 2013 (BUF),16.03,102,199,146,0.84,5.36,10.45,7.67,587,647,47.57,1084,1130,48.96,797,852,48.33,62.61,63.07,49.82,-,-,-,24,,4,RFA,3500000,0.043
299. Micheal Ferland,185,Left,133 - Round 5 - 2010 (CGY),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,27,M-NTC,4,UFA,3500000,0.043
300. Ben Chiarot,191,Left,120 - Round 4 - 2009 (ATL),5.64,143,268,177,0.20,5.07,9.51,6.28,841,1032,44.90,1468,1792,45.03,1116,1399,44.37,78.16,106.09,42.42,-,-,-,28,M-NTC,3,UFA,3500000,0.043
301. Alexander Kerfoot,178,Left,150 - Round 5 - 2012 (NJD),13.59,117,193,159,0.65,5.63,9.27,7.65,621,709,46.69,1092,1249,46.65,836,955,46.68,57.12,60.69,48.48,-,-,-,24,,4,RFA,3500000,0.043
302. Brett Connolly,191,Right,6 - Round 1 - 2010 (TBL),0.56,6,13,9,0.45,4.76,10.32,7.15,25,42,37.31,60,76,44.12,42,52,44.68,1.78,4.13,30.12,-,-,-,27,,4,UFA,3500000,0.043
303. Brandon Tanev,183,Left,-,7.50,51,77,64,1.03,7.00,10.57,8.78,183,221,45.30,336,407,45.22,255,300,45.95,18.69,17.62,51.47,-,-,-,27,M-NTC,6,UFA,3500000,0.043
304. Bryan Rust,180,Right,80 - Round 3 - 2010 (PIT),25.28,180,302,252,1.35,9.59,16.09,13.43,750,599,55.60,1332,1004,57.02,1025,778,56.85,86.15,57.26,60.07,-,-,-,26,,4,RFA,3500000,0.044
305. Lars Eller,188,Left,13 - Round 1 - 2007 (STL),11.23,116,213,170,0.57,6.00,11.01,8.78,552,582,48.68,1054,1096,49.02,788,826,48.82,49.98,59.57,45.62,-,-,-,29,,5,UFA,3500000,0.047
306. Cal Clutterbuck,180,Right,72 - Round 3 - 2006 (MIN),8.11,74,113,95,0.59,5.36,8.18,6.88,290,434,40.06,528,796,39.88,400,582,40.72,25.94,38.51,40.25,-,-,-,29,,5,UFA,3500000,0.048
307. Joel Armia,193,Right,16 - Round 1 - 2011 (BUF),10.99,103,179,135,0.80,7.51,13.05,9.84,411,466,46.86,711,807,46.84,525,611,46.21,34.49,45.48,43.13,-,-,-,28,,4,UFA,3400000,0.042
308. Andreas Johnsson,178,Left,202 - Round 7 - 2013 (TOR),12.45,114,179,145,0.73,6.71,10.53,8.52,567,509,52.70,1028,942,52.18,772,731,51.36,53.76,48.02,52.82,-,-,-,24,,4,RFA,3400000,0.042
309. Paul Byron,175,Left,179 - Round 6 - 2007 (BUF),3.82,33,43,37,0.67,5.82,7.58,6.53,147,208,41.41,261,376,40.97,187,287,39.45,11.94,21.37,35.85,-,-,-,30,,4,UFA,3400000,0.043
310. Anton Khudobin,180,Left,206 - Round 7 - 2004 (MIN),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.63,2.59,-1.04,34,M-NTC,3,UFA,3333333,0.041
311. Marco Scandella,191,Left,55 - Round 2 - 2008 (MIN),4.21,76,142,105,0.20,3.59,6.71,4.96,530,783,40.36,888,1366,39.40,692,1081,39.03,53.68,71.94,42.73,-,-,-,30,M-NTC,4,UFA,3275000,0.04
312. Pius Suter,180,Left,-,20.62,166,267,216,0.89,7.18,11.54,9.34,685,805,45.97,1190,1349,46.87,906,1072,45.80,69.34,77.15,47.33,-,-,-,25,,2,UFA,3250000,0.04
313. Cody Ceci,188,Right,15 - Round 1 - 2012 (OTT),3.23,102,213,138,0.12,3.75,7.84,5.08,782,966,44.74,1396,1669,45.55,1055,1284,45.10,77.76,90.58,46.19,-,-,-,27,,4,UFA,3250000,0.04
314. Adam Lowry,196,Left,67 - Round 3 - 2011 (WPG),17.43,115,194,163,0.86,5.64,9.52,8.00,561,727,43.56,1017,1269,44.49,783,981,44.39,58.44,68.56,46.02,-,-,-,28,M-NTC,5,UFA,3250000,0.04
315. Tanner Pearson,185,Left,30 - Round 1 - 2012 (LAK),17.25,159,242,197,0.95,8.74,13.30,10.83,657,549,54.48,1168,977,54.45,872,740,54.09,61.46,48.64,55.82,-,-,-,28,NTC,3,UFA,3250000,0.04
316. MacKenzie Weegar,183,Right,206 - Round 7 - 2013 (FLA),10.02,203,391,271,0.32,6.51,12.55,8.69,1143,985,53.71,1992,1712,53.78,1520,1292,54.05,115.77,99.76,53.71,-,-,-,26,,3,RFA,3250000,0.04
317. Radek Faksa,191,Left,13 - Round 1 - 2012 (DAL),10.24,89,150,130,0.51,4.40,7.41,6.42,426,634,40.19,818,1215,40.24,618,898,40.77,40.71,60.23,40.33,-,-,-,26,M-NTC,5,RFA,3250000,0.04
318. Dmitrij Jaskin,188,Left,41 - Round 2 - 2011 (STL),2.10,23,43,33,0.71,7.78,14.54,11.16,81,82,49.69,155,150,50.82,113,121,48.29,6.03,7.86,43.41,-,-,-,28,M-NTC,1,UFA,3200000,0.039
319. Zack Kassian,191,Right,13 - Round 1 - 2009 (BUF),7.29,58,103,84,0.64,5.09,9.03,7.37,349,343,50.43,640,592,51.95,472,459,50.70,32.22,28.90,52.72,-,-,-,29,,4,UFA,3200000,0.039
320. Kasperi Kapanen,185,Right,22 - Round 1 - 2014 (PIT),11.99,129,235,178,0.63,6.74,12.28,9.30,675,541,55.51,1166,916,56.00,915,702,56.59,61.21,46.83,56.65,-,-,-,22,,3,RFA,3200000,0.039
321. Ryan Graves,196,Left,110 - Round 4 - 2013 (NYR),5.26,111,241,162,0.20,4.29,9.30,6.25,733,880,45.44,1352,1554,46.52,1017,1205,45.77,67.59,84.62,44.41,-,-,-,25,,3,RFA,3166667,0.039
322. Matt Roy,185,Right,194 - Round 7 - 2015 (LAK),6.09,153,276,204,0.26,6.53,11.78,8.71,795,682,53.83,1406,1295,52.05,1092,950,53.48,73.66,69.89,51.31,-,-,-,26,,3,RFA,3150000,0.039
323. Roope Hintz,191,Left,49 - Round 2 - 2015 (DAL),30.90,213,367,304,1.28,8.86,15.26,12.64,871,689,55.83,1648,1235,57.16,1242,929,57.21,102.25,62.12,62.21,-,-,-,23,,3,RFA,3150000,0.039
324. Marcus Foligno,191,Left,104 - Round 4 - 2009 (BUF),13.68,99,163,134,0.68,4.88,8.05,6.62,611,598,50.54,1101,1101,50.00,822,831,49.73,57.69,57.63,50.03,-,-,-,29,,3,UFA,3100000,0.038
325. Craig Smith,185,Right,98 - Round 4 - 2009 (NSH),15.17,187,318,248,0.85,10.52,17.88,13.95,700,475,59.57,1177,849,58.09,910,653,58.22,53.02,37.44,58.61,-,-,-,30,,3,UFA,3100000,0.038
326. Victor Olofsson,180,Left,181 - Round 7 - 2014 (BUF),15.36,164,293,223,0.83,8.91,15.92,12.11,653,538,54.83,1128,887,55.98,863,729,54.21,55.65,50.68,52.34,-,-,-,24,,2,RFA,3050000,0.037
327. Travis Hamonic,188,Right,53 - Round 2 - 2008 (NYI),3.17,82,171,109,0.23,6.07,12.66,8.07,366,479,43.31,705,917,43.46,511,665,43.45,33.08,46.95,41.33,-,-,-,30,M-NTC,2,UFA,3000000,0.037
328. Derek Forbort,193,Left,15 - Round 1 - 2010 (LAK),1.83,64,132,90,0.08,2.79,5.76,3.92,640,727,46.82,1038,1375,43.02,821,1030,44.35,50.76,66.18,43.41,-,-,-,29,M-NTC,3,UFA,3000000,0.037
329. Mike Reilly,185,Left,98 - Round 4 - 2011 (CBJ),5.43,135,230,178,0.25,6.11,10.41,8.05,874,633,58.00,1410,1098,56.22,1123,855,56.77,64.79,51.47,55.73,-,-,-,27,,3,UFA,3000000,0.037
330. Alex Nedeljkovic,183,Left,37 - Round 2 - 2014 (CAR),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.31,3.11,-0.20,25,,2,RFA,3000000,0.037
331. Anthony Duclair,180,Left,80 - Round 3 - 2013 (NYR),22.65,167,253,206,1.22,9.02,13.68,11.14,781,539,59.17,1327,891,59.83,1023,707,59.13,82.62,53.47,60.71,-,-,-,25,,3,RFA,3000000,0.037
332. Ryan Lindgren,183,Left,49 - Round 2 - 2016 (BOS),4.12,73,154,100,0.16,2.79,5.89,3.83,666,815,44.97,1187,1544,43.46,909,1151,44.13,61.82,74.42,45.38,-,-,-,23,,3,RFA,3000000,0.037
333. Scott Laughton,185,Left,20 - Round 1 - 2012 (PHI),13.23,110,196,148,0.72,6.00,10.69,8.07,553,644,46.20,987,1203,45.07,728,893,44.91,51.29,66.19,43.66,-,-,-,27,,5,UFA,3000000,0.037
334. Dylan Strome,191,Left,3 - Round 1 - 2015 (ARI),13.75,126,183,156,0.69,6.28,9.11,7.78,722,570,55.88,1248,1040,54.55,943,768,55.11,63.30,53.03,54.41,-,-,-,23,,2,RFA,3000000,0.037
335. Dylan DeMelo,183,Right,179 - Round 6 - 2011 (SJS),3.21,78,141,98,0.14,3.33,6.02,4.18,654,809,44.70,1151,1461,44.07,892,1111,44.53,61.40,80.26,43.34,-,-,-,27,M-NTC,4,UFA,3000000,0.037
336. Oskar Lindblom,185,Left,138 - Round 5 - 2014 (PHI),12.71,127,212,166,0.70,6.99,11.67,9.14,531,609,46.58,942,1164,44.73,705,859,45.08,42.39,53.26,44.32,-,-,-,23,,3,RFA,3000000,0.037
337. Leo Komarov,180,Left,180 - Round 6 - 2006 (TOR),0.00,0,0,0,0.00,0.00,0.00,0.00,2,5,28.57,5,14,26.32,5,8,38.46,0.24,0.36,40.00,-,-,-,31,M-NTC,4,UFA,3000000,0.038
338. Antoine Roussel,180,Left,-,6.61,59,103,85,0.62,5.50,9.60,7.92,244,408,37.42,456,740,38.13,339,570,37.29,21.89,39.35,35.74,-,-,-,28,M-NTC,4,UFA,3000000,0.038
339. Jay Beagle,191,Right,-,2.29,24,40,29,0.30,3.17,5.28,3.82,170,307,35.64,294,537,35.38,226,414,35.31,11.42,28.68,28.48,-,-,-,32,M-NTC,4,UFA,3000000,0.038
340. Erik Cernak,191,Right,43 - Round 2 - 2015 (LAK),2.91,86,176,127,0.17,4.90,10.02,7.23,466,538,46.41,867,1017,46.02,673,763,46.87,46.57,55.45,45.65,-,-,-,23,,3,RFA,2950000,0.036
