Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Ilya Mikheyev,25,F,39,8,15,23,7,4,2.3,7,0,1,1,15,0,0,98,8.2,607,935,13,26,3,1,75.0
Sonny Milano,23,LW,55,7,16,23,-7,26,1.8,6,1,0,2,14,2,0,75,9.3,720,786,13,26,0,0,0.0
Colin Miller,27,D,51,1,10,11,-9,22,1.4,1,0,0,1,7,3,0,79,1.3,874,1028,40,87,0,0,0.0
J.T. Miller,26,C,69,27,45,72,11,47,7.9,18,9,0,3,27,16,2,165,16.4,1387,1206,38,123,425,293,59.2
Casey Mittelstadt,21,C,31,4,5,9,-5,2,0.5,3,1,0,1,4,1,0,34,11.8,396,766,8,11,86,99,46.5
Sean Monahan,25,C,70,22,26,48,-16,25,4.6,14,8,0,5,18,8,0,166,13.3,1267,1086,22,65,549,495,52.6
Brandon Montour,25,D,54,5,13,18,13,28,4.4,5,0,0,0,11,2,0,86,5.8,1053,1170,53,60,0,0,0.0
John Moore,29,D,24,2,1,3,-2,11,0.7,2,0,0,0,1,0,0,33,6.1,397,993,27,36,0,0,0.0
Trevor Moore,24,LW,42,6,4,10,-4,6,0.5,6,0,0,0,3,0,1,60,10.0,542,774,17,60,4,10,28.6
Josh Morrissey,24,D,65,5,26,31,1,24,4.9,4,1,0,0,15,11,0,120,4.2,1480,1366,59,34,0,0,0.0
Tyler Motte,24,C,34,4,4,8,-10,10,0.0,4,0,0,0,4,0,0,38,10.5,446,787,37,118,8,11,42.1
Mirco Müller,24,D,50,2,5,7,-13,23,1.0,2,0,0,0,4,1,0,29,6.9,882,1059,91,63,0,0,0.0
Connor Murphy,26,D,58,5,14,19,2,27,3.5,5,0,0,0,13,0,1,117,4.3,1233,1275,138,128,0,0,0.0
Ryan Murray,26,D,27,2,7,9,-9,4,1.2,2,0,0,0,5,2,0,32,6.3,539,1197,50,12,0,0,0.0
Jake Muzzin,30,D,53,6,17,23,12,40,4.3,6,0,0,1,16,0,1,99,6.1,1145,1296,110,109,0,0,0.0
Philippe Myers,23,D,50,4,12,16,17,30,4.0,4,0,0,0,12,0,0,78,5.1,855,1026,44,80,0,0,0.0
Tyler Myers,29,D,68,6,15,21,-7,49,3.3,4,1,1,1,9,6,0,134,4.5,1463,1290,108,99,0,0,0.0
Vladislav Namestnikov,27,C,65,17,14,31,-5,45,3.0,11,2,4,2,10,2,2,98,17.3,979,903,47,108,22,25,46.8
Riley Nash,30,C,64,5,9,14,6,10,1.1,4,0,1,1,9,0,0,64,7.8,758,711,36,68,245,267,47.9
James Neal,32,LW,55,19,12,31,-20,12,3.0,7,12,0,2,7,5,0,112,17.0,897,978,17,88,11,20,35.5
Martin Nečas,21,C,64,16,20,36,-6,20,3.5,11,5,0,3,16,4,0,88,18.2,907,850,19,65,13,35,27.1
Brock Nelson,28,C,68,26,28,54,6,32,6.3,22,4,0,5,25,3,0,175,14.9,1282,1132,44,49,615,573,51.8
Patrik Nemeth,27,D,64,1,8,9,-10,28,2.5,1,0,0,1,7,0,1,89,1.1,1410,1322,92,80,0,0,0.0
Aaron Ness,29,D,24,0,1,1,1,0,0.6,0,0,0,0,1,0,0,11,0.0,301,752,20,17,0,0,0.0
Valeri Nichushkin,24,RW,65,13,14,27,26,14,3.4,11,1,1,3,14,0,0,113,11.5,915,844,22,84,2,3,40.0
Nino Niederreiter,27,RW,67,11,18,29,-3,42,2.2,7,4,0,2,11,7,0,115,9.6,993,889,19,52,1,3,25.0
Frans Nielsen,35,C,60,4,5,9,-13,8,-0.2,3,0,1,0,2,2,1,86,4.7,821,821,35,44,210,246,46.1
Matthew Nieto,27,LW,70,8,13,21,7,6,1.5,6,0,2,3,13,0,0,85,9.4,945,810,23,37,2,3,40.0
Matt Niskanen,33,D,68,8,25,33,15,29,6.4,3,4,1,0,16,9,0,126,6.3,1490,1314,84,124,0,0,0.0
Stefan Noesen,26,RW,40,7,2,9,-1,32,0.9,6,1,0,2,2,0,0,67,10.4,461,692,17,74,7,11,38.9
Joakim Nordström,27,C,48,4,3,7,-6,17,0.0,4,0,0,0,3,0,0,49,8.2,581,726,31,91,1,6,14.3
Tomáš Nosek,27,C,67,8,7,15,-2,20,0.9,7,0,1,1,7,0,0,93,8.6,778,696,38,91,217,216,50.1
Ryan Nugent-Hopkins,26,C,65,22,39,61,1,33,6.4,15,7,0,4,22,17,0,172,12.8,1330,1228,44,33,205,199,50.7
Darnell Nurse,24,D,71,5,28,33,-2,48,5.5,5,0,0,1,23,5,0,170,2.9,1665,1407,141,172,0,0,0.0
Markus Nutivaara,25,D,37,3,6,9,2,4,2.2,3,0,0,0,5,1,0,47,6.4,589,955,33,35,0,0,0.0
Joakim Nygård,27,F,33,3,6,9,0,8,0.7,2,1,0,0,6,0,0,39,7.7,353,641,8,18,3,3,50.0
Alexander Nylander,21,LW,65,10,16,26,-2,10,2.2,10,0,0,1,14,2,0,94,10.6,789,728,14,29,5,14,26.3
William Nylander,23,C,68,31,28,59,-2,12,6.7,22,9,0,7,20,8,0,197,15.7,1238,1093,14,9,106,106,50.0
Gustav Nyquist,30,RW,70,15,27,42,4,16,4.2,11,3,1,3,21,6,0,151,9.9,1262,1082,26,37,17,16,51.5
Ryan O'Reilly,28,C,71,12,49,61,11,10,5.4,9,2,1,3,33,16,0,118,10.2,1461,1234,42,16,880,676,56.6
Jordan Oesterle,27,D,58,3,10,13,-9,14,2.2,3,0,0,0,8,2,0,69,4.3,987,1021,88,48,0,0,0.0
Kyle Okposo,31,RW,52,9,10,19,-3,28,1.7,8,1,0,2,10,0,0,82,11.0,668,771,15,55,38,33,53.5
Jamie Oleksiak,27,D,69,3,7,10,-6,41,2.4,3,0,0,1,7,0,0,76,3.9,1091,949,59,153,0,0,0.0
Victor Olofsson,24,RW,54,20,22,42,-1,6,4.7,9,11,0,4,16,6,0,127,15.7,993,1103,16,10,1,1,50.0
Dmitry Orlov,28,D,69,4,23,27,5,36,4.0,3,1,0,2,18,4,1,105,3.8,1530,1330,82,106,0,0,0.0
T.J. Oshie,33,C,69,26,23,49,4,26,5.5,16,10,0,4,21,2,0,133,19.5,1262,1098,58,90,119,119,50.0
Alex Ovechkin,34,LW,68,48,19,67,-12,30,8.7,35,13,0,3,14,5,0,311,15.4,1405,1240,30,184,1,0,100.0
Max Pacioretty,31,LW,71,32,34,66,18,44,8.6,24,8,0,5,23,11,0,307,10.4,1272,1075,35,90,51,45,53.1
Jean-Gabriel Pageau,27,C,67,26,16,42,4,49,5.0,18,5,3,5,8,5,3,151,17.2,1284,1149,53,128,615,534,53.5
Ondřej Palát,28,LW,69,17,24,41,25,22,4.7,12,4,1,2,20,4,0,128,13.3,1117,971,61,145,7,14,33.3
Kyle Palmieri,28,RW,65,25,20,45,-4,41,5.3,14,11,0,3,13,7,0,155,16.1,1112,1027,36,74,12,25,32.4
Artemi Panarin,28,LW,69,32,63,95,36,20,11.4,25,7,0,4,46,17,0,209,15.3,1422,1236,18,25,1,1,50.0
Richard Pánik,28,RW,59,9,13,22,16,36,2.5,9,0,0,1,13,0,0,67,13.4,669,680,19,75,11,8,57.9
Cédric Paquette,26,C,61,7,11,18,-1,42,1.0,6,0,1,0,10,0,1,78,9.0,796,783,49,175,316,305,50.9
Colton Parayko,26,D,64,10,18,28,8,16,5.7,7,3,0,1,15,2,1,162,6.2,1472,1380,106,87,0,0,0.0
Zach Parise,35,LW,69,25,21,46,-11,8,4.7,12,12,1,4,15,6,0,155,16.1,1187,1032,38,27,41,36,53.2
David Pastrňák,23,RW,70,48,47,95,21,40,13.2,28,20,0,10,29,18,0,279,17.2,1327,1138,22,47,7,11,38.9
Nick Paul,24,LW,56,9,11,20,0,24,1.6,9,0,0,2,10,1,0,103,8.7,809,867,39,122,191,182,51.2
Joe Pavelski,35,C,67,14,17,31,6,29,3.2,8,6,0,3,11,5,1,125,11.2,1134,1016,52,62,351,301,53.8
Tanner Pearson,27,LW,69,21,24,45,-4,27,4.5,16,3,2,3,16,7,1,164,12.8,1139,991,40,96,3,14,17.6
Andrew Peeke,21,D,22,1,2,3,1,4,0.9,1,0,0,0,2,0,0,23,4.3,305,831,21,25,0,0,0.0
Adam Pelech,25,D,38,1,8,9,4,20,2.2,1,0,0,0,6,0,2,49,2.0,803,1268,83,81,0,0,0.0
Brendan Perlini,23,LW,40,1,3,4,-18,10,-0.7,1,0,0,0,3,0,0,48,2.1,428,642,10,22,0,0,0.0
Mathieu Perreault,32,C,49,7,8,15,-9,10,0.8,5,2,0,0,8,0,0,71,9.9,642,786,19,69,13,6,68.4
David Perron,31,LW,71,25,35,60,2,52,6.6,16,9,0,9,17,18,0,166,15.1,1300,1099,19,67,3,5,37.5
Corey Perry,34,RW,57,5,16,21,-2,70,1.5,4,1,0,0,10,6,0,77,6.5,782,823,33,60,4,6,40.0
Brett Pesce,25,D,61,4,14,18,7,27,3.9,4,0,0,0,12,0,2,104,3.8,1335,1313,91,22,0,0,0.0
Jeff Petry,32,D,71,11,29,40,-10,26,6.0,7,3,1,3,20,9,0,158,7.0,1679,1419,79,177,0,0,0.0
Elias Pettersson,21,C,68,27,39,66,16,18,7.7,19,8,0,5,23,16,0,162,16.7,1260,1112,42,63,59,82,41.8
Marcus Pettersson,23,D,69,2,20,22,9,35,4.3,2,0,0,0,18,2,0,79,2.5,1339,1164,84,106,0,0,0.0
Alex Pietrangelo,30,D,70,16,36,52,11,20,9.1,10,6,0,3,19,16,1,225,7.1,1693,1451,89,47,0,0,0.0
Neal Pionk,24,D,71,6,39,45,10,32,7.3,3,3,0,1,17,22,0,177,3.4,1660,1403,78,165,0,0,0.0
Tyler Pitlick,28,C,63,8,12,20,11,12,1.9,8,0,0,1,12,0,0,76,10.5,759,723,42,132,5,13,27.8
Ryan Poehling,21,C,27,1,1,2,-4,4,-0.3,1,0,0,0,1,0,0,26,3.8,279,620,10,38,3,12,20.0
Brayden Point,23,C,66,25,39,64,28,11,7.7,17,8,0,4,34,5,0,141,17.7,1248,1134,30,24,397,380,51.1
Roman Polák,33,D,41,0,4,4,-6,24,0.9,0,0,0,0,4,0,0,34,0.0,683,1000,94,104,0,0,0.0
Tucker Poolman,26,D,57,4,12,16,-1,24,2.8,3,0,1,1,12,0,0,64,6.3,995,1047,59,58,0,0,0.0
Nikolai Prokhorkin,26,LW,43,4,10,14,-6,6,0.8,4,0,0,1,7,3,0,63,6.3,520,726,7,38,101,111,47.6
Ivan Provorov,23,D,69,13,23,36,11,24,7.1,6,7,0,3,13,9,1,150,8.7,1714,1491,111,84,0,0,0.0
Ryan Pulock,25,D,68,10,25,35,8,14,6.8,7,3,0,3,20,5,0,163,6.1,1524,1344,139,110,0,0,0.0
Mark Pysyk,28,D,58,9,9,18,4,20,3.3,9,0,0,1,9,0,0,64,14.1,740,765,38,47,3,3,50.0
Alexander Radulov,33,RW,60,15,19,34,8,46,3.9,8,7,0,3,16,3,0,132,11.4,1005,1005,42,48,4,10,28.6
Michael Raffl,31,LW,58,8,12,20,-2,14,1.5,7,0,1,2,11,1,0,66,12.1,717,742,25,73,99,98,50.3
Rickard Rakell,26,RW,65,15,27,42,-5,12,3.9,12,3,0,2,18,6,3,186,8.1,1180,1090,29,81,10,3,76.9
Mikko Rantanen,23,RW,42,19,22,41,-2,14,4.6,11,8,0,5,16,6,0,107,17.8,796,1137,23,28,44,31,58.7
Victor Rask,26,C,43,5,8,13,7,6,1.3,5,0,0,2,8,0,0,38,13.2,451,629,8,26,120,152,44.1
Ryan Reaves,33,RW,71,8,7,15,-5,47,0.9,8,0,0,1,7,0,0,61,13.1,720,609,24,316,24,28,46.2
Mike Reilly,26,D,44,1,15,16,-6,24,1.9,0,1,0,1,6,8,1,85,1.2,793,1081,46,39,0,0,0.0
Sam Reinhart,24,C,69,22,28,50,-15,20,4.5,17,5,0,2,21,7,0,144,15.3,1423,1238,27,36,40,72,35.7
Brad Richardson,34,C,59,6,5,11,1,20,0.6,5,0,1,3,4,0,1,76,7.9,805,819,44,77,355,303,54.0
Tobias Rieder,27,C,55,4,6,10,-12,6,0.0,3,0,1,0,5,0,1,77,5.2,610,665,26,30,11,42,20.8
Morgan Rielly,25,D,47,3,24,27,6,24,3.9,3,0,0,2,17,7,0,123,2.4,1137,1452,67,38,0,1,0.0
Juuso Riikola,26,D,36,1,6,7,3,6,1.5,1,0,0,0,4,2,0,38,2.6,500,833,24,74,0,0,0.0
Rasmus Ristolainen,25,D,69,6,27,33,-2,46,5.4,4,2,0,0,19,7,1,128,4.7,1573,1368,82,203,0,0,0.0
Brett Ritchie,26,RW,27,2,4,6,-3,21,0.3,2,0,0,1,3,1,0,34,5.9,281,624,3,89,2,3,40.0
Nick Ritchie,24,LW,48,9,12,21,1,97,2.1,7,2,0,2,11,1,0,78,11.5,680,850,17,102,1,7,12.5
Eric Robinson,24,LW,50,7,5,12,10,12,1.6,7,0,0,3,5,0,0,69,10.1,548,657,15,79,4,7,36.4
Evan Rodrigues,26,C,45,6,4,10,-8,14,0.5,5,1,0,1,4,0,0,75,8.0,508,677,15,24,121,136,47.1
Kevin Rooney,26,C,49,4,5,9,8,20,0.8,2,0,2,0,4,0,1,59,6.8,575,704,32,64,175,197,47.0
Jack Roslovic,23,C,71,12,17,29,4,12,2.5,11,1,0,0,16,1,0,117,10.3,1058,894,21,58,70,78,47.3
Antoine Roussel,30,LW,41,7,6,13,0,43,1.2,6,1,0,1,5,1,0,55,12.7,485,710,14,44,6,6,50.0
Carter Rowney,30,RW,71,8,11,19,5,14,1.6,6,0,2,1,9,0,2,63,12.7,910,769,42,189,47,56,45.6
Matt Roy,24,D,70,4,14,18,16,10,5.2,4,0,0,0,13,1,0,112,3.6,1268,1087,100,132,0,0,0.0
Nicolas Roy,22,C,28,5,5,10,3,8,1.1,4,1,0,1,5,0,0,42,11.9,320,686,7,39,93,100,48.2
Chad Ruhwedel,29,D,41,2,4,6,4,12,1.7,2,0,0,0,4,0,0,44,4.5,606,886,25,74,0,0,0.0
Kris Russell,32,D,55,0,9,9,0,14,1.9,0,0,0,0,8,0,1,45,0.0,923,1007,101,71,0,0,0.0
Patrick Russell,27,RW,45,0,5,5,-11,12,-0.7,0,0,0,0,5,0,0,58,0.0,511,682,25,64,2,2,50.0
Bryan Rust,27,RW,55,27,29,56,14,30,7.1,18,8,1,4,19,9,1,151,17.9,1087,1186,35,71,2,8,20.0
Jan Rutta,29,D,33,1,6,7,6,14,1.5,1,0,0,0,6,0,0,43,2.3,513,933,21,19,0,0,0.0
Bobby Ryan,32,LW,24,5,3,8,3,22,0.9,5,0,0,0,3,0,0,43,11.6,324,811,13,41,3,2,60.0
Derek Ryan,33,C,68,10,19,29,9,10,2.8,8,1,1,0,15,3,1,102,9.8,989,873,34,12,383,349,52.3
Joakim Ryan,26,D,35,1,4,5,-10,10,0.8,1,0,0,0,4,0,0,54,1.9,670,1149,46,24,0,0,0.0
Brandon Saad,27,LW,58,21,12,33,2,16,3.9,18,1,2,5,12,0,0,140,15.0,971,1005,19,36,23,35,39.7
Scott Sabourin,27,F,35,2,4,6,-6,33,0.2,2,0,0,0,4,0,0,29,6.9,246,421,13,74,0,1,0.0
Rasmus Sandin,19,D,28,1,7,8,-7,10,0.5,1,0,0,1,5,2,0,22,4.5,401,859,22,33,0,0,0.0
Zach Sanford,25,LW,58,16,14,30,13,28,3.9,15,1,0,3,14,0,0,90,17.8,797,824,32,109,1,8,11.1
Travis Sanheim,23,D,69,8,17,25,4,32,4.7,8,0,0,0,13,4,0,110,7.3,1391,1209,79,41,0,0,0.0
David Savard,29,D,68,0,11,11,-3,35,2.9,0,0,0,0,9,2,0,97,0.0,1407,1241,163,129,0,0,0.0
Luca Sbisa,30,D,44,2,8,10,1,37,2.0,2,0,0,0,8,0,0,49,4.1,789,1076,71,91,0,0,0.0
Marco Scandella,29,D,62,4,9,13,14,20,3.8,4,0,0,0,9,0,0,77,5.2,1090,1055,60,78,0,0,0.0
Colton Sceviour,30,C,69,6,10,16,2,6,0.6,6,0,0,0,10,0,0,114,5.3,914,795,72,91,65,82,44.2
Tim Schaller,29,LW,53,5,1,6,-14,14,-0.5,4,0,1,0,1,0,0,49,10.2,613,694,28,51,7,11,38.9
Mark Scheifele,26,C,71,29,44,73,2,45,7.6,19,10,0,6,34,10,0,170,17.1,1548,1308,49,34,605,685,46.9
Brayden Schenn,28,C,71,25,33,58,3,44,6.4,15,10,0,4,22,11,0,138,18.1,1311,1108,21,119,350,364,49.0
Luke Schenn,30,D,25,1,2,3,-8,23,-0.1,1,0,0,0,2,0,0,31,3.2,311,747,21,83,0,0,0.0
Nick Schmaltz,23,C,70,11,34,45,3,20,4.3,9,2,0,2,23,11,0,95,11.6,1087,932,35,12,160,216,42.6
Nate Schmidt,28,D,59,7,24,31,11,12,5.6,6,1,0,0,18,6,0,112,6.3,1279,1301,91,25,0,0,0.0
Justin Schultz,29,D,46,3,9,12,-13,6,1.3,3,0,0,0,3,6,0,86,3.5,914,1193,50,36,0,0,0.0
Jaden Schwartz,27,C,71,22,35,57,3,18,6.0,13,9,0,4,24,11,0,162,13.6,1291,1091,28,60,9,11,45.0
Brent Seabrook,34,D,32,3,1,4,1,8,1.2,2,1,0,1,1,0,0,40,7.5,581,1089,61,52,0,0,0.0
Tyler Seguin,28,C,69,17,33,50,-2,22,4.9,14,3,0,6,21,12,0,245,6.9,1321,1149,31,90,538,387,58.2
Andrej Sekera,33,D,57,2,6,8,9,14,3.2,1,0,1,0,6,0,0,63,3.2,1026,1080,75,34,0,0,0.0
Mikhail Sergachev,21,D,70,10,24,34,15,58,6.3,4,5,1,0,16,8,0,118,8.5,1426,1222,99,106,0,0,0.0
Damon Severson,25,D,69,8,23,31,-20,52,4.4,5,3,0,2,16,7,0,114,7.0,1584,1378,97,81,0,0,0.0
Kevin Shattenkirk,31,D,70,8,26,34,22,38,6.6,7,1,0,0,20,6,0,131,6.1,1323,1134,66,62,0,0,0.0
Andrew Shaw,28,C,26,3,7,10,-4,33,0.5,2,1,0,0,6,1,0,46,6.5,376,867,9,74,42,51,45.2
Logan Shaw,28,RW,35,3,2,5,0,0,0.4,3,0,0,0,1,1,0,20,15.0,239,409,13,24,11,9,55.0
Riley Sheahan,28,C,66,8,7,15,-13,6,0.6,7,0,1,1,6,0,1,70,11.4,844,768,33,26,409,425,49.0
Conor Sheary,27,LW,63,10,13,23,-5,10,1.9,9,1,0,1,11,2,0,102,9.8,826,786,26,28,1,3,25.0
Devin Shore,25,C,45,5,7,12,-10,8,0.6,5,0,0,1,5,2,0,50,10.0,524,699,14,52,47,53,47.0
Nick Shore,27,C,63,3,3,6,1,20,-0.1,3,0,0,0,3,0,0,45,6.7,578,551,20,55,211,170,55.4
Jonas Siegenthaler,22,D,64,2,7,9,11,43,2.3,2,0,0,1,7,0,0,49,4.1,1007,944,105,51,0,0,0.0
Jakob Silfverberg,29,LW,66,21,18,39,0,14,4.4,15,4,2,1,15,3,0,155,13.5,1167,1061,41,28,8,33,19.5
Radim Šimek,27,D,48,2,7,9,-13,14,1.4,2,0,0,0,7,0,0,40,5.0,825,1031,60,91,0,0,0.0
Wayne Simmonds,31,RW,68,8,17,25,-21,66,1.0,3,5,0,1,13,4,0,119,6.7,1015,895,29,145,29,45,39.2
Dominik Simon,25,C,64,7,15,22,-9,12,1.1,7,0,0,0,14,1,0,102,6.9,922,864,20,57,15,27,35.7
Colton Sissons,26,C,57,9,6,15,-2,20,0.9,8,0,1,2,6,0,0,52,17.3,817,860,41,84,283,269,51.3
Jeff Skinner,27,LW,59,14,9,23,-22,18,1.4,14,0,0,1,6,3,0,183,7.7,973,989,11,29,32,54,37.2
Brady Skjei,25,D,67,8,16,24,-10,45,3.2,8,0,0,1,14,0,2,139,5.8,1386,1241,96,103,0,0,0.0
Jaccob Slavin,25,D,68,6,30,36,30,10,7.9,6,0,0,3,26,3,1,145,4.1,1592,1404,107,43,0,0,0.0
Brendan Smith,30,D,62,3,5,8,-12,71,0.5,2,0,1,0,4,0,1,45,6.7,688,666,41,90,1,0,100.0
Craig Smith,30,C,69,18,13,31,18,34,4.0,14,4,0,2,10,3,0,184,9.8,926,805,19,60,14,15,48.3
Givani Smith,21,RW,21,2,1,3,-2,9,0.2,2,0,0,0,1,0,0,22,9.1,203,581,3,42,0,0,0.0
Reilly Smith,28,RW,71,27,27,54,17,20,6.8,22,3,2,6,23,2,2,169,16.0,1272,1075,30,55,3,9,25.0
Zack Smith,31,C,50,4,7,11,2,29,0.6,3,0,1,1,6,0,1,43,9.3,589,707,18,112,88,102,46.3
Carl Söderberg,34,C,70,17,18,35,6,18,4.0,11,6,0,1,13,5,0,135,12.6,1113,954,41,77,245,296,45.3
Marcus Sorensen,27,RW,66,7,11,18,-12,26,0.8,6,0,1,0,11,0,0,78,9.0,914,831,18,56,3,17,15.0
Carson Soucy,25,D,55,7,7,14,16,18,4.0,6,0,1,1,7,0,0,61,11.5,860,938,50,69,0,0,0.0
Jason Spezza,36,C,58,9,16,25,-3,18,2.1,7,2,0,0,11,5,0,73,12.3,628,650,19,13,215,183,54.0
Jared Spurgeon,30,D,62,12,20,32,-1,18,5.4,9,3,0,2,10,10,0,112,10.7,1400,1354,102,61,0,1,0.0
Eric Staal,35,C,66,19,28,47,-9,28,4.4,14,5,0,5,19,9,0,113,16.8,1131,1028,22,24,495,504,49.5
Jordan Staal,31,C,68,8,19,27,3,40,1.6,6,2,0,0,18,1,0,125,6.4,1190,1050,36,149,699,585,54.4
Marc Staal,33,D,52,2,9,11,5,16,2.1,2,0,0,0,9,0,0,46,4.3,917,1059,76,69,0,0,0.0
Steven Stamkos,29,C,57,29,37,66,14,22,8.1,19,10,0,6,28,9,0,176,16.5,1050,1105,38,69,365,307,54.3
Paul Stastny,34,C,71,17,21,38,6,24,3.8,12,5,0,3,15,5,1,136,12.5,1216,1028,32,63,624,515,54.8
Troy Stecher,25,D,69,5,12,17,10,32,3.8,5,0,0,0,12,0,0,86,5.8,1059,921,70,69,0,0,0.0
Sam Steel,21,C,65,6,16,22,-13,20,0.8,5,1,0,1,9,7,0,85,7.1,1011,933,25,24,369,365,50.3
Alexander Steen,35,C,55,7,10,17,7,12,1.4,7,0,0,0,9,1,0,71,9.9,772,842,47,26,8,7,53.3
Kevin Stenlund,23,C,32,6,4,10,2,8,1.1,3,3,0,1,2,2,0,57,10.5,447,839,22,19,52,77,40.3
Derek Stepan,29,C,70,10,18,28,-4,16,2.0,8,1,1,2,12,6,0,158,6.3,1235,1059,54,43,569,628,47.5
Mitchell Stephens,22,C,38,3,3,6,-9,10,-0.2,3,0,0,0,3,0,0,43,7.0,410,647,9,36,187,169,52.5
Chandler Stephenson,25,C,65,11,15,26,24,16,3.1,8,1,2,5,13,1,1,73,15.1,931,859,32,52,233,281,45.3
Riley Stillman,21,D,34,0,5,5,-3,14,0.6,0,0,0,0,5,0,0,39,0.0,650,1147,57,59,0,0,0.0
Mark Stone,27,RW,65,21,42,63,15,27,7.1,15,6,0,3,30,11,1,168,12.5,1262,1165,51,56,16,30,34.8
Michael Stone,29,D,33,2,5,7,-5,16,1.1,2,0,0,0,5,0,0,57,3.5,539,979,54,52,0,0,0.0
Anton Strålman,33,D,69,5,14,19,-6,14,2.6,5,0,0,3,13,0,1,89,5.6,1454,1264,96,68,0,0,0.0
Dylan Strome,22,C,58,12,26,38,1,16,3.5,10,2,0,2,20,6,0,97,12.4,925,956,29,23,277,304,47.7
Ryan Strome,26,C,70,18,41,59,21,48,5.9,15,3,0,3,26,14,1,154,11.7,1371,1175,32,45,496,548,47.5
P.K. Subban,30,D,68,7,11,18,-21,79,2.8,5,2,0,3,7,4,0,151,4.6,1504,1327,90,88,0,0,0.0
Oskar Sundqvist,25,C,57,12,11,23,5,28,2.4,11,0,1,1,10,0,1,97,12.4,820,863,26,60,105,132,44.3
Ryan Suter,35,D,69,8,40,48,-6,12,6.4,6,2,0,2,24,16,0,111,7.2,1700,1478,93,48,0,0,0.0
Brandon Sutter,30,C,44,8,9,17,1,25,1.4,7,1,0,0,7,2,0,76,10.5,653,891,15,18,185,193,48.9
Nick Suzuki,20,C,71,13,28,41,-15,6,3.2,7,6,0,1,20,8,0,138,9.4,1135,959,32,64,305,354,46.3
Andrei Svechnikov,19,RW,68,24,37,61,9,54,6.9,18,6,0,5,23,14,0,183,13.1,1138,1004,27,116,0,1,0.0
Brandon Tanev,28,LW,68,11,14,25,-1,16,1.9,9,0,2,4,12,1,1,95,11.6,1004,886,65,244,6,9,40.0
Chris Tanev,30,D,69,2,18,20,4,41,3.6,2,0,0,1,16,1,1,45,4.4,1348,1172,159,32,0,0,0.0
Tomáš Tatar,29,C,68,22,39,61,5,36,7.0,14,8,0,1,33,6,0,162,13.6,1108,978,24,79,9,16,36.0
John Tavares,29,C,63,26,34,60,-7,24,6.1,19,7,0,4,20,14,0,197,13.2,1232,1173,31,32,617,499,55.3
Teuvo Teräväinen,25,F,68,15,48,63,20,8,6.4,10,4,1,1,28,17,3,182,8.2,1305,1152,30,18,26,27,49.1
Troy Terry,22,C,47,4,11,15,-5,6,0.7,4,0,0,0,9,2,0,73,5.5,682,871,9,3,3,5,37.5
Alexandre Texier,20,C,36,6,7,13,3,10,1.4,6,0,0,1,6,1,0,49,12.2,459,765,7,20,22,41,34.9
Shea Theodore,24,D,71,13,33,46,12,25,8.1,11,1,1,4,18,15,0,219,5.9,1579,1334,69,20,0,0,0.0
Robert Thomas,20,C,66,10,32,42,9,18,4.1,9,1,0,2,26,6,0,87,11.5,961,874,13,13,136,181,42.9
Nate Thompson,35,C,70,4,11,15,-1,30,0.4,4,0,0,1,10,0,1,67,6.0,895,767,50,118,433,354,55.0
Joe Thornton,40,C,70,7,24,31,-19,34,1.6,4,3,0,1,19,5,0,76,9.2,1085,930,29,20,323,331,49.4
Chris Tierney,25,C,71,11,26,37,-6,20,2.6,6,1,4,2,24,1,1,102,10.8,1220,1031,37,44,521,497,51.2
Dmytro Timashov,23,LW,44,4,5,9,1,16,0.7,4,0,0,1,5,0,0,37,10.8,375,512,11,93,0,0,0.0
Jarred Tinordi,27,D,28,1,4,5,-1,34,0.8,1,0,0,0,3,0,1,20,5.0,465,997,36,71,0,0,0.0
Brady Tkachuk,20,LW,71,21,23,44,-14,106,3.9,19,2,0,3,17,6,0,259,8.1,1344,1136,43,303,144,168,46.2
Matthew Tkachuk,22,LW,69,23,38,61,-5,74,6.5,18,5,0,4,24,14,0,188,12.2,1263,1098,22,122,0,4,0.0
Devon Toews,25,D,68,6,22,28,1,16,5.0,5,1,0,1,17,5,0,122,4.9,1395,1231,75,55,0,0,0.0
Jonathan Toews,31,C,70,18,42,60,-2,48,5.4,16,1,1,3,35,7,0,172,10.5,1384,1187,35,56,856,638,57.3
Tyler Toffoli,27,C,68,24,20,44,-1,20,5.1,19,5,0,4,15,5,0,203,11.8,1146,1011,16,48,4,10,28.6
Dominic Toninato,25,C,46,4,7,11,4,37,0.7,4,0,0,0,7,0,0,38,10.5,513,669,28,57,128,144,47.1
Yakov Trenin,23,C,21,2,4,6,1,9,0.5,2,0,0,0,4,0,0,25,8.0,204,584,9,46,3,1,75.0
Vincent Trocheck,26,C,62,11,27,38,-8,49,2.7,9,1,1,2,21,6,0,141,7.8,1037,1004,37,101,434,398,52.2
Jacob Trouba,25,D,70,7,20,27,-12,61,3.3,3,4,0,1,14,4,2,168,4.2,1580,1354,128,173,0,0,0.0
Alex Tuch,23,RW,42,8,9,17,-10,8,1.1,5,3,0,2,5,4,0,98,8.2,614,877,20,58,8,20,28.6
Kyle Turris,30,C,62,9,22,31,-9,22,2.0,7,2,0,4,14,8,0,88,10.2,956,925,25,18,246,272,47.5
