player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Lawson Crouse,22,LW,66,15,10,25,0,33,2.8,14,0,1,3,10,0,0,109,13.8,896,815,29,201,24,23,51.1,193,0,11,12.35,109,170,142,0.83,7.3,11.38,9.5,436.0,515.0,45.85,730.0,985.0,42.57,566.0,745.0,43.17,34.01,44.73,43.19,22,3,0,1533333,0.0188139018404907
Michael Dal Colle,23,LW,53,4,6,10,-8,12,0.1,4,0,0,0,6,0,0,59,6.8,625,708,21,81,5,2,71.4,191,0,5,6.59,59,82,73,0.63,5.66,7.87,7.0,273.0,342.0,44.39,487.0,615.0,44.19,352.0,461.0,43.3,21.24,24.51,46.43,23,2,0,700000,0.0085889570552147
Trevor Daley,36,D,43,0,7,7,-22,20,0.1,0,0,0,0,5,2,0,37,0.0,673,939,44,9,0,0,0.0,180,0,43,1.55,37,76,55,0.14,3.31,6.79,4.91,276.0,387.0,41.63,485.0,685.0,41.45,377.0,527.0,41.7,22.96,33.47,40.69,33,3,1,3166666,0.0388547975460122
Phillip Danault,26,LW,71,13,34,47,18,32,4.7,12,1,0,1,31,3,0,131,9.9,1338,1131,37,119,728,608,54.5,185,0,26,16.13,131,209,171,0.72,5.87,9.36,7.67,813.0,680.0,54.45,1486.0,1203.0,55.26,1106.0,940.0,54.06,73.53,65.19,53.01,25,3,0,3083333,0.0378323067484662
Michael Del Zotto,29,D,49,2,13,15,5,14,3.1,2,0,0,0,12,1,0,57,3.5,917,1123,55,101,0,0,0.0,183,0,20,2.89,57,125,89,0.19,3.73,8.18,5.82,419.0,543.0,43.56,802.0,946.0,45.88,626.0,749.0,45.53,38.97,49.24,44.18,29,1,1,750000,0.00920245398773
Dylan DeMelo,26,D,59,0,10,10,4,37,2.2,0,0,0,0,8,0,2,74,0.0,1188,1209,77,105,0,0,0.0,183,1,179,1.99,74,147,101,0.1,3.74,7.42,5.09,608.0,615.0,49.71,1121.0,1175.0,48.82,863.0,873.0,49.71,53.51,56.93,48.45,25,2,1,900000,0.011042944785276
Jason Demers,31,D,50,0,11,11,5,25,2.8,0,0,0,0,10,0,1,53,0.0,1025,1230,70,76,0,0,0.0,185,1,186,1.92,53,106,77,0.11,3.1,6.21,4.51,484.0,611.0,44.2,838.0,1093.0,43.4,660.0,882.0,42.8,42.29,50.45,45.6,28,5,1,4500000,0.0552147239263803
Nicolas Deslauriers,28,LW,59,7,6,13,-1,92,1.1,7,0,0,1,6,0,0,64,10.9,577,587,32,137,0,0,0.0,191,0,84,5.19,64,116,88,0.54,6.65,12.06,9.15,251.0,323.0,43.73,481.0,604.0,44.33,369.0,449.0,45.11,18.82,24.04,43.91,27,2,1,950000,0.0116564417177914
Jason Dickinson,24,C,65,9,12,21,7,6,1.9,9,0,0,1,11,0,1,85,10.6,973,899,55,89,196,251,43.8,188,0,29,9.77,85,143,113,0.6,5.24,8.82,6.97,388.0,554.0,41.19,726.0,1052.0,40.83,528.0,760.0,40.99,36.76,47.67,43.54,23,2,0,1500000,0.0184049079754601
Brenden Dillon,29,D,69,1,13,14,-2,104,3.1,1,0,0,0,12,0,1,58,1.7,1343,1167,74,194,0,0,0.0,193,0,300,2.71,58,143,85,0.12,2.59,6.39,3.8,599.0,684.0,46.69,1113.0,1245.0,47.2,828.0,951.0,46.54,48.73,62.9,43.65,24,5,0,3270000,0.040122699386503
Max Domi,24,LW,71,17,27,44,-3,35,4.2,16,1,0,3,17,10,0,179,9.5,1214,1026,13,32,385,403,48.9,178,0,12,17.37,179,322,241,0.86,8.85,15.92,11.91,735.0,585.0,55.68,1380.0,1005.0,57.86,1024.0,792.0,56.39,71.98,54.98,56.7,23,2,0,3150000,0.0386503067484662
Ryan Donato,23,C,62,14,9,23,5,12,2.8,14,0,0,1,7,2,0,95,14.7,659,638,14,53,40,62,39.2,183,0,56,10.81,95,185,147,0.98,8.64,16.82,13.38,357.0,303.0,54.09,662.0,564.0,54.0,505.0,423.0,54.42,29.24,21.63,57.48,23,2,0,1900000,0.0233128834355828
Joonas Donskoi,27,RW,65,16,17,33,2,26,3.1,12,4,0,2,16,1,0,111,14.4,1056,975,38,25,9,12,42.9,183,1,99,14.1,111,182,142,0.8,6.31,10.34,8.07,587.0,583.0,50.17,1074.0,1020.0,51.29,782.0,758.0,50.78,51.27,51.39,49.94,27,4,1,3900000,0.0478527607361963
Drew Doughty,30,D,67,7,28,35,-16,36,5.4,2,5,0,2,18,9,1,141,5.0,1730,1549,87,106,0,0,0.0,185,1,2,8.65,141,301,202,0.3,4.88,10.44,7.01,897.0,883.0,50.39,1671.0,1568.0,51.59,1269.0,1233.0,50.72,85.01,87.48,49.28,29,8,1,11000000,0.1349693251533742
Nic Dowd,29,C,56,7,8,15,11,28,1.5,4,0,3,1,8,0,0,52,13.5,607,650,26,117,274,277,49.7,185,1,198,4.59,52,80,71,0.45,5.14,7.91,7.02,260.0,287.0,47.53,484.0,564.0,46.18,362.0,400.0,47.51,21.66,28.1,43.53,29,3,1,750000,0.00920245398773
Leon Draisaitl,24,C,71,43,67,110,-7,18,12.8,27,16,0,10,39,28,0,218,19.7,1605,1357,19,27,662,608,52.1,188,0,3,30.42,218,402,302,1.13,8.15,15.02,11.29,944.0,859.0,52.36,1659.0,1477.0,52.9,1264.0,1147.0,52.43,107.53,90.27,54.36,21,8,0,8500000,0.1042944785276073
Jonathan Drouin,24,LW,27,7,8,15,-6,14,1.4,6,1,0,1,5,3,0,51,13.7,424,942,5,25,4,8,33.3,183,0,3,4.8,52,84,70,0.68,7.36,11.89,9.91,242.0,192.0,55.76,455.0,351.0,56.45,337.0,272.0,55.34,21.37,20.57,50.95,22,6,0,5500000,0.0674846625766871
Matt Duchene,29,C,66,13,29,42,-4,24,3.5,8,5,0,1,23,6,0,136,9.6,1114,1013,22,40,390,305,56.1,180,0,3,16.92,136,228,185,0.91,7.32,12.28,9.96,724.0,489.0,59.69,1338.0,869.0,60.63,1009.0,668.0,60.17,66.04,45.89,59.0,28,7,1,8000000,0.0981595092024539
Anthony Duclair,24,LW,66,23,17,40,-5,18,4.5,16,5,2,2,14,3,0,184,12.5,1073,976,39,53,3,3,50.0,180,0,80,20.57,184,314,243,1.14,10.29,17.55,13.59,613.0,571.0,51.77,1136.0,1038.0,52.25,865.0,800.0,51.95,64.88,58.5,52.59,23,1,0,1650000,0.0202453987730061
Brian Dumoulin,28,D,28,1,7,8,17,10,2.7,0,0,1,0,6,1,0,35,2.9,590,1263,35,44,0,0,0.0,193,0,51,1.8,35,80,53,0.18,3.56,8.14,5.39,334.0,278.0,54.58,567.0,488.0,53.74,439.0,363.0,54.74,28.26,25.24,52.82,25,6,0,4100000,0.0503067484662576
Christian Dvorak,23,C,70,18,20,38,6,12,4.3,12,6,0,2,16,4,0,134,13.4,1169,1002,36,39,523,426,55.1,185,0,58,18.2,134,221,175,0.93,6.88,11.35,8.98,707.0,581.0,54.89,1264.0,1010.0,55.58,952.0,780.0,54.97,65.9,44.76,59.55,23,6,0,4450000,0.054601226993865
Ryan Dzingel,27,C,64,8,21,29,3,30,2.3,4,4,0,1,16,5,0,98,8.2,906,849,25,36,9,20,31.0,183,0,204,12.71,98,178,137,0.84,6.49,11.79,9.08,481.0,389.0,55.29,889.0,682.0,56.59,669.0,525.0,56.03,47.7,36.42,56.7,27,2,1,3375000,0.0414110429447852
Cody Eakin,28,C,49,5,10,15,-3,16,0.7,5,0,0,1,9,1,0,61,8.2,714,875,16,49,311,330,48.5,183,0,85,8.3,61,98,84,0.7,5.12,8.23,7.06,337.0,416.0,44.75,610.0,741.0,45.15,469.0,568.0,45.23,29.36,38.7,43.14,24,4,0,3850000,0.0472392638036809
Jordan Eberle,29,RW,58,16,24,40,1,12,4.1,12,4,0,1,17,7,0,136,11.8,1033,1069,39,37,3,6,33.3,180,1,22,17.52,136,243,190,1.02,7.9,14.11,11.03,659.0,457.0,59.05,1213.0,884.0,57.84,892.0,649.0,57.88,65.81,42.78,60.61,29,5,1,5500000,0.0674846625766871
Alexander Edler,33,D,59,5,28,33,13,62,5.8,4,1,0,1,22,6,0,118,4.2,1334,1357,162,108,0,0,0.0,191,0,91,2.96,118,259,163,0.13,5.31,11.65,7.33,675.0,821.0,45.12,1216.0,1512.0,44.57,917.0,1093.0,45.62,62.29,79.37,43.97,33,2,1,6000000,0.0736196319018405
Joel Edmundson,26,D,68,7,13,20,7,72,4.3,7,0,0,0,13,0,0,97,7.2,1255,1107,91,118,0,0,0.0,196,0,46,4.84,97,179,128,0.23,4.63,8.57,6.13,577.0,725.0,44.32,1035.0,1258.0,45.14,786.0,965.0,44.89,50.88,71.73,41.5,26,1,0,3100000,0.0380368098159509
Nikolaj Ehlers,23,LW,71,25,33,58,14,30,6.8,21,3,1,5,31,2,0,203,12.3,1173,991,28,36,0,2,0.0,183,0,9,16.34,203,345,263,0.84,10.38,17.64,13.45,691.0,547.0,55.82,1269.0,951.0,57.16,947.0,754.0,55.67,57.26,55.71,50.69,22,7,0,6000000,0.0736196319018405
Jack Eichel,23,C,68,36,42,78,5,34,9.5,24,11,1,9,26,16,0,227,15.9,1503,1326,42,40,615,696,46.9,188,1,2,21.08,227,396,306,0.84,9.07,15.82,12.23,875.0,682.0,56.2,1599.0,1155.0,58.06,1249.0,935.0,57.19,83.75,72.36,53.65,21,8,0,10000000,0.1226993865030674
Aaron Ekblad,23,D,67,5,36,41,12,26,6.2,5,0,0,1,29,6,1,147,3.4,1539,1379,84,34,0,0,0.0,193,1,1,6.74,147,265,187,0.26,5.74,10.34,7.3,864.0,806.0,51.74,1465.0,1376.0,51.57,1124.0,1039.0,51.96,72.68,80.39,47.48,20,8,0,7500000,0.0920245398773006
Mattias Ekholm,29,D,68,8,25,33,-1,32,4.9,7,0,1,2,19,5,1,154,5.2,1589,1402,100,49,0,0,0.0,193,0,102,6.82,154,297,216,0.26,5.82,11.22,8.16,801.0,883.0,47.57,1425.0,1613.0,46.91,1117.0,1231.0,47.57,72.42,85.47,45.87,25,6,0,3750000,0.0460122699386503
Oliver Ekman-Larsson,28,D,66,9,21,30,-3,38,5.7,6,2,1,1,16,5,0,135,6.7,1519,1381,65,129,0,0,0.0,188,0,6,6.55,135,271,190,0.26,5.33,10.71,7.51,810.0,877.0,48.01,1404.0,1502.0,48.31,1086.0,1213.0,47.24,71.42,75.26,48.69,27,8,1,8250000,0.1012269938650306
Lars Eller,30,C,69,16,23,39,3,48,3.6,13,2,1,1,18,4,1,151,10.6,1174,1021,44,59,536,497,51.9,188,0,13,18.62,151,271,223,0.95,7.72,13.85,11.4,646.0,565.0,53.34,1183.0,1058.0,52.79,913.0,792.0,53.55,59.78,63.13,48.64,29,5,1,3500000,0.0429447852760736
Ryan Ellis,29,D,49,8,30,38,16,19,6.5,6,2,0,3,23,7,0,114,7.0,1152,1410,96,48,0,0,0.0,178,1,11,8.15,114,229,152,0.42,5.94,11.94,7.92,679.0,592.0,53.42,1230.0,1109.0,52.59,934.0,800.0,53.86,64.16,52.79,54.86,28,8,1,6250000,0.0766871165644171
Tyler Ennis,30,C,70,16,21,37,-6,20,3.5,11,5,0,1,16,5,0,159,10.1,1030,883,26,96,7,8,46.7,175,0,26,19.45,159,272,227,1.12,9.27,15.85,13.23,557.0,507.0,52.35,1092.0,889.0,55.12,828.0,699.0,54.22,58.35,41.35,58.53,29,1,1,800000,0.0098159509202454
Loui Eriksson,34,LW,49,6,7,13,-2,12,0.8,6,0,0,0,7,0,0,59,10.2,606,742,15,10,2,0,100.0,188,0,33,7.81,59,85,72,0.77,5.84,8.41,7.13,292.0,355.0,45.13,524.0,623.0,45.68,385.0,474.0,44.82,28.39,31.37,47.51,30,6,1,6000000,0.0736196319018405
Joel Eriksson Ek,23,C,62,8,21,29,7,22,2.3,7,1,0,4,20,0,1,102,7.8,974,943,43,93,367,428,46.2,185,0,20,8.11,102,150,124,0.5,6.28,9.24,7.63,435.0,539.0,44.66,747.0,980.0,43.25,576.0,747.0,43.54,31.37,38.69,44.78,22,2,0,1487500,0.0182515337423312
Adam Erne,24,LW,56,2,3,5,-24,28,-1.0,2,0,0,0,3,0,0,63,3.2,662,709,25,142,20,13,60.6,185,0,33,5.59,63,106,81,0.51,5.71,9.61,7.34,251.0,304.0,45.23,475.0,573.0,45.32,354.0,436.0,44.81,20.38,27.32,42.73,24,1,0,1050000,0.012883435582822
Robby Fabbri,24,C,61,15,17,32,-33,20,2.2,9,6,0,3,14,3,0,111,13.5,985,969,14,75,27,40,40.3,178,0,21,10.64,111,170,139,0.65,6.76,10.36,8.47,482.0,524.0,47.91,887.0,875.0,50.34,668.0,699.0,48.87,43.98,52.86,45.42,23,1,0,900000,0.011042944785276
Radek Faksa,26,C,66,11,9,20,-6,42,1.4,8,3,0,3,9,0,0,109,10.1,1049,953,44,84,404,407,49.8,191,0,13,13.68,109,197,156,0.78,6.24,11.27,8.92,492.0,544.0,47.49,914.0,1012.0,47.46,662.0,760.0,46.55,48.15,48.26,49.94,23,3,0,2200000,0.0269938650306748
Oscar Fantenberg,28,D,36,1,5,6,-10,6,0.4,1,0,0,0,4,1,0,45,2.2,573,955,62,67,0,0,0.0,183,0,300,1.18,45,98,66,0.12,4.71,10.26,6.91,240.0,339.0,41.45,433.0,620.0,41.12,331.0,451.0,42.33,18.39,27.98,39.65,27,1,1,850000,0.0104294478527607
Jesper Fast,28,RW,69,12,17,29,16,20,2.5,10,0,2,1,17,0,0,84,14.3,1146,996,53,125,9,17,34.6,185,1,157,11.27,84,130,118,0.59,4.4,6.81,6.18,529.0,685.0,43.57,911.0,1276.0,41.66,733.0,983.0,42.72,48.36,66.31,42.17,25,3,0,1850000,0.0226993865030674
Justin Faulk,27,D,69,5,11,16,-3,32,3.0,4,1,0,1,8,2,1,147,3.4,1419,1234,76,82,0,0,0.0,183,1,37,6.92,147,262,187,0.28,6.22,11.08,7.91,724.0,697.0,50.95,1258.0,1231.0,50.54,949.0,934.0,50.4,62.95,56.46,52.72,22,6,0,4833333,0.059304699386503
Kevin Fiala,23,LW,64,23,31,54,-1,42,6.0,14,9,0,4,22,9,0,175,13.1,986,924,18,25,2,7,22.2,178,0,11,15.4,175,312,232,0.94,10.65,18.98,14.12,598.0,454.0,56.84,1094.0,814.0,57.34,822.0,615.0,57.2,50.49,36.6,57.97,22,2,0,3000000,0.0368098159509202
Haydn Fleury,23,D,45,4,10,14,-2,8,2.2,4,0,0,0,9,0,1,65,6.2,615,820,45,48,0,0,0.0,191,0,7,3.39,65,150,94,0.33,6.34,14.64,9.17,293.0,289.0,50.34,566.0,525.0,51.88,415.0,403.0,50.73,26.45,27.72,48.83,22,1,0,850000,0.0104294478527607
Marcus Foligno,28,LW,59,11,14,25,8,30,2.4,11,0,0,0,14,0,0,86,12.8,861,875,36,184,9,15,37.5,191,0,104,9.74,86,134,116,0.68,6.0,9.34,8.09,399.0,422.0,48.6,701.0,820.0,46.09,542.0,610.0,47.05,29.19,33.67,46.44,25,4,0,2875000,0.0352760736196319
Nick Foligno,32,LW,67,10,21,31,-3,62,2.3,8,2,0,1,18,2,1,131,7.6,1251,1120,50,212,159,160,49.8,183,0,28,15.6,131,198,167,0.75,6.28,9.5,8.01,702.0,582.0,54.67,1165.0,1124.0,50.9,909.0,790.0,53.5,56.66,52.82,51.75,27,6,1,5500000,0.0674846625766871
Filip Forsberg,25,C,63,21,27,48,-7,29,4.8,14,7,0,2,20,7,0,198,10.6,1093,1041,27,82,1,2,33.3,185,1,11,20.56,198,366,272,1.12,10.87,20.09,14.93,707.0,521.0,57.57,1318.0,913.0,59.08,985.0,705.0,58.28,72.05,50.58,58.75,21,6,0,6000000,0.0736196319018405
Cam Fowler,28,D,59,9,20,29,0,20,5.3,7,2,0,2,14,6,0,117,7.7,1297,1319,58,25,0,0,0.0,188,0,12,5.79,117,203,143,0.27,5.41,9.39,6.61,727.0,593.0,55.08,1303.0,1070.0,54.91,1016.0,853.0,54.36,68.9,58.52,54.07,26,8,1,6500000,0.0797546012269938
Michael Frolík,31,LW,57,6,8,14,-12,28,0.5,4,0,2,1,7,0,1,70,8.6,709,746,22,32,6,15,28.6,185,0,10,5.52,70,135,98,0.47,5.92,11.42,8.28,304.0,390.0,43.8,578.0,717.0,44.63,419.0,547.0,43.37,21.65,36.75,37.07,27,5,1,4300000,0.052760736196319
Sam Gagner,30,C,42,6,7,13,-10,12,0.7,4,2,0,0,6,1,0,79,7.6,561,801,10,22,45,57,44.1,180,1,6,6.76,79,131,109,0.72,8.44,14.02,11.67,313.0,255.0,55.11,559.0,476.0,54.01,425.0,355.0,54.49,26.65,23.72,52.91,27,3,1,3150000,0.0386503067484662
Alex Galchenyuk,25,C,59,8,16,24,-5,16,1.8,6,2,0,0,11,5,0,86,9.3,726,738,17,52,67,64,51.1,185,0,3,9.3,86,141,110,0.77,7.11,11.66,9.09,383.0,348.0,52.39,684.0,620.0,52.45,503.0,457.0,52.4,32.32,27.46,54.06,23,3,0,4900000,0.060122699386503
Brendan Gallagher,27,RW,59,22,21,43,9,29,5.5,21,1,0,1,17,4,0,226,9.7,998,1015,29,53,12,17,41.4,175,1,147,25.44,226,394,308,1.53,13.59,23.69,18.52,716.0,433.0,62.32,1304.0,771.0,62.84,972.0,581.0,62.59,64.67,41.5,60.91,23,6,0,3750000,0.0460122699386503
Jake Gardiner,29,D,68,4,20,24,-24,30,2.0,3,1,0,2,10,10,0,87,4.6,1133,1000,42,43,0,0,0.0,188,0,17,3.38,87,200,118,0.18,4.61,10.59,6.25,625.0,506.0,55.26,1235.0,857.0,59.03,912.0,675.0,57.47,62.92,51.27,55.1,28,4,1,4050000,0.0496932515337423
Conor Garland,23,RW,68,22,17,39,1,20,4.9,18,4,0,5,11,6,0,158,13.9,962,849,20,26,4,7,36.4,178,1,123,15.45,158,257,221,0.96,9.85,16.02,13.78,584.0,471.0,55.36,1026.0,843.0,54.9,796.0,647.0,55.16,48.28,37.74,56.13,23,2,0,775000,0.0095092024539877
Johnny Gaudreau,26,LW,70,18,40,58,-10,12,5.4,12,6,0,2,28,12,0,209,8.6,1315,1127,11,1,1,3,25.0,175,0,104,19.35,209,349,272,0.88,9.52,15.92,12.41,783.0,628.0,55.49,1440.0,1094.0,56.83,1081.0,859.0,55.72,76.77,58.67,56.68,22,6,0,6750000,0.0828220858895705
Ryan Getzlaf,34,C,69,13,29,42,-16,58,3.1,10,3,0,5,23,6,0,143,9.1,1292,1124,69,125,530,504,51.3,191,1,19,12.86,144,272,212,0.6,6.69,12.64,9.85,730.0,668.0,52.22,1319.0,1193.0,52.51,1028.0,920.0,52.77,73.48,71.12,50.82,27,8,1,8250000,0.1012269938650306
Mark Giordano,36,D,60,5,26,31,2,34,5.4,3,2,0,0,15,9,2,157,3.2,1433,1433,148,42,0,0,0.0,185,0,300,6.15,157,349,230,0.26,6.57,14.61,9.63,763.0,718.0,51.52,1420.0,1362.0,51.04,1074.0,1020.0,51.29,73.05,72.17,50.3,32,6,1,6750000,0.0828220858895705
Zemgus Girgensons,26,C,69,12,7,19,-1,10,1.6,11,0,1,1,7,0,0,85,14.1,952,828,20,110,30,43,41.1,188,0,14,10.85,85,144,113,0.68,5.36,9.08,7.12,372.0,535.0,41.01,648.0,902.0,41.81,510.0,706.0,41.94,32.7,44.68,42.26,25,1,0,1600000,0.0196319018404908
Claude Giroux,32,C,69,21,32,53,7,28,5.5,13,7,1,6,18,13,1,197,10.7,1310,1139,16,45,663,460,59.0,180,1,22,17.57,197,322,262,0.81,9.02,14.75,12.0,820.0,590.0,58.16,1450.0,983.0,59.6,1117.0,775.0,59.04,78.06,55.58,58.41,26,8,0,8275000,0.1015337423312883
Luke Glendening,30,C,60,6,3,9,-29,14,-0.8,5,0,1,1,3,0,0,76,7.9,921,921,68,147,393,307,56.1,180,1,300,8.81,76,123,105,0.56,4.95,8.01,6.84,323.0,567.0,36.29,560.0,1053.0,34.72,437.0,781.0,35.88,25.12,55.54,31.14,27,4,1,1800000,0.0220858895705521
Alex Goligoski,34,D,70,4,28,32,8,24,6.4,2,2,0,0,19,9,0,101,4.0,1614,1383,134,91,0,0,0.0,180,0,61,3.92,101,212,131,0.15,3.75,7.88,4.87,838.0,836.0,50.06,1461.0,1590.0,47.89,1105.0,1192.0,48.11,69.9,80.03,46.62,30,5,1,5475000,0.0671779141104294
Barclay Goodrow,26,RW,70,8,18,26,-8,97,1.5,8,0,0,2,15,2,1,102,7.8,1115,956,66,162,393,406,49.2,188,0,300,12.53,102,161,132,0.67,5.49,8.67,7.11,511.0,591.0,46.37,913.0,1065.0,46.16,686.0,798.0,46.23,46.98,63.91,42.37,26,2,0,925000,0.0113496932515337
Shayne Gostisbehere,26,D,42,5,7,12,-4,20,2.0,4,1,0,1,3,4,0,73,6.8,768,1098,37,14,0,0,0.0,180,0,78,3.57,73,148,105,0.28,5.7,11.56,8.19,438.0,330.0,57.03,785.0,565.0,58.15,601.0,437.0,57.9,36.84,33.03,52.73,24,6,0,4500000,0.0552147239263803
Yanni Gourde,28,C,70,10,20,30,-5,49,2.0,7,1,2,5,14,5,1,110,9.1,985,844,20,78,93,79,54.1,175,0,300,11.71,110,176,142,0.71,6.7,10.73,8.65,510.0,484.0,51.31,926.0,856.0,51.96,696.0,650.0,51.71,43.2,38.29,53.01,27,6,1,5166666,0.0633946748466257
Michael Grabner,32,RW,46,8,3,11,-4,6,1.0,7,0,1,0,3,0,0,61,13.1,569,742,12,21,0,4,0.0,185,0,14,7.15,61,97,81,0.75,6.43,10.23,8.53,226.0,325.0,41.02,389.0,630.0,38.17,298.0,464.0,39.11,18.84,29.81,38.72,30,3,1,3350000,0.0411042944785276
Markus Granlund,26,C,34,3,1,4,-1,14,0.1,3,0,0,1,1,0,0,26,11.5,368,650,18,15,25,32,43.9,183,0,45,3.94,26,43,34,0.64,4.24,7.01,5.54,145.0,169.0,46.18,286.0,368.0,43.73,203.0,265.0,43.38,12.82,18.14,41.41,26,1,1,1300000,0.0159509202453987
Mikael Granlund,27,C,63,17,13,30,-4,28,2.6,12,4,1,4,11,2,0,130,13.1,1122,1068,55,42,73,77,48.7,178,0,9,17.14,130,216,177,0.92,6.95,11.56,9.47,682.0,557.0,55.04,1236.0,990.0,55.53,947.0,748.0,55.87,64.27,48.04,57.23,25,3,0,5750000,0.0705521472392638
Derek Grant,29,C,56,15,10,25,1,30,2.9,10,2,3,5,8,0,2,94,16.0,779,835,25,54,358,336,51.6,191,0,119,13.74,94,152,128,1.06,7.24,11.71,9.86,324.0,476.0,40.5,582.0,894.0,39.43,454.0,673.0,40.28,34.06,43.67,43.82,29,1,1,700000,0.0085889570552147
Mike Green,34,D,50,3,8,11,-34,32,0.5,2,1,0,1,5,3,0,76,3.9,1044,1253,66,61,0,0,0.0,185,1,29,3.84,76,166,113,0.22,4.37,9.53,6.5,501.0,492.0,50.45,880.0,875.0,50.14,677.0,651.0,50.98,44.34,42.64,50.98,32,2,1,5375000,0.0659509202453987
Andy Greene,37,D,63,2,12,14,1,16,3.2,2,0,0,0,9,1,2,60,3.3,1231,1173,155,30,0,0,0.0,180,0,300,2.29,60,124,90,0.11,2.92,6.04,4.38,541.0,722.0,42.83,940.0,1413.0,39.95,733.0,1031.0,41.55,46.54,64.55,41.89,31,5,1,5000000,0.0613496932515337
Rocco Grimaldi,26,C,66,10,21,31,10,10,3.1,10,0,0,1,21,0,0,122,8.2,835,759,14,23,1,5,16.7,168,1,33,11.64,122,193,161,0.84,8.77,13.87,11.57,499.0,445.0,52.86,878.0,816.0,51.83,688.0,619.0,52.64,40.63,35.26,53.54,26,1,0,1000000,0.0122699386503067
Matt Grzelcyk,26,D,68,4,17,21,15,34,4.7,3,1,0,1,10,6,1,112,3.6,1228,1084,67,56,0,0,0.0,175,0,85,4.88,112,209,150,0.24,5.47,10.21,7.33,645.0,569.0,53.13,1152.0,1020.0,53.04,901.0,760.0,54.24,58.13,40.45,58.97,24,2,0,1400000,0.0171779141104294
Radko Gudas,29,D,63,2,13,15,15,40,3.2,2,0,0,1,13,0,0,90,2.2,1054,1004,75,164,0,0,0.0,183,1,66,2.24,90,189,126,0.13,5.13,10.76,7.18,485.0,580.0,45.54,886.0,1065.0,45.41,661.0,797.0,45.34,42.31,55.87,43.09,26,4,0,3350000,0.0411042944785276
Erik Gudbranson,28,D,51,4,5,9,0,95,2.4,4,0,0,0,4,0,1,78,5.1,988,1162,58,89,0,0,0.0,196,1,3,2.34,78,163,113,0.14,4.74,9.9,6.87,456.0,549.0,45.37,852.0,983.0,46.43,660.0,766.0,46.28,38.88,48.98,44.25,26,3,1,4000000,0.0490797546012269
Jake Guentzel,25,C,39,20,23,43,11,14,5.5,14,6,0,4,19,4,0,127,15.7,805,1238,19,46,22,24,47.8,180,0,77,14.75,127,196,158,1.1,9.47,14.62,11.78,553.0,345.0,61.58,937.0,619.0,60.22,727.0,459.0,61.3,54.59,33.01,62.32,24,5,0,6000000,0.0736196319018405
Carl Gunnarsson,33,D,36,2,5,7,8,16,2.0,2,0,0,0,4,0,1,31,6.5,568,947,51,27,0,0,0.0,188,0,194,0.91,31,51,36,0.1,3.28,5.39,3.8,240.0,311.0,43.56,416.0,567.0,42.32,316.0,425.0,42.65,19.91,29.39,40.39,32,2,1,1750000,0.0214723926380368
Nikita Gusev,27,LW,66,13,31,44,-15,12,3.8,8,5,0,2,21,10,0,158,8.2,970,882,7,12,1,2,33.3,175,1,202,14.57,158,270,209,0.9,9.77,16.71,12.93,603.0,488.0,55.27,1045.0,858.0,54.91,816.0,661.0,55.25,54.11,44.13,55.08,26,2,0,4500000,0.0552147239263803
Erik Gustafsson,27,D,66,6,23,29,-9,27,3.9,4,2,0,0,16,7,0,103,5.8,1345,1223,58,86,0,0,0.0,183,0,93,6.14,103,253,158,0.27,4.59,11.28,7.05,771.0,715.0,51.88,1430.0,1215.0,54.06,1055.0,938.0,52.94,72.53,71.51,50.35,26,2,0,1200000,0.014723926380368
Carl Hagelin,31,LW,58,8,17,25,12,16,2.3,7,0,1,2,15,0,2,107,7.5,831,859,19,24,13,15,46.4,183,0,168,11.51,107,154,138,0.83,7.73,11.13,9.97,372.0,420.0,46.97,680.0,793.0,46.16,517.0,585.0,46.91,31.29,42.06,42.66,30,4,1,2750000,0.0337423312883435
Robert Hägg,24,D,49,3,10,13,14,30,3.3,2,1,0,0,10,0,0,38,7.9,764,936,79,136,0,0,0.0,188,0,41,1.69,38,98,63,0.13,2.98,7.69,4.95,310.0,407.0,43.24,568.0,753.0,43.0,435.0,549.0,44.21,25.53,33.36,43.34,23,2,0,1150000,0.0141104294478527
Taylor Hall,28,LW,65,16,36,52,-14,34,4.6,12,4,0,1,22,14,0,232,6.9,1246,1150,29,47,20,31,39.2,185,0,1,22.17,232,387,310,1.07,11.17,18.63,14.93,735.0,623.0,54.12,1337.0,1092.0,55.04,1042.0,862.0,54.73,76.08,56.55,57.36,20,7,0,6000000,0.0736196319018405
Dougie Hamilton,26,D,47,14,26,40,30,32,8.6,12,2,0,3,15,10,1,170,8.2,1094,1397,63,52,0,0,0.0,198,1,9,10.84,170,339,241,0.59,9.32,18.59,13.21,716.0,464.0,60.68,1266.0,847.0,59.91,981.0,648.0,60.22,81.59,48.29,62.82,22,6,0,5750000,0.0705521472392638
