player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Sidney Crosby,31,C,79,35,65,100,18,36,11.4,23,12,0,3,46,17,2,220,15.9,1658,1260,43,85,1012,814,55.4,180,0,1,29.81,220,348,290,1.08,7.96,12.59,10.49,1065.0,782.0,57.66,1902.0,1440.0,56.91,1437.0,1092.0,56.82,111.34,74.09,60.04,25,12,1,8700000,0.1094339622641509
Austin Czarnik,26,C,54,6,12,18,-1,8,1.2,6,0,0,3,9,3,0,65,9.2,612,680,24,10,30,34,46.9,175,1,300,7.64,65,121,92,0.75,6.37,11.86,9.02,318.0,265.0,54.55,644.0,477.0,57.45,468.0,351.0,57.14,29.12,20.92,58.19,25,2,1,1250000,0.0157232704402515
Trevor Daley,35,D,44,2,6,8,-3,12,1.6,1,0,1,1,6,0,0,47,4.3,817,1114,53,14,0,0,0.0,180,0,43,3.56,47,83,64,0.26,3.45,6.1,4.7,327.0,581.0,36.01,570.0,1011.0,36.04,436.0,803.0,35.19,29.08,56.75,33.88,33,3,1,3166666,0.0398322767295597
Phillip Danault,25,LW,81,12,41,53,17,39,4.6,12,0,0,1,35,4,2,132,9.1,1440,1067,60,95,882,706,55.5,185,0,26,15.39,132,236,181,0.64,5.5,9.84,7.55,844.0,789.0,51.68,1585.0,1474.0,51.81,1149.0,1108.0,50.91,75.98,78.22,49.28,25,3,0,3083333,0.0387840628930817
Danny DeKeyser,28,D,52,5,15,20,2,39,3.8,5,0,0,3,15,0,0,59,8.5,1142,1318,94,79,0,0,0.0,191,0,300,2.84,59,132,87,0.15,3.1,6.93,4.57,508.0,671.0,43.09,934.0,1224.0,43.28,687.0,947.0,42.04,45.27,68.43,39.82,26,6,0,5000000,0.0628930817610062
Michael Del Zotto,28,D,42,1,9,10,-2,8,1.8,1,0,0,0,9,0,0,45,2.2,715,1022,53,129,0,0,0.0,183,0,20,2.42,45,112,72,0.2,3.78,9.4,6.04,348.0,387.0,47.35,640.0,741.0,46.34,476.0,559.0,45.99,26.99,38.08,41.48,27,2,1,3000000,0.0377358490566037
Dylan DeMelo,25,D,77,4,18,22,-1,32,3.9,4,0,0,0,14,3,1,109,3.7,1485,1157,130,121,0,0,0.0,183,1,179,3.97,109,215,152,0.16,4.4,8.69,6.14,739.0,881.0,45.62,1323.0,1632.0,44.77,1002.0,1179.0,45.94,66.65,77.75,46.16,25,2,1,900000,0.0113207547169811
Jason Demers,30,D,35,2,6,8,9,12,2.8,2,0,0,2,5,1,0,39,5.1,700,1200,43,50,0,0,0.0,185,1,186,1.46,39,81,57,0.13,3.34,6.95,4.88,321.0,378.0,45.92,613.0,706.0,46.47,446.0,544.0,45.05,26.54,33.57,44.15,28,5,1,4500000,0.0566037735849056
Nicolas Deslauriers,27,LW,48,2,3,5,-12,22,-0.6,1,0,1,0,3,0,0,48,4.2,482,602,22,135,1,0,100.0,191,0,84,4.17,48,85,67,0.52,5.98,10.58,8.34,219.0,234.0,48.34,421.0,439.0,48.95,306.0,321.0,48.8,14.09,17.23,44.97,27,2,1,950000,0.0119496855345911
Phillip Di Giuseppe,25,LW,24,1,3,4,-3,8,0.0,1,0,0,0,3,0,0,31,3.2,243,608,9,54,3,2,60.0,183,0,38,2.78,31,58,49,0.69,7.65,14.31,12.09,132.0,124.0,51.56,256.0,224.0,53.33,198.0,173.0,53.37,11.13,10.46,51.55,24,1,1,750000,0.0094339622641509
Jason Dickinson,23,C,67,6,16,22,9,23,1.9,6,0,0,2,16,0,0,94,6.4,896,802,50,106,201,268,42.9,188,0,29,9.78,94,153,125,0.66,6.29,10.25,8.36,409.0,488.0,45.6,716.0,913.0,43.95,549.0,646.0,45.94,35.75,38.11,48.4,22,1,0,875000,0.0110062893081761
Brenden Dillon,28,D,82,1,21,22,19,61,4.5,0,0,1,0,21,0,0,71,1.4,1455,1065,78,201,0,0,0.0,193,0,300,2.52,71,181,113,0.1,2.93,7.47,4.66,784.0,621.0,55.8,1430.0,1169.0,55.02,1086.0,867.0,55.61,69.0,58.79,53.99,24,5,0,3270000,0.0411320754716981
Christian Djoos,24,D,45,1,9,10,9,4,2.0,1,0,0,0,9,0,0,33,3.0,611,814,28,18,0,0,0.0,183,0,195,1.18,33,75,46,0.12,3.24,7.37,4.51,282.0,310.0,47.64,550.0,583.0,48.54,402.0,459.0,46.69,22.08,28.49,43.66,22,2,0,650000,0.0081761006289308
Max Domi,23,LW,82,28,44,72,20,80,8.2,24,4,0,2,37,7,0,203,13.8,1425,1043,39,53,447,549,44.9,178,0,12,20.89,203,362,273,0.88,8.55,15.24,11.49,844.0,722.0,53.9,1614.0,1281.0,55.75,1181.0,944.0,55.58,83.48,62.77,57.08,23,2,0,3150000,0.0396226415094339
Joonas Donskoi,26,RW,80,14,23,37,10,10,3.4,13,1,0,4,21,2,0,115,12.2,1074,805,36,36,1,9,10.0,183,1,99,13.21,115,187,152,0.74,6.43,10.45,8.5,607.0,441.0,57.92,1107.0,880.0,55.71,817.0,637.0,56.19,52.03,41.2,55.81,25,2,0,1900000,0.0238993710691823
Drew Doughty,29,D,82,8,37,45,-34,44,5.7,1,7,0,1,19,17,1,154,5.2,2181,1596,120,168,0,0,0.0,185,1,2,8.01,154,318,218,0.22,4.24,8.76,6.0,1003.0,1129.0,47.05,1881.0,2022.0,48.19,1412.0,1589.0,47.05,96.01,116.52,45.17,21,8,0,7000000,0.0880503144654088
Nic Dowd,28,C,64,8,14,22,10,20,2.1,8,0,0,3,13,0,1,47,17.0,659,618,37,97,245,227,51.9,185,1,198,6.08,47,89,72,0.55,4.28,8.11,6.56,268.0,338.0,44.22,518.0,664.0,43.82,388.0,473.0,45.06,20.58,31.03,39.88,28,1,1,650000,0.0081761006289308
Leon Draisaitl,23,C,82,50,55,105,2,52,12.6,31,16,3,5,42,13,0,231,21.6,1852,1355,26,57,677,663,50.5,188,0,3,30.07,231,404,311,0.97,7.48,13.09,10.07,1044.0,922.0,53.1,1908.0,1635.0,53.85,1431.0,1257.0,53.24,114.97,98.25,53.92,21,8,0,8500000,0.1069182389937107
Jonathan Drouin,23,LW,81,18,35,53,-8,26,4.4,15,3,0,3,22,13,0,190,9.5,1371,1016,23,55,37,51,42.0,183,0,3,16.38,190,325,247,0.72,8.31,14.22,10.81,831.0,655.0,55.92,1586.0,1165.0,57.65,1158.0,883.0,56.74,76.75,58.99,56.54,22,6,0,5500000,0.0691823899371069
Brandon Dubinsky,32,C,61,6,8,14,-16,36,0.2,6,0,0,0,7,0,1,63,9.5,754,741,28,147,427,321,57.1,188,0,60,7.33,63,96,77,0.57,5.01,7.64,6.13,330.0,376.0,46.74,533.0,728.0,42.27,426.0,530.0,44.56,27.44,33.77,44.83,29,6,1,5850000,0.0735849056603773
Matt Duchene,28,C,73,31,39,70,-3,8,7.7,25,6,0,1,31,8,0,172,18.0,1375,1130,40,28,676,546,55.3,180,0,3,21.67,172,275,227,0.95,7.51,12.0,9.91,793.0,708.0,52.83,1417.0,1319.0,51.79,1082.0,999.0,51.99,78.4,67.9,53.59,22,5,0,6000000,0.0754716981132075
Anthony Duclair,23,LW,74,19,14,33,-2,14,3.6,12,7,0,3,13,1,0,132,14.4,940,762,33,32,2,13,13.3,180,0,80,13.31,132,222,174,0.85,8.43,14.17,11.11,480.0,486.0,49.69,893.0,850.0,51.23,668.0,631.0,51.42,42.85,43.73,49.49,22,1,1,650000,0.0081761006289308
Brian Dumoulin,27,D,76,3,20,23,31,20,5.7,3,0,0,0,16,0,4,99,3.0,1598,1262,129,141,0,0,0.0,193,0,51,4.03,99,226,156,0.15,3.72,8.49,5.86,903.0,937.0,49.08,1544.0,1657.0,48.23,1187.0,1250.0,48.71,82.89,80.18,50.83,25,6,0,4100000,0.0515723270440251
Ryan Dzingel,26,C,78,26,30,56,-9,29,5.7,21,5,0,5,24,6,0,159,16.4,1312,1009,38,54,39,56,41.1,183,0,204,16.26,159,250,195,0.74,7.27,11.44,8.92,690.0,755.0,47.75,1227.0,1355.0,47.52,925.0,1025.0,47.44,61.11,68.66,47.09,25,2,0,1800000,0.0226415094339622
Cody Eakin,27,C,78,22,19,41,19,16,5.2,18,1,3,3,16,3,0,120,18.3,1200,923,35,88,479,461,51.0,183,0,85,14.96,120,209,167,0.75,6.01,10.46,8.36,594.0,643.0,48.02,1137.0,1162.0,49.46,831.0,870.0,48.85,54.93,57.73,48.76,24,4,0,3850000,0.0484276729559748
Jordan Eberle,28,RW,78,19,18,37,-6,17,3.4,12,7,0,5,13,5,0,160,11.9,1289,992,35,36,9,11,45.0,180,1,22,18.82,160,255,213,0.88,7.45,11.87,9.91,760.0,615.0,55.27,1391.0,1107.0,55.68,1042.0,836.0,55.48,77.43,58.12,57.12,22,6,0,6000000,0.0754716981132075
Alexander Edler,32,D,56,10,24,34,3,54,6.4,6,4,0,2,10,13,1,128,7.8,1376,1474,166,127,0,0,0.0,191,0,91,4.7,128,254,181,0.2,5.58,11.08,7.89,675.0,642.0,51.25,1248.0,1306.0,48.86,952.0,907.0,51.21,65.18,60.61,51.82,26,6,1,5000000,0.0628930817610062
Joel Edmundson,25,D,64,2,9,11,8,68,3.2,2,0,0,1,9,0,0,102,2.0,1241,1163,106,128,0,1,0.0,196,0,46,4.53,102,202,137,0.22,4.93,9.77,6.62,595.0,642.0,48.1,1065.0,1219.0,46.63,804.0,898.0,47.24,52.41,57.59,47.65,25,1,0,3000000,0.0377358490566037
Nikolaj Ehlers,22,LW,62,21,16,37,2,15,4.2,19,2,0,4,11,5,0,158,13.3,977,946,16,27,1,1,50.0,183,0,9,14.81,159,266,207,0.91,9.76,16.32,12.71,552.0,478.0,53.59,1000.0,858.0,53.82,763.0,653.0,53.88,47.05,42.14,52.75,22,7,0,6000000,0.0754716981132075
Jack Eichel,22,C,77,28,54,82,-11,26,8.2,20,8,0,2,36,18,0,303,9.2,1574,1226,51,70,597,673,47.0,188,1,2,27.83,303,485,392,1.06,11.55,18.48,14.94,1067.0,791.0,57.43,1777.0,1337.0,57.06,1412.0,1061.0,57.1,99.76,75.95,56.77,21,8,0,10000000,0.1257861635220125
Aaron Ekblad,22,D,82,13,24,37,1,47,6.8,8,5,0,1,19,5,0,180,7.2,1939,1419,88,114,0,0,0.0,193,1,1,9.31,180,315,230,0.28,5.57,9.75,7.12,1082.0,1000.0,51.97,1807.0,1855.0,49.34,1420.0,1423.0,49.95,93.83,104.37,47.34,20,8,0,7500000,0.0943396226415094
Mattias Ekholm,28,D,80,8,36,44,27,47,9.2,6,2,0,3,29,5,2,146,5.5,1869,1402,107,68,0,0,0.0,193,0,102,6.28,146,306,208,0.2,4.69,9.82,6.68,999.0,888.0,52.94,1820.0,1625.0,52.83,1391.0,1247.0,52.73,89.42,84.17,51.51,25,6,0,3750000,0.0471698113207547
Oliver Ekman-Larsson,27,D,81,14,30,44,-16,52,7.9,8,5,1,2,14,14,2,176,8.0,1915,1418,52,162,0,0,0.0,188,0,6,10.41,176,430,279,0.33,5.52,13.48,8.74,1031.0,909.0,53.14,2007.0,1629.0,55.2,1477.0,1270.0,53.77,98.79,88.23,52.82,21,6,0,5500000,0.0691823899371069
Lars Eller,29,C,81,13,23,36,-1,37,2.3,12,0,1,1,18,3,2,163,8.0,1339,992,47,69,543,566,49.0,188,0,13,17.67,163,274,225,0.79,7.3,12.28,10.08,663.0,703.0,48.54,1231.0,1312.0,48.41,924.0,985.0,48.4,64.77,74.84,46.39,29,5,1,3500000,0.0440251572327044
Ryan Ellis,28,D,82,7,34,41,21,20,8.4,5,1,1,2,30,4,0,149,4.7,1969,1441,154,71,0,0,0.0,178,1,11,9.26,149,308,218,0.28,4.54,9.38,6.64,1073.0,1017.0,51.34,1917.0,1904.0,50.17,1466.0,1436.0,50.52,101.7,96.42,51.33,23,5,0,2500000,0.0314465408805031
Tyler Ennis,29,C,51,12,6,18,-6,2,1.8,10,2,0,1,3,3,0,81,14.8,507,596,14,49,1,0,100.0,175,0,26,10.46,81,123,108,1.24,9.59,14.56,12.78,250.0,221.0,53.08,497.0,447.0,52.65,379.0,344.0,52.42,25.89,18.78,57.96,28,1,1,650000,0.0081761006289308
Jonathan Ericsson,34,D,52,3,2,5,-10,35,0.9,3,0,0,1,2,0,0,48,6.3,895,1033,56,98,0,0,0.0,193,0,291,1.46,48,106,68,0.1,3.22,7.1,4.55,361.0,589.0,38.0,678.0,1024.0,39.84,494.0,807.0,37.97,26.9,55.01,32.84,30,6,1,4250000,0.0534591194968553
Loui Eriksson,33,LW,81,11,18,29,-11,22,1.9,10,1,0,2,16,2,0,107,10.3,1139,844,28,3,2,4,33.3,188,0,33,13.03,107,170,145,0.69,5.64,8.94,7.64,553.0,599.0,48.0,989.0,1067.0,48.1,755.0,828.0,47.69,50.06,53.09,48.53,30,6,1,6000000,0.0754716981132075
Adam Erne,23,LW,65,7,13,20,10,40,1.7,5,2,0,3,13,0,0,70,10.0,686,633,26,159,11,12,47.8,185,0,33,6.41,70,135,103,0.56,6.13,11.81,9.01,313.0,330.0,48.68,574.0,607.0,48.6,436.0,466.0,48.34,24.58,23.36,51.27,23,1,0,800000,0.010062893081761
Robby Fabbri,23,C,32,2,4,6,-4,6,0.0,2,0,0,1,4,0,0,43,4.7,405,759,8,30,4,10,28.6,178,0,21,4.57,43,83,60,0.68,6.37,12.3,8.89,212.0,202.0,51.21,367.0,379.0,49.2,281.0,271.0,50.91,18.14,16.64,52.16,22,1,0,925000,0.0116352201257861
Radek Faksa,25,C,81,15,15,30,-3,54,2.6,13,1,1,1,12,2,1,114,13.2,1331,986,65,103,570,562,50.4,191,0,13,17.6,114,199,163,0.79,5.14,8.97,7.35,616.0,747.0,45.19,1111.0,1408.0,44.1,817.0,1041.0,43.97,57.65,68.0,45.88,23,3,0,2200000,0.0276729559748427
Jesper Fast,27,RW,66,8,12,20,-3,26,1.1,8,0,0,1,12,0,0,80,10.0,1038,943,47,120,7,13,35.0,185,1,157,11.31,80,120,99,0.65,4.63,6.94,5.73,463.0,573.0,44.69,834.0,1081.0,43.55,631.0,791.0,44.37,43.89,56.98,43.51,25,3,0,1850000,0.0232704402515723
Justin Faulk,26,D,82,11,24,35,9,47,7.4,5,6,0,3,20,4,0,217,5.1,1839,1345,121,156,0,0,0.0,183,1,37,12.69,217,439,306,0.41,7.08,14.32,9.99,1078.0,853.0,55.83,2039.0,1600.0,56.03,1542.0,1222.0,55.79,114.13,90.93,55.66,22,6,0,4833333,0.0607966415094339
Eric Fehr,33,RW,72,7,8,15,-8,30,0.8,7,0,0,0,7,0,1,67,10.4,795,663,48,40,364,345,51.3,193,1,18,9.07,67,129,103,0.68,5.05,9.73,7.77,312.0,410.0,43.21,592.0,822.0,41.87,451.0,578.0,43.83,26.88,33.81,44.29,32,1,1,1000000,0.0125786163522012
Micheal Ferland,26,LW,71,17,23,40,13,58,4.7,11,6,0,3,16,7,0,156,10.9,1001,846,19,182,23,50,31.5,185,0,133,19.75,156,251,207,1.18,9.35,15.05,12.41,620.0,431.0,58.99,1151.0,799.0,59.03,876.0,604.0,59.19,61.93,40.49,60.47,25,2,0,1750000,0.0220125786163522
Valtteri Filppula,34,C,72,17,14,31,19,16,3.9,16,0,1,4,14,0,0,78,21.8,1028,856,34,12,398,413,49.1,183,0,95,10.09,78,121,98,0.59,4.55,7.06,5.72,421.0,597.0,41.36,751.0,1101.0,40.54,563.0,806.0,41.12,38.72,51.94,42.71,34,1,1,2750000,0.0345911949685534
Marcus Foligno,27,LW,82,7,12,19,-1,55,1.2,7,0,0,0,10,1,1,91,7.7,982,718,43,206,13,15,46.4,191,0,104,9.83,91,152,125,0.6,5.56,9.28,7.64,431.0,464.0,48.16,793.0,923.0,46.21,600.0,662.0,47.54,33.57,35.74,48.43,25,4,0,2875000,0.0361635220125786
Nick Foligno,31,LW,73,17,18,35,12,44,3.6,15,2,0,2,16,2,0,141,12.1,1292,1062,51,175,133,102,56.6,183,0,28,16.88,141,219,184,0.78,6.55,10.17,8.53,703.0,624.0,52.98,1245.0,1139.0,52.22,958.0,854.0,52.87,68.84,56.37,54.98,27,6,1,5500000,0.0691823899371069
Christian Folin,27,D,45,0,6,6,6,27,1.6,0,0,0,0,6,0,0,47,0.0,705,940,78,125,1,0,100.0,193,1,300,1.96,47,113,75,0.17,4.0,9.61,6.39,334.0,372.0,47.31,605.0,683.0,46.97,459.0,497.0,48.01,27.73,31.04,47.18,27,1,1,800000,0.010062893081761
Derek Forbort,26,D,81,2,12,14,-13,52,2.8,2,0,0,1,12,0,0,75,2.7,1680,1245,139,105,0,1,0.0,193,0,15,2.42,75,183,118,0.09,2.68,6.54,4.21,661.0,961.0,40.75,1239.0,1762.0,41.29,940.0,1367.0,40.75,57.74,89.27,39.28,26,2,0,2525000,0.0317610062893081
Filip Forsberg,24,C,64,28,22,50,8,26,6.3,19,7,2,4,19,3,0,217,12.9,1191,1117,29,100,1,6,14.3,185,1,11,25.04,217,435,318,1.26,10.93,21.91,16.01,757.0,589.0,56.24,1419.0,992.0,58.86,1073.0,775.0,58.06,79.58,56.33,58.55,21,6,0,6000000,0.0754716981132075
Cam Fowler,27,D,59,5,18,23,-14,20,3.6,4,1,0,2,12,5,1,88,5.7,1379,1402,91,32,0,0,0.0,188,0,12,4.67,88,207,119,0.2,3.83,9.01,5.18,652.0,751.0,46.47,1245.0,1384.0,47.36,907.0,1058.0,46.16,57.06,73.41,43.73,26,8,1,6500000,0.0817610062893081
Martin Frk,25,RW,30,1,5,6,-9,4,-0.1,0,1,0,0,5,0,0,28,3.6,276,551,4,35,0,0,0.0,185,1,49,3.03,28,58,43,0.66,6.1,12.63,9.36,123.0,143.0,46.24,245.0,256.0,48.9,179.0,196.0,47.73,10.6,12.46,45.97,24,1,1,1050000,0.0132075471698113
Michael Frolík,30,LW,65,16,18,34,24,26,4.2,14,0,2,4,18,0,0,132,12.1,868,802,22,57,13,25,34.2,185,0,10,13.8,132,217,177,0.95,9.11,14.99,12.23,498.0,397.0,55.64,909.0,760.0,54.46,677.0,569.0,54.33,47.01,39.06,54.62,27,5,1,4300000,0.0540880503144654
Sam Gagner,29,C,32,6,7,13,-6,14,0.9,5,1,0,1,7,0,0,68,8.8,467,875,7,21,59,59,50.0,180,1,6,5.62,68,119,92,0.72,8.74,15.3,11.83,285.0,213.0,57.23,513.0,390.0,56.81,390.0,292.0,57.18,23.16,20.0,53.66,27,3,1,3150000,0.0396226415094339
Alex Galchenyuk,24,C,72,19,22,41,-19,34,4.1,10,9,0,4,10,12,0,159,11.9,1133,944,34,62,188,223,45.7,185,0,3,18.82,159,288,229,1.0,8.42,15.26,12.13,640.0,519.0,55.22,1232.0,951.0,56.44,918.0,718.0,56.11,65.23,50.39,56.42,23,3,0,4900000,0.0616352201257861
Brendan Gallagher,26,RW,82,33,19,52,10,49,6.5,29,4,0,4,16,3,0,302,10.9,1345,984,31,126,23,28,45.1,175,1,147,34.22,302,556,404,1.53,13.49,24.83,18.04,912.0,561.0,61.91,1787.0,1052.0,62.94,1277.0,794.0,61.66,86.4,55.25,61.0,23,6,0,3750000,0.0471698113207547
Jake Gardiner,28,D,62,3,27,30,19,26,5.2,3,0,0,0,22,5,0,78,3.8,1315,1273,64,61,0,1,0.0,188,0,17,3.84,78,236,136,0.18,3.56,10.77,6.2,733.0,678.0,51.95,1508.0,1243.0,54.82,1099.0,971.0,53.09,75.8,59.04,56.21,24,5,0,4050000,0.0509433962264151
Johnny Gaudreau,25,LW,82,36,63,99,18,24,10.9,30,6,0,8,42,21,0,245,14.7,1646,1204,12,12,1,2,33.3,175,0,104,28.23,245,436,338,1.03,8.93,15.89,12.32,1036.0,710.0,59.34,1923.0,1266.0,60.3,1436.0,989.0,59.22,112.55,68.23,62.25,22,6,0,6750000,0.0849056603773584
Ryan Getzlaf,33,C,67,14,34,48,-19,58,3.7,13,1,0,2,24,10,0,133,10.5,1304,1168,74,150,551,463,54.3,191,1,19,12.51,133,271,208,0.57,6.12,12.47,9.57,708.0,633.0,52.8,1375.0,1195.0,53.5,1011.0,918.0,52.41,68.29,74.2,47.93,27,8,1,8250000,0.1037735849056603
Brian Gibbons,30,C,64,8,11,19,-5,20,1.4,8,0,0,0,11,0,0,50,16.0,699,655,29,40,13,25,34.2,173,0,300,5.25,50,92,73,0.45,4.29,7.9,6.27,278.0,423.0,39.65,538.0,749.0,41.8,388.0,567.0,40.63,22.05,36.86,37.43,30,1,1,1000000,0.0125786163522012
Mark Giordano,35,D,78,17,57,74,39,69,12.6,10,3,4,2,37,18,2,221,7.7,1891,1454,144,58,0,0,0.0,185,0,300,12.34,221,490,334,0.39,7.01,15.55,10.6,1099.0,866.0,55.93,2053.0,1574.0,56.6,1526.0,1209.0,55.8,115.63,87.88,56.82,32,6,1,6750000,0.0849056603773584
Dan Girardi,34,D,62,4,12,16,6,12,2.8,4,0,0,0,11,0,1,75,5.3,1104,1068,108,151,0,0,0.0,185,1,300,3.84,75,131,96,0.21,4.08,7.12,5.22,546.0,670.0,44.9,957.0,1163.0,45.14,745.0,873.0,46.04,47.24,53.56,46.87,33,2,1,3000000,0.0377358490566037
Zemgus Girgensons,25,C,72,5,13,18,-11,17,0.4,5,0,0,0,13,0,0,78,6.4,980,817,29,144,28,41,40.6,188,0,14,7.99,78,132,112,0.49,4.78,8.08,6.86,396.0,574.0,40.82,713.0,1001.0,41.6,550.0,783.0,41.26,30.21,51.92,36.78,23,2,0,1600000,0.020125786163522
Claude Giroux,31,LW,82,22,63,85,9,24,7.9,19,2,1,4,42,21,0,229,9.6,1759,1287,19,28,674,489,58.0,180,1,22,18.26,229,419,317,0.62,7.81,14.29,10.81,1128.0,901.0,55.59,2089.0,1560.0,57.25,1582.0,1175.0,57.38,111.31,85.77,56.48,26,8,0,8275000,0.1040880503144654
Luke Glendening,29,C,78,10,13,23,2,15,1.3,9,0,1,1,11,0,2,102,9.8,1231,947,102,198,658,524,55.7,180,1,300,12.54,102,169,146,0.61,4.97,8.24,7.11,462.0,815.0,36.18,844.0,1492.0,36.13,637.0,1134.0,35.97,39.51,79.48,33.2,27,4,1,1800000,0.0226415094339622
Alex Goligoski,33,D,76,3,24,27,-7,16,5.1,2,1,0,0,16,6,2,102,2.9,1582,1249,154,79,1,0,100.0,180,0,61,4.08,102,231,144,0.15,3.87,8.76,5.46,828.0,803.0,50.77,1519.0,1616.0,48.45,1139.0,1149.0,49.78,77.31,72.34,51.66,30,5,1,5475000,0.0688679245283018
Barclay Goodrow,25,RW,82,7,10,17,4,76,0.9,6,0,1,3,10,0,0,84,8.3,903,661,68,125,296,255,53.7,188,0,300,7.66,84,145,120,0.51,5.58,9.64,7.98,370.0,407.0,47.62,773.0,805.0,48.99,554.0,568.0,49.38,31.74,41.18,43.53,24,2,0,650000,0.0081761006289308
Shayne Gostisbehere,25,D,78,9,28,37,-20,22,4.2,5,4,0,2,18,10,0,180,5.0,1533,1180,102,46,0,0,0.0,180,0,78,10.02,180,375,246,0.39,7.04,14.67,9.63,950.0,696.0,57.72,1792.0,1237.0,59.16,1328.0,936.0,58.66,92.47,63.04,59.46,24,6,0,4500000,0.0566037735849056
Yanni Gourde,27,C,80,22,26,48,9,66,4.9,16,5,1,5,21,4,1,130,16.9,1267,950,30,83,151,132,53.4,175,0,300,16.34,130,209,170,0.77,6.16,9.9,8.05,651.0,676.0,49.06,1201.0,1175.0,50.55,903.0,891.0,50.33,58.69,53.15,52.48,25,2,1,1000000,0.0125786163522012
Michael Grabner,31,RW,41,9,7,16,-2,8,1.8,3,0,6,1,4,0,3,65,13.8,590,863,15,28,5,7,41.7,185,0,14,9.27,65,101,85,0.94,6.61,10.27,8.64,248.0,326.0,43.21,458.0,627.0,42.21,342.0,442.0,43.62,23.68,28.73,45.18,30,3,1,3350000,0.0421383647798742
Markus Granlund,25,C,77,12,10,22,-4,20,1.6,10,2,0,1,8,1,1,123,9.8,1158,903,24,46,149,199,42.8,183,0,45,13.58,123,198,161,0.7,6.37,10.26,8.34,532.0,613.0,46.46,960.0,1100.0,46.6,728.0,822.0,46.97,45.34,55.36,45.02,25,1,0,1475000,0.0185534591194968
Mikael Granlund,26,C,79,16,38,54,-8,24,4.7,12,2,2,5,20,18,0,189,8.5,1449,1101,40,46,129,159,44.8,178,0,9,16.95,189,329,252,0.7,7.83,13.62,10.43,842.0,663.0,55.95,1557.0,1282.0,54.84,1162.0,949.0,55.05,79.45,63.83,55.45,25,3,0,5750000,0.0723270440251572
Derek Grant,28,C,56,4,10,14,-6,14,0.6,4,0,0,1,9,0,1,74,5.4,654,701,29,92,271,244,52.6,191,0,119,6.51,74,118,97,0.6,6.78,10.82,8.89,293.0,388.0,43.02,521.0,690.0,43.02,405.0,526.0,43.5,25.28,35.0,41.94,28,1,1,650000,0.0081761006289308
Mike Green,33,D,43,5,21,26,-1,28,3.9,5,0,0,0,18,3,0,92,5.4,932,1301,56,60,0,0,0.0,185,1,29,5.09,92,174,133,0.33,5.92,11.2,8.56,505.0,466.0,52.01,901.0,816.0,52.48,706.0,634.0,52.69,45.4,44.84,50.31,32,2,1,5375000,0.0676100628930817
Andy Greene,36,D,82,5,20,25,-9,16,4.6,5,0,0,0,14,2,4,104,4.8,1708,1250,208,67,0,0,0.0,180,0,300,5.09,104,207,154,0.18,3.65,7.27,5.41,765.0,1026.0,42.71,1285.0,1944.0,39.79,1023.0,1433.0,41.65,66.93,94.62,41.43,31,5,1,5000000,0.0628930817610062
Matt Grzelcyk,25,D,66,3,15,18,9,68,4.0,2,1,0,0,10,5,0,90,3.3,1263,1148,60,46,0,0,0.0,175,0,85,3.29,90,183,135,0.16,4.28,8.69,6.42,671.0,584.0,53.47,1197.0,1079.0,52.59,933.0,824.0,53.1,54.04,49.13,52.38,24,2,0,1400000,0.0176100628930817
Radko Gudas,28,D,77,4,16,20,6,63,3.9,4,0,0,0,16,0,0,136,2.9,1376,1073,133,255,0,0,0.0,183,1,66,3.52,136,291,206,0.15,5.93,12.69,8.98,630.0,804.0,43.93,1186.0,1487.0,44.37,887.0,1081.0,45.07,54.31,68.16,44.35,26,4,0,3350000,0.0421383647798742
Erik Gudbranson,27,D,76,2,8,10,-20,87,1.1,2,0,0,1,7,0,1,94,2.1,1386,1094,84,184,0,0,0.0,196,1,3,2.63,94,190,131,0.11,4.07,8.23,5.67,626.0,834.0,42.88,1110.0,1497.0,42.58,836.0,1134.0,42.44,52.21,74.04,41.35,26,3,1,4000000,0.050314465408805
Carl Gunnarsson,32,D,25,3,4,7,8,6,2.0,3,0,0,1,3,0,1,21,14.3,398,956,35,11,0,0,0.0,188,0,194,1.3,21,48,31,0.2,3.16,7.23,4.67,196.0,176.0,52.69,350.0,345.0,50.36,261.0,257.0,50.39,18.51,17.18,51.86,29,3,1,2900000,0.0364779874213836
Erik Gustafsson,26,D,79,17,43,60,-6,34,7.7,13,4,0,3,29,14,0,160,10.6,1784,1355,115,100,0,0,0.0,183,0,93,7.71,160,345,228,0.26,5.38,11.6,7.67,1074.0,938.0,53.38,1951.0,1571.0,55.39,1426.0,1217.0,53.95,96.77,90.9,51.56,26,2,0,1200000,0.0150943396226415
Carl Hagelin,30,LW,58,5,14,19,7,30,1.2,5,0,0,2,14,0,0,99,5.1,854,884,20,64,6,21,22.2,183,0,168,8.25,99,178,140,0.57,6.95,12.5,9.83,410.0,412.0,49.88,751.0,763.0,49.6,563.0,567.0,49.82,34.21,38.44,47.09,26,4,0,4000000,0.050314465408805
