player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Andrew Cogliano,33,LW,54,5,6,11,-8,24,0.1,4,0,1,0,6,0,0,88,5.7,752,836,24,79,4,11,26.7,178,0,25,7.45,88,156,119,0.59,7.02,12.45,9.49,356.0,331.0,51.82,631.0,652.0,49.18,470.0,471.0,49.95,25.45,26.33,49.15,31,3,1,3250000,0.0398773006134969
Ian Cole,31,D,54,1,7,8,21,32,3.1,1,0,0,1,7,0,0,30,3.3,857,953,94,38,0,0,0.0,185,0,18,1.11,28,55,41,0.08,2.04,4.03,3.01,340.0,449.0,43.09,572.0,875.0,39.53,461.0,645.0,41.68,32.68,35.72,47.77,29,3,1,4250000,0.0521472392638036
Blake Coleman,29,C,55,14,17,31,15,37,3.9,12,1,1,3,17,0,0,122,11.5,851,928,20,109,2,7,22.2,180,0,75,12.47,122,183,154,0.88,8.6,12.91,10.86,443.0,414.0,51.69,725.0,717.0,50.28,585.0,552.0,51.45,39.56,37.71,51.2,26,3,0,1800000,0.0220858895705521
Blake Comeau,34,RW,51,4,10,14,-13,37,0.1,4,0,0,0,8,0,2,76,5.3,803,944,18,106,53,57,48.2,185,1,47,8.03,76,134,99,0.6,5.68,10.02,7.4,366.0,379.0,49.13,652.0,741.0,46.81,479.0,546.0,46.73,26.7,32.95,44.76,32,3,1,2400000,0.0294478527607361
J.T. Compher,25,LW,48,10,8,18,10,19,2.0,9,1,0,2,7,1,0,47,21.3,682,853,38,32,216,255,45.9,183,1,35,4.62,44,82,64,0.43,4.05,7.57,5.91,297.0,308.0,49.09,556.0,601.0,48.06,420.0,447.0,48.44,24.49,30.77,44.32,24,4,0,3500000,0.0429447852760736
Brett Connolly,28,RW,31,3,3,6,3,4,0.4,3,0,0,0,2,1,0,26,11.5,376,729,8,44,4,9,30.8,191,1,6,3.44,26,57,35,0.55,4.13,9.08,5.58,193.0,166.0,53.76,334.0,288.0,53.7,248.0,224.0,52.54,14.39,12.8,52.92,27,4,1,3500000,0.0429447852760736
Kyle Connor,24,LW,56,26,24,50,-4,12,5.9,16,10,0,5,21,3,0,166,15.7,1049,1124,18,18,6,4,60.0,185,0,17,18.26,159,293,219,1.08,9.38,17.28,12.91,573.0,452.0,55.9,1060.0,829.0,56.11,782.0,627.0,55.5,55.24,52.5,51.27,22,7,0,7142857,0.0876424171779141
Andrew Copp,26,C,55,15,24,39,2,20,4.0,9,6,0,1,17,6,1,115,13.0,1004,1095,41,67,123,109,53.0,185,0,104,14.96,112,172,142,0.91,6.82,10.47,8.65,513.0,546.0,48.44,902.0,970.0,48.18,683.0,735.0,48.17,48.5,55.21,46.77,24,2,0,2280000,0.0279754601226993
Nick Cousins,27,C,52,5,13,18,4,41,1.5,5,0,0,1,9,4,0,60,8.3,695,802,16,48,19,17,52.8,180,0,68,5.48,60,96,76,0.47,5.18,8.28,6.56,357.0,322.0,52.58,656.0,547.0,54.53,486.0,420.0,53.64,29.55,26.19,53.01,26,2,1,1500000,0.0184049079754601
Logan Couture,31,C,53,17,14,31,-10,25,3.0,14,2,1,2,10,4,0,114,14.9,1021,1156,39,58,444,456,49.3,185,0,9,14.11,114,196,154,0.83,6.7,11.51,9.05,544.0,555.0,49.5,1011.0,971.0,51.01,757.0,758.0,49.97,56.87,53.72,51.42,30,8,1,8000000,0.0981595092024539
Sean Couturier,28,C,45,18,23,41,-4,8,4.3,15,3,0,4,16,7,0,120,15.0,870,1160,22,34,427,323,56.9,191,0,8,13.2,121,207,161,0.91,8.35,14.29,11.11,522.0,378.0,58.0,947.0,645.0,59.48,723.0,497.0,59.26,46.05,36.88,55.53,23,6,0,4333333,0.0531697300613496
Charlie Coyle,28,C,51,6,10,16,-4,20,0.9,5,0,1,2,8,2,0,79,7.6,831,977,24,57,245,262,48.3,191,1,28,6.41,79,127,107,0.46,5.71,9.17,7.73,378.0,414.0,47.73,658.0,745.0,46.9,520.0,573.0,47.58,28.34,35.77,44.21,28,6,1,5250000,0.0644171779141104
Sidney Crosby,33,C,55,24,38,62,8,26,7.0,18,5,1,5,21,17,0,159,15.1,1122,1224,28,44,676,586,53.6,180,0,1,19.66,159,251,208,1.05,8.51,13.44,11.13,663.0,513.0,56.38,1164.0,864.0,57.4,892.0,684.0,56.6,67.58,47.88,58.53,25,12,1,8700000,0.1067484662576687
Lawson Crouse,23,LW,51,4,9,13,-10,46,0.3,4,0,0,0,7,2,0,70,5.7,729,858,30,155,20,23,46.5,193,0,11,8.53,70,135,112,0.7,5.76,11.11,9.22,258.0,427.0,37.65,509.0,792.0,39.11,386.0,588.0,39.63,22.69,38.42,37.13,22,3,0,1533333,0.0188139018404907
Michael Dal Colle,24,LW,26,1,3,4,1,4,0.1,1,0,0,0,3,0,0,19,5.3,310,714,9,32,1,3,25.0,191,0,5,2.63,19,41,32,0.51,3.68,7.95,6.2,145.0,130.0,52.73,268.0,255.0,51.24,203.0,187.0,52.05,12.82,9.96,56.28,23,2,0,700000,0.0085889570552147
Phillip Danault,27,C,53,5,19,24,9,24,1.9,5,0,0,0,18,0,1,73,6.8,894,1012,28,76,476,431,52.5,185,0,26,7.19,73,140,105,0.48,4.9,9.4,7.05,453.0,441.0,50.67,876.0,828.0,51.41,642.0,626.0,50.63,39.74,43.46,47.76,25,3,0,3083333,0.0378323067484662
Alex DeBrincat,23,RW,52,32,24,56,3,12,7.5,22,9,1,7,15,9,0,155,20.6,1068,1232,22,70,16,24,40.0,170,1,39,19.13,155,268,199,1.08,8.72,15.07,11.19,586.0,546.0,51.77,1015.0,926.0,52.29,749.0,712.0,51.27,60.71,53.47,53.17,22,3,0,6400000,0.0785276073619632
Jake DeBrusk,24,LW,41,5,9,14,1,6,1.1,3,2,0,1,8,1,0,92,5.4,611,894,20,33,6,9,40.0,183,0,14,8.58,89,123,105,0.87,9.02,12.48,10.65,333.0,301.0,52.52,557.0,517.0,51.86,447.0,400.0,52.77,25.12,22.23,53.05,23,2,0,3675000,0.0450920245398773
Danny DeKeyser,30,D,47,4,8,12,3,18,3.0,4,0,0,0,8,0,0,43,9.3,851,1086,81,44,0,0,0.0,191,0,300,1.55,43,92,64,0.11,3.03,6.49,4.51,349.0,474.0,42.41,610.0,886.0,40.78,476.0,654.0,42.12,33.03,39.82,45.34,26,6,0,5000000,0.0613496932515337
Dylan DeMelo,27,D,52,0,9,9,10,20,2.6,0,0,0,0,8,0,1,44,0.0,882,1018,58,76,0,0,0.0,183,1,179,1.48,41,85,59,0.11,2.93,6.07,4.22,363.0,450.0,44.65,635.0,843.0,42.96,479.0,626.0,43.35,28.92,41.2,41.24,27,4,1,3000000,0.0368098159509202
Jason Demers,32,D,41,0,4,4,-4,26,1.0,0,0,0,0,4,0,0,44,0.0,707,1034,30,69,0,0,0.0,185,1,186,1.79,44,95,63,0.15,3.74,8.06,5.35,294.0,392.0,42.86,584.0,689.0,45.88,430.0,528.0,44.89,23.78,36.86,39.22,28,5,1,4500000,0.0552147239263803
Travis Dermott,24,D,51,2,4,6,-1,19,1.0,2,0,0,0,4,0,0,36,5.6,674,793,35,44,0,0,0.0,183,0,34,1.28,35,79,51,0.12,3.28,7.41,4.78,305.0,299.0,50.5,537.0,537.0,50.0,405.0,420.0,49.09,25.92,22.8,53.2,23,1,0,874125,0.0107254601226993
Nicolas Deslauriers,29,LW,49,5,5,10,-7,53,0.5,5,0,0,2,5,0,0,65,7.7,555,679,20,136,1,3,25.0,191,0,84,7.05,65,126,104,0.76,7.03,13.63,11.25,211.0,251.0,45.67,420.0,516.0,44.87,310.0,379.0,44.99,16.84,22.19,43.15,29,2,1,1000000,0.0122699386503067
Jason Dickinson,25,C,51,7,8,15,-2,18,0.9,7,0,0,2,7,1,0,66,10.6,826,972,49,78,137,159,46.3,188,0,29,6.19,66,126,93,0.45,4.79,9.15,6.76,386.0,365.0,51.4,717.0,707.0,50.35,513.0,529.0,49.23,29.2,31.37,48.21,23,2,0,1500000,0.0184049079754601
Brenden Dillon,30,D,56,2,17,19,15,49,3.9,2,0,0,0,15,1,1,51,3.9,1061,1137,61,143,0,0,0.0,193,0,300,1.57,51,134,81,0.09,2.94,7.72,4.67,460.0,503.0,47.77,839.0,955.0,46.77,645.0,715.0,47.43,38.88,41.77,48.21,29,4,1,3900000,0.0478527607361963
Christian Djoos,26,D,36,2,9,11,-13,14,1.1,1,1,0,0,6,3,0,39,5.1,543,905,26,10,0,0,0.0,183,0,195,1.83,39,77,53,0.2,4.3,8.51,5.86,316.0,260.0,54.86,532.0,436.0,54.96,413.0,339.0,54.92,27.28,22.76,54.52,25,1,0,1000000,0.0122699386503067
Max Domi,25,LW,54,9,15,24,-18,75,1.4,7,2,0,2,14,1,0,99,9.1,822,913,10,15,192,204,48.5,178,0,12,6.88,99,153,118,0.5,7.23,11.17,8.61,416.0,432.0,49.06,722.0,737.0,49.49,557.0,568.0,49.51,32.75,38.36,46.06,25,2,0,5300000,0.0650306748466257
Ryan Donato,24,C,50,6,14,20,-10,10,1.3,4,2,0,1,10,4,0,104,5.8,631,757,21,50,27,36,42.9,183,0,56,11.62,104,171,140,1.11,9.9,16.28,13.33,335.0,292.0,53.43,610.0,540.0,53.04,471.0,402.0,53.95,32.95,25.96,55.93,23,2,0,1900000,0.0233128834355828
Joonas Donskoi,28,RW,51,17,14,31,14,10,4.1,12,5,0,3,11,3,0,86,19.8,742,872,25,14,13,18,41.9,183,1,99,12.02,74,133,107,1.02,6.28,11.29,9.09,409.0,280.0,59.36,730.0,548.0,57.12,552.0,401.0,57.92,40.02,27.2,59.54,27,4,1,3900000,0.0478527607361963
Drew Doughty,31,D,56,8,26,34,-14,26,5.5,2,6,0,0,13,12,1,101,7.9,1477,1583,83,91,0,0,0.0,185,1,2,6.46,95,224,143,0.27,3.99,9.41,6.0,724.0,648.0,52.77,1319.0,1182.0,52.74,999.0,909.0,52.36,69.88,70.83,49.66,29,8,1,11000000,0.1349693251533742
Nic Dowd,30,C,56,11,4,15,4,31,1.5,11,0,0,3,4,0,0,68,16.2,805,862,40,109,432,336,56.3,185,1,198,9.55,67,108,95,0.72,5.08,8.19,7.21,310.0,423.0,42.29,544.0,802.0,40.42,422.0,606.0,41.05,28.4,40.24,41.38,29,3,1,750000,0.00920245398773
Leon Draisaitl,25,C,56,31,53,84,29,22,10.9,15,15,1,8,36,17,0,168,18.5,1243,1331,12,37,574,457,55.7,188,0,3,21.77,162,293,220,1.08,8.07,14.6,10.96,766.0,555.0,57.99,1358.0,991.0,57.81,1035.0,758.0,57.72,87.85,52.86,62.43,21,8,0,8500000,0.1042944785276073
Jonathan Drouin,25,LW,44,2,21,23,-8,20,1.1,2,0,0,0,16,5,0,76,2.6,708,965,7,42,21,24,46.7,183,0,3,6.61,76,121,96,0.56,6.44,10.25,8.14,416.0,305.0,57.7,753.0,539.0,58.28,565.0,415.0,57.65,38.79,28.65,57.52,22,6,0,5500000,0.0674846625766871
Pierre-Luc Dubois,22,LW,46,9,12,21,-8,38,1.6,8,1,0,3,7,5,0,76,11.8,691,902,26,59,166,216,43.5,191,0,3,7.18,74,127,96,0.64,6.64,11.4,8.61,389.0,289.0,57.37,672.0,554.0,54.81,511.0,405.0,55.79,32.76,29.73,52.42,22,2,0,5000000,0.0613496932515337
Matt Duchene,30,C,34,6,7,13,-12,6,0.7,5,1,0,0,5,2,0,73,8.2,538,950,10,30,162,139,53.8,180,0,3,8.39,73,126,102,0.94,8.14,14.04,11.37,373.0,267.0,58.28,643.0,447.0,58.99,496.0,343.0,59.12,30.75,23.8,56.37,28,7,1,8000000,0.0981595092024539
Anthony Duclair,25,LW,43,10,22,32,27,18,4.2,9,1,0,1,20,1,1,104,9.6,674,941,9,32,0,2,0.0,180,0,80,12.31,104,167,130,1.1,9.25,14.86,11.57,411.0,304.0,57.48,691.0,513.0,57.39,535.0,413.0,56.43,40.38,23.21,63.5,24,1,1,1700000,0.0208588957055214
Brian Dumoulin,29,D,41,4,10,14,18,12,3.5,4,0,0,0,9,0,1,50,8.0,917,1341,55,63,0,0,0.0,193,0,51,1.94,50,104,69,0.13,3.27,6.81,4.51,408.0,500.0,44.93,715.0,868.0,45.17,550.0,685.0,44.53,38.97,42.72,47.71,25,6,0,4100000,0.0503067484662576
Vince Dunn,24,D,43,6,14,20,-8,18,2.7,4,2,0,0,9,5,0,73,8.2,828,1155,51,36,0,0,0.0,183,0,56,3.47,73,164,95,0.25,5.29,11.89,6.89,410.0,356.0,53.52,773.0,659.0,53.98,532.0,487.0,52.21,30.0,31.75,48.58,23,1,0,1875000,0.0230061349693251
Christian Dvorak,24,C,56,17,14,31,-11,12,3.1,8,8,1,4,11,3,0,95,17.9,1031,1104,45,48,553,509,52.1,185,0,58,15.19,95,154,132,0.88,5.53,8.96,7.68,476.0,538.0,46.94,898.0,1002.0,47.26,667.0,758.0,46.81,48.95,58.13,45.71,23,6,0,4450000,0.054601226993865
Ryan Dzingel,28,C,40,8,5,13,-5,21,1.2,6,2,0,0,4,1,0,48,16.7,508,762,10,44,3,9,25.0,183,0,204,4.66,48,97,68,0.55,5.67,11.45,8.02,245.0,216.0,53.15,473.0,407.0,53.75,335.0,309.0,52.02,20.39,16.77,54.88,27,2,1,3375000,0.0414110429447852
Cody Eakin,29,C,46,3,4,7,-9,14,-0.1,3,0,0,0,4,0,0,39,7.7,595,776,20,33,271,228,54.3,183,0,85,3.46,39,59,51,0.35,3.93,5.95,5.14,226.0,380.0,37.29,364.0,656.0,35.69,286.0,515.0,35.71,14.89,33.27,30.92,29,2,1,2250000,0.0276073619631901
Jordan Eberle,30,RW,55,16,17,33,9,16,4.2,15,1,0,2,13,4,0,128,12.5,922,1005,18,30,3,4,42.9,180,1,22,15.21,128,203,173,0.99,8.33,13.22,11.26,575.0,373.0,60.65,990.0,671.0,59.6,764.0,496.0,60.63,53.64,33.96,61.23,29,5,1,5500000,0.0674846625766871
Alexander Edler,34,D,52,0,8,8,-8,58,1.3,0,0,0,0,8,0,0,99,0.0,1087,1254,118,80,0,0,0.0,191,0,91,2.11,88,152,116,0.13,5.47,9.44,7.21,446.0,584.0,43.3,739.0,1101.0,40.15,593.0,814.0,42.15,38.57,56.56,40.54,33,2,1,6000000,0.0736196319018405
Joel Edmundson,27,D,55,3,10,13,28,25,4.8,3,0,0,0,10,0,0,77,3.9,1103,1203,75,98,0,0,0.0,196,0,46,3.55,77,180,119,0.19,4.19,9.8,6.48,547.0,572.0,48.88,1027.0,1028.0,49.98,751.0,787.0,48.83,46.24,49.45,48.32,27,4,1,3500000,0.0429447852760736
Nikolaj Ehlers,24,LW,47,21,25,46,15,15,6.2,15,6,0,5,18,7,0,148,14.2,795,1015,12,26,1,0,100.0,183,0,9,11.98,148,253,194,0.91,11.18,19.12,14.66,501.0,364.0,57.92,869.0,662.0,56.76,636.0,503.0,55.84,43.71,35.69,55.05,22,7,0,6000000,0.0736196319018405
Jack Eichel,24,C,21,2,16,18,-9,6,1.2,1,1,0,1,8,8,0,61,3.3,430,1230,15,20,195,197,49.7,188,1,2,5.76,61,107,92,0.8,8.5,14.91,12.82,254.0,157.0,61.8,458.0,273.0,62.65,371.0,212.0,63.64,23.99,17.84,57.35,21,8,0,10000000,0.1226993865030674
Aaron Ekblad,24,D,35,11,11,22,5,33,4.4,5,6,0,3,6,5,0,101,10.9,878,1505,27,24,0,0,0.0,193,1,1,6.81,101,193,144,0.47,6.9,13.19,9.84,527.0,401.0,56.79,867.0,692.0,55.61,689.0,552.0,55.52,52.76,38.31,57.93,20,8,0,7500000,0.0920245398773006
Mattias Ekholm,30,D,48,6,17,23,19,14,5.6,6,0,0,2,14,2,1,110,5.5,1098,1372,46,23,0,0,0.0,193,0,102,4.9,110,227,166,0.27,6.01,12.4,9.07,545.0,608.0,47.27,964.0,1024.0,48.49,767.0,795.0,49.1,43.44,53.09,45.0,25,6,0,3750000,0.0460122699386503
Oliver Ekman-Larsson,29,D,46,3,21,24,-17,32,2.8,1,2,0,0,9,12,0,83,3.6,965,1258,26,72,0,0,0.0,188,0,6,3.18,83,175,122,0.2,5.16,10.89,7.59,431.0,506.0,46.0,807.0,863.0,48.32,610.0,693.0,46.82,36.9,47.36,43.79,27,8,1,8250000,0.1012269938650306
Lars Eller,31,C,44,8,15,23,-1,21,1.9,8,0,0,2,11,4,0,69,11.6,719,981,16,36,332,327,50.4,188,0,13,9.14,68,130,103,0.78,5.8,11.09,8.78,364.0,322.0,53.06,653.0,602.0,52.03,498.0,471.0,51.39,34.35,29.12,54.12,29,5,1,3500000,0.0429447852760736
Ryan Ellis,30,D,35,5,13,18,1,10,3.3,3,2,0,0,11,2,0,75,6.7,832,1426,63,21,0,0,0.0,178,1,11,3.4,75,145,93,0.25,5.41,10.45,6.71,435.0,413.0,51.3,778.0,729.0,51.63,588.0,557.0,51.35,35.97,39.57,47.62,28,8,1,6250000,0.0766871165644171
Pierre Engvall,24,LW,42,7,5,12,2,16,1.0,7,0,0,1,5,0,0,61,11.5,501,716,12,43,102,135,43.0,196,0,188,4.32,56,97,73,0.55,7.07,12.25,9.22,235.0,238.0,49.68,405.0,438.0,48.04,318.0,334.0,48.77,18.6,18.68,49.89,24,2,0,1250000,0.0153374233128834
Tyler Ennis,31,C,30,3,6,9,0,6,0.6,3,0,0,2,6,0,0,38,7.9,364,728,6,43,6,3,66.7,175,0,26,4.17,38,59,52,0.69,6.27,9.74,8.59,149.0,175.0,45.99,279.0,325.0,46.19,212.0,245.0,46.39,13.26,14.17,48.34,30,1,1,1000000,0.0122699386503067
Joel Eriksson Ek,24,C,56,19,11,30,16,20,4.0,19,0,0,2,9,2,0,119,16.0,955,1023,37,105,395,444,47.1,185,0,20,17.54,117,163,144,1.13,7.62,10.61,9.38,437.0,434.0,50.17,756.0,853.0,46.99,595.0,635.0,48.37,44.51,37.36,54.37,22,2,0,1487500,0.0182515337423312
Adam Erne,25,LW,45,11,9,20,-1,26,2.2,8,3,0,0,6,3,0,71,15.5,626,835,16,82,20,14,58.8,185,0,33,7.89,71,105,91,0.76,6.8,10.06,8.72,311.0,306.0,50.41,535.0,549.0,49.35,405.0,419.0,49.15,25.69,25.58,50.11,25,1,1,997500,0.0122392638036809
Robby Fabbri,25,C,30,10,8,18,3,16,2.3,10,0,0,5,6,2,0,58,17.2,518,1036,17,34,83,107,43.7,178,0,21,5.9,58,96,79,0.68,6.72,11.13,9.16,263.0,263.0,50.0,468.0,454.0,50.76,360.0,348.0,50.85,23.32,22.45,50.95,24,2,0,2950000,0.0361963190184049
Radek Faksa,27,C,55,6,8,14,-15,30,0.0,4,1,1,0,7,1,0,94,6.4,959,1046,45,100,424,336,55.8,191,0,13,8.17,94,144,116,0.51,5.88,9.01,7.26,398.0,481.0,45.28,749.0,922.0,44.82,541.0,677.0,44.42,31.15,43.76,41.58,26,5,0,3250000,0.0398773006134969
Jesper Fast,29,RW,46,6,13,19,-4,14,1.3,5,1,0,1,10,3,0,38,15.8,704,918,23,78,13,25,34.2,185,1,157,6.35,38,69,54,0.54,3.24,5.88,4.59,318.0,316.0,50.16,597.0,561.0,51.55,446.0,435.0,50.62,34.02,29.46,53.59,28,3,1,2000000,0.0245398773006134
Justin Faulk,28,D,56,7,18,25,11,35,5.2,6,1,0,2,12,4,2,117,6.0,1359,1456,87,127,0,0,0.0,183,1,37,5.54,116,218,146,0.25,5.26,9.89,6.63,601.0,706.0,45.98,1048.0,1254.0,45.53,794.0,958.0,45.32,50.27,67.95,42.52,28,7,1,6500000,0.0797546012269938
Kevin Fiala,24,LW,50,20,20,40,-2,43,4.6,14,6,0,5,12,8,0,162,12.3,845,1014,13,27,5,10,33.3,178,0,11,16.59,161,286,223,1.2,11.64,20.69,16.13,484.0,371.0,56.61,896.0,680.0,56.85,677.0,520.0,56.56,47.69,30.78,60.77,22,2,0,3000000,0.0368098159509202
Christian Fischer,23,RW,52,3,8,11,-10,6,0.1,3,0,0,0,7,1,0,47,6.4,663,765,27,148,12,12,50.0,188,1,32,5.6,47,85,67,0.51,4.25,7.69,6.06,243.0,368.0,39.77,455.0,669.0,40.47,351.0,493.0,41.59,22.0,31.85,40.85,23,2,0,1000000,0.0122699386503067
Haydn Fleury,24,D,47,3,1,4,-12,8,0.6,3,0,0,0,1,0,0,62,4.8,724,924,55,63,0,0,0.0,191,0,7,2.14,62,126,86,0.18,5.14,10.45,7.13,317.0,355.0,47.17,626.0,641.0,49.41,464.0,494.0,48.43,26.0,33.27,43.87,23,2,0,1300000,0.0159509202453987
Warren Foegele,24,LW,53,10,10,20,4,20,2.0,10,0,0,1,10,0,0,91,11.0,750,849,12,60,18,17,51.4,188,0,67,13.95,91,155,130,1.12,7.28,12.41,10.41,363.0,357.0,50.42,680.0,641.0,51.48,511.0,501.0,50.49,35.52,30.71,53.63,24,1,0,2150000,0.0263803680981595
Marcus Foligno,29,LW,39,11,15,26,19,49,3.5,10,0,1,2,15,0,0,40,27.5,584,898,17,109,2,9,18.2,191,0,104,4.62,38,58,52,0.5,4.13,6.31,5.66,227.0,267.0,45.95,377.0,514.0,42.31,297.0,386.0,43.48,21.16,20.7,50.55,25,4,0,2875000,0.0352760736196319
Nick Foligno,33,LW,49,7,13,20,2,32,1.5,6,1,0,0,9,1,3,81,8.6,871,1066,37,133,117,144,44.8,183,0,28,8.15,78,118,103,0.57,5.59,8.46,7.38,403.0,401.0,50.12,677.0,766.0,46.92,531.0,559.0,48.72,32.97,38.51,46.12,27,6,1,5500000,0.0674846625766871
Derek Forbort,28,D,56,2,10,12,1,35,2.6,2,0,0,0,10,0,0,67,3.0,1162,1245,115,80,0,0,0.0,193,0,15,1.68,64,167,96,0.09,3.43,8.94,5.15,459.0,580.0,44.18,835.0,1132.0,42.45,618.0,823.0,42.89,40.03,57.95,40.86,28,1,1,1000000,0.0122699386503067
Filip Forsberg,26,C,39,12,20,32,-9,16,3.2,9,3,0,3,10,10,0,129,9.3,713,1097,14,47,3,5,37.5,185,1,11,10.76,129,214,177,0.91,10.85,18.0,14.89,461.0,313.0,59.56,850.0,573.0,59.73,651.0,430.0,60.22,38.4,29.12,56.87,21,6,0,6000000,0.0736196319018405
Cam Fowler,29,D,56,5,18,23,-4,18,4.2,5,0,0,1,14,4,0,75,6.7,1219,1306,36,27,0,0,0.0,188,0,12,3.79,75,181,105,0.19,3.69,8.91,5.17,542.0,579.0,48.35,1094.0,1024.0,51.65,787.0,796.0,49.72,50.5,61.57,45.06,26,8,1,6500000,0.0797546012269938
Sam Gagner,31,C,42,7,8,15,-4,15,1.2,6,1,0,1,8,0,0,88,8.0,649,926,14,5,83,97,46.1,180,1,6,9.21,88,132,112,0.85,8.14,12.21,10.36,306.0,323.0,48.65,531.0,533.0,49.91,426.0,418.0,50.47,29.96,27.11,52.5,30,1,1,850000,0.0104294478527607
Alex Galchenyuk,26,C,34,5,8,13,-8,20,0.7,4,1,0,0,8,0,0,62,8.1,432,762,10,44,3,3,50.0,185,0,3,6.54,60,98,85,0.96,8.85,14.45,12.53,241.0,195.0,55.28,407.0,363.0,52.86,318.0,275.0,53.63,22.49,14.82,60.28,26,1,1,1050000,0.012883435582822
Brendan Gallagher,28,RW,35,14,9,23,10,16,3.4,11,3,0,2,9,0,0,106,13.2,525,901,12,46,23,19,54.8,175,1,147,12.25,106,177,143,1.4,12.11,20.22,16.32,349.0,193.0,64.39,648.0,372.0,63.53,488.0,274.0,64.04,30.9,18.09,63.07,23,6,0,3750000,0.0460122699386503
Dylan Gambrell,24,C,49,5,7,12,-18,13,-0.2,4,0,1,1,7,0,0,48,10.4,785,962,54,77,279,358,43.8,183,1,60,5.93,46,94,75,0.46,3.61,7.37,5.88,305.0,427.0,41.67,568.0,849.0,40.08,435.0,624.0,41.08,26.82,40.54,39.81,22,2,0,700000,0.0085889570552147
Jake Gardiner,30,D,26,0,8,8,-1,11,1.2,0,0,0,0,5,3,0,23,0.0,417,963,15,15,0,0,0.0,188,0,17,0.89,23,62,35,0.13,3.31,8.92,5.03,214.0,175.0,55.01,417.0,314.0,57.05,304.0,239.0,55.99,19.2,15.01,56.12,28,4,1,4050000,0.0496932515337423
Conor Garland,24,RW,49,12,27,39,-3,26,3.9,9,3,0,1,20,7,0,135,8.9,878,1075,19,26,7,14,33.3,178,1,123,12.11,135,241,185,0.83,9.22,16.47,12.64,506.0,370.0,57.76,928.0,660.0,58.44,703.0,522.0,57.39,48.61,39.43,55.21,23,2,0,775000,0.0095092024539877
Adam Gaudette,24,C,40,5,6,11,-15,12,0.4,5,0,0,0,3,3,0,66,7.6,445,667,22,16,53,71,42.7,185,1,149,7.6,66,109,91,1.03,8.9,14.7,12.27,235.0,244.0,49.06,428.0,444.0,49.08,315.0,328.0,48.99,18.07,23.43,43.56,23,1,0,950000,0.0116564417177914
Johnny Gaudreau,27,LW,56,19,30,49,2,6,5.4,12,7,0,5,18,12,0,112,17.0,1031,1105,9,8,0,1,0.0,175,0,104,11.84,102,180,141,0.74,6.41,11.31,8.86,575.0,404.0,58.73,1010.0,703.0,58.96,789.0,549.0,58.97,57.63,36.61,61.15,22,6,0,6750000,0.0828220858895705
Vladislav Gavrikov,25,D,55,2,10,12,-13,14,1.7,2,0,0,1,10,0,0,48,4.2,1067,1164,77,69,0,0,0.0,191,0,159,2.1,48,102,67,0.12,2.7,5.74,3.77,453.0,614.0,42.46,768.0,1102.0,41.07,607.0,819.0,42.57,36.13,47.35,43.28,24,3,0,2800000,0.0343558282208589
Ryan Getzlaf,35,C,48,5,12,17,-14,43,0.6,2,3,0,1,11,1,0,70,7.1,796,995,46,66,350,326,51.8,191,1,19,8.48,70,133,100,0.64,5.28,10.02,7.54,378.0,354.0,51.64,781.0,644.0,54.81,558.0,487.0,53.4,37.89,34.76,52.15,27,8,1,8250000,0.1012269938650306
Mark Giordano,37,D,56,9,17,26,5,14,5.4,5,4,0,2,13,4,0,142,6.3,1285,1377,110,51,0,0,0.0,185,0,300,4.99,126,279,192,0.25,6.38,14.14,9.73,567.0,572.0,49.78,1088.0,1052.0,50.84,820.0,764.0,51.77,55.47,59.73,48.15,32,6,1,6750000,0.0828220858895705
Samuel Girard,22,D,48,5,27,32,15,16,5.7,5,0,0,0,18,9,0,79,6.3,1115,1393,52,31,0,0,0.0,178,0,47,3.13,75,179,108,0.18,4.2,10.02,6.04,632.0,430.0,59.51,1164.0,782.0,59.82,844.0,586.0,59.02,55.38,34.09,61.9,22,7,0,5000000,0.0613496932515337
Claude Giroux,33,C,54,16,27,43,-4,12,4.1,15,1,0,2,17,10,0,120,13.3,978,1086,6,32,484,328,59.6,180,1,22,12.76,120,211,176,0.78,7.36,12.95,10.8,591.0,416.0,58.69,1082.0,730.0,59.71,821.0,560.0,59.45,56.04,37.47,59.92,26,8,0,8275000,0.1015337423312883
Luke Glendening,31,C,54,6,9,15,3,20,1.1,6,0,0,1,9,0,0,67,9.0,799,888,57,68,523,336,60.9,180,1,300,6.79,67,110,92,0.51,5.03,8.26,6.91,300.0,481.0,38.4,527.0,879.0,37.47,394.0,647.0,37.85,23.95,43.94,35.28,27,4,1,1800000,0.0220858895705521
Alex Goligoski,35,D,56,3,19,22,2,14,4.5,3,0,0,0,12,7,0,72,4.2,1288,1380,108,76,0,0,0.0,180,0,61,2.98,72,157,94,0.14,3.35,7.31,4.38,553.0,705.0,43.96,1056.0,1322.0,44.41,782.0,981.0,44.36,50.64,71.84,41.34,30,5,1,5475000,0.0671779141104294
