player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Chris Kreider,29,LW,50,20,10,30,-1,34,3.6,9,11,0,4,7,3,0,102,19.6,870,1044,35,115,30,45,40.0,191,0,19,17.42,102,177,145,1.2,7.04,12.21,10.0,511.0,351.0,59.28,953.0,645.0,59.64,720.0,474.0,60.3,57.81,29.1,66.52,29,7,1,6500000,0.0797546012269938
Torey Krug,29,D,51,2,30,32,11,25,5.2,1,1,0,0,18,12,0,111,1.8,1150,1353,57,51,0,0,0.0,175,0,300,5.3,105,200,143,0.28,5.68,10.82,7.73,637.0,499.0,56.07,1092.0,919.0,54.3,834.0,702.0,54.3,55.74,49.55,52.94,29,7,1,6500000,0.0797546012269938
Dean Kukan,27,D,35,1,4,5,-3,10,1.0,1,0,0,0,4,0,0,29,3.4,497,851,38,36,0,0,0.0,188,0,300,0.62,29,50,36,0.07,3.5,6.04,4.34,236.0,234.0,50.21,393.0,440.0,47.18,309.0,326.0,48.66,15.31,18.39,45.42,26,2,0,1650000,0.0202453987730061
Brett Kulak,27,D,46,2,6,8,3,20,1.9,2,0,0,0,6,0,0,57,3.5,741,966,54,28,0,0,0.0,188,0,105,1.8,56,111,70,0.15,4.68,9.27,5.85,370.0,279.0,57.01,702.0,547.0,56.2,504.0,388.0,56.5,26.63,23.74,52.87,25,3,0,1850000,0.0226993865030674
Dmitry Kulikov,30,D,48,0,4,4,-3,28,0.9,0,0,0,0,4,0,0,51,0.0,920,1150,49,93,0,0,0.0,185,0,14,1.75,51,109,71,0.12,3.46,7.39,4.8,413.0,472.0,46.67,747.0,800.0,48.29,571.0,636.0,47.31,35.36,40.29,46.75,29,1,1,1150000,0.0141104294478527
Luke Kunin,23,C,38,10,9,19,3,13,2.3,10,0,0,2,9,0,0,71,14.1,532,839,20,84,15,30,33.3,183,1,15,7.56,71,117,100,0.85,8.01,13.2,11.29,249.0,310.0,44.54,461.0,511.0,47.43,360.0,399.0,47.43,21.18,23.54,47.36,22,2,0,2300000,0.0282208588957055
Sean Kuraly,28,C,47,4,5,9,-10,20,-0.1,4,0,0,2,4,0,1,88,4.5,661,844,21,99,229,170,57.4,188,0,133,6.11,88,133,110,0.56,7.99,12.08,9.99,314.0,329.0,48.83,511.0,612.0,45.5,413.0,467.0,46.93,20.41,28.01,42.15,25,3,0,1275000,0.0156441717791411
Evgeny Kuznetsov,28,C,41,9,20,29,7,18,3.1,8,1,0,4,13,7,0,78,11.5,679,994,18,21,204,289,41.4,188,0,26,7.26,78,122,102,0.64,6.89,10.77,9.01,367.0,296.0,55.35,673.0,518.0,56.51,529.0,414.0,56.1,36.19,27.52,56.8,25,8,0,7800000,0.0957055214723926
Kevin Labanc,25,RW,55,12,16,28,-9,31,2.4,12,0,0,2,13,3,0,129,9.3,903,985,15,61,0,1,0.0,180,1,171,13.51,126,222,171,0.91,8.5,14.97,11.53,512.0,440.0,53.78,949.0,751.0,55.82,720.0,596.0,54.71,50.84,36.54,58.18,24,4,0,4725000,0.0579754601226993
Sam Lafferty,25,C,34,0,6,6,-6,25,-0.3,0,0,0,0,6,0,0,33,0.0,332,587,11,89,55,50,52.4,185,1,113,2.65,33,57,45,0.48,5.96,10.29,8.11,147.0,181.0,44.82,245.0,312.0,43.99,195.0,242.0,44.62,10.22,14.06,42.09,25,2,0,750000,0.00920245398773
Patrik Laine,22,RW,46,12,12,24,-28,25,1.4,8,4,0,1,9,3,0,82,14.6,803,1047,15,36,6,19,24.0,196,1,2,5.36,82,160,109,0.4,6.13,11.97,8.15,409.0,429.0,48.81,675.0,737.0,47.8,525.0,571.0,47.9,29.51,41.44,41.59,21,2,0,6750000,0.0828220858895705
Gabriel Landeskog,28,LW,54,20,32,52,14,34,5.9,11,9,0,8,26,6,0,155,12.9,1078,1197,28,81,288,221,56.6,185,0,2,20.47,148,261,210,1.18,8.5,14.99,12.06,742.0,353.0,67.76,1375.0,623.0,68.81,1018.0,481.0,67.91,80.52,30.9,72.27,20,7,0,5571429,0.0683610920245398
Dylan Larkin,24,C,44,9,14,23,-14,34,1.4,8,1,0,0,9,5,0,134,6.7,898,1224,17,38,361,369,49.5,185,0,15,13.18,134,223,176,0.88,8.96,14.9,11.76,484.0,429.0,53.01,862.0,745.0,53.64,643.0,595.0,51.94,45.68,38.67,54.16,21,5,0,6100000,0.0748466257668711
Adam Larsson,28,D,56,4,6,10,2,24,2.7,4,0,0,0,6,0,0,52,7.7,1100,1179,128,166,1,0,100.0,191,1,4,2.16,48,124,86,0.12,2.7,6.97,4.83,377.0,529.0,41.61,734.0,1068.0,40.72,552.0,731.0,43.02,37.63,47.33,44.29,22,6,0,4166666,0.051124736196319
Jacob Larsson,23,D,46,1,6,7,-9,14,1.2,1,0,0,0,5,0,1,42,2.4,800,1043,59,37,0,0,0.0,188,0,27,1.27,42,104,70,0.1,3.15,7.8,5.25,309.0,434.0,41.59,596.0,799.0,42.72,448.0,606.0,42.5,25.44,40.47,38.6,23,2,0,1200000,0.014723926380368
Johan Larsson,28,LW,52,8,6,14,-13,24,0.7,8,0,0,2,6,0,0,58,13.8,727,839,34,77,296,313,48.6,180,0,56,6.33,58,106,85,0.52,4.79,8.75,7.02,271.0,407.0,39.97,517.0,732.0,41.39,392.0,561.0,41.13,21.74,39.28,35.63,27,2,1,1400000,0.0171779141104294
Scott Laughton,26,C,53,9,11,20,13,39,2.0,8,0,1,1,11,0,0,89,10.1,817,925,34,141,211,220,49.0,185,0,20,7.24,89,133,104,0.53,6.53,9.76,7.64,366.0,414.0,46.92,664.0,760.0,46.63,502.0,571.0,46.78,29.86,37.29,44.47,25,2,0,2300000,0.0282208588957055
Curtis Lazar,25,C,50,7,6,13,-6,6,0.9,7,0,0,1,6,0,0,55,12.7,666,799,22,99,160,175,47.8,183,1,17,7.93,54,90,78,0.73,4.98,8.3,7.19,267.0,371.0,41.85,449.0,661.0,40.45,363.0,509.0,41.63,22.39,30.84,42.06,25,2,0,800000,0.0098159509202454
Nick Leddy,29,D,56,2,29,31,-3,8,4.9,1,1,0,1,19,10,0,79,2.5,1209,1295,54,58,0,0,0.0,183,0,16,3.9,79,146,106,0.19,3.92,7.25,5.26,599.0,529.0,53.1,1037.0,1018.0,50.46,805.0,764.0,51.31,58.23,44.67,56.59,23,7,0,5500000,0.0674846625766871
Anders Lee,30,LW,27,12,7,19,11,12,3.0,9,3,0,3,6,1,0,80,15.0,473,1052,13,39,63,65,49.2,191,0,152,9.59,80,117,99,1.22,10.14,14.84,12.55,298.0,194.0,60.57,520.0,359.0,59.16,401.0,269.0,59.85,32.15,17.85,64.31,28,7,1,7000000,0.0858895705521472
Artturi Lehkonen,25,LW,47,7,6,13,-2,6,1.0,5,0,2,0,5,0,1,78,9.0,631,805,23,85,5,8,38.5,183,0,55,6.58,76,125,98,0.64,7.41,12.19,9.56,262.0,321.0,44.94,490.0,587.0,45.5,358.0,437.0,45.03,19.92,27.97,41.6,23,2,0,2400000,0.0294478527607361
Josh Leivo,27,LW,38,6,3,9,-3,10,0.8,6,0,0,2,3,0,0,50,12.0,408,645,2,33,3,9,25.0,188,1,86,5.01,48,89,72,0.79,7.54,13.98,11.31,175.0,163.0,51.78,366.0,290.0,55.79,266.0,212.0,55.65,16.54,12.54,56.88,27,1,1,875000,0.0107361963190184
Brendan Lemieux,24,LW,49,4,7,11,-2,73,0.7,4,0,0,1,7,0,0,50,8.0,496,608,26,109,6,20,23.1,185,0,31,4.13,48,89,65,0.53,6.1,11.3,8.26,185.0,242.0,43.33,341.0,459.0,42.62,264.0,341.0,43.64,14.46,20.17,41.76,24,2,0,1550000,0.0190184049079754
Kris Letang,33,D,55,7,38,45,19,32,7.2,6,1,0,2,23,14,1,132,5.3,1356,1479,65,92,0,1,0.0,183,1,62,5.14,132,261,179,0.23,5.84,11.55,7.92,734.0,663.0,52.54,1265.0,1135.0,52.71,977.0,900.0,52.05,72.67,61.48,54.17,27,8,1,7250000,0.0889570552147239
Trevor Lewis,34,C,56,5,5,10,7,2,0.9,3,0,2,1,5,0,0,68,7.4,552,592,22,71,11,8,57.9,185,1,17,4.9,66,106,88,0.56,7.6,12.2,10.13,167.0,316.0,34.58,318.0,577.0,35.53,238.0,434.0,35.42,13.25,27.31,32.67,33,1,1,750000,0.00920245398773
Oskar Lindblom,24,LW,50,8,6,14,-9,9,0.7,8,0,0,1,6,0,0,58,13.8,659,791,24,43,3,2,60.0,185,0,138,6.66,58,102,85,0.61,5.28,9.28,7.74,275.0,349.0,44.07,517.0,612.0,45.79,384.0,464.0,45.28,23.66,28.82,45.08,23,3,0,3000000,0.0368098159509202
Esa Lindell,26,D,56,5,11,16,11,19,4.6,4,0,1,0,9,2,0,100,5.0,1298,1391,104,114,0,0,0.0,191,0,74,4.08,100,184,137,0.19,4.62,8.5,6.33,581.0,622.0,48.3,1074.0,1231.0,46.59,796.0,910.0,46.66,47.04,55.43,45.91,25,6,0,5800000,0.0711656441717791
Elias Lindholm,26,C,56,19,28,47,10,22,5.4,13,6,0,4,17,10,1,130,14.6,1114,1194,34,53,509,482,51.4,185,1,5,13.29,123,189,149,0.77,7.14,10.97,8.65,566.0,493.0,53.45,1004.0,890.0,53.01,775.0,679.0,53.3,54.61,46.05,54.25,23,6,0,4850000,0.0595092024539877
Hampus Lindholm,27,D,18,2,4,6,-1,16,1.3,2,0,0,0,3,1,0,29,6.9,397,1322,19,9,0,0,0.0,191,0,6,2.31,29,68,49,0.35,4.38,10.29,7.41,193.0,167.0,53.61,361.0,374.0,49.12,276.0,256.0,51.88,17.66,15.94,52.56,22,6,0,5205556,0.0638718527607362
Ryan Lomberg,26,LW,34,2,2,4,-2,67,-0.1,2,0,0,0,2,0,0,47,4.3,330,583,10,90,0,1,0.0,175,0,300,5.0,47,68,63,0.91,8.53,12.36,11.45,175.0,178.0,49.58,265.0,292.0,47.58,220.0,232.0,48.67,13.88,14.85,48.31,25,2,1,725000,0.0088957055214723
Adam Lowry,27,LW,52,10,14,24,6,13,2.4,9,0,1,3,12,2,0,80,12.5,807,932,30,161,361,354,50.5,196,0,67,9.11,78,134,106,0.71,6.03,10.37,8.19,327.0,426.0,43.43,619.0,795.0,43.78,467.0,597.0,43.89,28.49,40.4,41.35,25,3,0,2916667,0.0357873251533742
Milan Lucic,32,LW,56,10,13,23,-8,46,1.8,8,2,0,0,13,0,0,74,13.5,763,818,12,139,9,24,27.3,191,0,50,6.94,67,105,85,0.59,5.67,8.88,7.19,342.0,328.0,51.04,665.0,565.0,54.07,495.0,435.0,53.23,28.75,24.89,53.6,28,7,1,6000000,0.0736196319018405
Ilya Lyubushkin,26,D,42,1,1,2,-13,10,0.2,1,0,0,0,1,0,0,36,2.8,659,942,72,103,0,0,0.0,188,1,300,0.92,36,72,51,0.08,3.28,6.56,4.63,273.0,344.0,44.25,519.0,611.0,45.93,395.0,462.0,46.09,19.3,24.47,44.09,26,1,0,1000000,0.0122699386503067
Olli Määttä,26,D,41,0,4,4,-8,6,0.8,0,0,0,0,4,0,0,43,0.0,674,986,53,41,0,0,0.0,188,0,22,1.62,41,74,62,0.15,3.82,6.9,5.78,272.0,337.0,44.66,486.0,613.0,44.22,393.0,462.0,45.96,24.96,30.33,45.14,21,6,0,4083333,0.050102245398773
Kurtis MacDermid,26,D,28,2,2,4,-14,36,0.1,2,0,0,0,2,0,0,16,12.5,374,801,35,46,0,0,0.0,196,0,300,1.11,16,42,29,0.18,2.57,6.74,4.65,161.0,243.0,39.85,293.0,435.0,40.25,225.0,327.0,40.76,13.09,25.13,34.25,26,2,0,875000,0.0107361963190184
Mackenzie MacEachern,26,LW,21,1,1,2,3,8,0.1,0,0,1,0,1,0,0,25,4.0,204,582,2,35,1,1,50.0,188,0,67,1.85,25,28,26,0.57,7.89,8.84,8.21,91.0,75.0,54.82,148.0,155.0,48.84,114.0,119.0,48.93,6.1,7.57,44.62,26,2,0,900000,0.011042944785276
Zack MacEwen,24,C,34,1,1,2,-2,44,-0.2,1,0,0,0,1,0,0,31,3.2,294,518,9,65,4,4,50.0,191,1,300,1.97,29,49,38,0.47,6.94,11.73,9.1,104.0,114.0,47.71,211.0,232.0,47.63,151.0,178.0,45.9,8.71,10.11,46.26,23,2,0,825000,0.010122699386503
Nathan MacKinnon,25,C,48,20,45,65,22,37,7.7,12,8,0,2,28,17,0,206,9.7,977,1222,15,38,239,254,48.5,183,1,1,20.09,206,374,280,1.23,12.64,22.94,17.18,722.0,333.0,68.44,1329.0,591.0,69.22,992.0,451.0,68.75,78.95,30.26,72.29,20,7,0,6300000,0.0773006134969325
Evgeni Malkin,34,C,33,8,20,28,-4,24,2.4,4,4,0,0,15,5,0,72,11.1,585,1064,12,18,152,206,42.5,191,0,2,6.06,72,126,92,0.62,7.38,12.91,9.43,343.0,266.0,56.32,616.0,443.0,58.17,464.0,335.0,58.07,35.97,28.59,55.72,27,8,1,9500000,0.1165644171779141
Andrew Mangiapane,24,LW,56,18,14,32,1,24,3.7,15,2,1,4,11,3,0,91,19.8,933,1000,33,51,2,15,11.8,178,0,166,11.44,82,152,116,0.79,5.68,10.52,8.02,468.0,382.0,55.06,865.0,735.0,54.06,656.0,563.0,53.81,42.64,37.27,53.36,24,2,0,2425000,0.0297546012269938
Josh Manson,29,D,23,1,6,7,-3,30,1.1,1,0,0,1,6,0,0,19,5.3,414,1079,31,61,0,0,0.0,191,1,160,0.64,19,48,26,0.09,2.76,6.96,3.77,158.0,290.0,35.27,265.0,462.0,36.45,197.0,369.0,34.81,12.8,25.32,33.58,26,4,0,4100000,0.0503067484662576
Anthony Mantha,26,RW,56,15,14,29,-14,25,2.4,12,3,0,0,13,1,0,138,10.9,1015,1087,27,49,18,23,43.9,196,0,20,11.42,134,232,182,0.69,8.07,13.98,10.97,545.0,437.0,55.5,970.0,763.0,55.97,749.0,608.0,55.2,49.43,42.47,53.79,25,4,0,5700000,0.0699386503067484
Brad Marchand,32,LW,53,29,40,69,26,46,9.6,21,4,4,5,23,14,3,143,20.3,1002,1135,11,66,11,24,31.4,175,0,71,18.09,143,228,182,1.08,8.56,13.65,10.9,680.0,373.0,64.58,1168.0,685.0,63.03,921.0,529.0,63.52,62.13,35.26,63.8,29,8,1,6125000,0.0751533742331288
Jonathan Marchessault,30,C,55,18,26,44,19,39,5.4,15,3,0,4,23,3,0,176,10.2,958,1045,14,44,41,47,46.6,175,1,300,16.54,174,326,239,1.06,11.1,20.8,15.25,590.0,371.0,61.39,1172.0,722.0,61.88,836.0,529.0,61.25,61.88,36.64,62.81,27,6,1,5000000,0.0613496932515337
Matt Martin,31,LW,54,6,5,11,-2,36,0.8,5,1,0,0,4,1,0,68,8.8,598,664,23,181,3,9,25.0,191,0,148,6.08,68,93,82,0.61,6.83,9.34,8.23,251.0,263.0,48.83,441.0,514.0,46.18,335.0,376.0,47.12,22.57,18.41,55.08,31,4,1,1500000,0.0184049079754601
Alec Martinez,33,D,53,9,23,32,26,12,7.2,6,3,0,2,17,6,0,85,10.6,1196,1354,168,44,0,0,0.0,185,0,95,6.78,85,183,122,0.34,4.26,9.18,6.12,620.0,602.0,50.74,1157.0,1186.0,49.38,850.0,826.0,50.72,63.83,58.11,52.35,27,6,1,4000000,0.0490797546012269
Jordan Martinook,28,LW,44,4,9,13,-3,25,0.7,4,0,0,1,8,0,1,62,6.5,561,765,20,90,78,88,47.0,183,0,58,6.83,62,97,83,0.73,6.63,10.37,8.86,240.0,266.0,47.43,452.0,483.0,48.34,352.0,368.0,48.89,21.57,23.98,47.35,26,2,0,2000000,0.0245398773006134
Auston Matthews,23,C,52,41,25,66,21,10,9.5,31,10,0,12,22,3,0,222,18.5,1121,1293,47,57,450,417,51.9,191,0,1,26.46,214,356,306,1.47,11.86,19.73,16.96,644.0,427.0,60.13,1182.0,821.0,59.01,905.0,611.0,59.7,77.02,40.53,65.52,21,5,0,11640250,0.1428251533742331
Scott Mayfield,28,D,56,2,13,15,2,38,3.4,2,0,0,0,13,0,0,79,2.5,1091,1169,108,76,0,0,0.0,196,1,34,2.61,79,166,105,0.14,4.34,9.14,5.78,467.0,539.0,46.42,793.0,1083.0,42.27,615.0,785.0,43.93,42.38,49.04,46.36,25,5,0,1450000,0.0177914110429447
Charlie McAvoy,23,D,51,5,25,30,22,38,6.8,4,1,0,0,17,7,1,92,5.4,1224,1440,80,65,0,0,0.0,183,1,14,4.73,92,189,136,0.23,4.51,9.27,6.67,727.0,490.0,59.74,1235.0,930.0,57.04,980.0,712.0,57.92,58.96,44.79,56.83,21,3,0,4900000,0.060122699386503
Jared McCann,24,C,43,14,18,32,17,8,4.2,7,7,0,3,15,3,0,93,15.1,607,847,17,40,56,73,43.4,185,0,24,10.76,94,157,125,1.06,9.28,15.52,12.36,347.0,262.0,56.98,599.0,421.0,58.73,464.0,336.0,58.0,32.58,21.43,60.32,24,2,0,2940000,0.0360736196319018
Connor McDavid,24,C,56,33,72,105,21,20,13.0,24,9,0,11,44,28,0,200,16.5,1241,1329,24,61,316,322,49.5,185,0,1,24.25,195,307,251,1.2,9.68,15.23,12.45,854.0,524.0,61.97,1508.0,912.0,62.31,1141.0,709.0,61.68,97.47,43.47,69.16,21,8,0,12500000,0.1533742331288343
Ryan McDonagh,31,D,50,4,8,12,13,14,3.7,4,0,0,0,8,0,0,85,4.7,1095,1314,96,69,0,0,0.0,185,0,12,4.53,85,160,114,0.25,4.66,8.77,6.25,508.0,536.0,48.66,883.0,985.0,47.27,683.0,727.0,48.44,48.62,48.65,49.98,30,7,1,6750000,0.0828220858895705
Brock McGinn,26,LW,37,8,5,13,0,6,1.3,7,0,1,1,5,0,0,58,13.8,554,899,12,44,3,11,21.4,183,0,47,5.74,58,102,81,0.62,6.28,11.04,8.77,265.0,283.0,48.36,487.0,514.0,48.65,370.0,391.0,48.62,23.21,25.2,47.94,25,2,0,2100000,0.0257668711656441
Brayden McNabb,30,D,41,2,6,8,10,16,2.4,2,0,0,0,6,0,0,39,5.1,791,1158,76,98,0,0,0.0,193,0,66,1.92,38,106,62,0.15,2.96,8.24,4.82,312.0,362.0,46.29,634.0,736.0,46.28,463.0,517.0,47.24,31.58,36.53,46.37,27,4,1,2500000,0.0306748466257668
Timo Meier,24,RW,54,12,19,31,-7,22,2.9,10,2,0,0,11,8,0,155,7.7,867,964,24,75,8,20,28.6,183,0,9,14.06,154,296,217,0.99,10.81,20.78,15.24,470.0,386.0,54.91,874.0,726.0,54.62,649.0,543.0,54.45,45.53,34.19,57.11,22,4,0,6000000,0.0736196319018405
Victor Mete,22,D,28,1,4,5,8,8,1.6,1,0,0,0,4,0,0,20,5.0,442,948,35,19,0,0,0.0,175,0,100,0.94,20,40,27,0.14,2.88,5.75,3.88,180.0,192.0,48.39,357.0,352.0,50.35,248.0,257.0,49.11,16.14,12.79,55.79,22,1,0,735000,0.0090184049079754
Marc Michaelis,25,F,15,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,3,0.0,136,545,10,12,3,2,60.0,180,0,300,0.65,3,10,7,0.43,1.99,6.62,4.63,35.0,69.0,33.65,60.0,123.0,32.79,48.0,89.0,35.04,3.45,5.51,38.5,24,1,1,700000,0.0085889570552147
Ilya Mikheyev,26,F,54,7,10,17,5,6,1.2,7,0,0,2,9,0,1,107,6.5,767,853,28,49,2,0,100.0,191,0,300,10.6,103,167,138,0.86,8.36,13.56,11.21,345.0,376.0,47.85,588.0,683.0,46.26,463.0,522.0,47.01,32.49,31.34,50.9,25,2,0,1645000,0.0201840490797546
Niko Mikkola,24,D,30,1,2,3,-11,11,-0.1,1,0,0,0,2,0,0,22,4.5,436,871,36,49,0,0,0.0,193,0,127,0.96,22,46,34,0.14,3.32,6.95,5.13,133.0,187.0,41.56,257.0,393.0,39.54,192.0,279.0,40.76,10.29,17.48,37.04,24,2,0,787500,0.0096625766871165
Colin Miller,28,D,48,4,8,12,-20,27,1.4,3,1,0,0,5,3,0,64,6.3,864,1080,51,91,0,0,0.0,185,1,151,2.15,64,139,96,0.15,4.44,9.65,6.67,387.0,439.0,46.85,698.0,768.0,47.61,542.0,597.0,47.59,28.74,37.84,43.17,25,4,0,3875000,0.0475460122699386
J.T. Miller,27,C,53,15,31,46,-7,43,4.5,11,3,1,4,16,15,0,106,14.2,1111,1258,24,90,279,247,53.0,185,0,15,11.7,95,180,145,0.71,5.74,10.88,8.76,496.0,505.0,49.55,973.0,880.0,52.51,728.0,674.0,51.93,55.43,55.82,49.82,25,5,0,5250000,0.0644171779141104
Kevan Miller,33,D,28,1,3,4,-1,20,1.1,1,0,0,0,3,0,0,27,3.7,534,1144,37,64,0,0,0.0,188,1,300,0.98,27,66,46,0.11,3.03,7.42,5.17,255.0,263.0,49.23,449.0,470.0,48.86,349.0,357.0,49.43,18.66,19.96,48.32,32,1,1,1250000,0.0153374233128834
Sean Monahan,26,C,50,10,18,28,-6,10,2.2,6,4,0,5,13,5,0,98,10.2,885,1061,18,49,340,354,49.0,188,0,6,13.3,98,154,133,0.9,6.66,10.46,9.03,495.0,406.0,54.94,884.0,697.0,55.91,692.0,543.0,56.03,51.58,35.61,59.15,21,7,0,6375000,0.0782208588957055
Brandon Montour,26,D,50,7,11,18,-5,40,3.6,5,0,2,0,10,1,0,94,7.4,1024,1229,62,54,0,0,0.0,183,1,55,4.82,94,173,133,0.28,5.51,10.13,7.79,519.0,575.0,47.44,884.0,986.0,47.27,703.0,776.0,47.53,42.01,51.49,44.93,26,1,0,3850000,0.0472392638036809
Trevor Moore,25,LW,56,10,13,23,-5,18,2.1,7,1,2,0,12,1,0,88,11.4,814,872,10,38,3,6,33.3,178,0,300,10.82,86,158,133,0.83,6.6,12.12,10.19,344.0,415.0,45.32,638.0,777.0,45.09,495.0,590.0,45.62,30.35,40.4,42.9,24,2,0,775000,0.0095092024539877
Samuel Morin,25,D,20,1,0,1,-7,37,-0.2,1,0,0,1,0,0,0,14,7.1,204,612,13,38,0,0,0.0,198,0,11,0.35,14,27,20,0.1,4.12,7.95,5.89,89.0,87.0,50.57,158.0,170.0,48.17,121.0,131.0,48.02,4.96,6.83,42.07,22,3,0,700000,0.0085889570552147
Tyler Motte,25,C,24,6,3,9,0,14,1.0,6,0,0,1,3,0,0,40,15.0,384,961,28,100,12,21,36.4,178,0,121,4.42,40,73,55,0.69,6.25,11.41,8.59,172.0,218.0,44.1,289.0,425.0,40.47,218.0,307.0,41.52,12.73,22.56,36.07,25,2,0,1225000,0.0150306748466257
Connor Murphy,27,D,50,3,12,15,1,35,3.0,2,1,0,1,11,0,1,78,3.8,1107,1329,123,102,0,0,0.0,193,1,20,2.31,78,159,99,0.13,4.23,8.61,5.36,470.0,631.0,42.69,842.0,1140.0,42.48,608.0,834.0,42.16,41.51,56.62,42.3,23,6,0,3850000,0.0472392638036809
Ryan Murray,27,D,48,0,14,14,3,8,2.4,0,0,0,0,14,0,0,29,0.0,893,1117,73,38,0,0,0.0,185,0,2,1.25,29,67,45,0.08,1.95,4.5,3.02,386.0,501.0,43.52,694.0,892.0,43.76,531.0,691.0,43.45,29.55,44.67,39.81,25,2,0,4600000,0.056441717791411
Jake Muzzin,31,D,53,4,23,27,21,29,5.2,2,1,1,0,22,1,0,103,3.9,1144,1295,94,101,0,0,0.0,191,0,141,3.61,97,184,127,0.2,5.27,9.99,6.9,527.0,540.0,49.39,944.0,1032.0,47.77,710.0,749.0,48.66,50.53,48.37,51.09,31,4,1,5625000,0.0690184049079754
Philippe Myers,24,D,44,1,10,11,-10,22,1.0,1,0,0,0,10,0,0,77,1.3,830,1132,40,69,0,0,0.0,196,1,300,2.82,77,168,109,0.2,5.56,12.14,7.88,421.0,400.0,51.28,768.0,700.0,52.32,573.0,551.0,50.98,32.71,33.68,49.27,23,3,0,2550000,0.0312883435582822
Tyler Myers,30,D,55,6,15,21,-8,51,3.6,5,0,1,3,11,3,1,109,5.5,1214,1325,74,61,0,0,0.0,203,1,12,3.33,97,172,115,0.18,5.27,9.34,6.24,492.0,675.0,42.16,886.0,1201.0,42.45,666.0,936.0,41.57,44.27,70.52,38.57,29,5,1,6000000,0.0736196319018405
Vladislav Namestnikov,28,C,53,8,9,17,-5,24,1.1,8,0,0,0,9,0,0,87,9.2,858,971,35,71,135,210,39.1,183,0,27,12.6,87,125,110,0.88,6.1,8.76,7.71,334.0,454.0,42.39,604.0,800.0,43.02,453.0,622.0,42.14,34.39,38.29,47.32,27,2,1,2000000,0.0245398773006134
Riley Nash,31,C,37,2,5,7,-1,4,0.2,2,0,0,1,5,0,0,40,5.0,466,756,21,33,162,164,49.7,188,1,21,2.6,40,58,51,0.33,5.15,7.47,6.57,203.0,219.0,48.1,328.0,418.0,43.97,255.0,309.0,45.21,13.27,16.64,44.35,29,3,1,2750000,0.0337423312883435
James Neal,33,LW,29,5,5,10,-2,11,0.9,4,1,0,0,3,2,0,51,9.8,351,726,6,26,2,5,28.6,191,0,33,4.15,48,84,63,0.77,8.93,15.63,11.72,181.0,143.0,55.86,331.0,254.0,56.58,243.0,193.0,55.73,16.07,10.19,61.19,30,5,1,5750000,0.0705521472392638
Brock Nelson,29,C,56,18,15,33,-5,14,3.7,11,7,0,4,13,2,0,121,14.9,999,1070,26,36,349,358,49.4,191,0,30,19.86,121,206,171,1.19,7.27,12.37,10.27,508.0,480.0,51.42,899.0,872.0,50.76,692.0,659.0,51.22,52.07,43.3,54.6,27,6,1,6000000,0.0736196319018405
Patrik Nemeth,28,D,52,3,7,10,5,20,2.8,3,0,0,0,7,0,0,53,5.7,937,1081,67,87,0,0,0.0,191,0,41,1.25,52,100,69,0.08,3.47,6.67,4.59,366.0,514.0,41.59,649.0,892.0,42.12,490.0,681.0,41.84,31.64,44.56,41.52,27,2,1,3000000,0.0368098159509202
Nikita Nesterov,27,D,38,0,4,4,-10,20,0.3,0,0,0,0,4,0,0,33,0.0,603,952,29,41,0,0,0.0,180,0,148,1.13,31,86,59,0.12,3.27,9.08,6.23,260.0,313.0,45.38,492.0,526.0,48.33,370.0,411.0,47.38,20.88,24.09,46.43,27,1,1,700000,0.0085889570552147
Valeri Nichushkin,25,RW,55,10,11,21,9,4,2.1,9,0,1,4,10,1,0,98,10.2,774,845,28,65,1,2,33.3,193,0,10,9.4,97,169,130,0.76,7.82,13.62,10.48,425.0,326.0,56.59,787.0,600.0,56.74,582.0,447.0,56.56,36.39,28.91,55.73,25,2,0,2500000,0.0306748466257668
Nino Niederreiter,28,RW,56,20,14,34,20,29,4.9,16,4,0,4,13,1,0,126,15.9,880,943,17,68,1,6,14.3,188,0,5,18.61,126,205,167,1.27,8.59,13.97,11.38,507.0,355.0,58.82,930.0,653.0,58.75,707.0,500.0,58.57,51.3,32.21,61.43,24,5,0,5250000,0.0644171779141104
Frans Nielsen,36,C,29,1,5,6,-3,0,0.1,1,0,0,0,5,0,0,24,4.2,352,728,12,23,21,19,52.5,185,0,87,2.77,24,37,34,0.47,4.09,6.31,5.8,142.0,191.0,42.64,219.0,341.0,39.11,176.0,257.0,40.65,10.49,16.82,38.4,32,6,1,5250000,0.0644171779141104
Joakim Nordström,28,C,44,1,6,7,1,6,0.0,1,0,0,0,6,0,0,46,2.2,508,693,30,92,5,10,33.3,185,0,90,4.12,43,77,64,0.53,5.57,9.98,8.28,177.0,235.0,42.96,355.0,456.0,43.77,259.0,326.0,44.27,13.43,23.17,36.69,28,1,1,700000,0.0085889570552147
