player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Andrew Cogliano,34,LW,74,4,12,16,-18,20,0.0,3,0,1,0,11,0,1,75,5.3,938,760,31,104,8,13,38.1,178,0,25,7.23,75,128,104,0.46,4.8,8.19,6.66,362.0,514.0,41.32,651.0,987.0,39.74,515.0,728.0,41.43,29.08,48.82,37.33,34,1,1,1000000,0.0122699386503067
Ian Cole,32,D,75,2,17,19,15,83,4.4,2,0,0,1,16,0,1,77,2.6,1286,1029,104,110,0,0,0.0,185,0,18,2.68,77,180,121,0.12,3.59,8.4,5.64,636.0,564.0,53.0,1179.0,1056.0,52.75,910.0,797.0,53.31,60.82,59.13,50.7,32,1,1,2900000,0.0355828220858895
Blake Coleman,30,C,81,16,17,33,16,60,3.2,15,0,1,2,16,0,1,212,7.5,1200,889,44,163,2,17,10.5,180,0,75,21.3,212,329,268,1.06,10.6,16.44,13.39,668.0,541.0,55.25,1194.0,989.0,54.7,922.0,745.0,55.31,61.85,50.02,55.29,29,6,1,4900000,0.060122699386503
Ross Colton,25,C,79,22,17,39,4,24,4.2,21,1,0,4,13,4,0,159,13.8,1011,768,36,153,303,278,52.2,183,0,118,19.0,159,259,215,1.12,9.44,15.38,12.76,561.0,447.0,55.65,1006.0,817.0,55.18,783.0,624.0,55.65,54.44,39.11,58.19,24,2,0,1125000,0.013803680981595
J.T. Compher,26,LW,70,18,15,33,6,25,2.9,13,4,1,0,13,2,0,102,17.6,1143,979,55,31,338,319,51.4,183,1,35,16.03,102,199,146,0.84,5.36,10.45,7.67,587.0,647.0,47.57,1084.0,1130.0,48.96,797.0,852.0,48.33,62.61,63.07,49.82,24,4,0,3500000,0.0429447852760736
Kyle Connor,25,LW,79,47,46,93,-3,4,10.6,36,8,3,9,26,20,0,317,14.8,1720,1307,23,32,1,6,14.3,185,0,17,35.76,317,499,395,1.25,11.06,17.39,13.78,1068.0,938.0,53.24,1878.0,1590.0,54.15,1457.0,1265.0,53.53,118.58,100.78,54.06,22,7,0,7142857,0.0876424171779141
Andrew Copp,27,C,72,21,32,53,15,16,5.4,16,3,2,5,24,7,1,183,11.5,1381,1151,41,45,377,332,53.2,185,0,104,23.9,183,283,242,1.04,7.95,12.3,10.52,813.0,713.0,53.28,1445.0,1238.0,53.86,1128.0,972.0,53.71,86.01,75.06,53.4,26,1,0,3640000,0.0446625766871165
Nick Cousins,28,C,68,9,13,22,-8,31,1.2,6,3,0,1,12,1,0,103,8.7,848,748,28,66,23,26,46.9,180,0,68,10.61,103,171,143,0.75,7.29,12.1,10.11,463.0,402.0,53.53,840.0,699.0,54.58,639.0,546.0,53.92,40.14,32.51,55.25,26,2,1,1500000,0.0184049079754601
Logan Couture,32,C,77,23,33,56,-11,18,5.4,16,5,2,3,20,12,1,199,11.6,1458,1136,58,92,621,654,48.7,185,0,9,23.54,199,314,260,0.97,8.19,12.92,10.7,833.0,789.0,51.36,1491.0,1491.0,50.0,1147.0,1092.0,51.23,87.59,92.32,48.69,30,8,1,8000000,0.0981595092024539
Sean Couturier,29,C,29,6,11,17,-6,14,1.2,4,2,0,2,7,3,1,79,7.6,591,1224,18,22,238,190,55.6,191,0,8,9.67,79,136,108,0.98,8.01,13.8,10.96,355.0,305.0,53.79,663.0,522.0,55.95,494.0,397.0,55.44,33.97,32.54,51.08,23,6,0,4333333,0.0531697300613496
Charlie Coyle,29,C,82,16,28,44,-6,32,3.4,13,3,0,5,21,6,1,131,12.2,1427,1044,39,84,540,560,49.1,191,1,28,17.07,131,214,185,0.72,5.51,9.0,7.78,841.0,729.0,53.57,1385.0,1303.0,51.53,1110.0,992.0,52.81,75.34,70.18,51.78,28,6,1,5250000,0.0644171779141104
Sidney Crosby,34,C,69,31,53,84,19,32,9.4,23,8,0,9,31,22,0,208,14.9,1378,1198,37,50,760,690,52.4,180,0,1,27.14,208,334,272,1.18,9.06,14.54,11.84,982.0,699.0,58.42,1712.0,1162.0,59.57,1315.0,912.0,59.05,113.16,68.7,62.22,25,12,1,8700000,0.1067484662576687
Lawson Crouse,24,LW,65,20,14,34,-9,52,3.0,16,3,1,4,10,4,0,131,15.3,1133,1046,36,181,16,32,33.3,193,0,11,15.59,131,224,183,0.83,6.94,11.86,9.69,512.0,671.0,43.28,940.0,1172.0,44.51,709.0,894.0,44.23,50.77,65.47,43.68,22,3,0,1533333,0.0188139018404907
Austin Czarnik,29,C,17,2,5,7,5,0,0.8,2,0,0,0,5,0,0,14,14.3,185,654,7,3,23,36,39.0,175,1,300,1.53,14,29,22,0.5,4.53,9.39,7.12,85.0,74.0,53.46,156.0,132.0,54.17,111.0,96.0,53.62,6.38,6.2,50.72,27,2,1,725000,0.0088957055214723
Jonathan Dahlén,24,C,61,12,10,22,-25,12,1.3,9,3,0,2,6,4,0,105,11.4,841,828,34,16,0,1,0.0,180,0,42,13.3,105,178,137,0.95,7.49,12.69,9.77,492.0,427.0,53.54,902.0,817.0,52.47,671.0,579.0,53.68,47.78,42.3,53.04,23,1,0,750000,0.00920245398773
Rasmus Dahlin,21,D,80,13,40,53,-22,68,7.1,10,3,0,3,21,18,1,170,7.6,1921,1441,91,121,0,0,0.0,191,0,1,8.66,171,322,224,0.27,5.34,10.05,6.99,1053.0,968.0,52.1,1829.0,1581.0,53.64,1406.0,1310.0,51.77,91.42,94.07,49.29,21,3,0,6000000,0.0736196319018405
Phillip Danault,28,C,79,27,24,51,14,38,6.1,25,2,0,5,19,2,3,194,13.9,1432,1088,49,74,676,586,53.6,185,0,26,26.03,194,299,260,1.09,8.13,12.53,10.89,967.0,701.0,57.97,1665.0,1282.0,56.5,1316.0,962.0,57.77,97.06,79.41,55.0,28,6,1,5500000,0.0674846625766871
Justin Danforth,28,RW,45,10,4,14,-5,10,1.1,10,0,0,1,3,1,0,72,13.9,566,754,22,85,107,92,53.8,175,1,300,8.21,72,131,106,0.87,7.64,13.89,11.24,271.0,300.0,47.46,534.0,516.0,50.86,391.0,395.0,49.75,23.59,24.01,49.56,28,1,1,750000,0.00920245398773
Alex DeBrincat,24,RW,82,41,37,78,-13,19,8.4,27,14,0,6,23,14,0,270,15.2,1710,1251,35,101,24,40,37.5,170,1,39,32.31,270,470,354,1.12,9.47,16.48,12.42,1024.0,781.0,56.73,1772.0,1414.0,55.62,1320.0,1053.0,55.63,99.31,75.7,56.75,22,3,0,6400000,0.0785276073619632
Jake DeBrusk,25,LW,77,25,17,42,6,10,4.9,22,3,0,8,16,1,0,184,13.6,1158,902,25,62,10,12,45.5,183,0,14,19.87,185,278,225,1.03,9.59,14.41,11.66,757.0,535.0,58.59,1237.0,929.0,57.11,994.0,741.0,57.29,62.39,46.59,57.25,23,2,0,3675000,0.0450920245398773
Danny DeKeyser,31,D,59,0,11,11,-8,26,1.5,0,0,0,0,11,0,0,57,0.0,1092,1110,102,49,0,0,0.0,191,0,300,2.39,57,119,73,0.13,3.13,6.54,4.01,482.0,669.0,41.88,808.0,1202.0,40.2,615.0,913.0,40.25,46.11,64.26,41.78,26,6,0,5000000,0.0613496932515337
Michael Del Zotto,31,D,26,3,10,13,-4,4,1.9,2,1,0,0,9,1,0,35,8.6,475,1095,34,42,0,0,0.0,183,0,20,1.01,35,81,51,0.13,4.42,10.24,6.45,224.0,249.0,47.36,429.0,459.0,48.31,307.0,340.0,47.45,19.82,22.15,47.22,31,2,1,2000000,0.0245398773006134
Dylan DeMelo,28,D,76,1,12,13,10,28,3.1,0,0,1,0,11,0,1,78,1.3,1406,1110,108,113,0,0,0.0,183,1,179,3.21,78,141,98,0.14,3.33,6.02,4.18,654.0,809.0,44.7,1151.0,1461.0,44.07,892.0,1111.0,44.53,61.4,80.26,43.34,27,4,1,3000000,0.0368098159509202
Travis Dermott,25,D,60,2,5,7,9,14,2.1,2,0,0,1,5,0,0,46,4.3,920,920,46,55,0,0,0.0,183,0,34,2.48,46,100,68,0.16,3.0,6.52,4.43,465.0,452.0,50.71,866.0,791.0,52.26,658.0,616.0,51.65,42.81,35.9,54.38,24,2,0,1500000,0.0184049079754601
Nicolas Deslauriers,30,LW,81,8,5,13,-11,113,0.2,7,0,1,1,5,0,0,90,8.9,921,682,49,263,1,3,25.0,191,0,84,9.68,90,158,123,0.63,5.87,10.3,8.02,352.0,528.0,40.0,656.0,985.0,39.97,490.0,731.0,40.13,29.83,45.79,39.45,29,2,1,1000000,0.0122699386503067
Jason Dickinson,26,C,62,5,6,11,-1,19,0.2,5,0,0,0,6,0,0,66,7.6,809,783,43,101,123,166,42.6,188,0,29,7.54,66,125,98,0.56,4.9,9.27,7.27,327.0,461.0,41.5,639.0,853.0,42.83,465.0,624.0,42.7,29.14,45.51,39.04,25,3,0,2650000,0.0325153374233128
Brenden Dillon,31,D,79,3,17,20,16,67,4.5,3,0,0,0,17,0,0,85,3.5,1488,1130,108,212,0,0,0.0,193,0,300,4.23,85,203,130,0.17,3.43,8.19,5.24,720.0,862.0,45.51,1287.0,1593.0,44.69,991.0,1222.0,44.78,73.77,88.55,45.45,29,4,1,3900000,0.0478527607361963
Max Domi,26,LW,72,11,28,39,10,55,3.6,11,0,0,1,24,4,0,104,10.6,939,782,9,24,39,47,45.3,178,0,12,11.17,104,206,145,0.71,6.65,13.17,9.27,519.0,518.0,50.05,968.0,851.0,53.22,744.0,662.0,52.92,48.33,45.21,51.67,25,2,0,5300000,0.0650306748466257
Ryan Donato,25,C,74,16,15,31,-13,40,2.6,15,1,0,2,15,0,0,159,10.1,1021,828,17,70,15,23,39.5,183,0,56,18.27,159,268,222,1.07,9.35,15.75,13.05,502.0,426.0,54.09,953.0,803.0,54.27,695.0,609.0,53.3,44.13,45.23,49.38,25,1,1,750000,0.00920245398773
Joonas Donskoi,29,RW,75,2,20,22,-10,14,0.4,2,0,0,0,16,3,1,89,2.2,1113,890,31,36,5,9,35.7,183,1,99,10.43,89,155,124,0.56,4.8,8.36,6.69,495.0,576.0,46.22,893.0,1020.0,46.68,661.0,796.0,45.37,40.67,60.87,40.04,27,4,1,3900000,0.0478527607361963
Drew Doughty,32,D,39,7,24,31,4,30,5.1,3,4,0,1,15,9,0,99,7.1,1004,1544,53,60,0,0,0.0,185,1,2,5.45,99,183,127,0.33,5.92,10.94,7.59,615.0,434.0,58.63,1092.0,769.0,58.68,831.0,592.0,58.4,59.52,48.65,55.02,29,8,1,11000000,0.1349693251533742
Nic Dowd,31,C,64,10,14,24,10,44,2.2,9,0,1,0,13,1,0,90,11.1,913,856,53,139,506,437,53.7,185,1,198,8.94,90,135,113,0.59,5.92,8.86,7.43,425.0,455.0,48.3,728.0,920.0,44.17,562.0,658.0,46.07,36.33,44.78,44.79,29,3,1,750000,0.00920245398773
Justin Dowling,31,C,22,2,2,4,-3,2,0.1,2,0,0,0,2,0,0,17,11.8,211,575,9,10,21,19,52.5,178,0,300,2.17,17,28,22,0.62,4.84,7.97,6.26,95.0,92.0,50.8,173.0,184.0,48.46,124.0,126.0,49.6,7.33,7.05,50.97,30,2,1,750000,0.00920245398773
Leon Draisaitl,26,C,80,55,55,110,17,40,13.3,30,24,1,11,38,17,0,278,19.8,1788,1341,25,53,887,774,53.4,188,0,3,38.79,278,482,387,1.3,9.33,16.18,12.99,1165.0,921.0,55.85,2020.0,1545.0,56.66,1559.0,1231.0,55.88,140.82,91.87,60.52,21,8,0,8500000,0.1042944785276073
Jonathan Drouin,26,LW,34,6,14,20,-9,23,1.3,6,0,0,0,10,4,0,62,9.7,581,1026,11,27,31,35,47.0,183,0,3,5.95,62,104,87,0.61,6.4,10.74,8.98,276.0,329.0,45.62,527.0,550.0,48.93,384.0,444.0,46.38,26.47,34.11,43.69,22,6,0,5500000,0.0674846625766871
Dillon Dubé,23,C,79,18,14,32,1,20,3.1,15,2,1,1,11,1,2,143,12.6,1014,770,15,87,92,102,47.4,180,0,56,15.0,143,228,188,0.89,8.46,13.49,11.12,577.0,498.0,53.67,1040.0,866.0,54.56,815.0,688.0,54.22,51.15,45.46,52.94,22,3,0,2300000,0.0282208588957055
Pierre-Luc Dubois,23,LW,81,28,32,60,-6,106,5.8,13,15,0,6,28,4,0,233,12.0,1533,1135,43,112,532,603,46.9,191,0,3,35.77,233,393,329,1.4,9.11,15.39,12.88,991.0,764.0,56.47,1784.0,1328.0,57.33,1372.0,1028.0,57.17,109.78,78.55,58.29,22,2,0,5000000,0.0613496932515337
Matt Duchene,31,C,78,43,43,86,6,38,10.0,27,16,0,6,30,13,0,228,18.9,1483,1141,28,31,119,101,54.1,180,0,3,31.88,229,383,318,1.29,9.26,15.49,12.87,927.0,678.0,57.76,1726.0,1195.0,59.09,1320.0,911.0,59.17,99.0,69.0,58.93,28,7,1,8000000,0.0981595092024539
Anthony Duclair,26,LW,74,31,27,58,19,30,6.9,22,9,0,5,15,12,0,167,18.6,1110,900,16,38,1,1,50.0,180,0,80,22.65,167,253,206,1.22,9.02,13.68,11.14,781.0,539.0,59.17,1327.0,891.0,59.83,1023.0,707.0,59.13,82.62,53.47,60.71,25,3,0,3000000,0.0368098159509202
Brian Dumoulin,30,D,76,3,15,18,24,24,5.2,3,0,0,0,15,0,0,91,3.3,1658,1309,139,88,0,0,0.0,193,0,51,3.77,91,185,135,0.14,3.29,6.69,4.88,849.0,994.0,46.07,1412.0,1762.0,44.49,1105.0,1318.0,45.6,76.53,85.16,47.33,25,6,0,4100000,0.0503067484662576
Vince Dunn,25,D,73,7,28,35,-21,63,4.1,5,2,0,0,19,9,0,121,5.8,1509,1241,82,76,0,0,0.0,183,0,56,6.18,121,282,179,0.25,4.8,11.21,7.12,800.0,688.0,53.76,1493.0,1226.0,54.91,1104.0,944.0,53.91,69.23,71.09,49.34,24,2,0,4000000,0.0490797546012269
Christian Dvorak,25,C,56,11,22,33,-19,24,2.0,10,1,0,1,18,4,0,87,12.6,973,1042,52,32,548,419,56.7,185,0,58,11.73,87,144,116,0.72,5.37,8.88,7.15,491.0,583.0,45.72,887.0,1049.0,45.82,652.0,790.0,45.21,51.37,65.16,44.08,23,6,0,4450000,0.054601226993865
Ryan Dzingel,29,C,32,5,3,8,-5,35,0.4,5,0,0,1,3,0,0,32,15.6,439,823,9,20,65,88,42.5,183,0,204,3.72,32,58,45,0.51,4.38,7.93,6.15,169.0,258.0,39.58,325.0,432.0,42.93,245.0,340.0,41.88,13.97,19.64,41.57,29,1,1,1100000,0.0134969325153374
Cody Eakin,30,C,69,4,8,12,-15,22,-0.4,3,1,0,1,6,1,1,74,5.4,938,815,29,33,482,378,56.0,183,0,85,5.12,74,118,95,0.33,4.71,7.51,6.04,346.0,541.0,39.01,606.0,956.0,38.79,468.0,741.0,38.71,24.83,45.62,35.24,29,2,1,2250000,0.0276073619631901
Jordan Eberle,31,RW,79,21,23,44,-28,14,3.2,17,4,0,2,18,5,0,164,12.8,1418,1077,40,48,6,14,30.0,180,1,22,18.75,164,310,239,0.79,6.94,13.11,10.11,791.0,627.0,55.78,1491.0,1132.0,56.84,1138.0,872.0,56.62,74.91,69.51,51.87,29,5,1,5500000,0.0674846625766871
Joel Edmundson,28,D,24,3,3,6,-1,35,1.2,3,0,0,0,3,0,0,32,9.4,470,1175,45,61,0,0,0.0,196,0,46,0.88,32,59,41,0.11,4.09,7.53,5.23,223.0,313.0,41.6,372.0,578.0,39.15,277.0,414.0,40.09,18.32,33.81,35.14,27,4,1,3500000,0.0429447852760736
Nikolaj Ehlers,25,LW,62,28,27,55,18,20,6.8,24,4,0,2,22,5,0,245,11.4,1120,1084,27,32,2,1,66.7,183,0,9,24.74,245,450,342,1.32,13.12,24.1,18.32,744.0,548.0,57.59,1326.0,952.0,58.21,1023.0,735.0,58.19,75.73,61.54,55.17,22,7,0,6000000,0.0736196319018405
Jack Eichel,25,C,34,14,11,25,3,10,2.8,11,3,0,2,6,5,0,133,10.5,659,1164,35,45,184,195,48.5,188,1,2,11.28,133,193,160,1.03,12.1,17.55,14.56,421.0,312.0,57.44,741.0,567.0,56.65,556.0,411.0,57.5,39.86,32.84,54.83,21,8,0,10000000,0.1226993865030674
Aaron Ekblad,25,D,61,15,42,57,38,26,9.5,12,3,0,2,22,17,3,180,8.3,1520,1495,69,62,0,0,0.0,193,1,1,10.6,180,317,233,0.42,7.1,12.51,9.19,978.0,743.0,56.83,1703.0,1254.0,57.59,1293.0,936.0,58.01,106.97,74.2,59.04,20,8,0,7500000,0.0920245398773006
Mattias Ekholm,31,D,76,6,25,31,14,44,6.0,6,0,0,1,20,4,1,145,4.1,1784,1409,96,79,0,0,0.0,193,0,102,9.84,145,311,213,0.33,4.88,10.46,7.16,758.0,981.0,43.59,1420.0,1782.0,44.35,1098.0,1354.0,44.78,74.52,104.67,41.59,25,6,0,3750000,0.0460122699386503
Oliver Ekman-Larsson,30,D,79,5,24,29,5,52,5.5,2,3,0,1,17,7,0,168,3.0,1763,1339,79,105,0,0,0.0,188,0,6,6.34,168,352,234,0.22,5.72,11.98,7.97,927.0,999.0,48.13,1663.0,1765.0,48.51,1275.0,1341.0,48.74,87.34,89.05,49.52,27,8,1,8250000,0.1012269938650306
Lars Eller,32,C,72,13,18,31,-4,40,2.2,13,0,0,2,16,2,0,116,11.2,1161,967,36,95,510,521,49.5,188,0,13,11.23,116,213,170,0.57,6.0,11.01,8.78,552.0,582.0,48.68,1054.0,1096.0,49.02,788.0,826.0,48.82,49.98,59.57,45.62,29,5,1,3500000,0.0429447852760736
Pierre Engvall,25,LW,78,15,20,35,13,30,3.3,12,1,2,3,17,2,1,154,9.7,1036,797,12,66,29,40,42.0,196,0,188,15.32,154,270,217,0.89,8.92,15.64,12.57,563.0,489.0,53.52,987.0,847.0,53.82,759.0,668.0,53.19,50.7,40.43,55.63,24,2,0,1250000,0.0153374233128834
Tyler Ennis,32,C,57,8,16,24,-6,16,1.9,7,1,0,1,13,3,0,89,9.0,715,753,24,70,20,9,69.0,175,0,26,8.19,89,157,124,0.69,7.47,13.18,10.41,386.0,330.0,53.91,714.0,617.0,53.64,540.0,468.0,53.57,34.27,28.85,54.29,31,1,1,900000,0.011042944785276
Loui Eriksson,36,LW,73,3,16,19,-18,6,-0.1,2,0,1,0,15,1,0,81,3.7,943,775,23,17,20,16,55.6,188,0,33,7.28,81,122,104,0.46,5.15,7.76,6.62,380.0,553.0,40.72,707.0,1005.0,41.3,523.0,777.0,40.22,28.72,50.1,36.44,30,6,1,6000000,0.0736196319018405
Joel Eriksson Ek,25,C,77,26,23,49,16,28,4.8,14,12,0,3,18,5,0,223,11.7,1431,1115,44,138,697,768,47.6,185,0,20,25.46,224,331,277,1.07,9.4,13.88,11.62,828.0,682.0,54.83,1439.0,1239.0,53.73,1100.0,931.0,54.16,86.72,67.83,56.11,24,8,0,5250000,0.0644171779141104
Adam Erne,26,LW,79,6,13,19,-22,34,-0.1,6,0,0,1,13,0,0,108,5.6,1057,803,43,161,34,31,52.3,185,0,33,10.27,108,176,139,0.57,6.13,9.99,7.89,462.0,562.0,45.12,817.0,1012.0,44.67,615.0,756.0,44.86,43.94,49.28,47.14,26,2,0,2100000,0.0257668711656441
Jake Evans,25,C,72,13,16,29,-5,22,2.1,13,0,0,0,15,0,1,124,10.5,1123,936,37,88,461,465,49.8,183,1,207,11.68,124,195,155,0.62,6.63,10.42,8.27,537.0,705.0,43.24,916.0,1210.0,43.09,687.0,948.0,42.02,44.97,69.84,39.17,24,2,0,750000,0.00920245398773
Robby Fabbri,26,C,56,17,13,30,-23,35,2.2,11,6,0,1,11,2,0,123,13.8,970,1040,19,86,54,55,49.5,178,0,21,15.32,123,211,170,0.95,7.6,13.05,10.51,525.0,500.0,51.22,968.0,830.0,53.84,726.0,665.0,52.19,55.77,55.66,50.05,24,2,0,2950000,0.0361963190184049
Dante Fabbro,23,D,66,3,21,24,13,24,4.5,3,0,0,0,21,0,0,88,3.4,1257,1143,105,69,0,0,0.0,183,1,17,3.36,88,189,131,0.16,4.2,9.02,6.25,635.0,659.0,49.07,1171.0,1230.0,48.77,900.0,911.0,49.7,55.83,54.95,50.4,23,2,0,2400000,0.0294478527607361
Radek Faksa,28,C,77,5,14,19,-20,52,-0.2,3,1,1,1,13,0,1,89,5.6,1214,946,68,129,383,312,55.1,191,0,13,10.24,89,150,130,0.51,4.4,7.41,6.42,426.0,634.0,40.19,818.0,1215.0,40.24,618.0,898.0,40.77,40.71,60.23,40.33,26,5,0,3250000,0.0398773006134969
Jesper Fast,30,RW,82,14,20,34,24,4,3.5,13,1,0,1,18,1,1,97,14.4,1214,889,36,109,12,17,41.4,185,1,157,15.39,97,171,142,0.76,4.79,8.44,7.02,630.0,520.0,54.78,1165.0,942.0,55.29,898.0,730.0,55.16,67.08,50.52,57.04,28,3,1,2000000,0.0245398773006134
Justin Faulk,29,D,76,16,31,47,41,43,9.8,15,1,0,6,25,6,0,167,9.6,1763,1392,101,149,0,0,0.0,183,1,37,9.19,167,318,219,0.31,5.68,10.82,7.45,889.0,933.0,48.79,1541.0,1619.0,48.77,1186.0,1302.0,47.67,87.88,88.26,49.89,28,7,1,6500000,0.0797546012269938
Kevin Fiala,25,LW,82,33,52,85,23,52,9.2,27,5,1,7,40,12,0,262,12.6,1447,1059,21,52,4,11,26.7,178,0,11,27.25,262,453,358,1.12,10.86,18.78,14.84,893.0,722.0,55.29,1587.0,1228.0,56.38,1183.0,960.0,55.2,84.01,67.13,55.58,24,1,0,5100000,0.0625766871165644
Christian Fischer,24,RW,53,5,5,10,-15,14,-0.2,4,1,0,0,5,0,0,76,6.6,695,787,22,91,76,147,34.1,188,1,32,7.73,76,123,95,0.67,6.56,10.62,8.19,278.0,388.0,41.74,549.0,711.0,43.57,402.0,534.0,42.95,27.01,37.77,41.69,23,2,0,1000000,0.0122699386503067
Haydn Fleury,25,D,36,2,2,4,0,13,1.2,2,0,0,1,2,0,0,52,3.8,586,977,62,60,0,0,0.0,191,0,7,1.83,52,105,73,0.19,5.32,10.75,7.47,252.0,282.0,47.19,454.0,547.0,45.35,340.0,395.0,46.26,19.21,23.74,44.73,23,2,0,1300000,0.0159509202453987
Warren Foegele,25,LW,82,12,14,26,-9,24,1.5,10,2,0,3,13,1,0,142,8.5,1034,757,15,127,13,15,46.4,188,0,67,16.38,142,245,191,0.95,8.24,14.21,11.08,573.0,470.0,54.94,1054.0,848.0,55.42,787.0,636.0,55.31,50.19,43.49,53.58,25,3,0,2750000,0.0337423312883435
Marcus Foligno,30,LW,74,23,19,42,25,112,4.6,18,5,0,3,17,2,0,98,23.5,1214,984,42,238,12,8,60.0,191,0,104,13.68,99,163,134,0.68,4.88,8.05,6.62,611.0,598.0,50.54,1101.0,1101.0,50.0,822.0,831.0,49.73,57.69,57.63,50.03,29,3,1,3100000,0.0380368098159509
Nick Foligno,34,LW,64,2,11,13,-13,61,-0.2,2,0,0,0,10,1,0,99,2.0,798,748,31,164,22,17,56.4,183,0,28,7.91,99,149,128,0.59,7.45,11.21,9.63,455.0,347.0,56.73,785.0,641.0,55.05,608.0,485.0,55.63,39.33,31.56,55.48,33,2,1,3800000,0.0466257668711656
Derek Forbort,29,D,76,4,10,14,2,48,3.4,4,0,0,1,9,0,1,64,6.3,1376,1087,100,133,0,0,0.0,193,0,15,1.83,64,132,90,0.08,2.79,5.76,3.92,640.0,727.0,46.82,1038.0,1375.0,43.02,821.0,1030.0,44.35,50.76,66.18,43.41,29,3,1,3000000,0.0368098159509202
Filip Forsberg,27,C,69,42,42,84,12,22,10.3,32,10,0,8,25,17,0,226,18.6,1249,1086,48,112,1,0,100.0,185,1,11,26.68,226,424,333,1.28,10.86,20.37,16.0,780.0,554.0,58.47,1480.0,984.0,60.06,1129.0,745.0,60.25,85.49,55.44,60.66,21,6,0,6000000,0.0736196319018405
Gustav Forsling,25,D,71,10,27,37,41,18,7.3,10,0,0,1,27,0,0,145,6.9,1507,1273,86,45,0,0,0.0,183,0,126,7.51,145,296,192,0.3,5.77,11.79,7.64,865.0,820.0,51.34,1490.0,1424.0,51.13,1126.0,1103.0,50.52,85.91,83.67,50.66,25,3,0,2666667,0.0327198404907975
Cam Fowler,30,D,76,9,33,42,-9,14,6.6,3,6,0,1,21,12,0,124,7.3,1856,1465,116,37,0,0,0.0,188,0,12,6.97,124,300,170,0.23,4.01,9.69,5.5,893.0,1037.0,46.27,1665.0,1852.0,47.34,1231.0,1440.0,46.09,82.91,107.35,43.58,26,8,1,6500000,0.0797546012269938
Trent Frederic,23,C,60,8,10,18,10,57,1.8,8,0,0,1,10,0,0,100,8.0,699,699,22,119,35,54,39.3,188,0,29,9.48,100,157,126,0.81,8.58,13.47,10.81,355.0,340.0,51.08,572.0,612.0,48.31,466.0,465.0,50.05,27.94,26.11,51.69,23,2,0,1050000,0.012883435582822
Mark Friedman,26,D,26,1,4,5,1,23,0.9,1,0,0,1,4,0,0,27,3.7,345,797,25,27,0,0,0.0,180,1,86,1.84,27,49,41,0.32,4.69,8.52,7.13,194.0,191.0,50.39,317.0,351.0,47.46,260.0,256.0,50.39,16.54,14.46,53.35,24,2,0,725000,0.0088957055214723
Sam Gagner,32,C,81,13,18,31,-4,32,2.4,12,0,1,0,17,1,0,132,9.8,1103,817,25,21,142,162,46.7,180,1,6,12.95,132,185,158,0.7,7.18,10.06,8.59,482.0,659.0,42.24,829.0,1176.0,41.35,646.0,902.0,41.73,45.98,72.0,38.97,31,1,1,850000,0.0104294478527607
Alex Galchenyuk,27,C,60,6,15,21,-11,32,0.9,6,0,0,0,14,1,0,89,6.7,789,789,24,67,214,195,52.3,185,0,3,9.28,89,145,122,0.71,6.77,11.02,9.27,355.0,482.0,42.41,633.0,836.0,43.09,487.0,661.0,42.42,32.32,44.66,41.98,27,1,1,750000,0.00920245398773
Brendan Gallagher,29,RW,56,7,17,24,-7,69,1.4,2,5,0,0,15,2,0,142,4.9,841,901,29,54,13,22,37.1,175,1,147,19.32,142,250,194,1.38,10.13,17.84,13.84,501.0,395.0,55.92,928.0,711.0,56.62,671.0,530.0,55.87,51.06,41.52,55.15,29,6,1,6500000,0.0797546012269938
Dylan Gambrell,25,C,63,3,4,7,2,12,0.0,2,0,1,0,4,0,0,58,5.2,765,728,39,103,295,309,48.8,183,1,60,6.55,58,102,90,0.51,4.55,8.0,7.06,277.0,451.0,38.04,506.0,858.0,37.1,390.0,627.0,38.35,25.57,43.12,37.22,24,1,0,1100000,0.0134969325153374
Conor Garland,25,RW,77,19,33,52,18,36,5.6,18,1,0,3,31,2,0,203,9.4,1263,984,22,52,5,5,50.0,178,1,123,18.98,203,331,266,0.9,9.65,15.74,12.65,768.0,570.0,57.4,1345.0,1041.0,56.37,1021.0,787.0,56.47,66.04,51.9,55.99,25,5,0,4950000,0.0607361963190184
Adam Gaudette,25,C,58,5,9,14,-9,17,0.6,3,2,0,1,9,0,0,94,5.3,657,679,10,72,56,71,44.1,185,1,149,8.41,94,162,126,0.77,8.59,14.8,11.51,324.0,347.0,48.29,582.0,575.0,50.3,447.0,451.0,49.78,27.86,30.54,47.71,24,1,1,997500,0.0122392638036809
Frédérick Gaudreau,28,C,76,14,30,44,12,8,3.4,13,1,0,4,26,2,2,132,10.6,1240,979,43,48,461,461,50.0,183,1,300,12.56,132,227,179,0.61,6.39,10.99,8.66,645.0,667.0,49.16,1161.0,1172.0,49.76,872.0,897.0,49.29,59.25,61.72,48.98,28,2,1,1200000,0.014723926380368
