Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Evgeny Svechnikov,24,LW,21,3,5,8,-3,10,0.7,2,1,0,1,4,1,0,21,14.3,248,709,6,20,1,2,33.3
Brandon Tanev,29,LW,32,7,9,16,12,22,1.9,6,0,1,0,8,0,1,43,16.3,462,866,33,139,3,8,27.3
Chris Tanev,31,D,56,2,10,12,15,6,3.9,2,0,0,0,10,0,0,66,3.0,1217,1304,107,33,0,0,0.0
Vladimir Tarasenko,29,RW,24,4,10,14,-7,0,0.8,2,2,0,0,6,4,0,65,6.2,418,1045,15,30,0,0,0.0
Tomáš Tatar,30,LW,50,10,20,30,0,8,3.0,8,2,0,1,14,6,0,82,12.2,749,899,20,63,12,15,44.4
John Tavares,30,C,56,19,31,50,12,14,5.5,13,6,0,2,25,6,0,163,11.7,1019,1092,28,51,471,381,55.3
Matt Tennyson,30,D,21,1,2,3,0,2,0.6,1,0,0,0,2,0,0,14,7.1,305,870,25,32,0,0,0.0
Teuvo Teräväinen,26,F,21,5,10,15,5,4,1.7,5,0,0,2,8,2,0,49,10.2,345,986,9,8,13,7,65.0
Troy Terry,23,C,48,7,13,20,-1,18,1.8,7,0,0,0,13,0,0,69,10.1,706,882,13,5,2,2,50.0
Alexandre Texier,21,C,49,4,11,15,-13,22,0.2,4,0,0,0,11,0,0,75,5.3,776,950,19,49,128,228,36.0
Shea Theodore,25,D,53,8,34,42,28,14,8.2,8,0,0,0,19,15,0,161,5.0,1195,1353,43,22,0,0,0.0
Robert Thomas,21,C,33,3,9,12,1,10,0.8,3,0,0,1,9,0,0,22,13.6,449,816,11,5,112,151,42.6
Nate Thompson,36,C,44,2,3,5,4,4,0.2,2,0,0,1,2,0,1,20,10.0,426,581,20,60,143,141,50.4
Tage Thompson,23,C,38,8,6,14,-6,17,1.3,6,2,0,0,5,1,0,96,8.3,527,832,8,25,2,6,25.0
Joe Thornton,41,C,44,5,15,20,6,14,1.6,5,0,0,0,10,5,0,42,11.9,604,823,10,32,39,29,57.4
Chris Tierney,26,C,55,6,13,19,-12,8,0.8,6,0,0,3,12,0,1,53,11.3,824,899,32,23,269,321,45.6
Conor Timmins,22,D,31,0,7,7,6,8,1.5,0,0,0,0,7,0,0,31,0.0,420,813,22,18,0,0,0.0
Jarred Tinordi,28,D,21,0,1,1,-6,11,0.0,0,0,0,0,1,0,0,30,0.0,359,1026,30,56,0,0,0.0
Owen Tippett,21,RW,45,7,11,18,-5,6,1.5,5,2,0,2,10,1,0,86,8.1,517,689,5,59,2,1,66.7
Brady Tkachuk,21,LW,56,17,19,36,-17,69,3.2,12,5,0,3,14,5,0,220,7.7,1021,1094,23,248,118,131,47.4
Matthew Tkachuk,23,LW,56,16,27,43,6,55,4.7,12,4,0,0,16,11,0,151,10.6,1017,1089,9,132,3,4,42.9
Devon Toews,26,D,53,9,22,31,29,16,7.2,7,2,0,2,18,4,0,121,7.4,1313,1486,87,44,0,0,0.0
Tyler Toffoli,28,C,52,28,16,44,0,24,6.1,19,7,2,5,12,3,1,158,17.7,911,1051,12,75,21,33,38.9
Eeli Tolvanen,21,RW,40,11,11,22,-10,4,2.2,5,6,0,4,5,6,0,65,16.9,592,888,16,78,1,5,16.7
Yakov Trenin,24,C,45,5,6,11,4,22,1.0,5,0,0,0,6,0,0,62,8.1,520,694,21,94,4,8,33.3
Vincent Trocheck,27,C,47,17,26,43,-3,20,4.7,10,7,0,2,15,11,0,123,13.8,857,1094,28,107,431,338,56.0
Jacob Trouba,26,D,38,2,10,12,3,22,2.3,2,0,0,1,9,1,0,70,2.9,817,1289,84,111,0,0,0.0
Alex Tuch,24,RW,55,18,15,33,16,28,4.2,16,2,0,3,13,2,0,142,12.7,925,1010,36,52,12,20,37.5
Kyle Turris,31,C,27,2,3,5,-11,10,-0.3,2,0,0,0,3,0,0,27,7.4,333,739,8,16,97,107,47.5
Juuso Välimäki,22,D,49,2,9,11,-2,26,2.0,2,0,0,0,9,0,0,72,2.8,756,926,60,28,0,0,0.0
James van Riemsdyk,31,LW,56,17,26,43,2,14,4.5,7,10,0,1,24,2,0,132,12.9,926,993,16,40,9,9,50.0
Trevor van Riemsdyk,29,D,20,1,2,3,-1,2,0.5,1,0,0,0,1,1,0,23,4.3,342,1025,27,13,0,0,0.0
Sami Vatanen,29,D,39,2,4,6,3,20,1.6,2,0,0,0,4,0,0,55,3.6,664,1021,49,27,0,0,0.0
Frank Vatrano,26,LW,56,18,8,26,8,26,3.4,16,2,0,7,6,2,0,158,11.4,813,871,21,69,4,16,20.0
Carter Verhaeghe,25,C,43,18,18,36,24,31,5.2,16,1,1,3,17,1,0,107,16.8,763,1064,14,33,23,26,46.9
Jimmy Vesey,27,LW,50,5,5,10,-14,10,-0.1,5,0,0,1,4,0,1,58,8.6,635,763,19,38,3,9,25.0
Gabriel Vilardi,21,C,54,10,13,23,-8,6,2.0,7,3,0,3,12,1,0,65,15.4,797,885,19,18,291,343,45.9
Jake Virtanen,24,RW,38,5,0,5,-4,41,0.2,4,1,0,1,0,0,0,50,10.0,466,735,12,83,9,4,69.2
Marc-Édouard Vlasic,33,D,51,1,5,6,-7,8,1.0,1,0,0,0,5,0,0,37,2.7,893,1051,64,40,0,0,0.0
Alexander Volkov,23,RW,37,7,6,13,1,6,1.5,7,0,0,0,5,1,0,35,20.0,431,699,26,36,2,3,40.0
Jakub Voráček,31,RW,53,9,34,43,-12,18,3.2,9,0,0,2,26,8,0,104,8.7,897,1015,20,17,7,10,41.2
Jakub Vrána,24,LW,50,19,17,36,10,10,4.9,19,0,0,7,12,5,0,100,19.0,750,900,8,29,4,5,44.4
Austin Wagner,23,LW,44,4,4,8,-14,15,0.1,4,0,0,1,4,0,0,67,6.0,462,630,10,97,0,2,0.0
Chris Wagner,29,C,41,2,3,5,-9,24,-0.4,1,0,1,0,3,0,0,57,3.5,479,701,21,75,41,38,51.9
Oliver Wahlstrom,20,RW,44,12,9,21,2,21,2.7,8,4,0,1,3,6,0,94,12.8,545,743,14,57,5,7,41.7
Sean Walker,26,D,47,5,13,18,-13,18,2.6,5,0,0,0,12,1,0,92,5.4,854,1090,72,43,0,0,0.0
Lucas Wallmark,25,C,20,0,3,3,-4,6,-0.2,0,0,0,0,0,2,1,11,0.0,228,683,6,25,67,95,41.4
Jake Walman,24,D,24,1,1,2,-7,8,0.0,1,0,0,0,1,0,0,47,2.1,347,868,20,26,0,0,0.0
Austin Watson,29,LW,34,3,7,10,-7,40,0.4,3,0,0,0,6,0,1,41,7.3,408,720,49,100,6,17,26.1
Shea Weber,35,D,48,6,13,19,-4,33,3.2,2,4,0,1,6,7,0,104,5.8,1090,1362,68,70,0,0,0.0
MacKenzie Weegar,27,D,54,6,30,36,29,45,7.4,6,0,0,1,25,3,2,101,5.9,1194,1327,83,118,0,0,0.0
Alexander Wennberg,26,C,56,17,12,29,6,8,3.2,13,3,1,2,9,3,0,82,20.7,1017,1090,36,29,388,400,49.2
Zach Werenski,23,D,35,7,13,20,-9,13,3.1,7,0,0,1,8,5,0,79,8.9,853,1462,39,21,0,0,0.0
Blake Wheeler,34,RW,50,15,31,46,-17,50,4.1,11,4,0,2,20,11,0,113,13.3,917,1100,30,63,3,5,37.5
Colin White,24,C,45,10,8,18,-6,16,1.6,8,2,0,0,6,2,0,69,14.5,661,881,18,58,170,232,42.3
Zach Whitecloud,24,D,51,2,10,12,9,24,2.8,2,0,0,1,10,0,0,54,3.7,909,1069,75,85,0,0,0.0
Tom Wilson,26,RW,47,13,20,33,1,96,3.5,8,4,1,4,16,4,0,83,15.7,777,992,25,105,11,15,42.3
Christian Wolanin,25,D,18,0,3,3,-6,8,0.1,0,0,0,0,3,0,0,16,0.0,239,796,7,3,0,0,0.0
Miles Wood,25,LW,55,17,8,25,-6,29,2.6,14,3,0,2,8,0,0,127,13.4,824,899,25,38,7,13,35.0
Kailer Yamamoto,22,RW,52,8,13,21,9,26,1.9,7,1,0,0,11,1,1,69,11.6,851,982,40,52,0,1,0.0
Keith Yandle,34,D,56,3,24,27,-8,38,3.1,2,1,0,1,7,17,0,113,2.7,966,1035,27,18,0,0,0.0
Pavel Zacha,23,C,50,17,18,35,-11,10,3.4,12,5,0,4,12,6,0,103,16.5,858,1029,10,42,312,294,51.5
Filip Zadina,21,RW,49,6,13,19,-4,0,1.2,3,3,0,1,10,3,0,97,6.2,823,1008,22,22,5,10,33.3
Nikita Zadorov,25,D,55,1,7,8,1,36,2.0,1,0,0,0,7,0,0,52,1.9,1056,1152,74,190,0,0,0.0
Nikita Zaitsev,29,D,55,4,13,17,-13,26,2.2,4,0,0,1,12,0,1,70,5.7,1251,1364,110,114,0,0,0.0
Travis Zajac,35,C,46,8,12,20,-1,6,1.6,8,0,0,2,11,1,0,50,16.0,756,986,22,51,310,293,51.4
Jakub Zbořil,23,D,42,0,9,9,0,18,1.8,0,0,0,0,7,2,0,35,0.0,716,1023,33,63,0,0,0.0
Trevor Zegras,19,C,24,3,10,13,6,12,1.4,3,0,0,0,10,0,0,53,5.7,370,924,4,7,42,54,43.8
Mika Zibanejad,27,C,56,24,26,50,2,18,5.7,12,10,2,7,20,4,2,171,14.0,1126,1206,44,75,479,555,46.3
Artem Zub,25,D,47,3,11,14,4,26,2.8,3,0,0,1,11,0,0,39,7.7,864,1103,70,89,0,0,0.0
Mats Zuccarello,33,LW,42,11,24,35,9,8,3.9,8,3,0,0,21,3,0,74,14.9,701,1001,19,12,11,21,34.4
Jason Zucker,29,LW,38,9,9,18,-8,21,1.3,8,1,0,1,6,3,0,67,13.4,596,941,15,69,3,7,30.0
