PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Troy Terry,183,1,148,7.49,69,129,103,0.64,5.87,10.97,8.76,357,294,54.84,696,525,57.00,521,409,56.02,33.47,28.20,54.28,22,3,0,1450000,0.017791411042944787
Scott Mayfield,196,1,34,2.61,79,166,105,0.14,4.34,9.14,5.78,467,539,46.42,793,1083,42.27,615,785,43.93,42.38,49.04,46.36,25,5,0,1450000,0.017791411042944787
Johan Larsson,180,0,56,6.33,58,106,85,0.52,4.79,8.75,7.02,271,407,39.97,517,732,41.39,392,561,41.13,21.74,39.28,35.63,27,2,1,1400000,0.01717791411042945
Tage Thompson,198,1,26,10.13,96,146,115,1.14,10.93,16.62,13.09,260,300,46.43,434,475,47.74,339,404,45.63,22.25,24.71,47.38,22,3,0,1400000,0.01717791411042945
William Carrier,188,0,57,7.97,62,99,82,0.91,7.06,11.28,9.34,260,255,50.49,507,456,52.65,376,337,52.73,23.86,22.79,51.15,25,4,0,1400000,0.01717791411042945
Jordan Weal,178,1,70,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,27,2,1,1400000,0.01717791411042945
Jordan Oesterle,183,0,300,2.45,38,86,61,0.19,2.96,6.70,4.75,323,372,46.47,606,724,45.56,456,534,46.06,31.41,36.69,46.12,27,2,1,1400000,0.01717791411042945
Robert Bortuzzo,193,1,78,1.23,30,66,38,0.14,3.41,7.50,4.32,205,250,45.05,391,486,44.58,293,361,44.80,16.18,25.19,39.11,30,3,1,1375000,0.01687116564417178
Nicholas Paul,191,0,101,8.93,104,192,158,0.61,7.05,13.01,10.71,392,446,46.78,742,845,46.75,570,621,47.86,30.79,42.29,42.13,25,2,0,1350000,0.016564417177914112
Chris Wagner,183,1,122,4.07,54,82,69,0.53,6.99,10.61,8.93,171,233,42.33,307,438,41.21,237,326,42.10,11.41,19.29,37.17,29,3,1,1350000,0.016564417177914112
Jan Rutta,188,1,300,1.91,46,103,72,0.20,4.92,11.02,7.70,252,271,48.18,457,498,47.85,351,377,48.21,23.25,24.91,48.28,29,2,1,1300000,0.015950920245398775
Haydn Fleury,191,0,7,2.14,62,126,86,0.18,5.14,10.45,7.13,317,355,47.17,626,641,49.41,464,494,48.43,26.00,33.27,43.87,23,2,0,1300000,0.015950920245398775
Sean Kuraly,188,0,133,6.11,88,133,110,0.56,7.99,12.08,9.99,314,329,48.83,511,612,45.50,413,467,46.93,20.41,28.01,42.15,25,3,0,1275000,0.015644171779141104
Travis Hamonic,188,1,53,1.77,66,126,84,0.17,6.52,12.45,8.30,238,359,39.86,472,692,40.54,336,488,40.78,20.13,33.51,37.53,29,1,1,1250000,0.015337423312883436
Cody Ceci,188,1,15,2.09,58,110,78,0.13,3.55,6.72,4.76,415,543,43.32,727,951,43.33,550,718,43.38,33.97,45.06,42.98,26,1,1,1250000,0.015337423312883436
Kevan Miller,188,1,300,0.98,27,66,46,0.11,3.03,7.42,5.17,255,263,49.23,449,470,48.86,349,357,49.43,18.66,19.96,48.32,32,1,1,1250000,0.015337423312883436
Tomas Nosek,188,0,300,7.23,59,90,79,0.88,7.17,10.93,9.60,231,252,47.83,444,487,47.69,329,352,48.31,23.77,25.38,48.36,27,1,1,1250000,0.015337423312883436
Nathan Beaulieu,188,0,17,0.53,26,52,35,0.08,3.74,7.48,5.03,180,253,41.57,319,451,41.43,248,352,41.33,15.84,23.31,40.46,27,2,1,1250000,0.015337423312883436
Pierre Engvall,196,0,188,4.32,56,97,73,0.55,7.07,12.25,9.22,235,238,49.68,405,438,48.04,318,334,48.77,18.60,18.68,49.89,24,2,0,1250000,0.015337423312883436
Tyler Motte,178,0,121,4.42,40,73,55,0.69,6.25,11.41,8.59,172,218,44.10,289,425,40.47,218,307,41.52,12.73,22.56,36.07,25,2,0,1225000,0.015030674846625767
Andreas Athanasiou,188,0,110,8.39,84,150,115,0.73,7.32,13.07,10.02,341,325,51.20,617,599,50.74,460,452,50.44,31.55,34.94,47.45,25,1,1,1200000,0.014723926380368098
Joshua Brown,196,1,152,0.28,8,31,17,0.05,1.31,5.05,2.77,134,199,40.24,232,378,38.03,179,276,39.34,12.88,16.87,43.29,26,2,0,1200000,0.014723926380368098
Jacob Larsson,188,0,27,1.27,42,104,70,0.10,3.15,7.80,5.25,309,434,41.59,596,799,42.72,448,606,42.50,25.44,40.47,38.60,23,2,0,1200000,0.014723926380368098
Mikhail Grigorenko,191,0,12,4.01,36,68,53,0.55,4.91,9.27,7.23,214,252,45.92,369,422,46.65,292,331,46.87,15.91,17.84,47.14,26,1,1,1200000,0.014723926380368098
Jujhar Khaira,193,0,63,3.39,39,69,56,0.45,5.16,9.13,7.41,159,261,37.86,292,489,37.39,223,352,38.78,11.70,24.43,32.38,24,2,0,1200000,0.014723926380368098
Colton Sceviour,183,1,112,3.63,53,76,62,0.49,7.22,10.35,8.44,189,203,48.21,297,374,44.26,229,287,44.38,11.78,17.89,39.70,29,3,1,1200000,0.014723926380368098
Jesse Puljujärvi,193,1,4,14.76,111,173,145,1.10,8.30,12.93,10.84,452,366,55.26,832,666,55.54,612,505,54.79,44.26,28.29,61.01,22,2,0,1175000,0.01441717791411043
Dmitry Kulikov,185,0,14,1.75,51,109,71,0.12,3.46,7.39,4.80,413,472,46.67,747,800,48.29,571,636,47.31,35.36,40.29,46.75,29,1,1,1150000,0.01411042944785276
Jack Johnson,185,0,3,0.34,13,24,18,0.09,3.54,6.53,4.90,88,124,41.51,150,235,38.96,116,183,38.79,6.47,11.50,36.00,33,1,1,1150000,0.01411042944785276
Juuso Riikola,183,0,300,0.02,1,4,1,0.05,2.63,10.50,2.63,9,9,50.00,19,19,50.00,11,11,50.00,0.94,0.84,52.81,26,2,0,1150000,0.01411042944785276
Austin Wagner,185,0,99,5.47,67,98,86,0.73,8.93,13.06,11.46,214,218,49.54,373,394,48.63,299,304,49.59,15.50,18.61,45.44,23,3,0,1133333,0.013905926380368099
Carter Rowney,185,1,300,1.38,10,18,11,0.31,2.21,3.98,2.43,91,136,40.09,169,303,35.81,124,210,37.13,6.98,14.33,32.75,29,3,1,1133333,0.013905926380368099
Nicolas Aubé-Kubel,180,1,48,5.16,53,93,76,0.55,5.69,9.99,8.16,242,269,47.36,475,451,51.30,358,346,50.85,19.13,21.10,47.55,24,2,0,1075000,0.013190184049079755
Alex Galchenyuk,185,0,3,6.54,60,98,85,0.96,8.85,14.45,12.53,241,195,55.28,407,363,52.86,318,275,53.63,22.49,14.82,60.28,26,1,1,1050000,0.012883435582822086
Nikita Gusev,175,1,202,5.98,72,117,91,0.81,9.71,15.78,12.27,288,180,61.54,502,293,63.14,388,228,62.99,25.48,16.13,61.24,27,1,1,1000000,0.012269938650306749
Derick Brassard,185,0,6,8.35,67,130,101,0.64,5.13,9.94,7.73,370,326,53.16,734,588,55.52,525,454,53.63,34.14,28.64,54.38,32,1,1,1000000,0.012269938650306749
Carl Söderberg,191,0,49,6.72,61,87,75,0.62,5.66,8.07,6.96,270,328,45.15,498,587,45.90,363,435,45.49,25.13,31.80,44.14,34,1,1,1000000,0.012269938650306749
Christian Fischer,188,1,32,5.60,47,85,67,0.51,4.25,7.69,6.06,243,368,39.77,455,669,40.47,351,493,41.59,22.00,31.85,40.85,23,2,0,1000000,0.012269938650306749
Kyle Clifford,188,0,35,4.73,62,101,83,0.61,8.00,13.04,10.71,212,216,49.53,366,408,47.29,272,313,46.50,14.89,18.41,44.71,29,2,1,1000000,0.012269938650306749
Derek Forbort,193,0,15,1.68,64,167,96,0.09,3.43,8.94,5.15,459,580,44.18,835,1132,42.45,618,823,42.89,40.03,57.95,40.86,28,1,1,1000000,0.012269938650306749
Zach Bogosian,191,1,3,1.48,36,85,59,0.14,3.30,7.80,5.41,325,326,49.92,566,561,50.22,434,450,49.10,29.23,27.80,51.25,29,1,1,1000000,0.012269938650306749
Vinnie Hinostroza,175,1,169,3.18,33,53,40,0.60,6.21,9.97,7.52,159,174,47.75,267,281,48.72,201,223,47.41,11.95,13.98,46.09,26,1,1,1000000,0.012269938650306749
Matthew Benning,185,1,175,0.91,43,97,64,0.06,2.98,6.73,4.44,359,476,42.99,651,823,44.17,497,611,44.86,28.35,38.54,42.38,26,2,1,1000000,0.012269938650306749
Tyler Ennis,175,0,26,4.17,38,59,52,0.69,6.27,9.74,8.59,149,175,45.99,279,325,46.19,212,245,46.39,13.26,14.17,48.34,30,1,1,1000000,0.012269938650306749
Carter Verhaeghe,185,0,82,15.32,107,173,136,1.21,8.42,13.61,10.70,478,332,59.01,841,586,58.93,630,457,57.96,48.53,27.93,63.47,24,2,1,1000000,0.012269938650306749
Bobby Ryan,188,1,2,5.77,73,119,94,0.68,8.66,14.12,11.15,276,237,53.80,496,393,55.79,382,311,55.12,23.71,21.58,52.35,33,1,1,1000000,0.012269938650306749
Ilya Lyubushkin,188,1,300,0.92,36,72,51,0.08,3.28,6.56,4.63,273,344,44.25,519,611,45.93,395,462,46.09,19.30,24.47,44.09,26,1,0,1000000,0.012269938650306749
Kodie Curran,188,0,300,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,30,2,1,1000000,0.012269938650306749
Christian Djoos,183,0,195,1.83,39,77,53,0.20,4.30,8.51,5.86,316,260,54.86,532,436,54.96,413,339,54.92,27.28,22.76,54.52,25,1,0,1000000,0.012269938650306749
Nicolas Deslauriers,191,0,84,7.05,65,126,104,0.76,7.03,13.63,11.25,211,251,45.67,420,516,44.87,310,379,44.99,16.84,22.19,43.15,29,2,1,1000000,0.012269938650306749
Zach Aston-Reese,183,0,300,8.24,79,119,97,0.75,7.21,10.86,8.85,285,349,44.95,458,603,43.17,356,457,43.79,23.75,28.22,45.70,24,2,0,1000000,0.012269938650306749
Connor Clifton,180,1,133,1.49,46,99,69,0.11,3.55,7.63,5.32,362,359,50.21,625,676,48.04,491,500,49.55,24.80,25.07,49.73,25,3,0,1000000,0.012269938650306749
David Kämpf,188,0,300,6.74,63,101,81,0.49,4.59,7.38,5.92,348,483,41.88,607,868,41.15,453,651,41.03,29.53,49.63,37.29,24,2,1,1000000,0.012269938650306749
Ryan Carpenter,183,1,300,5.28,51,75,66,0.62,6.03,8.86,7.80,213,266,44.47,387,454,46.02,285,345,45.24,17.64,25.29,41.09,28,3,1,1000000,0.012269938650306749
Ross Johnston,196,0,300,0.36,5,6,6,0.21,2.86,3.43,3.43,37,57,39.36,75,113,39.89,54,77,41.22,2.58,2.79,48.04,24,4,0,1000000,0.012269938650306749
Adam Erne,185,0,33,7.89,71,105,91,0.76,6.80,10.06,8.72,311,306,50.41,535,549,49.35,405,419,49.15,25.69,25.58,50.11,25,1,1,997500,0.012239263803680981
Dominik Kahun,180,0,300,6.40,65,105,87,0.66,6.66,10.77,8.92,284,307,48.05,505,546,48.05,383,412,48.18,22.88,26.94,45.93,24,1,1,975000,0.01196319018404908
Eric Robinson,188,0,300,8.01,75,137,106,0.69,6.48,11.84,9.16,329,336,49.47,585,614,48.79,442,467,48.62,23.68,28.70,45.21,25,2,0,975000,0.01196319018404908
Ben Hutton,188,0,147,2.25,53,94,66,0.20,4.76,8.46,5.94,281,389,41.94,506,707,41.71,389,534,42.15,24.45,35.60,40.72,27,1,1,950000,0.011656441717791411
Adam Gaudette,185,1,149,7.60,66,109,91,1.03,8.90,14.70,12.27,235,244,49.06,428,444,49.08,315,328,48.99,18.07,23.43,43.56,23,1,0,950000,0.011656441717791411
Lucas Wallmark,183,0,97,0.80,11,20,14,0.21,2.90,5.27,3.69,90,120,42.86,156,200,43.82,119,161,42.50,7.59,9.27,44.99,24,1,1,950000,0.011656441717791411
Stefan Noesen,185,1,21,0.21,5,5,5,0.22,5.20,5.20,5.20,22,24,47.83,41,45,47.67,26,35,42.62,1.36,1.92,41.46,27,1,1,925000,0.011349693251533743
Jon Merrill,191,0,38,1.36,40,91,62,0.09,2.74,6.23,4.24,359,424,45.85,631,787,44.50,473,581,44.88,27.78,31.81,46.62,28,1,1,925000,0.011349693251533743
Barclay Goodrow,188,0,300,8.27,72,104,90,0.60,5.19,7.50,6.49,416,414,50.12,687,731,48.45,547,555,49.64,35.68,37.28,48.90,26,2,0,925000,0.011349693251533743
Gaëtan Haas,183,1,300,2.34,22,47,32,0.38,3.54,7.56,5.15,112,175,39.02,228,378,37.61,157,249,38.67,8.76,16.12,35.21,28,1,1,915000,0.011226993865030675
Jimmy Vesey,191,0,66,5.47,49,82,70,0.60,5.36,8.97,7.66,217,296,42.30,401,536,42.80,307,399,43.48,19.04,26.04,42.24,27,1,1,900000,0.011042944785276074
Mason Appleton,188,1,168,9.26,84,136,115,0.72,6.50,10.52,8.90,360,369,49.38,656,730,47.33,497,539,47.97,30.21,32.47,48.19,24,2,0,900000,0.011042944785276074
Patrick Maroon,188,0,161,5.17,46,68,58,0.49,4.33,6.40,5.46,285,268,51.54,528,494,51.66,399,373,51.68,27.46,22.75,54.69,32,2,1,900000,0.011042944785276074
Mackenzie MacEachern,188,0,67,1.85,25,28,26,0.57,7.89,8.84,8.21,91,75,54.82,148,155,48.84,114,119,48.93,6.10,7.57,44.62,26,2,0,900000,0.011042944785276074
Christian Wolanin,188,0,107,0.63,16,32,21,0.16,4.01,8.03,5.28,127,124,50.60,246,220,52.79,184,172,51.69,11.16,11.61,49.01,24,2,0,900000,0.011042944785276074
Josh Leivo,188,1,86,5.01,48,89,72,0.79,7.54,13.98,11.31,175,163,51.78,366,290,55.79,266,212,55.65,16.54,12.54,56.88,27,1,1,875000,0.010736196319018405
Kurtis MacDermid,196,0,300,1.11,16,42,29,0.18,2.57,6.74,4.65,161,243,39.85,293,435,40.25,225,327,40.76,13.09,25.13,34.25,26,2,0,875000,0.010736196319018405
Alex Biega,178,1,147,0.14,4,18,9,0.06,1.73,7.79,3.90,53,91,36.81,102,159,39.08,71,120,37.17,4.53,7.31,38.26,32,1,1,875000,0.010736196319018405
Joakim Nygård,183,0,300,0.22,5,7,6,0.19,4.34,6.09,5.22,25,34,42.37,46,57,44.66,33,45,42.31,1.65,2.84,36.75,27,1,1,875000,0.010736196319018405
Travis Dermott,183,0,34,1.28,35,79,51,0.12,3.28,7.41,4.78,305,299,50.50,537,537,50.00,405,420,49.09,25.92,22.80,53.20,23,1,0,874125,0.010725460122699386
Tyson Jost,180,0,10,7.11,84,141,109,0.59,6.92,11.62,8.98,352,338,51.01,654,643,50.42,482,465,50.90,27.32,28.63,48.83,22,1,0,874125,0.010725460122699386
Nolan Patrick,188,1,2,6.43,49,104,79,0.56,4.26,9.05,6.87,314,300,51.14,626,534,53.97,465,411,53.08,29.91,24.88,54.59,21,1,0,874125,0.010725460122699386
Slater Koekkoek,188,0,10,0.48,15,37,23,0.13,4.09,10.11,6.28,94,150,38.52,162,297,35.29,121,213,36.22,8.59,14.32,37.49,26,1,1,850000,0.010429447852760737
Sam Gagner,180,1,6,9.21,88,132,112,0.85,8.14,12.21,10.36,306,323,48.65,531,533,49.91,426,418,50.47,29.96,27.11,52.50,30,1,1,850000,0.010429447852760737
Jérémy Lauzon,185,0,52,1.36,48,98,65,0.11,3.75,7.66,5.08,353,384,47.90,602,719,45.57,478,543,46.82,25.97,31.57,45.13,23,2,0,850000,0.010429447852760737
Caleb Jones,185,0,117,0.68,23,55,31,0.09,3.18,7.60,4.28,177,190,48.23,330,374,46.88,245,269,47.67,14.75,17.70,45.45,23,2,0,850000,0.010429447852760737
Pär Lindholm,183,0,300,0.00,0,0,0,0.00,0.00,0.00,0.00,0,5,0.00,4,10,28.57,3,9,25.00,0.05,0.16,23.81,27,2,1,850000,0.010429447852760737
Carl Dahlström,193,0,51,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,24,2,0,850000,0.010429447852760737
Zack MacEwen,191,1,300,1.97,29,49,38,0.47,6.94,11.73,9.10,104,114,47.71,211,232,47.63,151,178,45.90,8.71,10.11,46.26,23,2,0,825000,0.010122699386503068
Jonas Siegenthaler,191,0,57,0.26,7,29,18,0.07,1.79,7.43,4.61,95,124,43.38,174,246,41.43,133,176,43.04,7.48,12.20,38.01,23,1,0,800000,0.0098159509202454
Trevor van Riemsdyk,188,1,300,0.59,20,43,32,0.11,3.73,8.01,5.96,152,155,49.51,279,289,49.12,217,213,50.47,12.82,10.89,54.07,28,1,1,800000,0.0098159509202454
Luca Sbisa,191,0,19,0.07,0,2,1,0.35,0.00,10.02,5.01,3,8,27.27,8,21,27.59,4,12,25.00,0.24,0.87,21.62,30,1,1,800000,0.0098159509202454
Luke Schenn,188,1,5,1.61,43,90,65,0.24,6.31,13.21,9.53,201,184,52.21,360,325,52.55,280,252,52.63,16.67,13.63,55.02,30,1,1,800000,0.0098159509202454
Curtis Lazar,183,1,17,7.93,54,90,78,0.73,4.98,8.30,7.19,267,371,41.85,449,661,40.45,363,509,41.63,22.39,30.84,42.06,25,2,0,800000,0.0098159509202454
Brendan Guhle,188,0,51,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,22,2,0,800000,0.0098159509202454
Steven Kampfer,180,1,93,0.89,27,48,39,0.17,5.22,9.27,7.54,180,162,52.63,284,285,49.91,231,216,51.68,11.41,12.19,48.35,30,2,1,800000,0.0098159509202454
Niko Mikkola,193,0,127,0.96,22,46,34,0.14,3.32,6.95,5.13,133,187,41.56,257,393,39.54,192,279,40.76,10.29,17.48,37.04,24,2,0,787500,0.009662576687116564
Kyle Capobianco,185,0,63,0.08,3,8,5,0.17,6.22,16.60,10.37,15,10,60.00,33,17,66.00,21,14,60.00,1.11,1.46,43.19,22,2,0,775000,0.00950920245398773
Brandon Pirri,185,0,59,0.24,2,2,2,1.25,10.45,10.45,10.45,8,8,50.00,11,8,57.89,9,8,52.94,0.44,0.87,33.59,28,2,1,775000,0.00950920245398773
Nicolas Petan,175,0,43,0.76,8,14,13,0.63,6.67,11.68,10.84,33,37,47.14,58,61,48.74,47,51,47.96,3.17,2.44,56.51,24,2,0,775000,0.00950920245398773
Conor Garland,178,1,123,12.11,135,241,185,0.83,9.22,16.47,12.64,506,370,57.76,928,660,58.44,703,522,57.39,48.61,39.43,55.21,23,2,0,775000,0.00950920245398773
Trevor Moore,178,0,300,10.82,86,158,133,0.83,6.60,12.12,10.19,344,415,45.32,638,777,45.09,495,590,45.62,30.35,40.40,42.90,24,2,0,775000,0.00950920245398773
Tucker Poolman,188,1,127,1.71,50,97,70,0.14,4.20,8.15,5.88,301,383,44.01,558,709,44.04,410,536,43.34,23.76,36.18,39.64,25,3,0,775000,0.00950920245398773
Trevor Lewis,185,1,17,4.90,66,106,88,0.56,7.60,12.20,10.13,167,316,34.58,318,577,35.53,238,434,35.42,13.25,27.31,32.67,33,1,1,750000,0.009202453987730062
Michael Frolík,185,0,10,0.66,13,21,14,0.50,9.89,15.98,10.65,38,32,54.29,76,56,57.58,51,41,55.43,2.25,2.29,49.67,32,1,1,750000,0.009202453987730062
Mark Pysyk,185,1,23,2.93,51,81,64,0.42,7.26,11.53,9.11,225,178,55.83,376,328,53.41,292,245,54.38,18.10,13.34,57.57,28,1,1,750000,0.009202453987730062
Andy Welinski,185,1,83,0.40,16,35,25,0.12,4.91,10.75,7.68,77,99,43.75,166,166,50.00,123,135,47.67,7.23,7.98,47.53,27,1,1,750000,0.009202453987730062
John Hayden,191,1,74,1.51,21,38,28,0.32,4.43,8.01,5.90,97,135,41.81,201,266,43.04,149,187,44.35,6.82,11.16,37.93,25,1,1,750000,0.009202453987730062
Kevin Rooney,188,0,300,6.81,62,91,77,0.61,5.58,8.19,6.93,246,344,41.69,425,681,38.43,323,512,38.68,21.74,33.74,39.19,27,2,1,750000,0.009202453987730062
Alan Quine,183,0,166,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,27,1,1,750000,0.009202453987730062
Sam Lafferty,185,1,113,2.65,33,57,45,0.48,5.96,10.29,8.11,147,181,44.82,245,312,43.99,195,242,44.62,10.22,14.06,42.09,25,2,0,750000,0.009202453987730062
Jani Hakanpää,196,1,104,2.31,54,122,80,0.14,3.15,7.13,4.67,389,497,43.91,757,963,44.01,546,700,43.82,33.99,48.36,41.28,28,1,1,750000,0.009202453987730062
Nicolas Roy,193,1,96,5.66,48,89,72,0.54,4.55,8.44,6.83,319,297,51.79,597,570,51.16,429,407,51.32,31.65,27.46,53.54,23,2,0,750000,0.009202453987730062
Teddy Blueger,183,0,52,5.21,49,77,64,0.49,4.61,7.24,6.02,261,331,44.09,435,584,42.69,342,431,44.24,22.39,26.09,46.18,24,2,0,750000,0.009202453987730062
Andy Andreoff,185,0,80,0.05,2,4,4,0.06,2.31,4.65,4.65,16,25,39.02,28,49,36.36,24,36,40.00,0.51,2.64,16.19,28,2,1,750000,0.009202453987730062
John Quenneville,185,0,30,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,23,2,0,750000,0.009202453987730062
Dylan Sikura,180,0,178,0.27,5,8,5,0.34,6.34,10.14,6.34,18,18,50.00,35,41,46.05,25,30,45.45,1.36,1.75,43.73,24,2,0,750000,0.009202453987730062
Nic Dowd,185,1,198,9.55,67,108,95,0.72,5.08,8.19,7.21,310,423,42.29,544,802,40.42,422,606,41.05,28.40,40.24,41.38,29,3,1,750000,0.009202453987730062
Calle Rosén,185,0,300,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,25,2,0,750000,0.009202453987730062
Mathieu Joseph,185,0,120,5.87,59,92,75,0.57,5.78,9.02,7.35,254,294,46.35,462,504,47.83,357,393,47.60,21.05,24.32,46.40,23,2,0,737500,0.009049079754601227
Mitchell Stephens,180,1,33,0.23,3,5,5,0.21,2.72,4.53,4.53,18,54,25.00,34,79,30.09,27,63,30.00,1.37,5.09,21.17,23,2,0,737500,0.009049079754601227
Kenny Agostino,183,0,140,0.00,0,0,0,0.00,0.00,0.00,0.00,2,1,66.67,3,1,75.00,3,1,75.00,0.06,0.02,75.00,27,2,1,737500,0.009049079754601227
Conor Sheary,173,0,300,10.57,87,142,118,0.89,7.35,12.00,9.97,371,300,55.29,680,556,55.02,522,420,55.41,30.77,22.53,57.73,28,1,1,735000,0.00901840490797546
Victor Mete,175,0,100,0.94,20,40,27,0.14,2.88,5.75,3.88,180,192,48.39,357,352,50.35,248,257,49.11,16.14,12.79,55.79,22,1,0,735000,0.00901840490797546
Sami Niku,185,0,198,0.14,2,8,4,0.11,1.54,6.17,3.08,33,50,39.76,59,87,40.40,44,74,37.29,2.67,4.47,37.39,23,2,0,725000,0.008895705521472393
Jansen Harkins,185,0,47,1.53,15,28,20,0.45,4.40,8.22,5.87,77,107,41.85,146,186,43.98,112,138,44.80,5.28,6.83,43.60,23,2,0,725000,0.008895705521472393
Jakub Zboril,183,0,13,1.04,35,82,51,0.09,2.96,6.92,4.30,351,324,52.00,625,570,52.30,484,445,52.10,24.03,26.54,47.52,23,2,0,725000,0.008895705521472393
Ryan Lomberg,175,0,300,5.00,47,68,63,0.91,8.53,12.36,11.45,175,178,49.58,265,292,47.58,220,232,48.67,13.88,14.85,48.31,25,2,1,725000,0.008895705521472393
Nico Sturm,191,0,300,7.23,59,86,74,0.84,6.82,9.94,8.56,239,279,46.14,371,544,40.54,302,385,43.96,21.83,19.54,52.77,25,2,0,725000,0.008895705521472393
Yakov Trenin,188,0,55,5.90,62,106,91,0.68,7.16,12.24,10.50,230,230,50.00,425,434,49.48,329,313,51.25,18.51,15.54,54.36,23,2,0,725000,0.008895705521472393
Daniel Sprong,183,1,46,5.25,73,123,95,0.66,9.15,15.42,11.91,243,240,50.31,437,421,50.93,337,335,50.15,18.82,19.64,48.93,23,2,0,725000,0.008895705521472393
Mark Friedman,180,1,86,1.39,9,12,11,0.84,5.43,7.24,6.64,47,51,47.96,78,96,44.83,61,73,45.52,4.54,3.70,55.10,24,2,0,725000,0.008895705521472393
Zach Whitecloud,188,1,300,2.99,53,124,87,0.20,3.58,8.38,5.88,371,402,47.99,740,803,47.96,537,556,49.13,32.72,35.38,48.05,23,2,0,725000,0.008895705521472393
Martin Frk,185,1,49,0.07,0,1,1,0.45,0.00,6.42,6.42,2,5,28.57,6,8,42.86,3,6,33.33,0.12,0.40,23.08,26,2,0,725000,0.008895705521472393
Nick Seeler,188,0,131,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,25,3,0,725000,0.008895705521472393
Riley Sheahan,191,0,21,3.59,44,69,54,0.31,3.74,5.87,4.59,268,467,36.46,475,815,36.82,379,658,36.54,23.03,45.15,33.78,28,1,1,700000,0.008588957055214725
Alexander Volkov,185,0,48,4.61,35,51,43,0.64,4.87,7.10,5.99,159,219,42.06,296,412,41.81,225,316,41.59,14.59,19.70,42.55,22,1,0,700000,0.008588957055214725
Drake Caggiula,178,0,300,4.84,46,78,62,0.62,5.86,9.93,7.89,200,259,43.57,354,483,42.29,264,377,41.19,18.71,21.35,46.70,26,1,1,700000,0.008588957055214725
Nikita Nesterov,180,0,148,1.13,31,86,59,0.12,3.27,9.08,6.23,260,313,45.38,492,526,48.33,370,411,47.38,20.88,24.09,46.43,27,1,1,700000,0.008588957055214725
Dominik Simon,180,0,137,0.27,2,9,3,0.19,1.37,6.17,2.06,36,43,45.57,71,81,46.71,54,61,46.96,3.58,3.73,48.97,25,1,1,700000,0.008588957055214725
Joakim Nordström,185,0,90,4.12,43,77,64,0.53,5.57,9.98,8.28,177,235,42.96,355,456,43.77,259,326,44.27,13.43,23.17,36.69,28,1,1,700000,0.008588957055214725
Matt Nieto,180,0,47,4.88,45,57,52,0.75,6.89,8.73,7.96,163,257,38.81,287,490,36.94,223,369,37.67,13.40,25.03,34.86,27,1,1,700000,0.008588957055214725
Paul LaDue,188,1,181,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,27,1,1,700000,0.008588957055214725
Travis Boyd,183,1,177,2.97,21,44,34,0.53,3.72,7.79,6.02,131,163,44.56,263,305,46.30,198,231,46.15,12.69,15.18,45.53,26,1,1,700000,0.008588957055214725
Tomas Jurco,188,0,35,0.66,11,18,14,0.55,9.21,15.07,11.72,45,21,68.18,77,58,57.04,58,41,58.59,2.91,3.00,49.24,27,1,1,700000,0.008588957055214725
Matt Irwin,185,0,300,0.77,27,46,36,0.12,4.15,7.08,5.54,162,250,39.32,281,437,39.14,223,341,39.54,12.45,21.68,36.47,32,1,1,700000,0.008588957055214725
Tobias Rieder,180,0,114,5.13,63,87,77,0.56,7.01,9.69,8.57,205,351,36.86,349,612,36.32,273,482,36.15,13.98,28.50,32.90,27,1,1,700000,0.008588957055214725
Mark Jankowski,193,0,21,4.33,35,62,45,0.54,4.36,7.73,5.61,179,249,41.82,292,452,39.25,227,340,40.04,13.97,22.75,38.04,25,1,1,700000,0.008588957055214725
Evan Rodrigues,180,1,300,5.23,65,110,82,0.64,7.90,13.37,9.97,236,230,50.64,414,398,50.99,310,308,50.16,20.88,19.28,51.99,26,1,1,700000,0.008588957055214725
Buddy Robinson,196,1,300,0.50,6,13,8,0.47,5.60,12.14,7.47,27,24,52.94,62,46,57.41,40,36,52.63,1.73,1.67,50.88,28,1,1,700000,0.008588957055214725
