PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,GA60,xGA60,GSAx60,SIGNING AGE,CLAUSE,LENGTH,SIGNING,CAP HIT,CAP HIT %
230. Nikita Gusev,175,Right,202 - Round 7 - 2012 (TBL),5.98,72,117,91,0.81,9.71,15.78,12.27,288,180,61.54,502,293,63.14,388,228,62.99,25.48,16.13,61.24,-,-,-,26,M-NTC,2,RFA,4500000,0.055
231. Marcus Johansson,185,Left,24 - Round 1 - 2009 (WSH),3.76,42,75,58,0.42,4.63,8.28,6.41,215,303,41.51,435,530,45.08,320,418,43.36,18.44,23.69,43.77,-,-,-,28,M-NTC,2,UFA,4500000,0.055
232. Mikko Koskinen,201,Left,31 - Round 2 - 2009 (NYI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.14,2.79,-0.34,30,M-NTC,3,UFA,4500000,0.057
233. Shayne Gostisbehere,180,Left,78 - Round 3 - 2012 (PHI),4.80,85,189,127,0.35,6.24,13.87,9.32,468,355,56.87,848,633,57.26,637,484,56.82,42.13,31.30,57.37,-,-,-,24,,6,RFA,4500000,0.062
234. Nikita Zaitsev,188,Right,-,3.02,68,173,108,0.15,3.33,8.47,5.29,546,717,43.23,994,1373,41.99,761,1014,42.87,45.84,62.72,42.23,-,-,-,25,M-NTC,7,RFA,4500000,0.062
235. Jason Demers,185,Right,186 - Round 7 - 2008 (SJS),1.79,44,95,63,0.15,3.74,8.06,5.35,294,392,42.86,584,689,45.88,430,528,44.89,23.78,36.86,39.22,-,-,-,28,,5,UFA,4500000,0.062
236. Nazem Kadri,183,Left,7 - Round 1 - 2009 (TOR),18.92,167,281,220,1.27,11.24,18.91,14.81,578,344,62.69,1086,619,63.70,784,482,61.93,59.25,30.44,66.06,-,-,-,25,M-NTC,6,RFA,4500000,0.063
237. Christian Dvorak,185,Left,58 - Round 2 - 2014 (ARI),15.19,95,154,132,0.88,5.53,8.96,7.68,476,538,46.94,898,1002,47.26,667,758,46.81,48.95,58.13,45.71,-,-,-,23,,6,RFA,4450000,0.056
238. Alex Killorn,185,Left,77 - Round 3 - 2007 (TBL),13.81,121,204,165,0.83,7.25,12.22,9.89,554,448,55.29,979,737,57.05,754,580,56.52,53.46,38.58,58.08,-,-,-,26,M-NTC,7,RFA,4450000,0.061
239. Jordan Binnington,185,Left,88 - Round 3 - 2011 (STL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.64,2.71,0.07,25,,2,RFA,4400000,0.054
240. Brandon Sutter,191,Right,11 - Round 1 - 2007 (CAR),6.83,65,94,85,0.63,6.02,8.69,7.87,292,408,41.71,484,756,39.03,387,566,40.61,22.20,43.06,34.02,-,-,-,26,M-NTC,5,UFA,4375000,0.06
241. Brendan Smith,188,Left,27 - Round 1 - 2007 (DET),2.78,58,114,78,0.21,4.41,8.67,5.93,344,424,44.79,587,749,43.94,455,573,44.26,26.81,36.15,42.58,-,-,-,28,M-NTC,4,UFA,4350000,0.058
242. Jake Allen,188,Left,34 - Round 2 - 2008 (STL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.68,2.53,-0.15,25,,4,RFA,4350000,0.06
243. Sean Couturier,191,Left,8 - Round 1 - 2011 (PHI),13.20,121,207,161,0.91,8.35,14.29,11.11,522,378,58.00,947,645,59.48,723,497,59.26,46.05,36.88,55.53,-,-,-,23,,6,RFA,4333333,0.061
244. Devan Dubnyk,198,Left,14 - Round 1 - 2004 (EDM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.20,2.59,-0.61,29,M-NTC,6,UFA,4333333,0.061
245. Braden Holtby,188,Left,93 - Round 4 - 2008 (WSH),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.34,3.11,-0.23,30,M-NTC,2,UFA,4300000,0.053
246. Tyler Toffoli,183,Right,47 - Round 2 - 2010 (LAK),19.73,158,265,209,1.30,10.41,17.46,13.77,533,397,57.31,987,708,58.23,726,550,56.90,50.85,42.82,54.29,-,-,-,28,,4,UFA,4250000,0.052
247. Ian Cole,185,Left,18 - Round 1 - 2007 (STL),1.11,28,55,41,0.08,2.04,4.03,3.01,340,449,43.09,572,875,39.53,461,645,41.68,32.68,35.72,47.77,-,-,-,29,,3,UFA,4250000,0.053
248. Antti Raanta,183,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.36,3.22,-0.14,29,,3,UFA,4250000,0.057
249. Viktor Arvidsson,175,Right,112 - Round 4 - 2014 (NSH),13.15,151,264,213,0.95,10.94,19.13,15.43,525,382,57.88,924,657,58.44,731,496,59.58,42.38,32.85,56.33,-,-,-,24,,7,RFA,4250000,0.057
250. David Savard,188,Right,94 - Round 4 - 2009 (CBJ),3.21,69,124,92,0.18,3.86,6.94,5.15,447,566,44.13,779,1055,42.48,595,766,43.72,35.20,43.17,44.92,-,-,-,24,,5,RFA,4250000,0.06
251. John Klingberg,191,Right,131 - Round 5 - 2010 (DAL),5.63,108,231,155,0.28,5.39,11.52,7.73,655,484,57.51,1242,918,57.50,928,702,56.93,60.26,46.53,56.43,-,-,-,22,,7,RFA,4250000,0.062
252. Oscar Klefbom,191,Left,19 - Round 1 - 2011 (EDM),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,22,,7,RFA,4167000,0.057
253. Jonas Brodin,185,Left,10 - Round 1 - 2011 (MIN),4.74,77,163,101,0.24,3.95,8.36,5.19,483,577,45.57,899,1104,44.88,685,795,46.28,46.69,47.77,49.43,-,-,-,21,NMC,6,RFA,4166667,0.06
254. Damon Severson,188,Right,60 - Round 2 - 2012 (NJD),4.41,91,195,129,0.21,4.34,9.28,6.15,603,652,48.05,1119,1088,50.70,848,873,49.27,53.41,61.20,46.60,-,-,-,22,,6,RFA,4166666,0.056
255. Adam Larsson,191,Right,4 - Round 1 - 2011 (NJD),2.16,48,124,86,0.12,2.70,6.97,4.83,377,529,41.61,734,1068,40.72,552,731,43.02,37.63,47.33,44.29,-,-,-,22,,6,RFA,4166666,0.058
256. Mathieu Perreault,178,Left,177 - Round 6 - 2006 (WSH),7.79,55,104,77,0.75,5.27,9.96,7.38,344,261,56.86,621,502,55.30,461,372,55.34,31.46,20.28,60.80,-,-,-,28,M-NTC,4,UFA,4125000,0.057
257. Devon Toews,185,Left,108 - Round 4 - 2014 (NYI),5.47,115,211,155,0.26,5.46,10.02,7.36,664,540,55.15,1247,1023,54.93,924,749,55.23,62.08,46.56,57.14,-,-,-,26,,4,RFA,4100000,0.05
258. Josh Manson,191,Right,160 - Round 6 - 2011 (ANA),0.64,19,48,26,0.09,2.76,6.96,3.77,158,290,35.27,265,462,36.45,197,369,34.81,12.80,25.32,33.58,-,-,-,26,M-NTC,4,RFA,4100000,0.055
259. Brian Dumoulin,193,Left,51 - Round 2 - 2009 (CAR),1.94,50,104,69,0.13,3.27,6.81,4.51,408,500,44.93,715,868,45.17,550,685,44.53,38.97,42.72,47.71,-,-,-,25,M-NTC,6,RFA,4100000,0.055
260. Nick Bonino,185,Left,173 - Round 6 - 2007 (SJS),6.37,64,99,83,0.48,4.87,7.53,6.32,368,425,46.41,625,814,43.43,482,579,45.43,35.72,33.60,51.54,-,-,-,29,,4,UFA,4100000,0.055
261. Nick Bjugstad,198,Right,19 - Round 1 - 2010 (FLA),7.31,76,115,98,0.88,9.18,13.90,11.84,274,226,54.80,464,464,50.00,374,335,52.75,26.05,17.45,59.89,-,-,-,22,,6,RFA,4100000,0.059
262. Olli Määttä,188,Left,22 - Round 1 - 2012 (PIT),1.62,41,74,62,0.15,3.82,6.90,5.78,272,337,44.66,486,613,44.22,393,462,45.96,24.96,30.33,45.14,-,-,-,21,,6,RFA,4083333,0.057
263. Jake Gardiner,188,Left,17 - Round 1 - 2008 (ANA),0.89,23,62,35,0.13,3.31,8.92,5.03,214,175,55.01,417,314,57.05,304,239,55.99,19.20,15.01,56.12,-,-,-,28,M-NTC,4,UFA,4050000,0.05
264. Marcus Pettersson,191,Left,38 - Round 2 - 2014 (ANA),1.65,46,94,68,0.13,3.56,7.28,5.27,368,373,49.66,608,623,49.39,480,473,50.37,29.61,30.42,49.33,-,-,-,24,,5,RFA,4025175,0.049
265. Brett Pesce,191,Right,66 - Round 3 - 2013 (CAR),4.38,89,231,144,0.21,4.26,11.06,6.89,589,606,49.29,1108,1081,50.62,844,821,50.69,63.41,55.24,53.44,-,-,-,23,,6,RFA,4025000,0.054
266. Mike Hoffman,183,Left,130 - Round 5 - 2009 (OTT),8.25,110,180,134,0.66,8.77,14.36,10.69,409,317,56.34,729,593,55.14,534,450,54.27,34.14,29.66,53.51,-,-,-,30,,1,UFA,4000000,0.049
267. Justin Schultz,188,Right,43 - Round 2 - 2008 (ANA),3.20,67,127,94,0.22,4.71,8.92,6.60,435,411,51.42,778,725,51.76,596,560,51.56,35.08,33.26,51.33,-,-,-,29,,2,UFA,4000000,0.049
268. Elvis Merzlikins,191,Left,76 - Round 3 - 2014 (CBJ),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.77,2.64,-0.12,26,,2,RFA,4000000,0.049
269. David Perron,183,Right,26 - Round 1 - 2007 (STL),12.91,142,277,192,0.77,8.43,16.44,11.39,600,406,59.64,1074,749,58.91,781,547,58.81,50.12,39.94,55.65,-,-,-,30,M-NTC,4,UFA,4000000,0.05
270. Erik Gudbranson,196,Right,3 - Round 1 - 2010 (FLA),1.79,58,121,77,0.13,4.32,9.01,5.73,373,506,42.43,671,871,43.51,512,680,42.95,29.80,46.47,39.07,-,-,-,26,,3,UFA,4000000,0.053
271. Kris Russell,178,Left,67 - Round 3 - 2005 (CBJ),1.80,41,88,55,0.17,3.82,8.19,5.13,219,321,40.56,427,641,39.97,309,450,40.71,17.64,27.33,39.22,-,-,-,30,"M-NTC, NMC",4,UFA,4000000,0.053
272. Victor Rask,188,Left,42 - Round 2 - 2011 (CAR),5.05,51,100,66,0.40,4.08,8.00,5.28,353,323,52.22,706,609,53.69,517,451,53.41,33.94,24.93,57.65,-,-,-,23,,6,RFA,4000000,0.055
273. Alec Martinez,185,Left,95 - Round 4 - 2007 (LAK),6.78,85,183,122,0.34,4.26,9.18,6.12,620,602,50.74,1157,1186,49.38,850,826,50.72,63.83,58.11,52.35,-,-,-,27,,6,UFA,4000000,0.058
274. Kevin Shattenkirk,183,Right,14 - Round 1 - 2007 (COL),4.68,93,187,125,0.24,4.78,9.61,6.43,598,519,53.54,1170,969,54.70,870,733,54.27,52.93,49.89,51.48,-,-,-,31,M-NTC,3,UFA,3900000,0.048
275. Brenden Dillon,193,Left,-,1.57,51,134,81,0.09,2.94,7.72,4.67,460,503,47.77,839,955,46.77,645,715,47.43,38.88,41.77,48.21,-,-,-,29,,4,UFA,3900000,0.048
276. Joonas Donskoi,183,Right,99 - Round 4 - 2010 (FLA),12.02,74,133,107,1.02,6.28,11.29,9.09,409,280,59.36,730,548,57.12,552,401,57.92,40.02,27.20,59.54,-,-,-,27,,4,UFA,3900000,0.048
277. Andrew Shaw,180,Right,139 - Round 5 - 2011 (CHI),2.19,25,39,30,0.62,7.09,11.06,8.51,109,98,52.66,197,150,56.77,140,117,54.47,10.47,7.78,57.37,-,-,-,24,,6,RFA,3900000,0.053
278. Colin Miller,185,Right,151 - Round 5 - 2012 (LAK),2.15,64,139,96,0.15,4.44,9.65,6.67,387,439,46.85,698,768,47.61,542,597,47.59,28.74,37.84,43.17,-,-,-,25,,4,RFA,3875000,0.049
279. Brandon Montour,183,Right,55 - Round 2 - 2014 (ANA),4.82,94,173,133,0.28,5.51,10.13,7.79,519,575,47.44,884,986,47.27,703,776,47.53,42.01,51.49,44.93,-,-,-,26,,1,RFA,3850000,0.047
280. Connor Murphy,193,Right,20 - Round 1 - 2011 (ARI),2.31,78,159,99,0.13,4.23,8.61,5.36,470,631,42.69,842,1140,42.48,608,834,42.16,41.51,56.62,42.30,-,-,-,23,,6,RFA,3850000,0.053
281. Darren Helm,183,Left,132 - Round 5 - 2005 (DET),6.18,83,130,97,0.54,7.22,11.31,8.44,295,381,43.64,525,694,43.07,390,518,42.95,23.01,32.52,41.44,-,-,-,29,,5,UFA,3850000,0.053
282. Rickard Rakell,183,Right,30 - Round 1 - 2011 (ANA),16.43,144,265,204,1.06,9.32,17.14,13.20,469,423,52.58,942,754,55.54,680,581,53.93,46.70,42.51,52.35,-,-,-,23,,6,RFA,3789444,0.052
283. Mikael Granlund,178,Left,9 - Round 1 - 2010 (MIN),10.30,74,134,107,0.62,4.48,8.11,6.47,494,556,47.05,891,933,48.85,682,717,48.75,44.80,54.22,45.24,-,-,-,28,,1,UFA,3750000,0.046
284. Tyson Barrie,180,Right,64 - Round 3 - 2009 (COL),6.93,144,287,188,0.36,7.44,14.83,9.72,756,583,56.46,1349,995,57.55,1020,793,56.26,74.70,48.67,60.55,-,-,-,28,,1,UFA,3750000,0.046
285. Boone Jenner,188,Left,37 - Round 2 - 2011 (CBJ),8.10,79,131,110,0.66,6.42,10.65,8.94,345,396,46.56,597,779,43.39,472,557,45.87,26.53,36.21,42.29,-,-,-,25,,4,RFA,3750000,0.047
286. Tanner Pearson,185,Left,30 - Round 1 - 2012 (LAK),11.74,100,169,138,0.90,7.65,12.94,10.56,418,433,49.12,776,777,49.97,569,580,49.52,39.11,44.26,46.92,-,-,-,24,,4,RFA,3750000,0.051
287. Mattias Ekholm,193,Left,102 - Round 4 - 2009 (NSH),4.90,110,227,166,0.27,6.01,12.40,9.07,545,608,47.27,964,1024,48.49,767,795,49.10,43.44,53.09,45.00,-,-,-,25,,6,RFA,3750000,0.053
288. Brendan Gallagher,175,Right,147 - Round 5 - 2010 (MTL),12.25,106,177,143,1.40,12.11,20.22,16.32,349,193,64.39,648,372,63.53,488,274,64.04,30.90,18.09,63.07,-,-,-,23,NMC,6,RFA,3750000,0.054
289. Will Butcher,178,Left,123 - Round 5 - 2013 (COL),1.17,37,75,48,0.16,5.07,10.28,6.58,198,206,49.01,396,381,50.97,285,275,50.89,16.38,16.45,49.89,-,-,-,24,,3,RFA,3733333,0.046
290. Dominik Kubalik,188,Left,191 - Round 7 - 2013 (LAK),14.28,156,260,192,0.99,10.77,17.95,13.26,494,427,53.64,846,734,53.54,617,552,52.78,44.05,37.53,54.00,-,-,-,24,,2,RFA,3700000,0.045
291. Matt Grzelcyk,175,Left,85 - Round 3 - 2012 (BOS),2.63,80,126,97,0.22,6.57,10.35,7.97,492,275,64.15,833,502,62.40,662,386,63.17,38.42,22.28,63.29,-,-,-,26,,4,RFA,3687500,0.045
292. Jake DeBrusk,183,Left,14 - Round 1 - 2015 (BOS),8.58,89,123,105,0.87,9.02,12.48,10.65,333,301,52.52,557,517,51.86,447,400,52.77,25.12,22.23,53.05,-,-,-,23,,2,RFA,3675000,0.045
293. Cam Talbot,193,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.59,2.44,-0.14,32,,3,UFA,3666667,0.045
294. Connor Brown,183,Right,156 - Round 6 - 2012 (TOR),13.57,117,194,156,0.81,7.02,11.64,9.36,463,552,45.62,853,992,46.23,644,758,45.93,41.97,55.79,42.93,-,-,-,26,,3,RFA,3600000,0.044
295. Thomas Greiss,188,Left,94 - Round 3 - 2004 (SJS),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.70,2.45,-0.25,34,,2,UFA,3600000,0.044
296. Tyler Bertuzzi,185,Left,58 - Round 2 - 2013 (DET),3.28,20,34,27,1.12,6.81,11.58,9.19,95,87,52.20,167,144,53.70,121,111,52.16,9.69,8.85,52.29,-,-,-,25,,1,RFA,3500000,0.043
297. Chris Tierney,185,Left,55 - Round 2 - 2012 (SJS),6.02,53,82,71,0.44,3.86,5.97,5.17,343,486,41.38,650,834,43.80,484,658,42.38,26.00,44.69,36.78,-,-,-,25,,2,RFA,3500000,0.043
298. Tristan Jarry,188,Left,44 - Round 2 - 2013 (PIT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.75,2.47,-0.28,25,,3,RFA,3500000,0.043
299. Joel Edmundson,196,Left,46 - Round 2 - 2011 (STL),3.55,77,180,119,0.19,4.19,9.80,6.48,547,572,48.88,1027,1028,49.98,751,787,48.83,46.24,49.45,48.32,-,-,-,27,M-NTC,4,UFA,3500000,0.043
300. J.T. Compher,183,Right,35 - Round 2 - 2013 (BUF),4.62,44,82,64,0.43,4.05,7.57,5.91,297,308,49.09,556,601,48.06,420,447,48.44,24.49,30.77,44.32,-,-,-,24,,4,RFA,3500000,0.043
301. Micheal Ferland,185,Left,133 - Round 5 - 2010 (CGY),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,27,NMC,4,UFA,3500000,0.043
302. Ben Chiarot,191,Left,120 - Round 4 - 2009 (ATL),3.19,80,154,110,0.22,5.52,10.63,7.59,404,469,46.28,751,852,46.85,557,654,46.00,31.45,41.03,43.39,-,-,-,28,M-NTC,3,UFA,3500000,0.043
303. Alexander Kerfoot,178,Left,150 - Round 5 - 2012 (NJD),8.26,66,111,85,0.64,5.09,8.57,6.56,333,367,47.57,612,683,47.26,460,519,46.99,32.79,32.90,49.91,-,-,-,24,,4,RFA,3500000,0.043
304. Brett Connolly,191,Right,6 - Round 1 - 2010 (TBL),3.44,26,57,35,0.55,4.13,9.08,5.58,193,166,53.76,334,288,53.70,248,224,52.54,14.39,12.80,52.92,-,-,-,27,,4,UFA,3500000,0.043
305. Brandon Tanev,183,Left,-,5.55,43,62,55,0.72,5.59,8.05,7.14,189,242,43.85,339,443,43.35,261,318,45.08,19.36,22.64,46.10,-,-,-,27,M-NTC,6,UFA,3500000,0.043
306. Bryan Rust,180,Right,80 - Round 3 - 2010 (PIT),21.06,154,258,219,1.13,8.36,14.01,11.90,644,519,55.37,1154,878,56.79,880,687,56.16,69.15,49.98,58.05,-,-,-,26,,4,RFA,3500000,0.044
307. Lars Eller,188,Left,13 - Round 1 - 2007 (STL),9.14,68,130,103,0.78,5.80,11.09,8.78,364,322,53.06,653,602,52.03,498,471,51.39,34.35,29.12,54.12,-,-,-,29,,5,UFA,3500000,0.047
308. Cal Clutterbuck,180,Right,72 - Round 3 - 2006 (MIN),7.13,50,93,73,0.64,4.47,8.31,6.52,245,354,40.90,431,695,38.28,331,509,39.40,22.77,29.73,43.37,-,-,-,29,,5,UFA,3500000,0.048
309. Andreas Johnsson,178,Left,202 - Round 7 - 2013 (TOR),6.90,65,104,87,0.59,5.60,8.96,7.49,371,308,54.64,659,530,55.42,503,418,54.61,29.92,26.89,52.67,-,-,-,24,,4,RFA,3400000,0.042
310. Paul Byron,175,Left,179 - Round 6 - 2007 (BUF),4.51,42,79,61,0.47,4.37,8.23,6.35,234,300,43.82,435,547,44.30,320,419,43.30,17.48,25.59,40.59,-,-,-,30,,4,UFA,3400000,0.043
311. James Reimer,188,Left,99 - Round 4 - 2006 (TOR),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.66,2.50,-0.16,28,,5,UFA,3400000,0.047
312. Ryan Dzingel,183,Left,204 - Round 7 - 2011 (OTT),4.66,48,97,68,0.55,5.67,11.45,8.02,245,216,53.15,473,407,53.75,335,309,52.02,20.39,16.77,54.88,-,-,-,27,,2,UFA,3375000,0.041
313. Sven Baertschi,180,Left,13 - Round 1 - 2011 (CGY),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,25,,3,RFA,3366666,0.042
314. Jakub Vrána,183,Left,13 - Round 1 - 2014 (WSH),10.91,100,196,148,0.87,8.00,15.67,11.83,405,351,53.57,733,603,54.87,565,488,53.66,36.22,30.90,53.96,-,-,-,23,,2,RFA,3350000,0.041
315. Casey Cizikas,180,Left,92 - Round 4 - 2009 (NYI),8.46,72,112,91,0.66,5.58,8.68,7.05,280,397,41.36,484,781,38.26,368,576,38.97,24.27,31.93,43.19,-,-,-,25,,5,RFA,3350000,0.046
316. Anton Khudobin,180,Left,206 - Round 7 - 2004 (MIN),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.54,2.20,-0.34,34,M-NTC,3,UFA,3333333,0.041
317. Philipp Grubauer,185,Left,112 - Round 4 - 2010 (WSH),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.10,0.10,26,,3,RFA,3333333,0.042
318. Marco Scandella,191,Left,55 - Round 2 - 2008 (MIN),2.18,53,111,62,0.14,3.39,7.10,3.96,368,551,40.04,656,1015,39.26,472,757,38.40,30.66,52.47,36.88,-,-,-,30,M-NTC,4,UFA,3275000,0.04
319. MacKenzie Weegar,183,Right,206 - Round 7 - 2013 (FLA),4.61,101,182,135,0.23,5.07,9.14,6.78,621,571,52.10,1018,1007,50.27,804,776,50.89,54.78,50.98,51.80,-,-,-,26,,3,RFA,3250000,0.04
320. Radek Faksa,191,Left,13 - Round 1 - 2012 (DAL),8.17,94,144,116,0.51,5.88,9.01,7.26,398,481,45.28,749,922,44.82,541,677,44.42,31.15,43.76,41.58,-,-,-,26,,5,RFA,3250000,0.04
321. Pavel Buchnevich,191,Left,75 - Round 3 - 2013 (NYR),13.51,120,201,161,0.80,7.12,11.93,9.55,475,498,48.82,869,950,47.77,667,717,48.19,48.80,49.28,49.76,-,-,-,24,,2,RFA,3250000,0.04
322. Travis Sanheim,191,Left,17 - Round 1 - 2014 (PHI),5.19,99,195,135,0.26,4.93,9.72,6.73,581,590,49.62,1065,1033,50.76,810,783,50.85,47.82,53.34,47.27,-,-,-,23,,2,RFA,3250000,0.04
323. Eric Staal,193,Left,2 - Round 1 - 2003 (CAR),9.02,82,145,111,0.69,6.31,11.15,8.53,391,368,51.52,741,638,53.73,560,493,53.18,33.65,37.54,47.27,-,-,-,34,M-NTC,2,UFA,3250000,0.041
324. Andrew Cogliano,178,Left,25 - Round 1 - 2005 (EDM),7.45,88,156,119,0.59,7.02,12.45,9.49,356,331,51.82,631,652,49.18,470,471,49.95,25.45,26.33,49.15,-,-,-,31,M-NTC,3,UFA,3250000,0.043
325. Zack Smith,188,Left,79 - Round 3 - 2008 (OTT),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,29,M-NTC,4,UFA,3250000,0.045
326. Nikita Zadorov,198,Left,16 - Round 1 - 2013 (BUF),2.00,52,120,73,0.11,2.95,6.82,4.15,402,575,41.15,726,1032,41.30,529,756,41.17,32.19,50.20,39.07,-,-,-,25,,1,RFA,3200000,0.039
327. Zack Kassian,191,Right,13 - Round 1 - 2009 (BUF),2.85,18,38,30,0.54,3.38,7.13,5.63,125,161,43.71,239,275,46.50,179,206,46.49,10.37,12.08,46.19,-,-,-,29,,4,UFA,3200000,0.039
328. Kasperi Kapanen,185,Right,22 - Round 1 - 2014 (PIT),5.74,68,112,85,0.55,6.57,10.82,8.21,321,295,52.11,541,484,52.78,419,373,52.90,26.23,25.87,50.35,-,-,-,22,,3,RFA,3200000,0.039
329. Ryan Graves,196,Left,110 - Round 4 - 2013 (NYR),3.43,99,220,140,0.21,5.97,13.28,8.44,479,519,48.00,894,968,48.01,654,715,47.77,38.42,46.27,45.37,-,-,-,25,,3,RFA,3166667,0.039
330. Roope Hintz,191,Left,49 - Round 2 - 2015 (DAL),12.00,92,186,139,0.96,7.39,14.93,11.16,432,320,57.45,784,584,57.31,609,438,58.17,43.83,31.02,58.56,-,-,-,23,,3,RFA,3150000,0.039
331. Petr Mrázek,185,Left,141 - Round 5 - 2010 (DET),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.06,2.95,0.90,27,,2,UFA,3125000,0.038
332. Derek Ryan,178,Right,-,4.17,33,62,52,0.55,4.37,8.21,6.89,195,179,52.14,408,361,53.06,298,255,53.89,17.05,16.68,50.55,-,-,-,31,,3,UFA,3125000,0.039
333. Craig Smith,185,Right,98 - Round 4 - 2009 (NSH),10.89,132,236,187,0.81,9.86,17.63,13.97,479,334,58.92,853,594,58.95,661,464,58.76,36.35,26.50,57.84,-,-,-,30,,3,UFA,3100000,0.038
334. Phillip Danault,185,Left,26 - Round 1 - 2011 (CHI),7.19,73,140,105,0.48,4.90,9.40,7.05,453,441,50.67,876,828,51.41,642,626,50.63,39.74,43.46,47.76,-,-,-,25,,3,RFA,3083333,0.039
335. Victor Olofsson,180,Left,181 - Round 7 - 2014 (BUF),10.41,129,228,178,0.64,7.95,14.05,10.97,532,449,54.23,941,756,55.45,735,612,54.57,45.76,47.91,48.85,-,-,-,24,,2,RFA,3050000,0.037
336. Dylan Strome,191,Left,3 - Round 1 - 2015 (ARI),8.92,71,112,90,0.86,6.87,10.83,8.69,358,308,53.75,627,543,53.59,459,393,53.87,35.18,26.38,57.15,-,-,-,23,,2,RFA,3000000,0.037
337. Erik Gustafsson,183,Left,93 - Round 4 - 2012 (EDM),1.35,31,86,51,0.17,3.99,11.07,6.56,208,186,52.79,420,323,56.53,298,255,53.89,20.26,17.75,53.30,-,-,-,28,,1,UFA,3000000,0.037
338. Dylan DeMelo,183,Right,179 - Round 6 - 2011 (SJS),1.48,41,85,59,0.11,2.93,6.07,4.22,363,450,44.65,635,843,42.96,479,626,43.35,28.92,41.20,41.24,-,-,-,27,M-NTC,4,UFA,3000000,0.037
339. Oskar Lindblom,185,Left,138 - Round 5 - 2014 (PHI),6.66,58,102,85,0.61,5.28,9.28,7.74,275,349,44.07,517,612,45.79,384,464,45.28,23.66,28.82,45.08,-,-,-,23,,3,RFA,3000000,0.037
340. Kevin Fiala,178,Left,11 - Round 1 - 2014 (NSH),16.59,161,286,223,1.20,11.64,20.69,16.13,484,371,56.61,896,680,56.85,677,520,56.56,47.69,30.78,60.77,-,-,-,22,,2,RFA,3000000,0.037
341. Neal Pionk,183,Right,-,3.48,96,193,131,0.18,5.03,10.11,6.87,600,532,53.00,1089,978,52.69,804,729,52.45,56.97,52.61,51.99,-,-,-,23,,2,RFA,3000000,0.037
342. Patrik Nemeth,191,Left,41 - Round 2 - 2010 (DAL),1.25,52,100,69,0.08,3.47,6.67,4.59,366,514,41.59,649,892,42.12,490,681,41.84,31.64,44.56,41.52,-,-,-,27,,2,UFA,3000000,0.037
343. Leo Komarov,180,Left,180 - Round 6 - 2006 (TOR),2.48,27,41,33,0.35,3.83,5.81,4.68,195,202,49.12,332,398,45.48,251,284,46.92,15.71,15.51,50.32,-,-,-,31,M-NTC,4,UFA,3000000,0.038
344. Jonathan Bernier,183,Left,11 - Round 1 - 2006 (LAK),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.99,3.03,0.04,29,,3,UFA,3000000,0.038
345. Antoine Roussel,180,Left,-,3.14,28,49,41,0.47,4.17,7.30,6.11,180,230,43.90,312,450,40.94,239,332,41.86,14.37,25.30,36.22,-,-,-,28,M-NTC,4,UFA,3000000,0.038
346. Jay Beagle,191,Right,-,3.05,21,38,32,0.49,3.35,6.07,5.11,156,235,39.90,265,418,38.79,199,327,37.83,11.97,26.00,31.52,-,-,-,32,M-NTC,4,UFA,3000000,0.038
347. Erik Cernak,191,Right,43 - Round 2 - 2015 (LAK),3.00,85,163,116,0.20,5.60,10.75,7.65,408,457,47.17,713,782,47.69,554,614,47.43,37.51,39.10,48.96,-,-,-,23,,3,RFA,2950000,0.036
