PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Josh Archibald,178,1,174,11.45,92,164,127,0.74,5.98,10.67,8.26,407,531,43.39,736,1114,39.78,558,772,41.95,33.92,44.99,42.99,24,2,0,675000,0.008490566037735849
Peter Holland,188,0,15,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,26,2,1,675000,0.008490566037735849
Jujhar Khaira,193,0,63,6.21,64,106,84,0.49,5.09,8.43,6.68,304,391,43.74,575,724,44.26,411,532,43.58,24.97,35.52,41.28,22,2,0,675000,0.008490566037735849
Scott Harrington,188,0,54,2.78,54,112,85,0.18,3.40,7.06,5.35,464,507,47.79,805,948,45.92,627,705,47.07,36.75,42.35,46.46,24,2,0,675000,0.008490566037735849
Markus Hännikäinen,185,0,300,5.08,52,88,70,0.73,7.48,12.66,10.07,201,185,52.07,346,341,50.36,274,257,51.60,16.64,16.14,50.75,23,2,0,675000,0.008490566037735849
Alex Chiasson,193,1,38,19.17,123,207,175,0.93,5.96,10.02,8.48,628,599,51.18,1183,1118,51.41,876,842,50.99,68.12,55.69,55.02,27,1,1,650000,0.008176100628930818
Jason Garrison,185,0,300,0.49,16,31,23,0.14,4.45,8.61,6.39,106,121,46.70,188,222,45.85,142,169,45.66,8.94,10.62,45.71,33,1,1,650000,0.008176100628930818
Brandon Davidson,188,0,162,0.32,7,24,12,0.14,3.05,10.44,5.22,62,82,43.06,123,153,44.57,85,111,43.37,4.90,7.47,39.61,26,1,1,650000,0.008176100628930818
Derek Grant,191,0,119,6.51,74,118,97,0.60,6.78,10.82,8.89,293,388,43.02,521,690,43.02,405,526,43.50,25.28,35.00,41.94,28,1,1,650000,0.008176100628930818
Tyler Ennis,175,0,26,10.46,81,123,108,1.24,9.59,14.56,12.78,250,221,53.08,497,447,52.65,379,344,52.42,25.89,18.78,57.96,28,1,1,650000,0.008176100628930818
Anthony Duclair,180,0,80,13.31,132,222,174,0.85,8.43,14.17,11.11,480,486,49.69,893,850,51.23,668,631,51.42,42.85,43.73,49.49,22,1,1,650000,0.008176100628930818
Adam Cracknell,191,1,279,0.20,3,4,3,0.56,8.61,11.50,8.61,6,11,35.29,15,17,46.88,9,15,37.50,0.60,1.33,31.09,32,1,1,650000,0.008176100628930818
Nic Dowd,185,1,198,6.08,47,89,72,0.55,4.28,8.11,6.56,268,338,44.22,518,664,43.82,388,473,45.06,20.58,31.03,39.88,28,1,1,650000,0.008176100628930818
Josh Jooris,185,1,300,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,27,1,1,650000,0.008176100628930818
Andreas Martinsen,191,0,300,2.12,21,34,28,0.67,6.62,10.71,8.82,86,115,42.79,158,197,44.51,116,146,44.27,6.79,9.64,41.33,28,1,1,650000,0.008176100628930818
Anthony Bitetto,185,0,168,1.46,30,70,49,0.20,4.19,9.77,6.85,198,209,48.65,382,384,49.87,296,286,50.86,16.39,17.88,47.83,27,1,1,650000,0.008176100628930818
Barclay Goodrow,188,0,300,7.66,84,145,120,0.51,5.58,9.64,7.98,370,407,47.62,773,805,48.99,554,568,49.38,31.74,41.18,43.53,24,2,0,650000,0.008176100628930818
Evan Rodrigues,180,1,300,10.72,168,282,224,0.55,8.61,14.45,11.48,640,615,51.00,1106,1060,51.06,874,823,51.50,48.62,53.61,47.56,23,2,0,650000,0.008176100628930818
Pontus Åberg,183,1,37,9.40,101,211,150,0.66,7.04,14.70,10.45,459,368,55.50,895,709,55.80,646,548,54.10,40.08,37.22,51.84,23,2,0,650000,0.008176100628930818
Brendan Leipsic,180,0,89,8.11,92,158,127,0.56,6.46,11.09,8.92,424,374,53.13,779,768,50.36,598,586,50.51,35.22,34.26,50.70,23,2,0,650000,0.008176100628930818
Jonny Brodzinski,185,1,148,1.86,17,35,28,0.87,7.91,16.28,13.02,51,53,49.04,108,124,46.55,75,92,44.91,4.74,5.56,46.02,24,2,0,650000,0.008176100628930818
Steve Oleksy,183,1,300,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,31,2,1,650000,0.008176100628930818
T.J. Tynan,173,1,66,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,25,2,1,650000,0.008176100628930818
Brad Hunt,175,0,300,3.72,75,140,103,0.36,7.20,13.43,9.88,399,254,61.10,714,461,60.77,536,351,60.43,33.29,20.32,62.09,28,2,1,650000,0.008176100628930818
Matt Tennyson,188,1,300,0.07,4,8,5,0.10,5.58,11.17,6.98,29,27,51.79,46,40,53.49,39,34,53.42,1.38,2.40,36.51,27,2,1,650000,0.008176100628930818
Chris Mueller,180,1,300,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,31,2,1,650000,0.008176100628930818
Byron Froese,180,1,119,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,26,2,1,650000,0.008176100628930818
Jordan Oesterle,183,0,300,4.11,77,215,135,0.18,3.44,9.61,6.04,640,676,48.63,1241,1355,47.80,919,973,48.57,57.69,61.26,48.50,25,2,1,650000,0.008176100628930818
Chandler Stephenson,183,0,77,5.34,36,65,50,0.41,2.79,5.03,3.87,286,420,40.51,564,810,41.05,412,604,40.54,23.35,39.72,37.02,23,2,0,650000,0.008176100628930818
Jordan Schroeder,175,1,22,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,26,2,0,650000,0.008176100628930818
Max McCormick,180,0,171,1.52,12,25,20,0.87,6.86,14.29,11.43,43,75,36.44,87,130,40.09,67,96,41.10,3.30,5.56,37.25,25,2,1,650000,0.008176100628930818
Chad Ruhwedel,180,1,300,0.54,22,46,30,0.11,4.51,9.42,6.14,143,160,47.19,263,290,47.56,197,216,47.70,11.18,12.17,47.88,27,2,1,650000,0.008176100628930818
Christian Djoos,183,0,195,1.18,33,75,46,0.12,3.24,7.37,4.51,282,310,47.64,550,583,48.54,402,459,46.69,22.08,28.49,43.66,22,2,0,650000,0.008176100628930818
Ryan Carpenter,183,1,300,9.97,102,175,141,0.70,7.14,12.25,9.86,440,423,50.98,884,759,53.80,635,574,52.52,38.86,41.88,48.13,26,2,1,650000,0.008176100628930818
Tim Heed,180,1,132,1.63,41,92,57,0.18,4.63,10.38,6.43,262,232,53.04,539,439,55.11,388,320,54.80,26.76,21.99,54.89,26,2,0,650000,0.008176100628930818
Charles Hudon,178,0,122,5.19,50,87,68,0.83,8.02,13.97,10.92,203,179,53.14,400,350,53.33,288,249,53.63,16.54,15.80,51.14,22,2,0,650000,0.008176100628930818
Colton Sissons,185,1,50,17.07,111,197,160,0.85,5.53,9.82,7.98,584,576,50.34,1049,1112,48.54,801,814,49.60,53.15,56.13,48.64,22,3,0,625000,0.007861635220125786
