PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Connor McDavid,185,0,1,33.83,240,423,327,1.13,8.08,14.25,11.01,1068,890,54.55,1954,1553,55.72,1472,1199,55.11,115.38,94.10,55.08,21,8,0,12500000,0.15723270440251572
John Tavares,185,0,1,40.88,286,485,401,1.57,10.96,18.59,15.37,1064,835,56.03,2050,1466,58.30,1513,1153,56.75,124.96,77.56,61.70,27,7,1,11000000,0.13836477987421383
Jonathan Toews,188,0,3,27.54,236,355,291,0.96,8.22,12.37,10.14,1048,972,51.88,1878,1639,53.40,1388,1291,51.81,100.25,103.10,49.30,26,8,1,10500000,0.1320754716981132
Patrick Kane,178,0,1,34.21,341,598,454,1.12,11.23,19.70,14.96,1104,964,53.38,2049,1613,55.95,1499,1251,54.51,108.56,97.87,52.59,26,8,1,10500000,0.1320754716981132
William Nylander,183,1,8,13.52,130,246,190,0.97,9.31,17.62,13.61,536,408,56.78,1069,740,59.09,783,571,57.83,51.30,34.78,59.60,22,6,0,10277778,0.12928022641509435
Jack Eichel,188,1,2,27.83,303,485,392,1.06,11.55,18.48,14.94,1067,791,57.43,1777,1337,57.06,1412,1061,57.10,99.76,75.95,56.77,21,8,0,10000000,0.12578616352201258
Anze Kopitar,191,0,11,20.68,156,298,227,0.69,5.18,9.90,7.54,913,956,48.85,1705,1758,49.23,1266,1352,48.36,88.57,98.73,47.29,28,8,1,10000000,0.12578616352201258
Alex Ovechkin,191,1,1,37.49,338,668,501,1.33,11.97,23.65,17.73,1017,820,55.36,1923,1482,56.48,1477,1145,56.33,111.14,89.66,55.35,22,13,0,9538462,0.11998065408805031
Jamie Benn,188,0,129,26.53,189,329,255,1.12,7.98,13.88,10.76,880,704,55.56,1601,1309,55.02,1178,966,54.94,90.19,65.17,58.05,27,8,1,9500000,0.11949685534591195
Evgeni Malkin,191,0,2,19.85,188,324,245,0.93,8.82,15.20,11.50,787,640,55.15,1408,1090,56.37,1027,823,55.51,82.71,59.84,58.02,27,8,1,9500000,0.11949685534591195
P.K. Subban,183,1,43,5.82,168,306,226,0.24,7.06,12.86,9.50,839,722,53.75,1526,1254,54.89,1152,989,53.81,72.23,70.84,50.48,25,8,0,9000000,0.11320754716981132
Sidney Crosby,180,0,1,29.81,220,348,290,1.08,7.96,12.59,10.49,1065,782,57.66,1902,1440,56.91,1437,1092,56.82,111.34,74.09,60.04,25,12,1,8700000,0.10943396226415095
Corey Perry,191,1,28,6.50,59,104,82,0.85,7.70,13.58,10.71,226,203,52.68,451,411,52.32,334,303,52.43,21.82,19.72,52.53,28,8,1,8625000,0.10849056603773585
Leon Draisaitl,188,0,3,30.07,231,404,311,0.97,7.48,13.09,10.07,1044,922,53.10,1908,1635,53.85,1431,1257,53.24,114.97,98.25,53.92,21,8,0,8500000,0.1069182389937107
Steven Stamkos,185,1,1,25.51,234,425,328,1.02,9.36,16.98,13.11,914,746,55.06,1685,1291,56.62,1290,996,56.43,91.34,64.27,58.70,26,8,1,8500000,0.1069182389937107
Claude Giroux,180,1,22,18.26,229,419,317,0.62,7.81,14.29,10.81,1128,901,55.59,2089,1560,57.25,1582,1175,57.38,111.31,85.77,56.48,26,8,0,8275000,0.10408805031446541
Jakub Voracek,188,0,7,19.77,210,383,285,0.81,8.65,15.78,11.74,943,705,57.22,1717,1295,57.01,1296,954,57.60,98.00,67.94,59.06,25,8,1,8250000,0.10377358490566038
Ryan Getzlaf,191,1,19,12.51,133,271,208,0.57,6.12,12.47,9.57,708,633,52.80,1375,1195,53.50,1011,918,52.41,68.29,74.20,47.93,27,8,1,8250000,0.10377358490566038
John Carlson,191,1,27,11.08,185,397,267,0.33,5.54,11.88,7.99,1169,998,53.95,2185,1926,53.15,1685,1433,54.04,126.44,111.54,53.13,28,8,1,8000000,0.10062893081761007
Ryan Johansen,191,1,4,15.74,136,225,174,0.60,5.22,8.63,6.67,977,792,55.23,1826,1346,57.57,1366,1081,55.82,103.58,83.29,55.43,24,8,0,8000000,0.10062893081761007
Brent Burns,196,1,20,14.32,300,689,435,0.42,8.75,20.09,12.68,1249,962,56.49,2397,1722,58.19,1744,1312,57.07,124.50,101.66,55.05,32,8,1,8000000,0.10062893081761007
Phil Kessel,183,1,5,24.47,215,370,281,1.00,8.75,15.06,11.44,899,771,53.83,1570,1342,53.91,1185,1027,53.57,91.55,70.45,56.51,25,8,1,8000000,0.10062893081761007
Victor Hedman,198,0,2,11.01,182,328,254,0.41,6.85,12.35,9.56,896,809,52.55,1618,1397,53.67,1240,1063,53.84,89.73,68.01,56.88,25,8,1,7875000,0.09905660377358491
Shea Weber,193,1,49,6.98,166,339,251,0.31,7.32,14.95,11.07,776,723,51.77,1471,1331,52.50,1092,1000,52.20,76.12,67.15,53.13,26,14,0,7857143,0.09883198742138365
Evgeny Kuznetsov,188,0,26,23.26,193,335,280,0.98,8.11,14.07,11.76,852,713,54.44,1593,1276,55.52,1245,991,55.68,92.96,74.28,55.58,25,8,0,7800000,0.09811320754716982
Dustin Byfuglien,196,1,245,6.25,115,228,167,0.37,6.74,13.37,9.78,600,494,54.84,1087,862,55.77,822,666,55.24,57.10,44.38,56.27,31,5,1,7600000,0.09559748427672957
Ryan Suter,188,0,7,6.76,136,318,209,0.19,3.73,8.72,5.73,1209,1147,51.32,2242,2117,51.43,1680,1609,51.08,115.51,104.75,52.44,27,13,1,7538462,0.0948234213836478
Zach Parise,180,0,17,28.03,229,345,290,1.22,9.94,14.98,12.60,804,625,56.26,1441,1224,54.07,1095,896,55.00,78.15,60.62,56.32,27,13,1,7538462,0.0948234213836478
Aaron Ekblad,193,1,1,9.31,180,315,230,0.28,5.57,9.75,7.12,1082,1000,51.97,1807,1855,49.34,1420,1423,49.95,93.83,104.37,47.34,20,8,0,7500000,0.09433962264150944
Vladimir Tarasenko,183,0,16,28.31,275,491,356,1.22,11.81,21.09,15.29,923,574,61.66,1677,1127,59.81,1241,816,60.33,95.34,55.02,63.41,23,8,0,7500000,0.09433962264150944
Ryan O'Reilly,185,0,33,27.34,234,368,305,0.96,8.25,12.98,10.75,1001,779,56.24,1795,1464,55.08,1364,1090,55.58,103.45,80.55,56.22,25,7,1,7500000,0.09433962264150944
Jason Spezza,191,1,2,10.63,121,215,164,0.63,7.20,12.79,9.76,590,452,56.62,1117,836,57.19,812,621,56.66,56.08,42.56,56.85,32,4,1,7500000,0.09433962264150944
Mark Stone,191,1,178,23.42,199,345,274,0.92,7.80,13.52,10.74,974,777,55.63,1752,1401,55.57,1341,1049,56.11,105.43,69.43,60.29,26,1,0,7350000,0.09245283018867924
Bobby Ryan,188,1,2,15.53,160,301,229,0.76,7.85,14.76,11.23,670,669,50.04,1229,1212,50.35,925,908,50.46,61.84,61.26,50.24,28,7,1,7250000,0.09119496855345911
David Krejci,183,1,63,14.32,139,241,203,0.60,5.82,10.10,8.51,826,635,56.54,1532,1064,59.01,1184,845,58.35,75.34,59.74,55.78,28,6,1,7250000,0.09119496855345911
Kris Letang,183,1,62,10.39,206,379,265,0.37,7.33,13.48,9.42,1045,873,54.48,1830,1545,54.22,1395,1174,54.30,100.79,83.75,54.62,27,8,1,7250000,0.09119496855345911
James van Riemsdyk,191,0,2,19.93,167,262,206,1.09,9.14,14.35,11.28,654,603,52.03,1207,1026,54.05,890,767,53.71,65.23,56.08,53.77,29,5,1,7000000,0.0880503144654088
Evander Kane,188,0,4,27.17,268,446,351,1.18,11.65,19.38,15.25,823,615,57.23,1508,1115,57.49,1131,842,57.32,82.36,64.91,55.92,26,7,1,7000000,0.0880503144654088
Marc-Édouard Vlasic,185,0,35,5.41,100,236,152,0.21,3.96,9.35,6.02,699,821,45.99,1331,1569,45.90,986,1175,45.63,67.43,84.47,44.39,31,8,1,7000000,0.0880503144654088
Drew Doughty,185,1,2,8.01,154,318,218,0.22,4.24,8.76,6.00,1003,1129,47.05,1881,2022,48.19,1412,1589,47.05,96.01,116.52,45.17,21,8,0,7000000,0.0880503144654088
Dion Phaneuf,193,0,9,2.90,80,197,122,0.17,4.78,11.76,7.28,482,532,47.53,949,991,48.92,691,748,48.02,39.14,44.25,46.94,29,7,1,7000000,0.0880503144654088
Brent Seabrook,191,1,14,6.66,165,303,206,0.27,6.65,12.21,8.30,773,908,45.98,1375,1629,45.77,1017,1230,45.26,67.51,89.74,42.93,31,8,1,6875000,0.08647798742138364
Ryan Kesler,188,1,23,9.19,86,149,123,0.56,5.21,9.02,7.46,465,638,42.16,851,1147,42.59,649,877,42.53,38.54,67.14,36.47,31,6,1,6875000,0.08647798742138364
Patrice Bergeron,185,1,45,26.51,205,369,299,1.33,10.25,18.44,14.95,763,566,57.41,1436,979,59.46,1093,746,59.43,83.40,52.88,61.20,28,8,1,6875000,0.08647798742138364
Johnny Gaudreau,175,0,104,28.23,245,436,338,1.03,8.93,15.89,12.32,1036,710,59.34,1923,1266,60.30,1436,989,59.22,112.55,68.23,62.25,22,6,0,6750000,0.08490566037735849
Mark Giordano,185,0,300,12.34,221,490,334,0.39,7.01,15.55,10.60,1099,866,55.93,2053,1574,56.60,1526,1209,55.80,115.63,87.88,56.82,32,6,1,6750000,0.08490566037735849
Nicklas Bäckström,185,0,4,18.97,169,287,226,0.71,6.35,10.79,8.50,938,721,56.54,1755,1408,55.49,1346,1051,56.15,98.66,76.03,56.48,22,10,0,6700000,0.08427672955974842
David Pastrnak,183,1,25,24.59,235,431,339,1.19,11.39,20.89,16.43,821,553,59.75,1533,952,61.69,1170,723,61.81,83.05,53.75,60.71,21,6,0,6666667,0.08385744654088051
Kevin Shattenkirk,183,1,14,6.04,148,291,193,0.26,6.42,12.63,8.38,773,632,55.02,1386,1179,54.04,1032,872,54.20,69.73,61.56,53.11,28,4,1,6650000,0.08364779874213836
Paul Stastny,183,0,44,15.73,103,161,142,1.04,6.83,10.67,9.41,587,446,56.82,1064,778,57.76,808,596,57.55,62.13,44.24,58.41,32,3,1,6500000,0.08176100628930817
Cam Fowler,188,0,12,4.67,88,207,119,0.20,3.83,9.01,5.18,652,751,46.47,1245,1384,47.36,907,1058,46.16,57.06,73.41,43.73,26,8,1,6500000,0.08176100628930817
Derek Stepan,183,1,51,17.91,195,310,250,0.78,8.44,13.44,10.84,791,697,53.16,1446,1343,51.85,1098,995,52.46,71.16,69.94,50.43,25,6,0,6500000,0.08176100628930817
Alex Pietrangelo,191,1,4,10.11,168,357,233,0.36,5.90,12.53,8.18,970,807,54.59,1775,1499,54.22,1328,1125,54.14,100.09,83.23,54.60,23,7,0,6500000,0.08176100628930817
Erik Karlsson,183,1,15,7.56,169,389,250,0.35,7.81,17.98,11.56,838,583,58.97,1555,1027,60.22,1166,786,59.73,83.70,60.82,57.92,22,7,0,6500000,0.08176100628930817
Sean Monahan,188,0,6,31.81,211,359,278,1.28,8.52,14.49,11.22,943,664,58.68,1756,1180,59.81,1311,920,58.76,103.12,63.80,61.78,21,7,0,6375000,0.08018867924528301
Keith Yandle,185,0,105,8.67,199,408,279,0.28,6.49,13.30,9.10,1153,918,55.67,2058,1637,55.70,1581,1276,55.34,104.94,95.05,52.47,29,7,1,6350000,0.07987421383647798
Nathan MacKinnon,183,1,1,35.08,365,589,455,1.15,12.09,19.51,15.07,1204,844,58.79,2115,1478,58.86,1582,1132,58.29,111.38,81.23,57.82,20,7,0,6300000,0.07924528301886792
Alexander Radulov,185,0,15,25.27,210,368,275,1.09,9.10,15.94,11.92,926,654,58.61,1619,1221,57.01,1215,902,57.39,95.04,59.90,61.34,30,5,1,6250000,0.07861635220125786
Brad Marchand,175,0,71,27.63,231,430,327,1.07,8.94,16.64,12.66,982,772,55.99,1821,1326,57.86,1394,1023,57.67,104.33,75.02,58.17,29,8,1,6125000,0.0770440251572327
Mark Scheifele,191,1,7,28.74,199,335,273,0.96,6.66,11.21,9.14,1056,975,51.99,1893,1680,52.98,1455,1303,52.76,111.46,93.36,54.42,23,8,0,6125000,0.0770440251572327
Dylan Larkin,185,0,15,28.42,287,494,382,1.03,10.37,17.86,13.81,987,841,53.99,1799,1476,54.93,1368,1154,54.24,93.45,90.53,50.79,21,5,0,6100000,0.07672955974842767
Henrik Zetterberg,183,0,210,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,28,12,1,6083333,0.07651991194968553
Matt Dumba,183,1,7,5.73,93,200,130,0.46,7.46,16.04,10.43,438,376,53.81,783,708,52.52,596,547,52.14,43.39,38.02,53.30,23,5,0,6000000,0.07547169811320754
Kyle Turris,185,1,3,6.68,78,146,114,0.46,5.42,10.15,7.93,512,404,55.90,894,724,55.25,693,563,55.18,40.51,34.75,53.83,28,6,1,6000000,0.07547169811320754
Nikolaj Ehlers,183,0,9,14.81,159,266,207,0.91,9.76,16.32,12.71,552,478,53.59,1000,858,53.82,763,653,53.88,47.05,42.14,52.75,22,7,0,6000000,0.07547169811320754
Artemi Panarin,180,1,300,18.09,191,359,257,0.69,7.31,13.73,9.83,996,711,58.35,1796,1243,59.10,1391,967,58.99,97.51,68.47,58.75,25,2,0,6000000,0.07547169811320754
Kyle Okposo,183,1,7,12.19,147,232,186,0.68,8.19,12.95,10.38,591,504,53.97,1028,885,53.74,789,688,53.42,45.10,43.71,50.78,28,7,1,6000000,0.07547169811320754
Loui Eriksson,188,0,33,13.03,107,170,145,0.69,5.64,8.94,7.64,553,599,48.00,989,1067,48.10,755,828,47.69,50.06,53.09,48.53,30,6,1,6000000,0.07547169811320754
David Backes,191,1,62,10.34,129,199,167,0.68,8.49,13.09,10.99,527,398,56.97,955,718,57.08,733,543,57.45,44.77,35.97,55.44,32,5,1,6000000,0.07547169811320754
Milan Lucic,191,0,50,10.55,74,170,126,0.61,4.25,9.75,7.23,502,454,52.51,1025,851,54.64,721,637,53.09,48.32,40.75,54.25,28,7,1,6000000,0.07547169811320754
Filip Forsberg,185,1,11,25.04,217,435,318,1.26,10.93,21.91,16.01,757,589,56.24,1419,992,58.86,1073,775,58.06,79.58,56.33,58.55,21,6,0,6000000,0.07547169811320754
Erik Johnson,193,1,1,6.31,144,283,190,0.22,4.95,9.73,6.53,830,1042,44.34,1479,1958,43.03,1091,1435,43.19,72.75,91.41,44.32,28,7,1,6000000,0.07547169811320754
Brandon Saad,185,0,43,23.31,195,318,260,0.99,8.27,13.48,11.02,803,791,50.38,1451,1329,52.19,1063,1045,50.43,70.12,85.03,45.19,22,6,0,6000000,0.07547169811320754
Johnny Boychuk,188,1,61,5.59,157,324,226,0.24,6.76,13.95,9.73,646,801,44.64,1196,1547,43.60,896,1136,44.09,58.81,70.63,45.43,31,7,1,6000000,0.07547169811320754
Jordan Staal,193,0,2,15.87,121,197,159,1.04,7.94,12.93,10.44,592,440,57.36,1090,761,58.89,815,596,57.76,62.93,45.20,58.20,23,10,1,6000000,0.07547169811320754
Logan Couture,185,0,9,23.46,204,361,288,0.93,8.13,14.38,11.47,912,755,54.71,1759,1344,56.69,1312,1035,55.90,97.12,79.84,54.88,25,5,0,6000000,0.07547169811320754
Joe Pavelski,180,1,205,27.53,188,297,251,1.15,7.90,12.48,10.54,909,648,58.38,1704,1203,58.62,1279,908,58.48,96.33,68.73,58.36,29,5,1,6000000,0.07547169811320754
Matt Duchene,180,0,3,21.67,172,275,227,0.95,7.51,12.00,9.91,793,708,52.83,1417,1319,51.79,1082,999,51.99,78.40,67.90,53.59,22,5,0,6000000,0.07547169811320754
Ryan Nugent-Hopkins,183,0,1,23.46,208,357,273,0.85,7.57,12.99,9.94,854,843,50.32,1558,1546,50.19,1158,1159,49.98,89.95,89.50,50.13,20,7,0,6000000,0.07547169811320754
Jordan Eberle,180,1,22,18.82,160,255,213,0.88,7.45,11.87,9.91,760,615,55.27,1391,1107,55.68,1042,836,55.48,77.43,58.12,57.12,22,6,0,6000000,0.07547169811320754
Taylor Hall,185,0,1,12.08,113,207,153,1.12,10.44,19.12,14.13,428,273,61.06,742,514,59.08,584,389,60.02,43.74,30.44,58.96,20,7,0,6000000,0.07547169811320754
Jonathan Huberdeau,185,0,3,25.74,226,358,299,1.00,8.77,13.89,11.60,1025,725,58.57,1786,1276,58.33,1385,997,58.14,96.47,78.17,55.24,24,6,0,5900000,0.07421383647798742
Aleksander Barkov,191,0,2,24.72,206,318,277,0.81,6.74,10.41,9.07,1087,915,54.30,1881,1666,53.03,1457,1301,52.83,107.59,105.66,50.45,20,6,0,5900000,0.07421383647798742
Cam Atkinson,173,1,157,32.93,295,487,411,1.27,11.42,18.85,15.91,904,756,54.46,1623,1318,55.19,1278,1021,55.59,90.10,76.92,53.95,29,7,1,5875000,0.07389937106918239
Dustin Brown,183,1,13,18.22,180,296,231,0.74,7.35,12.09,9.43,755,796,48.68,1378,1456,48.62,1039,1136,47.77,72.02,79.51,47.53,29,8,1,5875000,0.07389937106918239
Brandon Dubinsky,188,0,60,7.33,63,96,77,0.57,5.01,7.64,6.13,330,376,46.74,533,728,42.27,426,530,44.56,27.44,33.77,44.83,29,6,1,5850000,0.07358490566037736
Ryan Callahan,178,1,127,7.75,76,111,96,0.80,7.87,11.50,9.94,256,277,48.03,436,540,44.67,340,390,46.58,23.69,21.01,53.00,29,6,1,5800000,0.0729559748427673
James Neal,191,0,33,13.43,141,235,192,0.86,8.98,14.96,12.22,488,424,53.51,960,763,55.72,698,589,54.23,46.52,34.06,57.73,30,5,1,5750000,0.07232704402515723
Mikael Granlund,178,0,9,16.95,189,329,252,0.70,7.83,13.62,10.43,842,663,55.95,1557,1282,54.84,1162,949,55.05,79.45,63.83,55.45,25,3,0,5750000,0.07232704402515723
T.J. Oshie,183,1,24,20.32,144,263,219,0.95,6.73,12.29,10.23,770,579,57.08,1431,1095,56.65,1106,831,57.10,76.31,58.41,56.65,30,8,1,5750000,0.07232704402515723
Alexander Steen,183,0,24,10.19,114,186,146,0.59,6.64,10.84,8.51,498,465,51.71,940,929,50.29,691,671,50.73,45.42,45.73,49.83,32,4,1,5750000,0.07232704402515723
Dougie Hamilton,198,1,9,14.40,259,542,367,0.54,9.63,20.16,13.65,1058,729,59.21,2016,1343,60.02,1498,1032,59.21,104.74,70.52,59.76,22,6,0,5750000,0.07232704402515723
Travis Zajac,188,1,20,15.58,120,197,156,0.61,4.67,7.67,6.07,810,804,50.19,1427,1481,49.07,1114,1131,49.62,78.55,81.33,49.13,27,8,1,5750000,0.07232704402515723
Matt Niskanen,185,1,28,4.88,143,256,185,0.17,4.88,8.75,6.33,766,1006,43.23,1435,1823,44.05,1073,1369,43.94,64.73,91.47,41.44,27,7,1,5750000,0.07232704402515723
Tyler Seguin,185,1,2,35.99,334,566,432,1.27,11.78,19.96,15.24,1078,855,55.77,1919,1598,54.56,1436,1198,54.52,111.65,81.90,57.69,21,6,0,5750000,0.07232704402515723
Jeff Skinner,180,0,7,30.42,268,431,355,1.20,10.59,17.03,14.03,1039,746,58.21,1755,1263,58.15,1379,996,58.06,91.38,69.38,56.84,20,6,0,5725000,0.0720125786163522
Marc Staal,193,0,12,3.67,84,170,108,0.14,3.29,6.65,4.22,627,1004,38.44,1099,1813,37.74,840,1392,37.63,57.44,97.81,37.00,28,6,1,5700000,0.07169811320754717
Tomas Hertl,188,0,17,27.99,176,309,250,1.14,7.21,12.66,10.24,888,688,56.35,1669,1263,56.92,1251,956,56.68,95.35,77.31,55.22,24,4,0,5625000,0.07075471698113207
Jason Pominville,180,1,55,12.60,134,198,168,0.83,8.84,13.06,11.08,545,467,53.85,943,801,54.07,735,623,54.12,42.02,35.81,53.99,30,5,1,5600000,0.07044025157232704
Blake Wheeler,196,1,5,21.56,231,378,304,0.76,8.16,13.36,10.74,1015,896,53.11,1821,1568,53.73,1406,1201,53.93,108.78,89.83,54.77,26,6,0,5600000,0.07044025157232704
Gabriel Landeskog,185,0,2,27.00,243,363,320,1.05,9.44,14.11,12.44,996,713,58.28,1765,1277,58.02,1303,955,57.71,92.19,68.04,57.54,20,7,0,5571429,0.0700808679245283
Duncan Keith,185,0,54,6.05,141,282,187,0.19,4.48,8.96,5.94,1036,1113,48.21,1778,1915,48.15,1328,1498,46.99,84.85,111.59,43.19,26,13,0,5538462,0.06966618867924529
Jason Zucker,180,0,59,23.83,214,398,318,1.03,9.27,17.26,13.79,838,624,57.32,1544,1165,57.00,1152,874,56.86,75.52,52.09,59.18,26,5,0,5500000,0.06918238993710692
Jacob Trouba,191,1,9,8.23,162,367,251,0.26,5.18,11.74,8.02,975,1087,47.28,1765,1917,47.94,1350,1431,48.54,91.12,99.26,47.86,24,1,0,5500000,0.06918238993710692
Bo Horvat,183,0,9,26.38,227,355,292,0.93,7.98,12.47,10.26,956,821,53.80,1829,1503,54.89,1354,1111,54.93,92.38,75.64,54.98,22,6,0,5500000,0.06918238993710692
Colton Parayko,198,1,86,6.94,176,352,256,0.23,5.79,11.59,8.43,866,841,50.73,1613,1641,49.57,1200,1189,50.23,80.34,71.14,53.04,24,5,0,5500000,0.06918238993710692
Justin Schultz,188,1,43,2.68,47,99,73,0.27,4.74,9.99,7.37,326,335,49.32,572,585,49.44,433,452,48.93,30.60,26.77,53.34,26,3,0,5500000,0.06918238993710692
Jonathan Drouin,183,0,3,16.38,190,325,247,0.72,8.31,14.22,10.81,831,655,55.92,1586,1165,57.65,1158,883,56.74,76.75,58.99,56.54,22,6,0,5500000,0.06918238993710692
Tyson Barrie,180,1,64,10.56,218,441,298,0.37,7.70,15.58,10.53,1087,761,58.82,1959,1384,58.60,1462,1025,58.79,94.37,71.59,56.86,24,4,0,5500000,0.06918238993710692
Andrew Ladd,191,0,4,3.01,34,55,42,0.50,5.67,9.17,7.00,153,179,46.08,301,348,46.38,214,255,45.63,14.17,16.11,46.80,30,7,1,5500000,0.06918238993710692
Nick Leddy,183,0,16,6.51,116,260,170,0.22,3.94,8.83,5.77,898,921,49.37,1613,1662,49.25,1227,1261,49.32,88.26,78.52,52.92,23,7,0,5500000,0.06918238993710692
Andrej Sekera,183,0,71,0.83,28,67,40,0.13,4.25,10.16,6.06,189,190,49.87,348,361,49.08,256,276,48.12,15.43,17.98,46.18,29,6,1,5500000,0.06918238993710692
Jeff Petry,191,1,45,9.77,172,437,281,0.31,5.45,13.84,8.90,1094,1004,52.14,2102,1730,54.85,1513,1325,53.31,96.47,97.13,49.83,27,6,1,5500000,0.06918238993710692
Nick Foligno,183,0,28,16.88,141,219,184,0.78,6.55,10.17,8.53,703,624,52.98,1245,1139,52.22,958,854,52.87,68.84,56.37,54.98,27,6,1,5500000,0.06918238993710692
Oliver Ekman-Larsson,188,0,6,10.41,176,430,279,0.33,5.52,13.48,8.74,1031,909,53.14,2007,1629,55.20,1477,1270,53.77,98.79,88.23,52.82,21,6,0,5500000,0.06918238993710692
Dave Bolland,183,1,32,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,28,5,1,5500000,0.06918238993710692
Tyler Myers,203,1,12,8.36,156,301,213,0.31,5.75,11.10,7.85,805,966,45.45,1472,1709,46.27,1101,1317,45.53,75.45,84.58,47.15,22,7,0,5500000,0.06918238993710692
Alex Goligoski,180,0,61,4.08,102,231,144,0.15,3.87,8.76,5.46,828,803,50.77,1519,1616,48.45,1139,1149,49.78,77.31,72.34,51.66,30,5,1,5475000,0.06886792452830189
Rasmus Ristolainen,193,1,8,8.72,182,332,245,0.27,5.68,10.36,7.65,1052,1073,49.51,1809,1832,49.68,1421,1431,49.82,91.53,98.91,48.06,21,6,0,5400000,0.06792452830188679
Seth Jones,193,1,4,10.25,184,377,277,0.32,5.70,11.68,8.58,1034,970,51.60,1843,1731,51.57,1433,1315,52.15,97.15,101.05,49.02,21,6,0,5400000,0.06792452830188679
Jay Bouwmeester,193,0,3,3.93,82,168,113,0.15,3.04,6.23,4.19,700,893,43.94,1269,1620,43.93,968,1205,44.55,61.91,77.04,44.56,29,5,1,5400000,0.06792452830188679
Mike Green,185,1,29,5.09,92,174,133,0.33,5.92,11.20,8.56,505,466,52.01,901,816,52.48,706,634,52.69,45.40,44.84,50.31,32,2,1,5375000,0.06761006289308176
Mikael Backlund,183,0,24,23.99,205,340,268,1.04,8.93,14.81,11.67,799,653,55.03,1417,1162,54.94,1068,907,54.08,75.89,61.05,55.42,29,6,1,5350000,0.06729559748427673
Mika Zibanejad,188,1,6,22.43,236,392,316,0.80,8.40,13.95,11.25,875,874,50.03,1563,1581,49.71,1199,1207,49.83,87.47,94.03,48.19,24,5,0,5350000,0.06729559748427673
Jaden Schwartz,178,0,14,20.07,183,321,253,0.96,8.78,15.41,12.15,685,490,58.30,1310,959,57.73,938,718,56.64,67.02,50.70,56.93,24,5,0,5350000,0.06729559748427673
Patric Hörnqvist,180,1,230,23.55,197,302,250,1.32,11.07,16.97,14.05,673,517,56.55,1209,929,56.55,887,680,56.60,70.00,43.13,61.88,31,5,1,5300000,0.06666666666666667
Tomas Tatar,178,0,60,21.29,195,340,262,0.97,8.92,15.55,11.98,894,563,61.36,1743,1023,63.02,1251,767,61.99,81.42,51.64,61.19,26,4,0,5300000,0.06666666666666667
Ondrej Palat,180,0,208,11.03,100,184,135,0.69,6.30,11.59,8.50,543,470,53.60,1026,821,55.55,769,626,55.13,51.52,38.27,57.38,26,5,0,5300000,0.06666666666666667
Jaccob Slavin,191,0,120,8.92,146,304,211,0.28,4.63,9.66,6.70,1065,943,53.04,2019,1727,53.90,1522,1332,53.33,117.16,94.64,55.32,24,7,0,5300000,0.06666666666666667
Nathan Horton,188,1,3,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,28,7,1,5300000,0.06666666666666667
Bryan Little,183,1,12,12.32,126,197,164,0.56,5.82,9.10,7.58,653,755,46.38,1187,1320,47.35,904,1011,47.21,54.76,68.26,44.51,30,6,1,5291667,0.06656184905660377
Marián Hossa,185,0,12,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,30,12,1,5275000,0.06635220125786163
Jeff Carter,191,1,11,20.77,174,329,259,0.90,7.57,14.30,11.26,692,730,48.66,1351,1334,50.32,996,1033,49.09,69.36,73.31,48.61,25,11,0,5272727,0.06632361006289308
William Karlsson,183,0,53,20.88,169,316,244,0.81,6.56,12.27,9.47,944,708,57.14,1728,1323,56.64,1305,966,57.46,93.48,67.56,58.04,25,1,0,5250000,0.0660377358490566
Brady Skjei,191,0,28,6.18,126,229,169,0.22,4.55,8.30,6.12,738,964,43.36,1333,1751,43.22,1026,1318,43.77,70.34,89.77,43.93,24,6,0,5250000,0.0660377358490566
J.T. Miller,185,0,15,12.25,108,192,159,0.67,5.89,10.47,8.67,674,457,59.59,1226,853,58.97,946,645,59.46,63.54,39.75,61.52,25,5,0,5250000,0.0660377358490566
Nino Niederreiter,188,0,5,22.64,184,326,256,1.02,8.30,14.70,11.54,848,553,60.53,1574,1036,60.31,1175,770,60.41,81.70,51.85,61.18,24,5,0,5250000,0.0660377358490566
Frans Nielsen,185,0,87,9.81,120,185,148,0.49,6.00,9.24,7.39,560,612,47.78,1004,1116,47.36,766,866,46.94,50.09,60.76,45.19,32,6,1,5250000,0.0660377358490566
Torey Krug,175,0,300,7.64,151,318,225,0.34,6.65,14.00,9.91,862,648,57.09,1599,1067,59.98,1217,835,59.31,79.94,61.60,56.48,25,4,0,5250000,0.0660377358490566
David Clarkson,183,1,300,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,29,7,1,5250000,0.0660377358490566
