Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Andreas Athanasiou,24,C,76,30,24,54,-9,38,5.9,27,3,0,4,16,8,0,216,13.9,1290,1018,26,33,171,228,42.9
Cam Atkinson,29,RW,80,41,28,69,3,20,8.8,29,8,4,8,22,6,0,295,13.9,1550,1163,25,27,24,52,31.6
David Backes,34,C,70,7,13,20,0,31,1.3,5,2,0,1,8,5,0,129,5.4,913,782,30,140,176,133,57.0
Mikael Backlund,29,C,77,21,26,47,34,52,5.4,19,1,1,4,24,1,1,205,10.2,1378,1074,26,52,511,520,49.6
Nicklas Bäckström,31,C,80,22,52,74,2,30,6.6,15,7,0,5,34,18,0,169,13.0,1596,1197,30,54,700,739,48.6
Sven Baertschi,26,LW,26,9,5,14,-9,6,1.4,6,3,0,0,1,4,0,43,20.9,394,908,13,18,1,3,25.0
Josh Bailey,29,C,82,16,40,56,8,21,5.4,13,2,1,4,28,12,0,126,12.7,1380,1010,32,19,140,132,51.5
Rudolfs Balcers,21,LW,36,5,9,14,-7,10,0.9,2,3,0,1,8,1,0,48,10.4,445,741,24,18,1,6,14.3
Ivan Barbashev,23,C,80,14,12,26,-4,17,2.5,12,0,2,1,12,0,0,60,23.3,921,691,31,86,201,240,45.6
Aleksander Barkov,23,C,82,35,61,96,-3,8,10.0,22,13,0,5,42,18,1,206,17.0,1833,1341,61,28,1041,898,53.7
Tyson Barrie,27,D,78,14,45,59,-3,36,8.4,12,2,0,2,22,23,0,218,6.4,1699,1307,93,48,0,0,0.0
Mathew Barzal,21,C,82,18,44,62,-5,46,5.6,15,3,0,3,29,15,0,179,10.1,1470,1075,56,25,241,339,41.6
Jay Beagle,33,RW,57,3,10,13,-8,18,0.1,2,0,1,0,10,0,0,45,6.7,778,819,33,102,426,332,56.2
Nathan Beaulieu,26,D,48,3,9,12,6,39,2.7,3,0,0,0,8,1,0,60,5.0,744,930,42,60,0,0,0.0
Anthony Beauvillier,21,LW,81,18,10,28,1,8,2.8,17,1,0,4,9,1,0,156,11.5,1186,879,35,87,26,31,45.6
Pierre-Édouard Bellemare,33,LW,76,6,9,15,2,6,0.7,4,0,2,0,9,0,0,108,5.6,945,746,51,71,393,326,54.7
Jamie Benn,29,LW,78,27,26,53,14,56,6.6,19,8,0,2,23,3,0,189,14.3,1422,1094,71,142,205,213,49.0
Jordie Benn,31,D,81,5,17,22,15,39,4.8,5,0,0,1,17,0,0,93,5.4,1474,1092,128,124,0,0,0.0
Sam Bennett,22,C,71,13,14,27,-6,93,1.9,9,4,0,2,12,2,0,115,11.3,944,797,27,121,50,40,55.6
Matt Benning,24,D,70,5,12,17,11,33,4.0,5,0,0,0,10,1,1,94,5.3,1046,897,59,109,0,0,0.0
Patrice Bergeron,33,C,65,32,47,79,23,30,10.1,19,9,4,3,26,18,3,205,15.6,1200,1108,60,43,786,603,56.6
Patrik Berglund,30,C,23,2,2,4,-5,6,0.0,2,0,0,0,2,0,0,25,8.0,300,783,16,25,68,48,58.6
Tyler Bertuzzi,23,LW,73,21,26,47,11,36,5.2,18,3,0,4,23,3,0,131,16.0,1206,991,39,76,10,20,33.3
Alex Biega,30,D,41,2,14,16,0,22,2.7,2,0,0,0,13,1,0,91,2.2,725,1060,43,101,0,0,0.0
Anthony Bitetto,28,D,36,0,3,3,-7,12,0.3,0,0,0,0,3,0,0,30,0.0,429,716,36,80,0,0,0.0
Oliver Bjorkstrand,23,RW,77,23,13,36,8,8,4.8,20,3,0,1,13,0,0,161,14.3,950,740,34,43,5,8,38.5
Nick Bjugstad,26,C,64,14,12,26,6,30,2.6,12,2,0,2,8,4,0,154,9.1,968,907,27,126,262,268,49.4
Sammy Blais,22,LW,32,2,2,4,-1,6,0.1,2,0,0,0,2,0,0,27,7.4,315,591,12,93,1,1,50.0
Teddy Blueger,24,C,28,6,4,10,7,15,1.3,5,0,1,1,2,0,2,33,18.2,310,663,14,52,41,51,44.6
Brock Boeser,21,RW,69,26,30,56,-2,22,6.3,20,6,0,3,21,9,0,209,12.4,1322,1150,22,14,39,51,43.3
Zach Bogosian,28,D,65,3,16,19,-5,52,3.7,2,0,1,0,15,1,0,93,3.2,1406,1298,116,83,0,0,0.0
Nick Bonino,30,C,81,17,18,35,27,18,4.1,14,3,0,1,17,0,1,118,14.4,1321,978,70,24,586,546,51.8
Henrik Borgström,21,C,50,8,10,18,-14,4,1.1,5,3,0,0,6,4,0,54,14.8,600,720,12,11,165,240,40.7
Mark Borowiecki,29,D,53,1,4,5,-12,89,0.4,1,0,0,0,4,0,0,59,1.7,825,934,93,212,0,0,0.0
Robert Bortuzzo,29,D,59,2,8,10,9,47,2.8,2,0,0,0,7,0,1,75,2.7,913,928,72,95,0,0,0.0
Gabriel Bourque,28,LW,55,2,6,8,3,10,0.2,2,0,0,1,5,0,1,34,5.9,536,584,48,100,7,13,35.0
Jay Bouwmeester,35,D,78,3,14,17,-3,40,3.5,3,0,0,1,14,0,0,82,3.7,1617,1244,127,61,0,0,0.0
Madison Bowey,23,D,50,2,8,10,-1,46,1.6,2,0,0,1,8,0,0,48,4.2,763,916,63,72,0,0,0.0
Johnny Boychuk,35,D,74,3,16,19,10,25,4.5,2,1,0,1,13,2,1,157,1.9,1393,1130,120,144,0,0,0.0
Travis Boyd,25,C,53,5,15,20,6,6,1.7,5,0,0,1,13,2,0,35,14.3,521,590,21,13,76,134,36.2
Brian Boyle,34,C,73,18,6,24,-14,38,2.3,10,7,1,4,3,2,1,123,14.6,981,806,50,145,170,163,51.1
Tyler Bozak,32,C,72,13,25,38,-3,20,3.2,11,2,0,3,19,6,0,141,9.2,1177,981,33,52,451,379,54.3
Derick Brassard,31,C,70,14,9,23,-19,39,1.2,12,2,0,0,6,3,0,110,12.7,1050,900,15,102,283,305,48.1
Jesper Bratt,20,W,51,8,25,33,-8,6,2.8,7,1,0,1,18,7,0,91,8.8,774,910,22,36,4,3,57.1
Justin Braun,31,D,78,2,14,16,-14,35,1.6,2,0,0,0,13,1,0,105,1.9,1584,1218,120,121,0,0,0.0
T.J. Brodie,28,D,79,9,25,34,29,24,7.0,7,1,1,1,22,3,0,102,8.8,1696,1288,86,21,0,1,0.0
Jonas Brodin,25,D,82,4,14,18,-15,30,3.7,3,0,1,2,13,1,0,111,3.6,1685,1233,135,61,0,0,0.0
Kyle Brodziak,34,C,70,6,3,9,-14,33,-0.4,5,0,1,2,3,0,0,74,8.1,818,702,46,92,399,368,52.0
Troy Brouwer,33,RW,75,12,9,21,-6,47,1.5,11,0,1,1,9,0,0,86,14.0,952,761,38,177,19,32,37.3
Connor Brown,25,RW,82,8,21,29,11,16,2.0,8,0,0,0,17,1,3,85,9.4,1131,828,37,35,20,31,39.2
Dustin Brown,34,RW,72,22,29,51,-17,24,4.7,12,9,1,3,25,3,1,180,12.2,1469,1224,29,150,1,16,5.9
J.T. Brown,28,RW,56,3,5,8,0,29,0.4,3,0,0,0,5,0,0,56,5.4,514,550,16,99,5,13,27.8
Josh Brown,25,D,37,1,1,2,-3,28,0.5,1,0,0,0,1,0,0,28,3.6,492,798,31,80,0,0,0.0
Pavel Buchnevich,23,LW,64,21,17,38,-10,13,4.0,14,7,0,1,12,5,0,119,17.6,971,910,20,60,7,18,28.0
André Burakovsky,23,LW,76,12,13,25,2,14,2.2,11,1,0,4,13,0,0,100,12.0,846,668,29,35,7,13,35.0
Brent Burns,33,D,82,16,67,83,13,34,12.0,8,7,1,6,42,21,4,300,5.3,2058,1506,105,90,0,1,0.0
Will Butcher,24,D,78,4,26,30,-17,18,4.1,3,1,0,1,13,13,0,108,3.7,1503,1156,74,38,0,0,0.0
Dustin Byfuglien,33,D,42,4,27,31,4,69,4.4,3,1,0,1,12,15,0,115,3.5,1023,1462,51,77,0,0,0.0
Paul Byron,29,C,56,15,16,31,16,17,3.8,13,0,2,3,14,1,1,94,16.0,816,874,36,114,12,23,34.3
Mikkel Bødker,29,RW,71,7,28,35,-23,6,1.6,5,2,0,1,23,5,0,88,8.0,996,841,28,54,7,11,38.9
Drake Caggiula,24,LW,55,12,11,23,-5,28,1.9,11,0,1,2,11,0,0,96,12.5,794,866,26,135,16,27,37.2
Ryan Callahan,33,RW,52,7,10,17,7,14,1.5,6,1,0,3,9,0,1,76,9.2,579,668,25,89,6,15,28.6
Matt Calvert,29,LW,82,11,15,26,-10,58,1.4,10,1,0,0,12,1,2,141,7.8,1164,852,51,115,40,53,43.0
Brandon Carlo,22,D,72,2,8,10,22,47,4.3,2,0,0,0,6,0,2,116,1.7,1506,1255,88,134,1,0,100.0
John Carlson,29,D,80,13,57,70,21,34,10.5,10,3,0,1,27,30,0,185,7.0,2005,1504,164,54,0,0,0.0
Ryan Carpenter,28,C,68,5,13,18,-6,8,0.7,4,0,1,0,12,0,1,102,4.9,858,757,17,126,161,145,52.6
Connor Carrick,24,D,34,2,9,11,-13,19,1.1,2,0,0,1,8,1,0,42,4.8,571,1008,37,25,0,0,0.0
William Carrier,24,LW,54,8,1,9,-4,29,0.7,8,0,0,1,1,0,0,85,9.4,537,597,13,277,0,0,0.0
Jeff Carter,34,C,76,13,20,33,-20,42,2.0,7,5,1,1,11,8,1,174,7.5,1380,1089,30,80,607,577,51.3
Colby Cave,24,C,53,3,5,8,-5,16,-0.1,3,0,0,1,5,0,0,58,5.2,653,739,18,73,200,199,50.1
Cody Ceci,25,D,74,7,19,26,-22,18,3.1,7,0,0,2,18,1,0,132,5.3,1670,1354,142,120,0,0,0.0
Erik Černák,21,D,58,5,11,16,25,58,4.3,4,1,0,1,11,0,0,107,4.7,1117,1155,79,198,0,0,0.0
Thomas Chabot,22,D,70,14,41,55,-12,32,7.5,12,1,1,2,26,15,0,185,7.6,1700,1457,112,71,0,0,0.0
Michael Chaput,26,C,32,0,5,5,-4,14,-0.3,0,0,0,0,5,0,0,31,0.0,359,673,17,53,124,120,50.8
Zdeno Chára,41,D,62,5,9,14,22,57,4.8,4,1,0,2,7,2,0,99,5.1,1307,1265,88,81,0,0,0.0
Ben Chiarot,27,D,78,5,15,20,6,62,3.8,5,0,0,1,14,0,1,111,4.5,1452,1117,139,171,0,0,0.0
Alex Chiasson,28,RW,73,22,16,38,-1,32,4.0,13,8,1,1,8,7,1,123,17.9,1239,1018,31,85,7,15,31.8
Dennis Cholowski,20,D,52,7,9,16,-20,16,1.7,3,4,0,1,4,5,0,71,9.9,949,1095,50,18,1,0,100.0
Jakob Chychrun,20,D,53,5,15,20,-12,28,3.4,2,3,0,0,10,5,0,117,4.3,1074,1215,77,74,0,0,0.0
Filip Chytil,19,C,75,11,12,23,-22,8,0.9,8,3,0,2,8,4,0,133,8.3,1034,827,21,29,68,107,38.9
Anthony Cirelli,21,C,82,19,20,39,25,34,4.4,14,0,5,5,18,1,1,123,15.4,1217,891,49,94,502,449,52.8
Casey Cizikas,27,C,73,20,13,33,22,36,4.6,18,0,2,3,12,0,1,111,18.0,1024,841,68,129,497,516,49.1
Fredrik Claesson,26,D,37,2,4,6,3,9,1.6,2,0,0,0,3,0,1,44,4.5,638,1035,33,76,0,0,0.0
Kyle Clifford,28,LW,72,11,10,21,4,96,2.3,10,1,0,2,10,0,0,115,9.6,755,629,24,115,3,5,37.5
Cal Clutterbuck,31,RW,73,8,15,23,6,44,1.7,5,3,0,2,14,0,1,95,8.4,1020,838,40,209,15,19,44.1
Braydon Coburn,33,D,74,4,19,23,4,34,3.4,4,0,0,0,19,0,0,113,3.5,1192,967,62,96,0,0,0.0
Andrew Cogliano,31,LW,78,6,11,17,1,22,1.0,5,1,0,1,11,0,0,106,5.7,982,755,32,68,11,18,37.9
Ian Cole,29,D,71,2,13,15,-1,115,2.6,2,0,0,0,13,0,0,82,2.4,1403,1185,178,107,0,0,0.0
Blake Coleman,27,C,78,22,14,36,-19,71,3.3,16,3,3,3,12,0,2,213,10.3,1327,1021,44,225,109,153,41.6
Blake Comeau,32,RW,77,7,11,18,-7,42,0.6,7,0,0,2,11,0,0,102,6.9,1211,944,40,208,25,32,43.9
J.T. Compher,23,LW,66,16,16,32,-8,31,2.6,9,4,3,3,11,5,0,118,13.6,1153,1049,59,33,301,311,49.2
Kevin Connauton,28,D,50,1,7,8,-2,22,2.3,1,0,0,0,5,0,2,76,1.3,918,1101,75,108,0,0,0.0
Brett Connolly,26,RW,81,22,24,46,13,24,5.2,21,1,0,5,23,1,0,139,15.8,1080,800,25,53,9,22,29.0
Kyle Connor,22,LW,82,34,32,66,-7,18,7.0,22,11,1,5,24,8,0,227,15.0,1579,1155,21,9,8,5,61.5
Andrew Copp,24,C,69,11,14,25,20,6,2.9,10,0,1,2,14,0,0,82,13.4,839,730,34,71,198,160,55.3
Nick Cousins,25,C,81,7,20,27,-8,35,1.8,6,1,0,2,18,2,0,144,4.9,1097,813,51,115,243,277,46.7
Logan Couture,29,C,81,27,43,70,-6,22,6.6,19,6,2,3,31,12,0,204,13.2,1506,1116,52,65,282,327,46.3
Sean Couturier,26,C,80,33,43,76,2,34,7.8,24,8,1,5,34,9,0,223,14.8,1770,1328,60,40,755,568,57.1
Charlie Coyle,26,C,81,12,22,34,-1,20,2.7,10,1,1,2,19,3,0,155,7.7,1359,1007,56,77,322,380,45.9
Sidney Crosby,31,C,79,35,65,100,18,36,11.4,23,12,0,3,46,17,2,220,15.9,1658,1260,43,85,1012,814,55.4
Lawson Crouse,21,LW,81,11,14,25,5,67,2.6,9,0,2,1,14,0,0,131,8.4,1049,777,44,288,24,34,41.4
Matt Cullen,42,C,71,7,13,20,6,14,1.5,5,0,2,2,11,0,2,87,8.0,817,691,31,32,320,320,50.0
Josh Currie,26,RW,21,2,3,5,2,2,0.5,2,0,0,0,3,0,0,19,10.5,183,523,17,39,2,3,40.0
Austin Czarnik,26,C,54,6,12,18,-1,8,1.2,6,0,0,3,9,3,0,65,9.2,612,680,24,10,30,34,46.9
Evgenii Dadonov,29,RW,82,28,42,70,-6,8,7.1,20,8,0,4,33,9,0,195,14.4,1506,1102,42,33,2,3,40.0
Rasmus Dahlin,18,D,82,9,35,44,-13,34,6.6,4,5,0,4,20,15,0,177,5.1,1735,1269,66,97,0,0,0.0
Carl Dahlström,24,D,38,0,6,6,9,6,1.5,0,0,0,0,5,0,1,42,0.0,707,1116,35,33,0,0,0.0
Michael Dal Colle,22,LW,28,3,4,7,3,2,0.6,3,0,0,2,4,0,0,34,8.8,339,727,8,10,0,1,0.0
Trevor Daley,35,D,44,2,6,8,-3,12,1.6,1,0,1,1,6,0,0,47,4.3,817,1114,53,14,0,0,0.0
Phillip Danault,25,LW,81,12,41,53,17,39,4.6,12,0,0,1,35,4,2,132,9.1,1440,1067,60,95,882,706,55.5
Calvin de Haan,27,D,74,1,13,14,1,20,3.1,1,0,0,1,13,0,0,102,1.0,1370,1111,106,187,0,1,0.0
Jacob de La Rose,23,LW,60,3,6,9,-13,16,-0.4,3,0,0,0,6,0,0,55,5.5,686,686,29,72,161,219,42.4
Jean-Sébastien Dea,24,C,23,4,2,6,0,8,0.7,4,0,0,1,2,0,0,29,13.8,236,615,12,21,53,51,51.0
Anthony DeAngelo,23,D,61,4,26,30,6,77,4.9,4,0,0,0,16,10,0,111,3.6,1179,1160,82,54,0,0,0.0
Alex DeBrincat,21,RW,82,41,35,76,0,15,8.8,28,13,0,3,24,11,0,220,18.6,1451,1062,26,35,16,19,45.7
Jake DeBrusk,22,LW,68,27,15,42,2,18,5.2,19,8,0,4,12,3,0,156,17.3,1099,970,24,45,8,30,21.1
Danny DeKeyser,28,D,52,5,15,20,2,39,3.8,5,0,0,3,15,0,0,59,8.5,1142,1318,94,79,0,0,0.0
Michael Del Zotto,28,D,42,1,9,10,-2,8,1.8,1,0,0,0,9,0,0,45,2.2,715,1022,53,129,0,0,0.0
Dylan DeMelo,25,D,77,4,18,22,-1,32,3.9,4,0,0,0,14,3,1,109,3.7,1485,1157,130,121,0,0,0.0
Jason Demers,30,D,35,2,6,8,9,12,2.8,2,0,0,2,5,1,0,39,5.1,700,1200,43,50,0,0,0.0
Travis Dermott,22,D,64,4,13,17,-5,22,2.1,4,0,0,0,13,0,0,98,4.1,1108,1038,57,100,0,0,0.0
Nicolas Deslauriers,27,LW,48,2,3,5,-12,22,-0.6,1,0,1,0,3,0,0,48,4.2,482,602,22,135,1,0,100.0
Phillip Di Giuseppe,25,LW,24,1,3,4,-3,8,0.0,1,0,0,0,3,0,0,31,3.2,243,608,9,54,3,2,60.0
Jason Dickinson,23,C,67,6,16,22,9,23,1.9,6,0,0,2,16,0,0,94,6.4,896,802,50,106,201,268,42.9
Brenden Dillon,28,D,82,1,21,22,19,61,4.5,0,0,1,0,21,0,0,71,1.4,1455,1065,78,201,0,0,0.0
Christian Djoos,24,D,45,1,9,10,9,4,2.0,1,0,0,0,9,0,0,33,3.0,611,814,28,18,0,0,0.0
Max Domi,23,LW,82,28,44,72,20,80,8.2,24,4,0,2,37,7,0,203,13.8,1425,1043,39,53,447,549,44.9
Ryan Donato,22,C,56,10,15,25,-15,6,1.8,7,3,0,1,10,5,0,139,7.2,767,822,21,24,11,17,39.3
Joonas Donskoi,26,RW,80,14,23,37,10,10,3.4,13,1,0,4,21,2,0,115,12.2,1074,805,36,36,1,9,10.0
Drew Doughty,29,D,82,8,37,45,-34,44,5.7,1,7,0,1,19,17,1,154,5.2,2181,1596,120,168,0,0,0.0
Nic Dowd,28,C,64,8,14,22,10,20,2.1,8,0,0,3,13,0,1,47,17.0,659,618,37,97,245,227,51.9
Leon Draisaitl,23,C,82,50,55,105,2,52,12.6,31,16,3,5,42,13,0,231,21.6,1852,1355,26,57,677,663,50.5
Sheldon Dries,24,C,40,3,3,6,-7,26,0.0,2,0,1,0,3,0,0,44,6.8,363,544,20,66,66,65,50.4
Jonathan Drouin,23,LW,81,18,35,53,-8,26,4.4,15,3,0,3,22,13,0,190,9.5,1371,1016,23,55,37,51,42.0
Dillon Dubé,20,C,25,1,4,5,2,4,0.2,1,0,0,0,4,0,0,22,4.5,252,604,3,11,16,24,40.0
Brandon Dubinsky,32,C,61,6,8,14,-16,36,0.2,6,0,0,0,7,0,1,63,9.5,754,741,28,147,427,321,57.1
Pierre-Luc Dubois,20,LW,82,27,34,61,16,64,7.2,25,2,0,5,27,7,0,174,15.5,1453,1063,52,115,455,592,43.5
Matt Duchene,28,C,73,31,39,70,-3,8,7.7,25,6,0,1,31,8,0,172,18.0,1375,1130,40,28,676,546,55.3
Anthony Duclair,23,LW,74,19,14,33,-2,14,3.6,12,7,0,3,13,1,0,132,14.4,940,762,33,32,2,13,13.3
Mathew Dumba,24,D,32,12,10,22,-5,21,4.2,6,6,0,1,4,6,0,93,12.9,748,1403,43,60,0,0,0.0
Brian Dumoulin,27,D,76,3,20,23,31,20,5.7,3,0,0,0,16,0,4,99,3.0,1598,1262,129,141,0,0,0.0
Vince Dunn,22,D,78,12,23,35,14,45,7.2,9,3,0,4,18,5,0,150,8.0,1368,1052,68,48,0,1,0.0
Ryan Dzingel,26,C,78,26,30,56,-9,29,5.7,21,5,0,5,24,6,0,159,16.4,1312,1009,38,54,39,56,41.1
Cody Eakin,27,C,78,22,19,41,19,16,5.2,18,1,3,3,16,3,0,120,18.3,1200,923,35,88,479,461,51.0
Jordan Eberle,28,RW,78,19,18,37,-6,17,3.4,12,7,0,5,13,5,0,160,11.9,1289,992,35,36,9,11,45.0
Alexander Edler,32,D,56,10,24,34,3,54,6.4,6,4,0,2,10,13,1,128,7.8,1376,1474,166,127,0,0,0.0
Joel Edmundson,25,D,64,2,9,11,8,68,3.2,2,0,0,1,9,0,0,102,2.0,1241,1163,106,128,0,1,0.0
Nikolaj Ehlers,22,LW,62,21,16,37,2,15,4.2,19,2,0,4,11,5,0,158,13.3,977,946,16,27,1,1,50.0
Christoffer Ehn,22,C,60,3,6,9,-5,6,-0.1,2,0,1,1,6,0,0,49,6.1,637,637,39,70,84,93,47.5
Jack Eichel,22,C,77,28,54,82,-11,26,8.2,20,8,0,2,36,18,0,303,9.2,1574,1226,51,70,597,673,47.0
Aaron Ekblad,22,D,82,13,24,37,1,47,6.8,8,5,0,1,19,5,0,180,7.2,1939,1419,88,114,0,0,0.0
Mattias Ekholm,28,D,80,8,36,44,27,47,9.2,6,2,0,3,29,5,2,146,5.5,1869,1402,107,68,0,0,0.0
Oliver Ekman-Larsson,27,D,81,14,30,44,-16,52,7.9,8,5,1,2,14,14,2,176,8.0,1915,1418,52,162,0,0,0.0
Lars Eller,29,C,81,13,23,36,-1,37,2.3,12,0,1,1,18,3,2,163,8.0,1339,992,47,69,543,566,49.0
Ryan Ellis,28,D,82,7,34,41,21,20,8.4,5,1,1,2,30,4,0,149,4.7,1969,1441,154,71,0,0,0.0
Deryk Engelland,36,D,74,2,10,12,-3,18,2.5,2,0,0,1,10,0,0,105,1.9,1471,1193,152,165,0,0,0.0
Tyler Ennis,29,C,51,12,6,18,-6,2,1.8,10,2,0,1,3,3,0,81,14.8,507,596,14,49,1,0,100.0
Jonathan Ericsson,34,D,52,3,2,5,-10,35,0.9,3,0,0,1,2,0,0,48,6.3,895,1033,56,98,0,0,0.0
Loui Eriksson,33,LW,81,11,18,29,-11,22,1.9,10,1,0,2,16,2,0,107,10.3,1139,844,28,3,2,4,33.3
Joel Eriksson Ek,22,C,58,7,7,14,-7,20,0.8,7,0,0,2,7,0,0,111,6.3,783,810,24,117,247,293,45.7
Adam Erne,23,LW,65,7,13,20,10,40,1.7,5,2,0,3,13,0,0,70,10.0,686,633,26,159,11,12,47.8
Robby Fabbri,23,C,32,2,4,6,-4,6,0.0,2,0,0,1,4,0,0,43,4.7,405,759,8,30,4,10,28.6
Radek Faksa,25,C,81,15,15,30,-3,54,2.6,13,1,1,1,12,2,1,114,13.2,1331,986,65,103,570,562,50.4
Oscar Fantenberg,27,D,61,2,2,4,3,17,1.9,2,0,0,0,2,0,0,70,2.9,976,960,74,91,0,0,0.0
Jesper Fast,27,RW,66,8,12,20,-3,26,1.1,8,0,0,1,12,0,0,80,10.0,1038,943,47,120,7,13,35.0
Justin Faulk,26,D,82,11,24,35,9,47,7.4,5,6,0,3,20,4,0,217,5.1,1839,1345,121,156,0,0,0.0
Taylor Fedun,30,D,54,4,7,11,2,14,2.9,4,0,0,0,4,2,1,86,4.7,748,831,58,19,0,0,0.0
Eric Fehr,33,RW,72,7,8,15,-8,30,0.8,7,0,0,0,7,0,1,67,10.4,795,663,48,40,364,345,51.3
Micheal Ferland,26,LW,71,17,23,40,13,58,4.7,11,6,0,3,16,7,0,156,10.9,1001,846,19,182,23,50,31.5
Kevin Fiala,22,LW,83,13,26,39,-23,36,2.4,11,2,0,2,17,9,0,174,7.5,1298,938,20,42,3,5,37.5
Valtteri Filppula,34,C,72,17,14,31,19,16,3.9,16,0,1,4,14,0,0,78,21.8,1028,856,34,12,398,413,49.1
Christian Fischer,21,RW,71,11,7,18,-13,27,1.3,11,0,0,0,7,0,0,116,9.5,935,790,19,124,2,5,28.6
Warren Foegele,22,LW,77,10,5,15,-17,20,0.4,10,0,0,3,5,0,0,106,9.4,962,750,19,126,10,11,47.6
Marcus Foligno,27,LW,82,7,12,19,-1,55,1.2,7,0,0,0,10,1,1,91,7.7,982,718,43,206,13,15,46.4
Nick Foligno,31,LW,73,17,18,35,12,44,3.6,15,2,0,2,16,2,0,141,12.1,1292,1062,51,175,133,102,56.6
Christian Folin,27,D,45,0,6,6,6,27,1.6,0,0,0,0,6,0,0,47,0.0,705,940,78,125,1,0,100.0
Derek Forbort,26,D,81,2,12,14,-13,52,2.8,2,0,0,1,12,0,0,75,2.7,1680,1245,139,105,0,1,0.0
Jakob Forsbacka Karlsson,22,C,28,3,6,9,1,2,0.7,3,0,0,0,5,1,0,21,14.3,330,708,9,14,95,131,42.0
Filip Forsberg,24,C,64,28,22,50,8,26,6.3,19,7,2,4,19,3,0,217,12.9,1191,1117,29,100,1,6,14.3
Gustav Forsling,22,D,43,3,6,9,-9,30,0.7,3,0,0,0,6,0,0,57,5.3,735,1025,38,38,0,0,0.0
Alexandre Fortin,21,LW,24,3,3,6,-6,2,0.2,2,0,1,1,3,0,0,29,10.3,254,635,7,21,11,6,64.7
Cam Fowler,27,D,59,5,18,23,-14,20,3.6,4,1,0,2,12,5,1,88,5.7,1379,1402,91,32,0,0,0.0
Martin Frk,25,RW,30,1,5,6,-9,4,-0.1,0,1,0,0,5,0,0,28,3.6,276,551,4,35,0,0,0.0
Michael Frolík,30,LW,65,16,18,34,24,26,4.2,14,0,2,4,18,0,0,132,12.1,868,802,22,57,13,25,34.2
Kurtis Gabriel,25,RW,22,2,2,4,0,59,0.4,2,0,0,1,2,0,0,7,28.6,162,442,8,78,0,0,0.0
Sam Gagner,29,C,32,6,7,13,-6,14,0.9,5,1,0,1,7,0,0,68,8.8,467,875,7,21,59,59,50.0
Alex Galchenyuk,24,C,72,19,22,41,-19,34,4.1,10,9,0,4,10,12,0,159,11.9,1133,944,34,62,188,223,45.7
Brendan Gallagher,26,RW,82,33,19,52,10,49,6.5,29,4,0,4,16,3,0,302,10.9,1345,984,31,126,23,28,45.1
Jake Gardiner,28,D,62,3,27,30,19,26,5.2,3,0,0,0,22,5,0,78,3.8,1315,1273,64,61,0,1,0.0
