Player,Age,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
Conor Garland,22,RW,47,13,5,18,1,12,2.5,9,4,0,2,3,2,0,118,11.0,601,767,17,33,10,8,55.6
Adam Gaudette,22,C,56,5,7,12,-8,18,0.5,5,0,0,1,5,2,0,55,9.1,613,657,15,48,150,221,40.4
Frédérick Gaudreau,25,C,55,3,1,4,1,2,-0.1,3,0,0,1,1,0,0,43,7.0,496,541,18,25,156,167,48.3
Johnny Gaudreau,25,LW,82,36,63,99,18,24,10.9,30,6,0,8,42,21,0,245,14.7,1646,1204,12,12,1,2,33.3
Frederik Gauthier,23,C,70,3,11,14,3,12,0.7,3,0,0,0,11,0,0,46,6.5,586,502,28,98,240,207,53.7
Ryan Getzlaf,33,C,67,14,34,48,-19,58,3.7,13,1,0,2,24,10,0,133,10.5,1304,1168,74,150,551,463,54.3
Brian Gibbons,30,C,64,8,11,19,-5,20,1.4,8,0,0,0,11,0,0,50,16.0,699,655,29,40,13,25,34.2
Mark Giordano,35,D,78,17,57,74,39,69,12.6,10,3,4,2,37,18,2,221,7.7,1891,1454,144,58,0,0,0.0
Samuel Girard,20,D,82,4,23,27,8,6,4.9,4,0,0,0,14,9,0,116,3.4,1631,1194,90,65,1,0,100.0
Dan Girardi,34,D,62,4,12,16,6,12,2.8,4,0,0,0,11,0,1,75,5.3,1104,1068,108,151,0,0,0.0
Zemgus Girgensons,25,C,72,5,13,18,-11,17,0.4,5,0,0,0,13,0,0,78,6.4,980,817,29,144,28,41,40.6
Claude Giroux,31,LW,82,22,63,85,9,24,7.9,19,2,1,4,42,21,0,229,9.6,1759,1287,19,28,674,489,58.0
Luke Glendening,29,C,78,10,13,23,2,15,1.3,9,0,1,1,11,0,2,102,9.8,1231,947,102,198,658,524,55.7
Nikolay Goldobin,23,LW,63,7,20,27,-10,18,1.7,6,1,0,1,11,8,1,105,6.7,944,899,21,15,0,0,0.0
Alex Goligoski,33,D,76,3,24,27,-7,16,5.1,2,1,0,0,16,6,2,102,2.9,1582,1249,154,79,1,0,100.0
Barclay Goodrow,25,RW,82,7,10,17,4,76,0.9,6,0,1,3,10,0,0,84,8.3,903,661,68,125,296,255,53.7
Shayne Gostisbehere,25,D,78,9,28,37,-20,22,4.2,5,4,0,2,18,10,0,180,5.0,1533,1180,102,46,0,0,0.0
Yanni Gourde,27,C,80,22,26,48,9,66,4.9,16,5,1,5,21,4,1,130,16.9,1267,950,30,83,151,132,53.4
Michael Grabner,31,RW,41,9,7,16,-2,8,1.8,3,0,6,1,4,0,3,65,13.8,590,863,15,28,5,7,41.7
Markus Granlund,25,C,77,12,10,22,-4,20,1.6,10,2,0,1,8,1,1,123,9.8,1158,903,24,46,149,199,42.8
Mikael Granlund,26,C,79,16,38,54,-8,24,4.7,12,2,2,5,20,18,0,189,8.5,1449,1101,40,46,129,159,44.8
Derek Grant,28,C,56,4,10,14,-6,14,0.6,4,0,0,1,9,0,1,74,5.4,654,701,29,92,271,244,52.6
Kevin Gravel,26,D,36,0,3,3,-2,4,0.6,0,0,0,0,3,0,0,44,0.0,530,883,53,31,0,0,0.0
Ryan Graves,23,D,26,3,2,5,4,2,1.3,3,0,0,0,2,0,0,26,11.5,289,666,51,32,0,0,0.0
Mike Green,33,D,43,5,21,26,-1,28,3.9,5,0,0,0,18,3,0,92,5.4,932,1301,56,60,0,0,0.0
Andy Greene,36,D,82,5,20,25,-9,16,4.6,5,0,0,0,14,2,4,104,4.8,1708,1250,208,67,0,0,0.0
Jordan Greenway,21,LW,81,12,12,24,-12,29,1.7,12,0,0,0,12,0,0,109,11.0,1104,818,40,57,31,50,38.3
Rocco Grimaldi,25,C,53,5,8,13,-2,10,0.9,5,0,0,0,8,0,0,81,6.2,530,600,20,32,4,3,57.1
Matt Grzelcyk,25,D,66,3,15,18,9,68,4.0,2,1,0,0,10,5,0,90,3.3,1263,1148,60,46,0,0,0.0
Radko Gudas,28,D,77,4,16,20,6,63,3.9,4,0,0,0,16,0,0,136,2.9,1376,1073,133,255,0,0,0.0
Erik Gudbranson,27,D,76,2,8,10,-20,87,1.1,2,0,0,1,7,0,1,94,2.1,1386,1094,84,184,0,0,0.0
Jake Guentzel,24,C,82,40,36,76,13,26,9.4,33,6,1,4,31,5,0,227,17.6,1587,1161,47,105,10,20,33.3
Carl Gunnarsson,32,D,25,3,4,7,8,6,2.0,3,0,0,1,3,0,1,21,14.3,398,956,35,11,0,0,0.0
Denis Gurianov,21,RW,21,1,3,4,-3,0,0.1,1,0,0,0,2,1,0,23,4.3,228,652,9,23,1,1,50.0
Erik Gustafsson,26,D,79,17,43,60,-6,34,7.7,13,4,0,3,29,14,0,160,10.6,1784,1355,115,100,0,0,0.0
Carl Hagelin,30,LW,58,5,14,19,7,30,1.2,5,0,0,2,14,0,0,99,5.1,854,884,20,64,6,21,22.2
Robert Hägg,23,D,82,5,15,20,-3,63,3.3,5,0,0,1,15,0,0,86,5.8,1390,1017,158,258,0,0,0.0
Ron Hainsey,37,D,81,5,18,23,30,21,5.6,4,0,1,0,18,0,0,81,6.2,1641,1215,144,91,1,0,100.0
Micheal Haley,32,C,43,2,4,6,-2,75,0.1,2,0,0,0,4,0,0,34,5.9,348,485,16,76,13,17,43.3
Taylor Hall,27,LW,33,11,26,37,-6,16,3.8,10,1,0,3,15,11,0,113,9.7,650,1181,29,22,26,32,44.8
Dan Hamhuis,36,D,57,0,5,5,-2,28,1.2,0,0,0,0,5,0,0,39,0.0,915,963,61,38,0,0,0.0
Dougie Hamilton,25,D,82,18,21,39,0,54,7.6,16,2,0,2,16,5,0,259,6.9,1613,1180,91,160,0,1,0.0
Travis Hamonic,28,D,69,7,12,19,21,33,4.7,6,0,1,1,10,0,2,128,5.5,1440,1252,167,44,0,1,0.0
Noah Hanifin,22,D,80,5,28,33,18,12,5.7,3,1,1,2,23,4,1,116,4.3,1662,1246,83,87,0,0,0.0
Markus Hännikäinen,25,LW,44,4,3,7,-5,2,0.2,4,0,0,1,3,0,0,52,7.7,417,569,8,63,0,3,0.0
Ben Harpur,24,D,51,1,4,5,-13,56,0.4,1,0,0,0,4,0,0,50,2.0,899,1057,69,89,0,0,0.0
Scott Harrington,25,D,73,2,15,17,6,23,3.3,2,0,0,0,15,0,0,54,3.7,952,783,81,73,0,0,0.0
Ryan Hartman,24,RW,83,12,14,26,1,74,2.1,12,0,0,2,14,0,0,145,8.3,1089,787,39,107,4,12,25.0
Garnet Hathaway,27,RW,76,11,8,19,14,56,2.0,9,0,2,5,8,0,0,77,14.3,800,632,36,200,7,8,46.7
Jayce Hawryluk,23,C,42,7,5,12,-8,16,1.0,7,0,0,0,4,1,0,35,20.0,396,566,25,101,14,5,73.7
John Hayden,23,C,54,3,2,5,-12,27,-0.6,3,0,0,0,2,0,0,42,7.1,495,550,23,97,7,22,24.1
Kevin Hayes,26,RW,71,19,36,55,-2,12,5.3,14,3,2,2,27,8,1,156,12.2,1298,1097,15,58,483,498,49.2
Victor Hedman,28,D,70,12,42,54,24,44,8.9,10,2,0,4,18,23,1,182,6.6,1594,1366,97,59,0,1,0.0
Tim Heed,28,D,37,2,11,13,9,10,2.5,1,1,0,0,9,2,0,41,4.9,532,862,31,16,0,0,0.0
Danton Heinen,23,C,77,11,23,34,13,16,3.3,10,1,0,2,17,6,0,114,9.6,1076,838,36,54,2,10,16.7
Miro Heiskanen,19,D,82,12,21,33,-14,16,6.5,10,2,0,4,14,6,1,182,6.6,1895,1387,71,34,0,0,0.0
Darren Helm,32,C,61,7,10,17,-11,20,0.5,6,0,1,0,7,0,3,107,6.5,889,875,26,50,16,20,44.4
Matt Hendricks,37,C,26,0,3,3,-2,19,-0.1,0,0,0,0,3,0,0,23,0.0,230,530,8,40,42,35,54.5
Adam Henrique,28,C,82,18,24,42,-5,24,4.0,10,8,0,3,18,5,1,122,14.8,1349,987,71,78,571,511,52.8
Tomáš Hertl,25,C,77,35,39,74,5,18,8.3,23,11,1,5,34,4,1,176,19.9,1465,1141,64,53,609,574,51.5
Thomas Hickey,29,D,40,0,4,4,5,33,1.6,0,0,0,0,3,0,1,47,0.0,740,1110,71,40,0,0,0.0
Vinnie Hinostroza,24,C,72,16,23,39,-4,14,4.2,13,3,0,3,21,2,0,152,10.5,1099,916,41,69,39,64,37.9
Roope Hintz,22,LW,58,9,13,22,-11,24,1.6,6,3,0,3,10,3,0,99,9.1,815,843,36,87,217,183,54.3
Nico Hischier,20,C,69,17,30,47,0,24,4.8,14,3,0,3,22,8,0,160,10.6,1249,1086,44,53,437,529,45.2
Niklas Hjalmarsson,31,D,82,0,10,10,8,44,4.2,0,0,0,0,8,0,2,57,0.0,1615,1182,187,45,0,0,0.0
Mike Hoffman,29,C,82,36,34,70,-24,30,7.3,19,17,0,6,16,18,0,253,14.2,1463,1070,26,42,13,25,34.2
Nick Holden,31,D,61,3,12,15,5,14,3.2,3,0,0,0,10,0,2,77,3.9,1116,1098,76,104,0,0,0.0
Korbinian Holzer,30,D,22,1,3,4,5,8,1.4,1,0,0,0,3,0,0,15,6.7,353,964,38,61,0,0,0.0
Julius Honka,23,D,29,0,4,4,-2,10,0.9,0,0,0,0,4,0,0,38,0.0,398,823,31,16,0,1,0.0
Patric Hörnqvist,32,RW,69,18,19,37,-3,26,3.6,12,6,0,2,13,6,0,197,9.1,1068,929,34,150,9,9,50.0
Bo Horvat,23,C,82,27,34,61,-4,33,6.2,18,7,2,3,22,11,1,227,11.9,1709,1250,63,62,1083,935,53.7
Brett Howden,20,C,66,6,17,23,-16,14,0.7,6,0,0,1,15,2,0,74,8.1,986,896,47,64,353,376,48.4
Filip Hronek,21,D,46,5,18,23,-10,30,2.9,4,1,0,0,13,4,1,73,6.8,918,1198,32,66,0,0,0.0
Jonathan Huberdeau,25,C,82,30,62,92,-14,40,9.1,19,11,0,5,39,23,0,226,13.3,1546,1131,45,57,12,7,63.2
Charles Hudon,24,LW,32,3,2,5,-9,16,-0.2,3,0,0,0,1,1,0,50,6.0,374,700,9,73,4,5,44.4
Brad Hunt,30,D,42,5,7,12,-2,8,2.4,1,4,0,1,3,4,0,75,6.7,625,893,28,18,0,0,0.0
Dryden Hunt,23,LW,31,3,7,10,0,8,0.7,3,0,0,0,7,0,0,53,5.7,343,664,9,65,0,3,0.0
Ben Hutton,25,D,69,5,15,20,-23,43,2.7,4,1,0,1,7,7,1,114,4.4,1543,1341,102,55,0,0,0.0
Zach Hyman,26,C,71,21,20,41,16,65,4.5,20,0,1,4,20,0,0,144,14.6,1227,1037,39,102,112,126,47.1
Alex Iafallo,25,C,82,15,18,33,-17,22,2.3,13,2,0,2,14,4,0,148,10.1,1380,1010,54,87,7,17,29.2
Matt Irwin,31,D,44,1,6,7,5,38,1.7,1,0,0,0,6,0,0,50,2.0,497,678,37,80,0,0,0.0
Mark Jankowski,24,C,79,14,18,32,6,12,2.9,9,0,5,1,15,0,3,99,14.1,1004,762,56,30,426,394,52.0
Mattias Janmark,26,C,81,6,19,25,-4,24,1.3,6,0,0,0,17,1,1,105,5.7,1233,913,44,28,10,16,38.5
Calle Järnkrok,27,C,79,10,16,26,13,12,2.1,8,1,1,1,15,1,0,106,9.4,1219,926,22,56,166,165,50.2
Christián Jaroš,22,D,61,1,9,10,-14,27,0.8,1,0,0,0,7,2,0,65,1.5,876,862,82,110,0,0,0.0
Dmitrij Jaškin,25,RW,37,2,6,8,-5,6,0.1,2,0,0,0,6,0,0,48,4.2,373,605,14,87,0,3,0.0
Boone Jenner,25,C,77,16,22,38,6,42,3.6,14,1,1,3,20,2,0,170,9.4,1314,1024,70,158,626,531,54.1
Nick Jensen,28,D,80,2,18,20,4,21,3.8,2,0,0,0,17,0,1,94,2.1,1588,1191,105,82,0,0,0.0
Ryan Johansen,26,C,80,14,50,64,7,42,5.6,13,0,1,6,33,16,1,136,10.3,1564,1173,23,95,782,679,53.5
Marcus Johansson,28,C,58,13,17,30,-16,8,2.5,11,2,0,1,10,7,0,115,11.3,924,955,24,28,16,34,32.0
Erik Johnson,30,D,80,7,18,25,8,38,5.1,7,0,0,1,18,0,0,144,4.9,1745,1309,143,124,0,0,0.0
Jack Johnson,32,D,82,1,12,13,-4,41,1.8,0,1,0,0,9,1,2,86,1.2,1581,1157,147,233,0,0,0.0
Tyler Johnson,28,C,80,29,18,47,15,28,5.7,27,1,1,4,11,7,0,163,17.8,1276,957,32,50,230,243,48.6
Andreas Johnsson,24,LW,73,20,23,43,14,32,4.9,17,3,0,3,20,3,0,130,15.4,998,820,36,60,7,12,36.8
Henri Jokiharju,19,D,38,0,12,12,-7,16,0.8,0,0,0,0,11,1,0,62,0.0,721,1139,37,48,0,0,0.0
Max Jones,20,LW,30,2,3,5,-1,14,0.1,2,0,0,1,2,1,0,58,3.4,395,790,5,30,1,2,33.3
Seth Jones,24,D,75,9,37,46,1,28,7.5,9,0,0,4,24,10,3,184,4.9,1937,1549,133,106,0,0,0.0
Mathieu Joseph,21,RW,70,13,13,26,5,26,2.5,13,0,0,1,11,0,2,95,13.7,795,682,14,129,10,24,29.4
Roman Josi,28,D,82,15,41,56,9,42,9.9,13,2,0,4,30,10,1,274,5.5,2064,1510,144,53,0,1,0.0
Tyson Jost,20,C,70,11,15,26,-2,14,2.1,7,4,0,3,14,1,0,114,9.6,910,780,35,48,55,91,37.7
Noah Juulsen,21,D,21,1,4,5,5,6,1.2,1,0,0,0,4,0,0,22,4.5,359,1027,39,60,0,0,0.0
Nazem Kadri,28,C,73,16,28,44,-2,43,3.7,12,4,0,5,19,9,0,184,8.7,1182,971,13,85,403,327,55.2
Dominik Kahun,23,C,82,13,24,37,10,6,3.1,12,1,0,2,23,1,0,137,9.5,1160,849,27,13,22,39,36.1
Vladislav Kamenev,22,LW,23,2,3,5,-2,10,0.3,0,1,1,0,3,0,0,22,9.1,208,542,4,20,59,59,50.0
David Kämpf,24,C,63,4,15,19,-6,14,0.4,4,0,0,0,15,0,0,72,5.6,877,835,30,39,276,333,45.3
Steven Kampfer,30,D,35,3,3,6,-6,22,0.9,2,1,0,0,2,1,0,40,7.5,512,878,32,44,0,0,0.0
Evander Kane,27,LW,75,30,26,56,-4,153,5.8,24,5,1,1,19,6,1,268,11.2,1381,1105,25,173,92,120,43.4
Patrick Kane,30,RW,81,44,66,110,2,22,11.8,35,9,0,7,45,21,0,341,12.9,1822,1349,18,21,1,4,20.0
Kasperi Kapanen,22,RW,78,20,24,44,12,27,4.4,17,1,2,3,22,2,0,174,11.5,1296,997,19,92,5,4,55.6
Erik Karlsson,28,D,53,3,42,45,6,22,6.0,1,2,0,1,24,18,0,169,1.8,1298,1469,69,44,1,1,50.0
Melker Karlsson,28,C,79,12,4,16,-1,26,1.0,12,0,0,2,4,0,0,79,15.2,908,690,39,67,14,12,53.8
William Karlsson,26,C,82,24,32,56,1,16,5.7,16,7,1,5,23,7,2,169,14.2,1545,1131,55,51,588,646,47.6
Ondřej Kaše,23,RW,30,11,9,20,0,2,2.5,10,1,0,2,6,3,0,94,11.7,470,939,11,17,9,18,33.3
Zack Kassian,28,RW,79,15,11,26,-6,102,2.0,14,0,1,3,11,0,0,111,13.5,1169,888,15,191,0,6,0.0
Duncan Keith,35,D,82,6,34,40,13,70,6.0,6,0,0,1,30,3,1,141,4.3,1887,1381,144,42,0,0,0.0
Clayton Keller,20,C,82,14,33,47,-21,24,3.6,13,1,0,5,15,18,0,200,7.0,1495,1094,21,16,28,56,33.3
Adrian Kempe,22,LW,81,12,16,28,-10,50,2.0,12,0,0,2,12,4,0,118,10.2,1175,870,21,86,315,424,42.6
Mario Kempe,30,C,52,4,5,9,5,18,0.8,4,0,0,0,5,0,0,57,7.0,582,671,30,105,126,203,38.3
Michal Kempný,28,D,71,6,19,25,24,60,5.3,6,0,0,3,19,0,0,111,5.4,1362,1151,135,84,0,0,0.0
Alexander Kerfoot,24,C,78,15,27,42,-9,38,3.4,11,4,0,1,15,12,0,116,12.9,1161,893,29,22,274,215,56.0
Ryan Kesler,34,C,60,5,3,8,-19,44,-0.8,4,1,0,1,1,2,0,86,5.8,990,990,56,93,582,463,55.7
Phil Kessel,31,RW,82,27,55,82,-19,28,7.7,15,12,0,10,31,24,0,215,12.6,1474,1079,18,12,4,5,44.4
Jujhar Khaira,24,LW,60,3,15,18,-12,43,0.4,2,0,1,0,14,0,1,64,4.7,754,754,33,123,55,71,43.7
Alex Killorn,29,C,82,18,22,40,22,45,4.3,15,2,1,2,18,3,1,153,11.8,1220,892,23,88,2,8,20.0
Bogdan Kiselevich,28,D,32,0,8,8,-3,12,1.0,0,0,0,0,8,0,0,14,0.0,475,891,21,49,0,0,0.0
Oscar Klefbom,25,D,61,5,23,28,-11,16,3.9,4,1,0,2,13,10,0,167,3.0,1463,1439,102,44,0,0,0.0
John Klingberg,26,D,64,10,35,45,6,12,8.5,5,5,0,5,20,15,0,153,6.5,1570,1472,77,42,0,0,0.0
Corban Knight,28,C,23,1,3,4,-5,0,-0.1,1,0,0,0,3,0,0,15,6.7,223,581,13,9,63,58,52.1
Slater Koekkoek,24,D,31,2,4,6,4,14,1.2,2,0,0,0,4,0,0,36,5.6,491,950,48,54,0,0,0.0
Mikko Koivu,35,C,48,8,21,29,-2,22,2.4,6,2,0,0,10,10,1,89,9.0,878,1098,32,13,488,406,54.6
Leo Komarov,32,C,82,6,20,26,18,42,2.1,6,0,0,1,20,0,0,78,7.7,1139,833,38,203,84,100,45.7
Travis Konecny,21,C,82,24,25,49,-4,40,4.9,20,4,0,3,21,4,0,182,13.2,1251,916,45,65,7,15,31.8
Anže Kopitar,31,C,81,22,38,60,-20,30,5.0,19,1,2,3,20,18,0,156,14.1,1807,1338,66,59,1002,817,55.1
Jesperi Kotkaniemi,18,C,79,11,23,34,1,26,2.6,10,1,0,2,19,4,0,134,8.2,1086,824,41,66,359,426,45.7
Ilya Kovalchuk,35,LW,64,16,18,34,-26,10,2.6,12,4,0,1,13,5,0,141,11.3,1039,974,19,28,16,20,44.4
Chris Kreider,27,C,79,28,24,52,4,57,6.0,21,7,0,2,19,5,0,201,13.9,1375,1044,49,159,27,45,37.5
David Krejčí,32,C,81,20,53,73,7,16,7.3,14,6,0,4,43,10,0,139,14.4,1432,1061,24,28,530,565,48.4
Niklas Kronwall,38,D,79,3,24,27,-5,40,4.2,2,1,0,0,17,7,0,71,4.2,1576,1197,96,84,0,0,0.0
Torey Krug,27,D,64,6,47,53,-2,33,7.1,4,2,0,2,19,28,0,151,4.0,1363,1278,60,53,0,0,0.0
Marcus Krüger,28,C,74,4,8,12,-2,30,0.0,4,0,0,2,7,0,1,74,5.4,771,625,34,51,188,203,48.1
Nikita Kucherov,25,RW,82,41,87,128,24,62,14.6,26,15,0,8,54,33,0,246,16.7,1637,1198,31,44,0,3,0.0
Tom Kühnhackl,27,RW,36,4,5,9,1,10,0.6,4,0,0,0,4,0,1,30,13.3,457,761,41,48,0,2,0.0
Dean Kukan,25,D,25,0,5,5,6,6,1.3,0,0,0,0,5,0,0,16,0.0,337,808,21,16,0,0,0.0
Brett Kulak,25,D,57,6,11,17,12,31,3.9,5,0,1,3,11,0,0,102,5.9,1017,1071,64,107,0,0,0.0
Dmitry Kulikov,28,D,57,0,6,6,4,47,1.4,0,0,0,0,6,0,0,40,0.0,893,940,71,88,0,0,0.0
Luke Kunin,21,C,49,6,11,17,-9,27,0.9,6,0,0,1,10,1,0,88,6.8,778,953,34,67,88,112,44.0
Chris Kunitz,39,LW,56,5,5,10,-7,23,0.2,5,0,0,1,5,0,0,44,11.4,507,544,15,85,2,5,28.6
Sean Kuraly,26,C,71,8,13,21,6,38,1.6,8,0,0,3,13,0,0,134,6.0,978,826,35,129,285,245,53.8
Evgeny Kuznetsov,26,C,76,21,51,72,7,50,6.8,13,8,0,3,36,15,0,193,10.9,1428,1127,20,46,396,627,38.7
Oliver Kylington,21,D,38,3,5,8,3,10,1.5,3,0,0,1,5,0,0,21,14.3,472,745,41,11,0,0,0.0
Kevin Labanc,23,RW,82,17,39,56,-1,36,5.1,15,2,0,4,21,18,0,130,13.1,1150,841,16,66,9,14,39.1
Andrew Ladd,33,LW,26,3,8,11,3,16,1.0,3,0,0,0,7,0,1,34,8.8,360,831,8,37,2,3,40.0
Paul Ladue,26,D,33,2,3,5,0,12,1.3,2,0,0,1,3,0,0,33,6.1,436,793,25,51,0,0,0.0
Patrik Laine,20,RW,82,30,20,50,-24,42,4.7,15,15,0,3,12,8,0,245,12.2,1413,1034,44,70,11,19,36.7
Maxime Lajoie,21,D,56,7,8,15,-25,20,1.2,3,4,0,0,4,4,0,79,8.9,1059,1134,82,34,0,0,0.0
Juho Lammikko,23,RW,40,0,6,6,-7,6,-0.4,0,0,0,0,5,0,1,39,0.0,437,656,21,45,142,190,42.8
Gabriel Landeskog,26,LW,73,34,41,75,17,51,9.0,24,10,0,9,24,17,0,243,14.0,1544,1269,64,120,360,333,51.9
Dylan Larkin,22,C,76,32,41,73,-6,75,7.5,23,7,2,4,32,8,1,287,11.1,1660,1311,38,80,865,722,54.5
Adam Larsson,26,D,82,3,17,20,-28,44,1.8,3,0,0,0,16,0,1,117,2.6,1773,1297,128,256,0,0,0.0
Jacob Larsson,21,D,49,0,5,5,-4,16,1.3,0,0,0,0,5,0,0,57,0.0,839,1027,59,41,0,1,0.0
Johan Larsson,26,LW,73,6,8,14,-8,37,0.1,5,0,1,0,8,0,0,79,7.6,1043,858,44,112,503,490,50.7
Scott Laughton,24,C,82,12,20,32,-11,53,1.9,12,0,0,1,18,0,2,130,9.2,1218,891,46,146,344,291,54.2
Nick Leddy,27,D,82,4,22,26,0,18,5.0,4,0,0,0,12,10,0,116,3.4,1767,1293,89,77,0,0,0.0
Anders Lee,28,LW,82,28,23,51,20,58,6.5,18,10,0,5,17,6,0,204,13.7,1401,1025,51,103,75,80,48.4
Artturi Lehkonen,23,LW,82,11,20,31,10,32,2.3,11,0,0,4,20,0,0,176,6.3,1276,933,39,120,5,14,26.3
Jori Lehterä,31,C,27,1,2,3,-7,33,-0.3,1,0,0,0,2,0,0,17,5.9,246,547,7,29,79,67,54.1
Brendan Leipsic,24,LW,62,7,16,23,-14,24,1.3,6,1,0,1,13,3,0,92,7.6,855,827,28,56,7,6,53.8
Josh Leivo,25,LW,76,14,10,24,5,32,2.3,11,3,0,2,6,4,0,151,9.3,1066,842,23,44,15,26,36.6
Brendan Lemieux,22,LW,63,12,5,17,6,108,2.2,12,0,0,1,5,0,0,67,17.9,570,543,31,129,7,13,35.0
Kris Letang,31,D,65,16,40,56,13,48,9.0,13,2,1,3,22,17,1,206,7.8,1687,1558,111,116,0,0,0.0
Vinni Lettieri,23,C,27,1,2,3,-7,14,-0.3,0,1,0,0,1,1,0,40,2.5,274,609,11,41,7,6,53.8
Trevor Lewis,32,C,44,3,9,12,-9,9,0.3,3,0,0,1,9,0,0,87,3.4,617,841,25,53,57,67,46.0
Oscar Lindberg,27,C,55,9,11,20,4,28,2.0,9,0,0,0,10,1,0,91,9.9,686,748,27,104,101,122,45.3
Oskar Lindblom,22,LW,81,17,16,33,-9,20,2.7,15,2,0,2,15,1,0,162,10.5,1113,825,52,68,3,7,30.0
Esa Lindell,24,D,82,11,21,32,14,33,8.6,5,4,2,1,18,3,0,132,8.3,1995,1460,161,143,0,0,0.0
Elias Lindholm,24,C,81,27,51,78,30,20,8.4,17,9,1,5,31,17,3,182,14.8,1623,1202,39,82,509,428,54.3
Hampus Lindholm,25,D,76,6,22,28,-5,44,5.5,5,1,0,0,16,5,1,125,4.8,1824,1440,133,81,0,0,0.0
Pär Lindholm,27,C,65,1,12,13,5,18,0.2,1,0,0,0,12,0,0,65,1.5,738,681,55,58,204,203,50.1
Bryan Little,31,RW,82,15,26,41,-12,26,2.9,11,4,0,5,21,3,2,126,11.9,1298,950,29,62,526,476,52.5
Ben Lovejoy,34,D,71,2,7,9,-1,37,2.7,2,0,0,0,7,0,0,95,2.1,1213,1025,118,76,0,0,0.0
Adam Lowry,25,LW,78,12,11,23,6,33,1.8,11,0,1,3,9,0,2,105,11.4,1142,878,49,223,643,473,57.6
Milan Lucic,30,LW,79,6,14,20,-9,91,0.5,4,2,0,0,12,2,0,74,8.1,1046,794,22,259,25,20,55.6
Matt Luff,21,RW,33,8,3,11,-2,9,1.3,7,1,0,2,3,0,0,45,17.8,367,667,19,17,1,3,25.0
Ilya Lyubushkin,24,D,41,0,4,4,-9,13,0.6,0,0,0,0,4,0,0,27,0.0,563,824,61,150,0,0,0.0
Olli Määttä,24,D,60,1,13,14,9,12,2.7,0,1,0,1,10,3,0,74,1.4,1115,1115,116,97,0,0,0.0
Andrew MacDonald,32,D,47,0,9,9,-5,18,1.1,0,0,0,0,7,0,2,41,0.0,771,984,95,30,0,0,0.0
Mackenzie MacEachern,24,LW,29,3,2,5,0,10,0.4,3,0,0,1,2,0,0,33,9.1,233,482,4,49,0,0,0.0
Nathan MacKinnon,23,C,82,41,58,99,20,34,11.8,29,12,0,6,33,25,0,365,11.2,1812,1325,31,54,518,666,43.8
Saku Mäenalanen,24,RW,34,4,4,8,0,20,0.7,4,0,0,0,4,0,0,36,11.1,321,566,10,45,6,15,28.6
Denis Malgin,22,C,50,7,9,16,-10,14,0.9,7,0,0,0,8,1,0,66,10.6,644,773,21,40,36,56,39.1
Evgeni Malkin,32,C,68,21,51,72,-25,89,6.2,12,9,0,5,34,17,0,187,11.2,1279,1128,33,54,381,452,45.7
Andrew Mangiapane,22,LW,44,8,5,13,11,12,1.6,8,0,0,1,5,0,0,65,12.3,464,633,17,43,6,3,66.7
Brandon Manning,28,D,39,2,2,4,-15,25,-0.3,2,0,0,0,2,0,0,33,6.1,579,890,40,63,0,0,0.0
Josh Manson,27,D,74,3,13,16,-8,62,3.5,3,0,0,0,12,0,1,96,3.1,1651,1338,90,184,0,0,0.0
Anthony Mantha,24,RW,67,25,23,48,-8,30,5.0,18,7,0,1,17,6,0,198,12.6,1194,1070,23,67,22,28,44.0
Brad Marchand,30,LW,79,36,64,100,15,96,11.7,23,10,3,9,36,24,4,231,15.6,1550,1177,19,46,45,60,42.9
Jonathan Marchessault,28,C,82,25,34,59,2,52,6.3,20,5,0,6,23,11,0,278,9.0,1488,1089,22,98,92,155,37.2
Martin Marinčin,26,D,24,1,4,5,-4,12,0.4,1,0,0,0,4,0,0,34,2.9,365,912,21,21,0,1,0.0
Patrick Marleau,39,C,82,16,21,37,-6,28,2.5,12,4,0,3,15,6,0,161,9.9,1340,981,41,74,104,99,51.2
Mitch Marner,21,RW,82,26,68,94,22,22,9.8,22,3,1,5,48,18,2,233,11.2,1625,1189,43,29,7,5,58.3
Pat Maroon,30,LW,74,10,18,28,-3,64,2.1,8,2,0,3,9,9,0,118,8.5,1049,850,7,135,2,3,40.0
Matt Martin,29,LW,67,6,8,14,5,53,1.0,6,0,0,1,8,0,0,62,9.7,766,686,42,275,6,9,40.0
Alec Martinez,31,D,60,4,14,18,-2,8,3.8,4,0,0,2,12,2,0,78,5.1,1282,1282,135,78,0,0,0.0
Jordan Martinook,26,LW,82,15,10,25,1,38,2.2,14,0,1,5,10,0,0,146,10.3,1188,869,46,199,150,191,44.0
Andreas Martinsen,28,LW,24,1,3,4,-5,14,-0.1,1,0,0,0,3,0,0,21,4.8,190,476,9,83,3,4,42.9
Mike Matheson,24,D,75,8,19,27,-24,44,3.2,8,0,0,2,11,6,2,129,6.2,1674,1339,132,63,0,1,0.0
Auston Matthews,21,C,68,37,36,73,-9,12,8.3,25,12,0,5,28,8,0,251,14.7,1262,1113,60,28,475,436,52.1
