PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,GA60,xGA60,GSAx60,SIGNING AGE,CLAUSE,LENGTH,SIGNING,CAP HIT,CAP HIT %
343. John Moore,185,Left,21 - Round 1 - 2009 (CBJ),3.64,97,185,126,0.19,5.08,9.69,6.60,555,647,46.17,993,1171,45.89,770,900,46.11,41.52,55.20,42.93,-,-,-,27,,5,UFA,2750000,0.035
344. Jaroslav Halák,180,Left,271 - Round 9 - 2003 (MTL),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.34,2.60,0.26,33,,2,UFA,2750000,0.035
345. Carter Hutton,183,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.00,2.71,-0.29,32,,3,UFA,2750000,0.035
346. Brian Elliott,188,Left,291 - Round 9 - 2003 (OTT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.96,2.89,-0.07,32,,2,UFA,2750000,0.037
347. Erik Haula,183,Left,182 - Round 7 - 2009 (MIN),3.77,26,64,44,0.91,6.27,15.43,10.61,149,81,64.78,329,168,66.20,213,115,64.94,13.80,8.61,61.58,-,-,-,26,,3,RFA,2750000,0.037
348. Adam McQuaid,193,Right,55 - Round 2 - 2005 (CBJ),1.36,28,73,50,0.10,2.13,5.55,3.80,297,432,40.74,546,823,39.88,410,611,40.15,29.41,38.85,43.09,-,-,-,28,,4,UFA,2750000,0.039
349. Mark Pysyk,185,Right,23 - Round 1 - 2010 (BUF),2.56,64,129,93,0.12,3.00,6.05,4.36,587,704,45.47,1009,1300,43.70,789,974,44.75,47.74,60.04,44.29,-,-,-,25,,3,RFA,2733333,0.036
350. Markus Nutivaara,185,Left,189 - Round 7 - 2015 (CBJ),4.41,99,179,132,0.19,4.20,7.59,5.60,693,675,50.66,1195,1258,48.72,938,946,49.79,58.57,54.77,51.68,-,-,-,24,,4,RFA,2700000,0.036
351. Ben Lovejoy,185,Right,-,2.61,95,183,127,0.13,4.70,9.05,6.28,527,688,43.37,929,1318,41.34,715,967,42.51,43.87,61.10,41.79,-,-,-,32,,3,UFA,2666667,0.037
352. Derek Dorsett,183,Right,189 - Round 7 - 2006 (CBJ),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,28,,4,UFA,2650000,0.038
353. Ondrej Kase,183,Right,205 - Round 7 - 2014 (ANA),9.99,95,165,129,1.28,12.14,21.08,16.48,287,191,60.04,543,362,60.00,406,285,58.76,25.90,20.12,56.28,-,-,-,22,,3,RFA,2600000,0.033
354. Brian Boyle,198,Left,26 - Round 1 - 2003 (LAK),13.78,123,196,162,0.84,7.52,11.99,9.91,507,473,51.73,929,864,51.81,699,662,51.36,49.49,54.32,47.67,-,-,-,32,M-NTC,2,UFA,2550000,0.034
355. Derek Forbort,193,Left,15 - Round 1 - 2010 (LAK),2.42,75,183,118,0.09,2.68,6.54,4.21,661,961,40.75,1239,1762,41.29,940,1367,40.75,57.74,89.27,39.28,-,-,-,26,,2,RFA,2525000,0.034
356. Patrik Nemeth,191,Left,41 - Round 2 - 2010 (DAL),1.91,57,112,81,0.09,2.80,5.51,3.98,537,722,42.65,936,1391,40.22,704,992,41.51,44.67,61.79,41.96,-,-,-,26,,1,RFA,2500000,0.031
357. Oliver Bjorkstrand,183,Right,89 - Round 3 - 2013 (CBJ),14.58,161,261,212,0.92,10.17,16.48,13.39,524,371,58.55,922,736,55.61,720,538,57.23,42.53,36.53,53.79,-,-,-,23,,3,RFA,2500000,0.031
358. Thomas Hickey,183,Left,4 - Round 1 - 2007 (LAK),1.50,47,110,70,0.12,3.81,8.92,5.67,305,412,42.54,578,778,42.63,426,556,43.38,30.38,38.59,44.05,-,-,-,29,,4,UFA,2500000,0.031
359. Anton Khudobin,180,Left,206 - Round 7 - 2004 (MIN),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.57,2.79,0.22,32,,2,UFA,2500000,0.031
360. Michal Kempný,185,Left,-,3.58,111,232,158,0.16,4.88,10.22,6.96,686,769,47.15,1326,1441,47.92,992,1080,47.88,66.62,72.02,48.05,-,-,-,27,,4,UFA,2500000,0.031
361. Mikko Koskinen,201,Left,31 - Round 2 - 2009 (NYI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.93,2.83,-0.10,29,NMC,1,UFA,2500000,0.033
362. Brayden McNabb,193,Left,66 - Round 3 - 2009 (BUF),3.30,84,184,115,0.13,3.19,7.00,4.37,779,878,47.01,1409,1649,46.08,1061,1213,46.66,73.37,86.95,45.76,-,-,-,27,,4,UFA,2500000,0.033
363. Anders Nilsson,198,Left,62 - Round 3 - 2009 (NYI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.97,2.71,-0.26,27,,2,UFA,2500000,0.033
364. Michal Neuvirth,185,Left,34 - Round 2 - 2006 (WSH),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.26,2.71,-1.55,29,,2,UFA,2500000,0.034
365. Matt Martin,191,Left,148 - Round 5 - 2008 (NYI),6.17,62,108,90,0.48,4.86,8.46,7.05,298,357,45.50,577,707,44.94,436,494,46.88,25.19,25.10,50.09,-,-,-,27,,4,UFA,2500000,0.034
366. Kevan Miller,188,Right,-,0.97,32,81,48,0.08,2.77,7.02,4.16,343,338,50.37,599,694,46.33,458,485,48.57,24.39,29.87,44.95,-,-,-,28,,4,UFA,2500000,0.035
367. Ryan Ellis,178,Right,11 - Round 1 - 2009 (NSH),9.26,149,308,218,0.28,4.54,9.38,6.64,1073,1017,51.34,1917,1904,50.17,1466,1436,50.52,101.70,96.42,51.33,-,-,-,23,,5,RFA,2500000,0.036
368. Blake Comeau,185,Right,47 - Round 2 - 2004 (NYI),10.59,102,178,139,0.52,5.05,8.82,6.89,513,699,42.33,925,1277,42.01,682,930,42.31,45.16,60.25,42.84,-,-,-,32,,3,UFA,2400000,0.03
369. Nathan Beaulieu,188,Left,17 - Round 1 - 2011 (MTL),1.99,60,106,79,0.16,4.84,8.53,6.37,369,401,47.92,651,703,48.08,513,538,48.81,26.86,33.18,44.74,-,-,-,24,,2,RFA,2400000,0.032
370. Mike Condon,188,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.38,2.41,-3.97,27,,3,UFA,2400000,0.032
371. Stephen Johns,193,Right,60 - Round 2 - 2010 (CHI),0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,26,,3,RFA,2350000,0.03
372. Dale Weise,188,Right,111 - Round 4 - 2008 (NYR),6.71,58,94,79,0.67,5.79,9.39,7.89,253,330,43.40,458,578,44.21,352,424,45.36,23.81,28.06,45.90,-,-,-,27,,4,UFA,2350000,0.032
373. Michael Raffl,183,Left,-,7.36,65,124,94,0.57,5.09,9.73,7.37,332,418,44.27,609,783,43.75,448,575,43.79,27.64,37.68,42.31,-,-,-,27,,3,UFA,2350000,0.033
374. Troy Stecher,178,Right,-,4.86,105,250,153,0.19,4.05,9.66,5.91,742,799,48.15,1442,1473,49.47,1048,1114,48.47,61.04,69.98,46.59,-,-,-,24,,2,RFA,2325000,0.029
375. Mattias Janmark,185,Left,79 - Round 3 - 2013 (DET),11.75,105,176,141,0.56,5.11,8.57,6.86,545,632,46.30,1004,1191,45.74,746,883,45.79,48.87,55.28,46.92,-,-,-,25,,1,RFA,2300000,0.029
376. Devin Shore,185,Left,61 - Round 2 - 2012 (DAL),9.21,82,162,116,0.51,4.54,8.97,6.42,500,577,46.43,944,1115,45.85,688,821,45.59,45.73,55.12,45.34,-,-,-,23,,2,RFA,2300000,0.029
377. Trevor van Riemsdyk,188,Right,-,3.91,102,204,145,0.20,5.21,10.42,7.41,602,557,51.94,1169,1043,52.85,876,780,52.90,55.02,47.92,53.45,-,-,-,26,,2,RFA,2300000,0.029
378. John Gibson,188,Left,39 - Round 2 - 2011 (ANA),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.84,3.30,0.46,22,,3,RFA,2300000,0.032
379. Jimmy Vesey,191,Left,66 - Round 3 - 2012 (NSH),20.88,154,265,203,0.96,7.10,12.22,9.36,642,718,47.21,1145,1259,47.63,854,983,46.49,62.75,67.15,48.31,-,-,-,25,,2,RFA,2275000,0.029
380. Brandon Manning,185,Left,-,1.29,33,73,45,0.13,3.42,7.57,4.66,230,343,40.14,453,601,42.98,324,474,40.60,20.52,32.11,38.99,-,-,-,28,,2,UFA,2250000,0.028
381. Greg Pateryn,191,Right,128 - Round 5 - 2008 (TOR),2.54,100,205,145,0.11,4.38,8.98,6.35,611,676,47.47,1116,1370,44.89,848,979,46.41,44.54,53.08,45.63,-,-,-,28,,3,UFA,2250000,0.028
382. Jan Rutta,188,Right,-,1.18,42,82,56,0.12,4.37,8.52,5.82,259,315,45.12,517,558,48.09,367,445,45.20,20.27,28.12,41.89,-,-,-,27,,1,UFA,2250000,0.03
383. Zach Hyman,185,Right,123 - Round 5 - 2010 (FLA),23.71,145,242,196,1.15,7.09,11.84,9.59,670,773,46.43,1297,1403,48.04,941,1076,46.65,71.47,71.70,49.92,-,-,-,25,,4,RFA,2250000,0.03
384. Matt Hunwick,180,Left,224 - Round 7 - 2004 (BOS),0.28,10,18,13,0.08,2.73,4.92,3.55,102,148,40.79,181,231,43.93,138,187,42.46,7.32,10.35,41.43,-,-,-,32,,3,UFA,2250000,0.03
385. Nate Schmidt,183,Left,-,6.58,112,232,154,0.28,5.01,10.40,6.90,739,654,53.05,1336,1224,52.19,1010,908,52.66,74.17,59.71,55.40,-,-,-,26,,2,RFA,2225000,0.03
386. Nick Holden,193,Left,-,3.44,78,189,124,0.18,4.19,10.16,6.67,585,535,52.23,1119,976,53.41,818,720,53.19,52.18,49.46,51.34,-,-,-,31,,2,UFA,2200000,0.028
387. Radek Faksa,191,Left,13 - Round 1 - 2012 (DAL),17.60,114,199,163,0.79,5.14,8.97,7.35,616,747,45.19,1111,1408,44.10,817,1041,43.97,57.65,68.00,45.88,-,-,-,23,,3,RFA,2200000,0.029
388. Esa Lindell,191,Left,74 - Round 3 - 2012 (DAL),6.92,132,257,175,0.21,3.97,7.73,5.26,843,1177,41.73,1583,2201,41.83,1141,1609,41.49,78.90,102.16,43.58,-,-,-,23,,2,RFA,2200000,0.029
389. Nikita Zadorov,198,Left,16 - Round 1 - 2013 (BUF),4.22,100,209,142,0.21,4.98,10.41,7.07,617,681,47.53,1051,1245,45.78,790,904,46.64,45.13,53.26,45.87,-,-,-,22,,2,RFA,2150000,0.029
390. Jamie Oleksiak,201,Left,14 - Round 1 - 2011 (DAL),2.46,55,116,81,0.18,3.93,8.28,5.79,428,444,49.08,760,802,48.66,578,585,49.70,33.79,31.97,51.38,-,-,-,25,,3,RFA,2137500,0.027
391. Riley Sheahan,191,Left,21 - Round 1 - 2010 (DET),12.41,110,164,144,0.67,5.98,8.91,7.83,477,638,42.78,831,1195,41.02,645,877,42.38,41.32,52.98,43.82,-,-,-,26,,1,UFA,2100000,0.026
392. Connor Brown,183,Right,156 - Round 6 - 2012 (TOR),9.58,85,161,134,0.51,4.51,8.53,7.11,473,650,42.12,1008,1212,45.41,727,918,44.19,39.46,54.08,42.19,-,-,-,23,,3,RFA,2100000,0.028
393. David Schlemko,185,Left,-,0.92,29,75,42,0.15,4.87,12.60,7.05,195,179,52.14,396,336,54.10,277,239,53.68,16.13,16.38,49.62,-,-,-,29,,4,UFA,2100000,0.029
394. Ryan Pulock,188,Right,15 - Round 1 - 2013 (NYI),10.49,180,382,242,0.34,5.89,12.50,7.92,827,912,47.56,1496,1737,46.27,1112,1256,46.96,81.11,80.18,50.29,-,-,-,23,,2,RFA,2000000,0.025
395. Jan Kovar,180,Right,-,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,-,-,-,28,,1,UFA,2000000,0.025
396. Tobias Rieder,180,Left,114 - Round 4 - 2011 (EDM),8.48,92,161,118,0.60,6.52,11.40,8.36,338,451,42.84,634,849,42.75,453,643,41.33,25.97,40.34,39.15,-,-,-,25,,1,UFA,2000000,0.025
397. Melker Karlsson,183,Right,-,8.24,79,128,107,0.54,5.22,8.44,7.07,364,429,45.90,730,848,46.26,532,598,47.08,29.39,42.77,40.72,-,-,-,26,,3,RFA,2000000,0.027
398. Calle Järnkrok,180,Right,51 - Round 2 - 2010 (DET),10.90,106,196,145,0.54,5.22,9.65,7.14,575,629,47.76,1080,1148,48.47,799,872,47.82,46.60,58.24,44.45,-,-,-,24,,6,RFA,2000000,0.027
399. Trevor Lewis,185,Right,17 - Round 1 - 2006 (LAK),6.10,87,134,111,0.59,8.46,13.03,10.79,292,325,47.33,545,634,46.23,419,476,46.82,23.33,31.68,42.41,-,-,-,29,,4,UFA,2000000,0.027
400. Matt Nieto,180,Left,47 - Round 2 - 2011 (SJS),8.34,86,140,117,0.56,5.85,9.52,7.97,428,525,44.91,766,966,44.23,578,690,45.58,35.79,44.26,44.71,-,-,-,25,,2,RFA,1975000,0.025
401. Alex Petrovic,193,Right,36 - Round 2 - 2010 (FLA),1.76,47,111,70,0.18,4.88,11.51,7.26,279,332,45.66,527,613,46.23,389,453,46.20,18.80,29.67,38.79,-,-,-,26,,1,RFA,1950000,0.025
402. Sam Bennett,185,Left,4 - Round 1 - 2014 (CGY),15.96,115,206,163,1.01,7.31,13.10,10.36,527,428,55.18,1018,797,56.09,741,607,54.97,47.71,35.86,57.08,-,-,-,21,,2,RFA,1950000,0.026
403. Zack Kassian,191,Right,13 - Round 1 - 2009 (BUF),13.54,111,170,138,0.69,5.70,8.72,7.08,541,656,45.20,985,1150,46.14,734,892,45.14,47.18,62.17,43.15,-,-,-,26,,3,RFA,1950000,0.026
404. Tim Schaller,188,Left,-,4.57,44,71,58,0.55,5.27,8.50,6.94,209,292,41.72,378,540,41.18,285,397,41.79,16.23,24.09,40.27,-,-,-,27,,2,UFA,1900000,0.024
405. Matthew Benning,185,Right,175 - Round 6 - 2012 (BOS),2.90,94,181,129,0.17,5.39,10.38,7.40,507,554,47.79,910,1016,47.25,670,779,46.24,43.49,48.52,47.27,-,-,-,24,,2,RFA,1900000,0.025
406. Aaron Dell,183,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.17,2.82,-0.36,29,,2,UFA,1900000,0.025
407. Joonas Donskoi,183,Right,99 - Round 4 - 2010 (FLA),13.21,115,187,152,0.74,6.43,10.45,8.50,607,441,57.92,1107,880,55.71,817,637,56.19,52.03,41.20,55.81,-,-,-,25,,2,RFA,1900000,0.026
408. Joel Armia,193,Right,16 - Round 1 - 2011 (BUF),13.65,134,223,169,0.91,8.93,14.86,11.26,500,452,52.52,921,805,53.36,664,601,52.49,43.18,37.60,53.45,-,-,-,25,,1,RFA,1850000,0.023
409. Darcy Kuemper,196,Left,161 - Round 6 - 2009 (MIN),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.33,2.49,0.16,28,,2,UFA,1850000,0.025
410. Josh Anderson,191,Right,95 - Round 4 - 2012 (CBJ),25.02,230,383,305,1.08,9.89,16.46,13.11,731,723,50.28,1309,1300,50.17,1000,984,50.40,68.70,62.58,52.33,-,-,-,23,,3,RFA,1850000,0.025
411. Jesper Fast,185,Right,157 - Round 6 - 2010 (NYR),11.31,80,120,99,0.65,4.63,6.94,5.73,463,573,44.69,834,1081,43.55,631,791,44.37,43.89,56.98,43.51,-,-,-,25,,3,RFA,1850000,0.025
412. Blake Coleman,180,Left,75 - Round 3 - 2011 (NJD),23.43,213,341,282,1.06,9.63,15.42,12.75,655,727,47.40,1125,1364,45.20,890,1032,46.31,58.54,72.30,44.74,-,-,-,26,,3,RFA,1800000,0.023
413. Jordan Martinook,183,Left,58 - Round 2 - 2012 (ARI),22.51,146,271,218,1.13,7.37,13.69,11.01,621,557,52.72,1186,1096,51.97,916,801,53.35,72.44,52.13,58.15,-,-,-,24,,2,RFA,1800000,0.024
414. Ryan Dzingel,183,Left,204 - Round 7 - 2011 (OTT),16.26,159,250,195,0.74,7.27,11.44,8.92,690,755,47.75,1227,1355,47.52,925,1025,47.44,61.11,68.66,47.09,-,-,-,25,,2,RFA,1800000,0.024
415. Luke Glendening,180,Right,-,12.54,102,169,146,0.61,4.97,8.24,7.11,462,815,36.18,844,1492,36.13,637,1134,35.97,39.51,79.48,33.20,-,-,-,27,,4,UFA,1800000,0.025
416. Patrick Maroon,188,Left,161 - Round 6 - 2007 (PHI),15.31,118,203,164,0.88,6.75,11.62,9.38,595,430,58.05,1057,777,57.63,788,580,57.60,56.89,34.47,62.27,-,-,-,30,NTC,1,UFA,1750000,0.022
417. Chad Johnson,191,Left,125 - Round 5 - 2006 (PIT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.63,2.75,-0.88,32,,1,UFA,1750000,0.022
418. Micheal Ferland,185,Left,133 - Round 5 - 2010 (CGY),19.75,156,251,207,1.18,9.35,15.05,12.41,620,431,58.99,1151,799,59.03,876,604,59.19,61.93,40.49,60.47,-,-,-,25,,2,RFA,1750000,0.023
419. Brett Ritchie,193,Right,44 - Round 2 - 2011 (DAL),5.19,57,106,79,0.61,6.72,12.49,9.31,218,253,46.28,433,480,47.43,312,359,46.50,17.82,20.10,46.99,-,-,-,23,,2,RFA,1750000,0.023
420. Jordan Weal,178,Right,70 - Round 3 - 2010 (LAK),8.30,75,137,104,0.59,5.31,9.69,7.36,469,354,56.99,870,687,55.88,638,512,55.48,40.90,27.77,59.56,-,-,-,25,,2,UFA,1750000,0.023
421. Stefan Noesen,185,Right,21 - Round 1 - 2011 (OTT),9.23,64,102,90,1.06,7.36,11.72,10.34,240,253,48.68,425,491,46.40,337,374,47.40,23.95,24.24,49.70,-,-,-,25,,1,RFA,1725000,0.022
422. Oscar Lindberg,185,Left,57 - Round 2 - 2010 (ARI),8.67,91,158,125,0.76,7.96,13.83,10.94,354,320,52.52,667,579,53.53,501,430,53.81,29.08,26.45,52.37,-,-,-,25,,2,RFA,1700000,0.023
423. Mark Jankowski,193,Left,21 - Round 1 - 2012 (CGY),10.87,99,194,153,0.65,5.92,11.59,9.14,436,487,47.24,856,965,47.01,626,694,47.42,38.75,42.74,47.55,-,-,-,23,,2,RFA,1675000,0.021
424. Nate Thompson,185,Left,183 - Round 6 - 2003 (BOS),7.03,71,110,87,0.42,4.20,6.51,5.15,411,564,42.15,742,1065,41.06,548,800,40.65,32.28,50.98,38.77,-,-,-,32,M-NTC,2,UFA,1650000,0.022
425. Nick Ritchie,188,Left,10 - Round 1 - 2014 (ANA),11.44,96,177,149,0.76,6.40,11.80,9.93,467,438,51.60,890,810,52.35,679,618,52.35,42.00,40.49,50.92,-,-,-,22,,3,RFA,1640000,0.019
426. Zemgus Girgensons,188,Left,14 - Round 1 - 2012 (BUF),7.99,78,132,112,0.49,4.78,8.08,6.86,396,574,40.82,713,1001,41.60,550,783,41.26,30.21,51.92,36.78,-,-,-,23,,2,RFA,1600000,0.021
427. Adam Pelech,191,Left,65 - Round 3 - 2012 (NYI),4.59,110,218,158,0.19,4.54,9.00,6.52,631,740,46.02,1183,1432,45.24,862,1018,45.85,55.92,60.76,47.93,-,-,-,22,,4,RFA,1600000,0.021
428. Jake McCabe,185,Left,44 - Round 2 - 2012 (BUF),2.94,64,137,95,0.16,3.44,7.35,5.09,508,637,44.37,901,1141,44.12,705,872,44.71,43.30,55.40,43.87,-,-,-,22,,3,RFA,1600000,0.022
429. Kyle Clifford,188,Left,35 - Round 2 - 2009 (LAK),13.57,115,195,164,1.08,9.14,15.50,13.03,397,354,52.86,753,689,52.22,569,517,52.39,33.97,30.66,52.56,-,-,-,24,,5,RFA,1600000,0.023
430. Luca Sbisa,191,Left,19 - Round 1 - 2008 (PHI),0.21,5,17,8,0.09,2.15,7.33,3.45,64,80,44.44,116,138,45.67,90,105,46.15,5.22,7.58,40.78,-,-,-,28,,1,UFA,1500000,0.019
431. Juuse Saros,180,Left,99 - Round 4 - 2013 (NSH),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.62,2.80,0.19,23,,3,RFA,1500000,0.019
432. Robin Lehner,193,Left,46 - Round 2 - 2009 (OTT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.13,2.57,0.44,26,,1,UFA,1500000,0.019
433. Petr Mrázek,185,Left,141 - Round 5 - 2010 (DET),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.39,2.50,0.11,26,,1,UFA,1500000,0.019
434. Vinnie Hinostroza,175,Right,169 - Round 6 - 2012 (CHI),16.68,152,264,196,0.91,8.30,14.41,10.70,575,533,51.90,1121,978,53.41,809,722,52.84,55.95,45.44,55.18,-,-,-,24,,2,RFA,1500000,0.02
435. Drake Caggiula,178,Left,-,10.80,96,148,120,0.82,7.26,11.19,9.07,423,492,46.23,749,795,48.51,558,614,47.61,34.34,41.46,45.30,-,-,-,24,,2,RFA,1500000,0.02
436. Brett Connolly,191,Right,6 - Round 1 - 2010 (TBL),15.20,139,243,187,0.84,7.72,13.50,10.39,568,547,50.94,1075,996,51.91,786,757,50.94,51.07,48.85,51.11,-,-,-,25,,2,UFA,1500000,0.02
437. Markus Granlund,183,Left,45 - Round 2 - 2011 (CGY),13.58,123,198,161,0.70,6.37,10.26,8.34,532,613,46.46,960,1100,46.60,728,822,46.97,45.34,55.36,45.02,-,-,-,25,,1,RFA,1475000,0.019
438. Johan Larsson,180,Left,56 - Round 2 - 2010 (MIN),8.16,79,160,124,0.47,4.54,9.19,7.13,422,581,42.07,787,1039,43.10,590,801,42.42,31.74,50.59,38.54,-,-,-,24,,2,RFA,1475000,0.02
439. Mark Barberio,185,Left,152 - Round 6 - 2008 (TBL),0.35,11,26,18,0.11,3.61,8.53,5.91,66,106,38.36,120,207,36.70,88,148,37.29,4.03,8.31,32.65,-,-,-,28,,2,UFA,1450000,0.019
440. Scott Mayfield,196,Right,34 - Round 2 - 2011 (NYI),4.94,104,274,162,0.20,4.22,11.11,6.57,614,792,43.67,1166,1518,43.44,851,1069,44.32,57.76,73.84,43.89,-,-,-,25,,5,RFA,1450000,0.019
441. Pierre-Édouard Bellemare,183,Left,-,11.30,108,186,142,0.72,6.86,11.81,9.02,471,501,48.46,829,922,47.34,619,678,47.73,43.59,49.74,46.71,-,-,-,31,,2,UFA,1450000,0.02
442. Steven Santini,188,Right,42 - Round 2 - 2013 (NJD),1.48,41,76,60,0.14,3.79,7.02,5.54,242,342,41.44,443,649,40.57,343,481,41.63,19.37,26.25,42.46,-,-,-,23,,3,RFA,1416667,0.018
443. Tyler Bertuzzi,185,Left,58 - Round 2 - 2013 (DET),15.88,131,249,192,0.79,6.52,12.39,9.56,644,597,51.89,1182,1051,52.93,892,835,51.65,60.76,56.61,51.77,-,-,-,23,,2,RFA,1400000,0.018
444. Matt Grzelcyk,175,Left,85 - Round 3 - 2012 (BOS),3.29,90,183,135,0.16,4.28,8.69,6.42,671,584,53.47,1197,1079,52.59,933,824,53.10,54.04,49.13,52.38,-,-,-,24,,2,RFA,1400000,0.019
445. Sven Andrighetto,178,Left,86 - Round 3 - 2013 (MTL),7.72,95,175,130,0.65,8.05,14.82,11.01,366,326,52.89,698,617,53.08,504,430,53.96,29.70,24.04,55.27,-,-,-,24,,2,RFA,1400000,0.019
446. Ben Chiarot,191,Left,120 - Round 4 - 2009 (ATL),3.57,111,231,152,0.15,4.59,9.53,6.28,632,798,44.20,1160,1481,43.92,859,1127,43.25,45.95,64.70,41.52,-,-,-,26,,2,RFA,1400000,0.019
447. Kevin Connauton,188,Left,83 - Round 3 - 2009 (VAN),2.29,75,167,113,0.15,4.90,10.92,7.39,433,595,42.12,807,1094,42.45,589,804,42.28,33.82,51.62,39.58,-,-,-,28,,2,UFA,1375000,0.017
448. Jon Merrill,191,Left,38 - Round 2 - 2010 (NJD),3.18,72,159,108,0.19,4.24,9.36,6.36,587,445,56.88,1096,813,57.41,816,600,57.63,50.71,39.08,56.48,-,-,-,26,,2,RFA,1375000,0.018
449. Andrej Sustr,201,Right,-,0.08,6,9,7,0.08,5.98,8.97,6.98,26,36,41.94,45,65,40.90,34,50,40.47,1.46,3.54,29.20,-,-,-,27,,1,UFA,1300000,0.016
450. Michael Hutchinson,191,Right,77 - Round 3 - 2008 (BOS),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.27,2.39,-0.88,28,,1,UFA,1300000,0.016
451. Matthew Peca,175,Left,201 - Round 7 - 2011 (TBL),2.92,35,62,42,0.43,5.12,9.06,6.14,159,230,40.86,314,434,41.98,218,312,41.13,12.33,17.91,40.77,-,-,-,25,,2,UFA,1300000,0.016
452. Roman Polák,188,Right,180 - Round 6 - 2004 (STL),3.63,77,155,116,0.15,3.13,6.30,4.72,589,865,40.51,1058,1684,38.58,810,1216,39.97,56.58,78.83,41.78,-,-,-,32,,1,UFA,1300000,0.016
453. Connor Carrick,180,Right,137 - Round 5 - 2012 (WSH),2.52,42,82,58,0.27,4.41,8.61,6.09,258,281,47.87,473,543,46.56,355,409,46.47,23.93,25.37,48.54,-,-,-,24,,1,RFA,1300000,0.017
454. Sean Kuraly,188,Left,133 - Round 5 - 2011 (SJS),10.13,134,209,163,0.62,8.22,12.82,10.00,481,497,49.18,803,956,45.65,630,714,46.88,38.46,44.36,46.44,-,-,-,25,,3,RFA,1275000,0.016
455. Jake Virtanen,185,Right,6 - Round 1 - 2014 (VAN),16.23,154,290,222,0.94,8.91,16.77,12.84,519,507,50.58,985,959,50.67,719,694,50.88,42.49,46.48,47.76,-,-,-,21,,2,RFA,1250000,0.016
456. Brad Richardson,183,Left,163 - Round 5 - 2003 (COL),12.90,128,215,166,0.73,7.29,12.25,9.44,481,573,45.64,912,1139,44.47,660,801,45.17,43.40,55.73,43.78,-,-,-,33,NMC,2,UFA,1250000,0.016
457. Jared McCann,185,Left,24 - Round 1 - 2014 (VAN),13.34,150,240,187,0.71,7.94,12.71,9.90,585,604,49.20,1034,1101,48.43,782,819,48.84,47.01,50.07,48.42,-,-,-,22,,2,RFA,1250000,0.016
458. Chris Wagner,183,Right,122 - Round 5 - 2010 (ANA),15.40,135,216,179,0.90,7.92,12.68,10.50,472,502,48.46,820,961,46.04,639,719,47.05,38.04,44.15,46.28,-,-,-,27,,2,UFA,1250000,0.016
459. Austin Czarnik,175,Right,-,7.64,65,121,92,0.75,6.37,11.86,9.02,318,265,54.55,644,477,57.45,468,351,57.14,29.12,20.92,58.19,-,-,-,25,,2,UFA,1250000,0.016
460. Keith Kinkaid,191,Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.36,2.71,-0.66,27,,2,UFA,1250000,0.017
461. Erik Gustafsson,183,Left,93 - Round 4 - 2012 (EDM),7.71,160,345,228,0.26,5.38,11.60,7.67,1074,938,53.38,1951,1571,55.39,1426,1217,53.95,96.77,90.90,51.56,-,-,-,26,,2,RFA,1200000,0.016
462. Colton Sceviour,183,Right,112 - Round 4 - 2007 (DAL),9.40,116,172,146,0.78,9.59,14.23,12.08,323,385,45.62,573,756,43.12,438,546,44.51,25.75,34.74,42.57,-,-,-,29,,3,UFA,1200000,0.016
